"","alpha_1","beta_w1_1","beta_w2_1","beta_ta1_1","beta_ta2_1","beta_Ec1_1","beta_Ec2_1","beta_wta_1","beta_wEc_1","beta_taEc_1","alpha_2","beta_w1_2","beta_w2_2","beta_ta1_2","beta_ta2_2","beta_Ec1_2","beta_Ec2_2","beta_wta_2","beta_wEc_2","beta_taEc_2","alpha_3","beta_w1_3","beta_w2_3","beta_ta1_3","beta_ta2_3","beta_Ec1_3","beta_Ec2_3","beta_wta_3","beta_wEc_3","beta_taEc_3","alpha_4","beta_w1_4","beta_w2_4","beta_ta1_4","beta_ta2_4","beta_Ec1_4","beta_Ec2_4","beta_wta_4","beta_wEc_4","beta_taEc_4","alpha_5","beta_w1_5","beta_w2_5","beta_ta1_5","beta_ta2_5","beta_Ec1_5","beta_Ec2_5","beta_wta_5","beta_wEc_5","beta_taEc_5","sigma_1","sigma_2","sigma_3","sigma_4","sigma_5","asc_2","x_female_2","x_mayor45_2","x_underage_in_household_2","x_only_worker_2","x_university_2","x_metropolitana_2","asc_3","x_female_3","x_mayor45_3","x_underage_in_household_3","x_only_worker_3","x_university_3","x_metropolitana_3","asc_4","x_female_4","x_mayor45_4","x_underage_in_household_4","x_only_worker_4","x_university_4","x_metropolitana_4","asc_5","x_female_5","x_mayor45_5","x_underage_in_household_5","x_only_worker_5","x_university_5","x_metropolitana_5"
"alpha_2",1.81898940354586,0,-5.45696821063757,1.81898940354586,-7.27595761418343,-16.3709046319127,-3903.55126000941,-5.45696821063757,-138.243194669485,-170.985003933311,0,-10.9139364212751,-422.005541622639,0,-409.272615797818,-134.605215862393,-44625.2670371905,45.4747350886464,-2708.47522187978,-864.019966684282,0,-1.81898940354586,-70.9405867382884,-3.63797880709171,-98.2254277914762,-74.5785655453801,-17871.570889838,-25.465851649642,-1135.04938781261,-503.860064782202,1.81898940354586,1.81898940354586,0,-1.81898940354586,-169.166014529765,-29.1038304567337,-2346.49633057415,3.63797880709171,-9.09494701772928,-221.916707232594,1.81898940354586,1.81898940354586,-1.81898940354586,0,-94.5874489843845,5.45696821063757,-1853.55020221323,0,-72.7595761418343,-105.50138540566,1.81898940354586,1.81898940354586,1.81898940354586,1.81898940354586,0,0,1.81898940354586,1.81898940354586,0,0,0,0,0,1.81898940354586,1.81898940354586,1.81898940354586,1.81898940354586,1.81898940354586,1.81898940354586,5.45696821063757,3.63797880709171,3.63797880709171,1.81898940354586,3.63797880709171,1.81898940354586,3.63797880709171,0,0,1.81898940354586,1.81898940354586,1.81898940354586,0,1.81898940354586
"beta_w1_2",0,-7.27595761418343,-87.3114913702011,-7.27595761418343,-196.450855582952,-140.062184073031,-29234.797693789,-70.9405867382884,-1407.89779834449,-1655.28035722673,-10.9139364212751,-423.824531026185,-23026.586859487,45.4747350886464,-3510.6495488435,-2708.47522187978,-1332620.74086815,2670.27644440532,-117186.573334038,-16741.9784702361,-3.63797880709171,-69.1215973347425,-1622.5385479629,-27.2848410531878,-894.942786544561,-1136.86837721616,-287795.046460815,-569.343683309853,-19452.2726815194,-9627.91091296822,0,0,12.732925824821,1.81898940354586,-14.5519152283669,-10.9139364212751,3246.89608532935,21.8278728425503,261.934474110603,41.8367562815547,0,-3.63797880709171,-18.1898940354586,-1.81898940354586,96.4064383879304,-72.7595761418343,-3741.66120309383,-1.81898940354586,-240.106601268053,-138.243194669485,0,0,0,1.81898940354586,-1.81898940354586,-5.45696821063757,0,-3.63797880709171,0,-7.27595761418343,-3.63797880709171,0,1.81898940354586,1.81898940354586,1.81898940354586,1.81898940354586,1.81898940354586,3.63797880709171,1.81898940354586,1.81898940354586,0,-1.81898940354586,0,1.81898940354586,3.63797880709171,1.81898940354586,3.63797880709171,1.81898940354586,3.63797880709171,0,3.63797880709171,0,1.81898940354586
"beta_w2_2",-5.45696821063757,-85.4925019666553,-1187.80008051544,-70.9405867382884,-1795.34254129976,-1407.89779834449,-304982.67733492,-920.408638194203,-16892.9545907304,-18375.4309546202,-422.005541622639,-23026.586859487,-1497934.13584121,2670.27644440532,-139247.276820242,-117177.478387021,-80157984.4846856,140724.296215922,-7418282.62107447,-1075333.78468361,-70.9405867382884,-1624.35753736645,-50060.4073749855,-569.343683309853,-14140.8236231655,-19517.756300047,-5748368.49409621,-13234.9669001997,-283000.190393068,-182073.563337326,1.81898940354586,12.732925824821,409.272615797818,20.0088834390044,-520.230969414115,261.934474110603,105355.866253376,578.438630327582,5560.65060663968,2426.53186433017,-1.81898940354586,-18.1898940354586,-205.545802600682,-1.81898940354586,-440.195435658097,-238.287611864507,-45951.3103123754,-30.9228198602796,-2799.42469205707,-1517.03716255724,-1.81898940354586,7.27595761418343,-10.9139364212751,1.81898940354586,-5.45696821063757,80.0355337560177,18.1898940354586,83.6735125631094,0,18.1898940354586,-7.27595761418343,63.664629124105,-60.0266503170133,5.45696821063757,-50.931703299284,1.81898940354586,-29.1038304567337,9.09494701772928,-18.1898940354586,3.63797880709171,-9.09494701772928,-12.732925824821,1.81898940354586,3.63797880709171,20.0088834390044,-10.9139364212751,-3.63797880709171,0,-5.45696821063757,1.81898940354586,0,1.81898940354586,0
"beta_ta1_2",1.81898940354586,-7.27595761418343,-70.9405867382884,-7.27595761418343,249.201548285782,-172.803993336856,-44343.3236796409,-196.450855582952,-1655.28035722673,-3768.94604414701,0,45.4747350886464,2670.27644440532,-411.091605201364,1336.9572116062,-864.019966684282,-214084.138860926,-3510.6495488435,-16738.340491429,-24674.5912590995,-3.63797880709171,-25.465851649642,-569.343683309853,-100.044417195022,-387.444742955267,-503.860064782202,-161015.123012476,-894.942786544561,-9620.63495535403,-11641.5321826935,0,1.81898940354586,20.0088834390044,-169.166014529765,-909.494701772928,-223.73569663614,-15066.6892295703,-12.732925824821,41.8367562815547,-5476.97709407657,0,-1.81898940354586,-1.81898940354586,-96.4064383879304,-289.219315163791,-105.50138540566,-7314.15639165789,96.4064383879304,-140.062184073031,1726.22094396502,0,3.63797880709171,12.732925824821,-1.81898940354586,-1.81898940354586,-29.1038304567337,-3.63797880709171,-18.1898940354586,0,-27.2848410531878,-18.1898940354586,-12.732925824821,32.7418092638254,7.27595761418343,25.465851649642,1.81898940354586,20.0088834390044,12.732925824821,14.5519152283669,25.465851649642,3.63797880709171,10.9139364212751,1.81898940354586,20.0088834390044,14.5519152283669,10.9139364212751,-9.09494701772928,0,-5.45696821063757,0,-3.63797880709171,0,0
"beta_ta2_2",-7.27595761418343,-196.450855582952,-1795.34254129976,249.201548285782,2002.70733330399,-3770.76503355056,-1001961.20911278,-2790.32974503934,-40998.2021665201,-60239.4720772281,-409.272615797818,-3510.6495488435,-139247.276820242,1336.9572116062,-259908.119915053,-24669.1342908889,-7462369.46724821,52326.8681718037,-364587.32211031,-392934.452975169,-100.044417195022,-893.123797141016,-14140.8236231655,-387.444742955267,-28221.620596014,-11632.4372356758,-3168652.25613583,-3246.89608532935,-189978.891285136,-87267.835624516,-167.347025126219,-14.5519152283669,-522.049958817661,-909.494701772928,-120146.069093607,-5475.15810467303,-523448.761668988,2659.36250798404,5500.62395632267,-133124.558487907,-96.4064383879304,94.5874489843845,-440.195435658097,-289.219315163791,-48879.8832520843,1726.22094396502,-400888.893636875,-1864.4641386345,-10268.1951830164,-82378.3921077847,10.9139364212751,49.1127138957381,138.243194669485,27.2848410531878,45.4747350886464,-318.323145620525,-25.465851649642,129.148247651756,0,-351.06495488435,-376.530806533992,-98.2254277914762,292.857293970883,-5.45696821063757,121.872290037572,1.81898940354586,234.649633057415,140.062184073031,138.243194669485,976.797309704125,323.780113831162,543.877831660211,1.81898940354586,682.121026329696,394.720700569451,292.857293970883,-527.506927028298,-174.622982740402,-434.73846744746,1.81898940354586,-360.15990190208,-23.6468622460961,-118.234311230481
"beta_Ec1_2",-16.3709046319127,-140.062184073031,-1407.89779834449,-170.985003933311,-3770.76503355056,-3916.28418583423,-781685.230322182,-1655.28035722673,-29353.0320050195,-44623.448047787,-134.605215862393,-2708.47522187978,-117177.478387021,-864.019966684282,-24669.1342908889,-44603.4391643479,-14569484.8470157,-16736.5215020254,-1332087.77697291,-213252.860703506,-76.397554948926,-1135.04938781261,-19525.0322576612,-503.860064782202,-11632.4372356758,-17769.7074832395,-5631180.10177277,-9624.27293416113,-288879.164145328,-159774.572239257,-27.2848410531878,-10.9139364212751,260.115484707057,-223.73569663614,-5475.15810467303,-2331.94441534579,-141924.829222262,41.8367562815547,3368.76837536693,-14859.3244375661,3.63797880709171,-74.5785655453801,-238.287611864507,-107.320374809206,1726.22094396502,-1853.55020221323,-98782.0385489613,-138.243194669485,-3741.66120309383,-7305.06144464016,-12.732925824821,14.5519152283669,40.0177668780088,1.81898940354586,-10.9139364212751,-203.726813197136,-36.3797880709171,-81.8545231595635,0,-252.839527092874,-152.795109897852,-60.0266503170133,145.519152283669,32.7418092638254,107.320374809206,1.81898940354586,112.777343019843,107.320374809206,65.4836185276508,154.614099301398,27.2848410531878,61.8456397205591,1.81898940354586,156.433088704944,140.062184073031,67.3026079311967,-21.8278728425503,-5.45696821063757,-21.8278728425503,0,3.63797880709171,-3.63797880709171,-1.81898940354586
"beta_Ec2_2",-3910.82721762359,-29289.3673758954,-305741.195916198,-44552.5074610487,-1008591.4254887,-784228.177508339,-205602002.097294,-465997.800347395,-7175960.4907129,-12951448.2978266,-44625.2670371905,-1332620.74086815,-80157984.4846856,-214084.138860926,-7462369.46724821,-14569484.8470157,-8985165937.70182,-10750463.8435785,-806344698.503381,-135154905.365198,-17733.3276951686,-287183.866021223,-5832211.17267385,-158834.154717624,-3131686.75347697,-5587733.53986908,-1486754728.83042,-2898488.67396358,-97801728.7707189,-48903271.817835,-2326.48744713515,3350.57848133147,106236.257124692,-14773.8319355994,-516907.675773837,-138328.687171452,18930761.1435652,75098.7965147942,1946144.03881133,-292526.237899438,-1851.73121280968,-3734.38524547964,-45869.4557892159,-7292.32851881534,-400576.027459465,-98536.4749794826,-19611017.7057562,-28254.3624052778,-808333.425084129,-1158428.85861639,-2197.33919948339,6777.55451761186,4534.74058303982,-1455.19152283669,-1471.5624274686,-21898.8134292886,-2277.37473323941,-1620.71955855936,0,-32074.2401527241,-23012.0349442586,2604.79282587767,17502.3160409182,856.744009070098,11919.837561436,1.81898940354586,15075.7841765881,16580.0884133205,5440.59730600566,31592.2079607844,7434.20969229192,15459.5909407362,1.81898940354586,26349.8804997653,23635.9483096749,12325.4721984267,-1202.35199574381,-545.696821063757,-1737.13488038629,1.81898940354586,-1087.75566332042,1095.03162093461,934.96055342257
"beta_wta_2",-5.45696821063757,-70.9405867382884,-920.408638194203,-196.450855582952,-2790.32974503934,-1655.28035722673,-464084.223494865,-1793.52355189621,-18382.7069122344,-40985.4692406952,45.4747350886464,2670.27644440532,140724.296215922,-3510.6495488435,52326.8681718037,-16736.5215020254,-10750463.8435785,-139243.638841435,-1075355.61255645,-364601.874025539,-27.2848410531878,-567.524693906307,-13211.3200379536,-894.942786544561,-3252.35305353999,-9624.27293416113,-2914310.24379563,-14144.4616019726,-181542.418431491,-190111.677511595,3.63797880709171,20.0088834390044,576.619640924037,-14.5519152283669,2655.72452917695,41.8367562815547,72404.8732081428,-522.049958817661,2431.98883254081,5487.89103049785,0,-1.81898940354586,-30.9228198602796,94.5874489843845,-1864.4641386345,-138.243194669485,-28430.8043774217,-440.195435658097,-1518.85615196079,-10268.1951830164,0,0,-3.63797880709171,-10.9139364212751,-3.63797880709171,-50.931703299284,-30.9228198602796,-16.3709046319127,0,-92.7684595808387,-25.465851649642,-14.5519152283669,0,-3.63797880709171,-9.09494701772928,1.81898940354586,7.27595761418343,12.732925824821,0,69.1215973347425,40.0177668780088,45.4747350886464,1.81898940354586,69.1215973347425,45.4747350886464,45.4747350886464,29.1038304567337,9.09494701772928,20.0088834390044,1.81898940354586,20.0088834390044,7.27595761418343,14.5519152283669
"beta_wEc_2",-140.062184073031,-1407.89779834449,-16892.9545907304,-1655.28035722673,-41003.6591347307,-29354.850994423,-7152366.3791595,-18384.525901638,-306352.37635579,-467121.935798787,-2708.47522187978,-117186.573334038,-7418282.62107447,-16738.340491429,-364587.32211031,-1332087.77697291,-806344698.503381,-1075355.61255645,-80141679.0636722,-10738593.1187309,-1136.86837721616,-19497.747416608,-287491.275230423,-9618.81596595049,-189918.864634819,-288822.775473818,-97965968.9619439,-181895.302375779,-5898313.24759871,-2919188.77337594,-10.9139364212751,261.934474110603,5526.08980797231,41.8367562815547,5504.26193512976,3370.58736477047,1916823.74861557,2433.80782194436,106694.642454386,74884.1557651758,-72.7595761418343,-238.287611864507,-2797.60570265353,-138.243194669485,-10266.3761936128,-3741.66120309383,-810934.5799312,-1517.03716255724,-45958.5862699896,-28399.8815575615,-60.0266503170133,243.744580075145,-163.709046319127,-52.7506927028298,-103.682396002114,-478.39421313256,-132.786226458848,-89.130480773747,0,-1278.74955069274,-674.845068715513,325.599103234708,520.230969414115,211.002770811319,487.48916015029,1.81898940354586,651.198206469417,567.524693906307,150.976120494306,700.310920365155,138.243194669485,312.866177409887,1.81898940354586,633.008312433958,578.438630327582,221.916707232594,-56.3886715099216,-9.09494701772928,-87.3114913702011,1.81898940354586,16.3709046319127,65.4836185276508,5.45696821063757
"beta_taEc_2",-172.803993336856,-1657.09934663028,-18384.525901638,-3772.58402295411,-60314.0506427735,-44647.094910033,-12892229.2788047,-41005.4781241342,-467276.549898088,-1009746.48375995,-864.019966684282,-16741.9784702361,-1075333.78468361,-24674.5912590995,-392934.452975169,-213252.860703506,-135154905.365198,-364601.874025539,-10738593.1187309,-7438369.72105782,-505.679054185748,-9620.63495535403,-182048.097485676,-11628.7992568687,-87151.4203026891,-159630.872076377,-49419379.1382713,-189942.511497065,-2918206.51909802,-3149660.18777341,-223.73569663614,41.8367562815547,2431.98883254081,-5475.15810467303,-133026.333060116,-14832.0395965129,-354795.702151023,5513.35688214749,74980.5622035637,-518071.828992106,-107.320374809206,-140.062184073031,-1518.85615196079,1724.40195456147,-82396.5820018202,-7305.06144464016,-1163576.59862842,-10268.1951830164,-28394.4245893508,-400765.202357434,-54.5696821063757,-76.397554948926,633.008312433958,-265.572452917695,30.9228198602796,-2877.64123640954,-662.112142890692,-962.245394475758,0,-2977.68565360457,-1969.96552404016,-931.322574615479,1413.35476655513,245.563569478691,723.957782611251,0,1253.2836990431,1098.6695997417,742.147676646709,2797.60570265353,665.750121697783,1460.64849104732,0,2219.16707232594,2048.18206839263,1216.90391097218,271.029421128333,101.863406598568,185.536919161677,0,18.1898940354586,74.5785655453801,256.477505899966
"alpha_3",-1.81898940354586,0,-9.09494701772928,12.732925824821,-12.732925824821,18.1898940354586,-4931.28027301282,-7.27595761418343,-160.071067512035,74.5785655453801,0,-3.63797880709171,-70.9405867382884,-3.63797880709171,-100.044417195022,-76.397554948926,-17733.3276951686,-27.2848410531878,-1136.86837721616,-505.679054185748,-176.441972143948,49.1127138957381,-4285.53903475404,-698.491930961609,-34209.7337124869,392.901711165905,-718591.763870791,467.480276711285,-25271.2197834626,-7248.67277313024,0,-1.81898940354586,1.81898940354586,-14.5519152283669,-25.465851649642,-87.3114913702011,-8400.09306557477,-38.198777474463,-150.976120494306,-1049.55688584596,-3.63797880709171,1.81898940354586,-9.09494701772928,3.63797880709171,-67.3026079311967,18.1898940354586,-5133.18809680641,7.27595761418343,-227.373675443232,725.776772014797,1.81898940354586,0,-21.8278728425503,0,-3.63797880709171,0,0,0,0,-1.81898940354586,1.81898940354586,1.81898940354586,-5.45696821063757,-12.732925824821,-1.81898940354586,1.81898940354586,-5.45696821063757,-5.45696821063757,-3.63797880709171,9.09494701772928,7.27595761418343,1.81898940354586,3.63797880709171,5.45696821063757,3.63797880709171,3.63797880709171,7.27595761418343,7.27595761418343,3.63797880709171,3.63797880709171,1.81898940354586,0,3.63797880709171
"beta_w1_3",0,-7.27595761418343,-16.3709046319127,-5.45696821063757,-140.062184073031,-160.071067512035,4998.58288094401,43.6557456851006,-158.25207810849,2377.41915043443,-1.81898940354586,-69.1215973347425,-1624.35753736645,-25.465851649642,-893.123797141016,-1135.04938781261,-287183.866021223,-567.524693906307,-19497.747416608,-9620.63495535403,49.1127138957381,-4283.72004535049,-217780.325328931,469.299266114831,-4039.97546527535,-25256.6678682342,-7850150.72324313,-18058.9267984033,-246729.541686364,-79564.4155004993,0,3.63797880709171,121.872290037572,-38.198777474463,130.967237055302,-149.15713109076,-21256.7101698369,-378.349795937538,-409.272615797818,-5031.32469020784,3.63797880709171,-7.27595761418343,3.63797880709171,7.27595761418343,-143.700162880123,-225.554686039686,-7490.59836380184,0,-156.433088704944,-1042.28092823178,1.81898940354586,3.63797880709171,41.8367562815547,-1.81898940354586,3.63797880709171,-3.63797880709171,7.27595761418343,5.45696821063757,0,0,1.81898940354586,-1.81898940354586,20.0088834390044,-7.27595761418343,-1.81898940354586,10.9139364212751,1.81898940354586,18.1898940354586,16.3709046319127,1.81898940354586,7.27595761418343,0,1.81898940354586,3.63797880709171,1.81898940354586,-1.81898940354586,-3.63797880709171,-5.45696821063757,3.63797880709171,-1.81898940354586,3.63797880709171,0,-5.45696821063757
"beta_w2_3",-7.27595761418343,-16.3709046319127,423.824531026185,41.8367562815547,-2000.88834390044,-161.890056915581,294110.577669926,-174.622982740402,9253.19909583777,14786.5648614243,-70.9405867382884,-1622.5385479629,-50060.4073749855,-569.343683309853,-14140.8236231655,-19525.0322576612,-5832211.17267385,-13211.3200379536,-287491.275230423,-182048.097485676,-4285.53903475404,-217780.325328931,-14387507.6901168,-18062.5647772104,-661026.206216775,-245967.385126278,-329310572.851682,-1470245.47914043,2440639.94614407,-2118567.86336284,3.63797880709171,120.053300634027,4582.03430753201,-381.98777474463,4596.58622276038,-414.729584008455,85265.128291212,-4090.90716857463,-2508.38638748974,-47859.430196695,-9.09494701772928,1.81898940354586,30.9228198602796,-1.81898940354586,-660.293153487146,-156.433088704944,-43024.5563620701,80.0355337560177,-980.435288511217,225.554686039686,9.09494701772928,49.1127138957381,822.183210402727,-3.63797880709171,-9.09494701772928,-314.685166813433,92.7684595808387,-72.7595761418343,0,-94.5874489843845,-158.25207810849,-103.682396002114,629.370333626866,-140.062184073031,285.581336356699,200.088834390044,232.83064365387,420.186552219093,223.73569663614,-110.958353616297,29.1038304567337,-105.50138540566,-14.5519152283669,-70.9405867382884,-30.9228198602796,-40.0177668780088,27.2848410531878,16.3709046319127,27.2848410531878,7.27595761418343,5.45696821063757,-10.9139364212751,18.1898940354586
"beta_ta1_3",12.732925824821,-5.45696821063757,41.8367562815547,-12.732925824821,-2961.31474897265,72.7595761418343,65880.1582176238,-141.881173476577,2373.78117162734,-3459.71784554422,-3.63797880709171,-27.2848410531878,-569.343683309853,-100.044417195022,-387.444742955267,-503.860064782202,-158834.154717624,-894.942786544561,-9618.81596595049,-11628.7992568687,-698.491930961609,469.299266114831,-18062.5647772104,-34209.7337124869,-367321.26318384,-7232.30186849833,-3416691.47019275,-4045.43243348598,-79555.3205534816,88413.7989487499,-12.732925824821,-38.198777474463,-381.98777474463,-25.465851649642,-6761.18361297995,-1049.55688584596,-154688.677866943,130.967237055302,-5031.32469020784,-14493.7075674534,3.63797880709171,7.27595761418343,0,-67.3026079311967,140.062184073031,725.776772014797,-21900.6324186921,-145.519152283669,-1044.09991763532,-2039.08712137491,10.9139364212751,12.732925824821,327.418092638254,1.81898940354586,12.732925824821,-29.1038304567337,-5.45696821063757,-18.1898940354586,0,-27.2848410531878,-5.45696821063757,-7.27595761418343,170.985003933311,116.415321826935,83.6735125631094,156.433088704944,123.691279441118,43.6557456851006,-30.9228198602796,-38.198777474463,-20.0088834390044,-9.09494701772928,-27.2848410531878,-12.732925824821,1.81898940354586,12.732925824821,-78.2165443524718,-65.4836185276508,-29.1038304567337,-96.4064383879304,-58.2076609134674,-10.9139364212751,23.6468622460961
"beta_ta2_3",-10.9139364212751,-141.881173476577,-2000.88834390044,-2959.49575956911,177569.745574147,-3459.71784554422,-299329.258268699,5093.1703299284,-41502.0622313023,360310.878022574,-98.2254277914762,-894.942786544561,-14140.8236231655,-387.444742955267,-28221.620596014,-11632.4372356758,-3131686.75347697,-3252.35305353999,-189918.864634819,-87151.4203026891,-34209.7337124869,-4039.97546527535,-661026.206216775,-367321.26318384,-20700461.3912432,88462.9116626456,-116002442.15515,1089332.7271333,-5222043.91018022,2490527.54952572,-23.6468622460961,130.967237055302,4600.22420156747,-6763.00260238349,55611.9630346075,-14495.5265568569,-2068209.14172567,-29373.0408884585,-54105.8398084715,-333357.093040831,-67.3026079311967,-143.700162880123,-660.293153487146,134.605215862393,219572.029891424,-2031.81116376072,134370.566229336,9242.2851594165,-6886.69388182461,468793.587060645,-87.3114913702011,160.071067512035,-7319.61335986853,18.1898940354586,-183.717929758132,-785.80342233181,145.519152283669,-442.014425061643,0,-645.741238258779,-52.7506927028298,63.664629124105,-933.141564019024,-3878.08540835977,-1484.29535329342,-1895.38695849478,-23.6468622460961,-1387.88891490549,-833.097146824002,249.201548285782,974.978320300579,349.245965480804,796.717358753085,100.044417195022,867.657945491374,34.5607986673713,1087.75566332042,1904.48190551251,969.521352089942,640.284270048141,272.848410531878,503.860064782202,543.877831660211
"beta_Ec1_3",20.0088834390044,-160.071067512035,-160.071067512035,74.5785655453801,-3459.71784554422,-4965.84107168019,248279.320658185,2373.78117162734,4672.98377770931,65912.9000268877,-74.5785655453801,-1136.86837721616,-19517.756300047,-503.860064782202,-11632.4372356758,-17769.7074832395,-5587733.53986908,-9624.27293416113,-288822.775473818,-159630.872076377,392.901711165905,-25256.6678682342,-245967.385126278,-7232.30186849833,88462.9116626456,-716932.845534757,-113357082.227594,-79446.1811892688,-7809680.02800364,-3390237.90729698,-85.4925019666553,-150.976120494306,-416.548573412001,-1049.55688584596,-14491.8885780498,-8369.17024571449,-1275648.17375969,-5031.32469020784,-21176.6746360809,-154415.829456411,18.1898940354586,-227.373675443232,-156.433088704944,725.776772014797,-2037.26813197136,-5120.45517098159,-237429.048866034,-1044.09991763532,-7450.58059692383,-21858.7956624106,25.465851649642,63.664629124105,376.530806533992,-118.234311230481,85.4925019666553,-145.519152283669,-30.9228198602796,56.3886715099216,0,-121.872290037572,-32.7418092638254,-103.682396002114,367.435859516263,-61.8456397205591,-98.2254277914762,169.166014529765,-20.0088834390044,125.510268844664,198.269844986498,211.002770811319,209.183781407773,70.9405867382884,83.6735125631094,287.400325760245,212.821760214865,130.967237055302,-332.875060848892,-238.287611864507,-83.6735125631094,-181.898940354586,18.1898940354586,25.465851649642,-192.812876775861
"beta_Ec2_3",-5089.53235112131,3474.26976077259,276788.341579959,64739.6518616006,-322454.070555978,208548.954105936,112251565.951738,328758.687828667,6194499.29217808,10155110.4307873,-17871.570889838,-287795.046460815,-5748368.49409621,-161015.123012476,-3168652.25613583,-5631180.10177277,-1486754728.83042,-2914310.24379563,-97965968.9619439,-49419379.1382713,-718591.763870791,-7850150.72324313,-329310572.851682,-3416691.47019275,-116002442.15515,-113357082.227594,-35623903488.1582,-52017991.0381557,-2150251100.82934,-638747455.0138,-8294.59168016911,-21451.3420360163,66052.9622109607,-152393.113239668,-2042574.1240615,-1263113.51777986,-176671595.909283,-1093487.298931,-2500963.09173387,-28885184.2924487,-5100.44628754258,-7472.40846976638,-43588.4430771694,-21658.7068280205,136940.798256546,-233898.390433751,-28883989.2164106,8683.85541252792,-1253903.9744297,1727396.01111971,4667.52680949867,10659.2779047787,46502.4641016498,-15741.5342982858,-5902.6206145063,7907.14693721384,15197.6564666256,53534.6771357581,0,1784.42860487849,2486.55851464719,11405.0635602325,15077.6031659916,-44105.0360677764,-50980.8160131797,60552.338254638,8638.38067743927,45032.7206635848,-39288.352127187,29205.6938633323,26166.1625700071,8109.05476100743,612.999428994954,32605.3850585595,19517.756300047,17440.4704011977,37862.264434807,15412.297216244,19423.1688510627,19281.2876775861,8662.02753968537,10877.5566332042,24716.4280153811
"beta_wta_3",-5.45696821063757,41.8367562815547,-176.441972143948,-141.881173476577,5091.35134052485,2373.78117162734,339803.591486998,-2000.88834390044,14752.0040627569,-41523.8901041448,-25.465851649642,-569.343683309853,-13234.9669001997,-894.942786544561,-3246.89608532935,-9624.27293416113,-2898488.67396358,-14144.4616019726,-181895.302375779,-189942.511497065,467.480276711285,-18058.9267984033,-1470245.47914043,-4045.43243348598,1089332.7271333,-79446.1811892688,-52017991.0381557,-661048.034089617,-2121953.00264284,-5222898.83519989,-38.198777474463,-380.168785341084,-4087.26918976754,129.148247651756,-29362.1269520372,-5033.14367961138,-1115085.9791087,4598.40521216393,-47843.0592920631,-54118.5727342963,7.27595761418343,-1.81898940354586,80.0355337560177,-145.519152283669,9229.55223359168,-1044.09991763532,7959.89762991667,-660.293153487146,225.554686039686,-6888.51287122816,10.9139364212751,16.3709046319127,41.8367562815547,9.09494701772928,-23.6468622460961,-78.2165443524718,9.09494701772928,-21.8278728425503,0,-38.198777474463,-132.786226458848,-38.198777474463,261.934474110603,70.9405867382884,169.166014529765,231.011654250324,-136.424205265939,271.029421128333,25.465851649642,-18.1898940354586,-47.2937244921923,-10.9139364212751,-87.3114913702011,89.130480773747,9.09494701772928,69.1215973347425,61.8456397205591,49.1127138957381,20.0088834390044,70.9405867382884,100.044417195022,-23.6468622460961,41.8367562815547
"beta_wEc_3",-160.071067512035,-163.709046319127,9200.44840313494,2373.78117162734,-41578.4597862512,4609.3191485852,6577070.96252125,14752.0040627569,290145.180770196,339847.247232683,-1135.04938781261,-19452.2726815194,-283000.190393068,-9620.63495535403,-189978.891285136,-288879.164145328,-97801728.7707189,-181542.418431491,-5898313.24759871,-2918206.51909802,-25271.2197834626,-246729.541686364,2440639.94614407,-79555.3205534816,-5222043.91018022,-7809680.02800364,-2150251100.82934,-2121953.00264284,-327694317.093119,-51486951.6337058,-149.15713109076,-420.186552219093,-3275.99991578609,-5029.50570080429,-54094.9258720502,-21191.2265513092,-2353523.08664005,-47859.430196695,82465.7035991549,-1113075.99581778,-225.554686039686,-158.25207810849,-980.435288511217,-1044.09991763532,-6886.69388182461,-7452.39958632737,-1254413.2914627,225.554686039686,-42791.7257184163,7985.36348156631,258.296495303512,458.385329693556,11345.0369099155,-387.444742955267,-192.812876775861,-2368.32420341671,-254.65851649642,878.571881912649,0,-1169.61018647999,-2750.31197816133,-1926.30977835506,6837.58116792887,678.483047522604,456.56634029001,4487.44685854763,2848.53740595281,7681.59225117415,3145.03267873079,-811.269273981452,-169.166014529765,-67.3026079311967,-920.408638194203,54.5696821063757,-742.147676646709,-378.349795937538,934.96055342257,389.263732358813,667.569111101329,400.177668780088,189.174897968769,-10.9139364212751,580.257619731128
