"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"alpha_1",44.8776714886795,0.180842508195901,248.158864508033,0.618108968047141,72.6047894604513
"beta_w1_1",-0.619877488304051,0.0787326203133042,-7.87319773986112,0.174049227065052,-3.56150669989685
"beta_w2_1",0.00205283451577915,0.00117483338974848,1.74734097080663,0.0025326734585207,0.810540541210625
"beta_ta1_1",0.0556910877804611,0.00955112086933868,5.83084315886342,0.0248635984321877,2.23986435158818
"beta_ta2_1",-0.000974120695994111,0.000472235678692129,-2.06278504557717,0.000630906628915121,-1.54400136462216
"beta_Ec1_1",-0.00448593928611747,0.00283303906953304,-1.58343714153468,0.00599095970399588,-0.748784753655648
"beta_Ec2_1",8.44410506069464e-05,1.42658886329632e-05,5.91908802735458,3.48958368122047e-05,2.41980300003619
"beta_wta_1",0.00606961422869861,0.00125818921677629,4.824086987687,0.00152106243393885,3.99037810235121
"beta_wEc_1",0.000219916175988645,0.000107228128372009,2.05091872186452,0.000175784178706534,1.2510578460863
"beta_taEc_1",-0.000246535357022586,0.000108041828221335,-2.28185103011708,0.000154390817284622,-1.59682655587019
"alpha_2",48.5932464391687,1.10823450419568,43.8474404606594,3.13954021395939,15.4778225878769
"beta_w1_2",-6.37831667733438,1.08435456104702,-5.88213201332936,7.24675145445721,-0.880162196457188
"beta_w2_2",0.295770397835379,0.118815161752459,2.48933211446188,0.76969211477737,0.38427105092655
"beta_ta1_2",0.685768687264022,0.0598255632633074,11.462803688881,0.387624010846063,1.76915946400534
"beta_ta2_2",0.00134536661686413,0.00108950131576213,1.23484625250133,0.00166395260516933,0.808536620985796
"beta_Ec1_2",0.161001334316173,0.0430233051074582,3.7421888884186,0.297713596697001,0.540792681632316
"beta_Ec2_2",0.00023392495053221,9.34075935265141e-05,2.50434618536457,0.000527210439765253,0.443703183564362
"beta_wta_2",-0.0587756113113892,0.0112298765021128,-5.23386087997774,0.017499462234409,-3.35870957199013
"beta_wEc_2",-0.0062545224858167,0.00632026752201953,-0.989597744719859,0.0406060646382746,-0.154029269803242
"beta_taEc_2",0.000178002485974572,0.000662458351564876,0.268699889667161,0.0024307705933796,0.0732288297626176
"alpha_3",43.25636917281,0.839589894796442,51.5208311115958,5.23437044105184,8.26391056191996
"beta_w1_3",-7.38233661826001,0.58083964975334,-12.7097670095266,3.20339095142369,-2.30453813793132
"beta_w2_3",0.490443896871001,0.0693267447097945,7.07438231701238,0.340250868779761,1.44141849991413
"beta_ta1_3",0.240704224449558,0.0339461346371921,7.09076974513138,0.120421855167073,1.99884168962192
"beta_ta2_3",-3.18007005681727e-05,0.000987731696247701,-0.0321956870362473,0.00523296736230572,-0.00607699195627332
