"","alpha_1","beta_w1_1","beta_w2_1","beta_ta1_1","beta_ta2_1","beta_Ec1_1","beta_Ec2_1","beta_wta_1","beta_wEc_1","beta_taEc_1","alpha_2","beta_w1_2","beta_w2_2","beta_ta1_2","beta_ta2_2","beta_Ec1_2","beta_Ec2_2","beta_wta_2","beta_wEc_2","beta_taEc_2","alpha_3","beta_w1_3","beta_w2_3","beta_ta1_3","beta_ta2_3","beta_Ec1_3","beta_Ec2_3","beta_wta_3","beta_wEc_3","beta_taEc_3","alpha_4","beta_w1_4","beta_w2_4","beta_ta1_4","beta_ta2_4","beta_Ec1_4","beta_Ec2_4","beta_wta_4","beta_wEc_4","beta_taEc_4","sigma_1","sigma_2","sigma_3","sigma_4","asc_2","x_female_2","x_mayor45_2","x_underage_in_household_2","x_only_worker_2","x_university_2","x_metropolitana_2","asc_3","x_female_3","x_mayor45_3","x_underage_in_household_3","x_only_worker_3","x_university_3","x_metropolitana_3","asc_4","x_female_4","x_mayor45_4","x_underage_in_household_4","x_only_worker_4","x_university_4","x_metropolitana_4"
"alpha_2",0,0,50.931703299284,7.27595761418343,60.0266503170133,18.1898940354586,-4085.45020036399,-27.2848410531878,80.0355337560177,-50.931703299284,-5.45696821063757,-14.5519152283669,-323.780113831162,3.63797880709171,-1473.38141687214,-276.48638933897,-72490.3657101095,76.397554948926,-2577.50798482448,-2557.49910138547,0,-1.81898940354586,-1.81898940354586,12.732925824821,-114.596332423389,-36.3797880709171,-178.260961547494,-5.45696821063757,5.45696821063757,174.622982740402,-1.81898940354586,1.81898940354586,-5.45696821063757,-7.27595761418343,-520.230969414115,41.8367562815547,-3872.62844014913,10.9139364212751,-147.338141687214,-40.0177668780088,-1.81898940354586,-1.81898940354586,-1.81898940354586,0,-5.45696821063757,-1.81898940354586,-3.63797880709171,-1.81898940354586,-5.45696821063757,-3.63797880709171,-1.81898940354586,9.09494701772928,1.81898940354586,5.45696821063757,3.63797880709171,7.27595761418343,1.81898940354586,3.63797880709171,-3.63797880709171,-1.81898940354586,-3.63797880709171,-3.63797880709171,-1.81898940354586,0,-1.81898940354586
"beta_w1_2",1.81898940354586,49.1127138957381,3292.370820418,-27.2848410531878,-212.821760214865,81.8545231595635,66254.8700347543,3.63797880709171,18993.8873518258,-512.955011799932,-14.5519152283669,-321.961124427617,-12621.9674712047,76.397554948926,-6388.29078525305,-2577.50798482448,-611713.403486647,3943.56902688742,-34284.3122780323,-13129.465514794,-1.81898940354586,-1.81898940354586,21.8278728425503,-5.45696821063757,-54.5696821063757,5.45696821063757,2562.95606959611,18.1898940354586,174.622982740402,1567.96886585653,1.81898940354586,-7.27595761418343,3.63797880709171,10.9139364212751,794.898369349539,-145.519152283669,2328.3064365387,-29.1038304567337,112.777343019843,-398.358679376543,-5.45696821063757,0,0,1.81898940354586,-1.81898940354586,3.63797880709171,3.63797880709171,-1.81898940354586,-3.63797880709171,-1.81898940354586,1.81898940354586,-3.63797880709171,-5.45696821063757,-5.45696821063757,-1.81898940354586,0,5.45696821063757,0,9.09494701772928,3.63797880709171,3.63797880709171,3.63797880709171,5.45696821063757,0,1.81898940354586
"beta_w2_2",50.931703299284,3294.18980982155,177342.371898703,1.81898940354586,5500.62395632267,19177.605281584,7329954.31462768,18786.5225598216,1229251.21104345,124646.24887798,-323.780113831162,-12621.9674712047,-705527.781974524,3941.75003748387,-150250.343722291,-34287.9502568394,-10439924.1536157,237136.191572063,-679348.886478692,-160829.586093314,-1.81898940354586,21.8278728425503,532.963895238936,18.1898940354586,1038.64294942468,174.622982740402,28478.0981019139,-351.06495488435,3872.62844014913,11188.6038212106,-7.27595761418343,1.81898940354586,-74.5785655453801,-29.1038304567337,-1700.75509231538,110.958353616297,-29185.6849798933,67.3026079311967,-1253.2836990431,442.014425061643,-85.4925019666553,5.45696821063757,-9.09494701772928,-3.63797880709171,45.4747350886464,36.3797880709171,98.2254277914762,20.0088834390044,-7.27595761418343,52.7506927028298,23.6468622460961,34.5607986673713,-18.1898940354586,-10.9139364212751,25.465851649642,36.3797880709171,32.7418092638254,9.09494701772928,-12.732925824821,-7.27595761418343,-9.09494701772928,-9.09494701772928,-9.09494701772928,0,-3.63797880709171
"beta_ta1_2",7.27595761418343,-29.1038304567337,1.81898940354586,60.0266503170133,-407.453626394272,-50.931703299284,29696.8210022897,-212.821760214865,-536.601874046028,-4449.24808107316,3.63797880709171,76.397554948926,3941.75003748387,-1475.20040627569,7410.56283004582,-2559.31809078902,-486557.837575674,-6388.29078525305,-13129.465514794,-81146.9362815842,10.9139364212751,-5.45696821063757,18.1898940354586,-114.596332423389,9426.00308917463,172.803993336856,68012.0137985796,-56.3886715099216,1567.96886585653,723.957782611251,-7.27595761418343,9.09494701772928,-29.1038304567337,-520.230969414115,-2464.73064180464,-41.8367562815547,-10830.262908712,794.898369349539,-400.177668780088,14626.4937939122,40.0177668780088,-1.81898940354586,-7.27595761418343,-7.27595761418343,-98.2254277914762,-10.9139364212751,-58.2076609134674,-61.8456397205591,-27.2848410531878,-54.5696821063757,-29.1038304567337,43.6557456851006,-9.09494701772928,18.1898940354586,20.0088834390044,10.9139364212751,32.7418092638254,1.81898940354586,-36.3797880709171,-10.9139364212751,-16.3709046319127,-14.5519152283669,-20.0088834390044,0,-3.63797880709171
"beta_ta2_2",61.8456397205591,-214.640749618411,5500.62395632267,-405.634636990726,109344.910015352,-4434.6961658448,-1347478.24631631,-13274.9846670777,-34431.6504197195,-16880.2216649055,-1473.38141687214,-6388.29078525305,-150250.343722291,7410.56283004582,-1562353.64556778,-81146.9362815842,-22189702.5767248,98565.5788099393,-628995.621809736,-2129532.73148742,-116.415321826935,-56.3886715099216,1036.82396002114,9426.00308917463,-73683.6227588356,723.957782611251,1128488.29303402,-4376.48850493133,28598.151402548,78791.3450039923,-520.230969414115,793.079379945993,-1700.75509231538,-2466.54963120818,-391792.127629742,14622.8558151051,-895379.344001412,5007.67782796174,-35779.521567747,-74631.3162380829,-381.98777474463,-623.913365416229,49.1127138957381,-214.640749618411,-2532.03324973583,-913.13268058002,-1082.29869510978,-722.138793207705,-1587.97774929553,-403.81564758718,-765.794538892806,3121.38581648469,1069.56576928496,1567.96886585653,1115.04050437361,2029.99217435718,434.73846744746,842.192093841732,-569.343683309853,56.3886715099216,-381.98777474463,-234.649633057415,-502.041075378656,0,-40.0177668780088
"beta_Ec1_2",18.1898940354586,80.0355337560177,19155.7774087414,-50.931703299284,-4436.51515524834,-3867.17147193849,15648.765838705,-512.955011799932,73778.2102078199,30464.434530586,-276.48638933897,-2577.50798482448,-34287.9502568394,-2559.31809078902,-81146.9362815842,-72543.1164028123,-12939726.7301101,-13129.465514794,-612189.978710376,-486312.274006195,-36.3797880709171,5.45696821063757,174.622982740402,172.803993336856,725.776772014797,-150.976120494306,102591.002359986,1567.96886585653,2937.66788672656,68112.0582157746,41.8367562815547,-147.338141687214,112.777343019843,-43.6557456851006,14624.6748045087,-3876.26641895622,-10186.3406598568,-400.177668780088,2319.21148952097,-10833.9008875191,36.3797880709171,-32.7418092638254,-9.09494701772928,36.3797880709171,-156.433088704944,54.5696821063757,-21.8278728425503,-9.09494701772928,-251.020537689328,-283.762346953154,-45.4747350886464,101.863406598568,-74.5785655453801,-9.09494701772928,-3.63797880709171,169.166014529765,209.183781407773,40.0177668780088,-47.2937244921923,5.45696821063757,-18.1898940354586,-45.4747350886464,-14.5519152283669,0,-16.3709046319127
"beta_Ec2_2",-3818.05875804275,75504.431151785,7918846.67705745,31024.6832668781,-1333155.52375279,120444.383355789,82657383.2455324,559184.627491049,39996275.5182059,4924859.2404183,-72490.3657101095,-611713.403486647,-10439924.1536157,-486557.837575674,-22189702.5767248,-12939726.7301101,-3585478862.07816,-2916616.72235932,-146772426.887765,-142512753.882329,-143.700162880123,2888.55517283082,33194.7376253083,68206.645664759,1138225.34331121,111125.700641423,41117520.5954351,419373.463955708,703697.878634557,15684789.1048528,-3872.62844014913,2315.57351071388,-29263.9015242457,-10826.6249299049,-894628.101377748,-10344.5927379653,-21704388.9279012,-1671.65126185864,-735410.139895976,-501504.47350461,-5895.34465689212,-13518.7292471528,-1447.9155652225,-2884.91719402373,-77656.2956161797,-8087.22688816488,-25316.6945185512,-33958.7131747976,-63957.4864180759,-60432.284954004,-26950.1470029354,59491.8674323708,9715.22240433842,19432.2637980804,25367.6262218505,47923.0948258191,42913.5980084538,22877.4297283962,-1542.50301420689,-1336.9572116062,-90.9494701772928,-969.521352089942,-1353.32811623812,0,221.916707232594
"beta_wta_2",-27.2848410531878,1.81898940354586,18751.9617611542,-212.821760214865,-13274.9846670777,-512.955011799932,486917.997477576,5504.26193512976,122889.105114155,-34438.9263773337,76.397554948926,3943.56902688742,237136.191572063,-6388.29078525305,98565.5788099393,-13129.465514794,-2916616.72235932,-150246.705743484,-160829.586093314,-629004.716756754,-5.45696821063757,18.1898940354586,-351.06495488435,-54.5696821063757,-4376.48850493133,1567.96886585653,418427.589465864,1036.82396002114,11204.9747258425,28592.6944343373,10.9139364212751,-29.1038304567337,69.1215973347425,794.898369349539,5005.8588385582,-398.358679376543,-1671.65126185864,-1698.93610291183,440.195435658097,-35781.3405571505,9.09494701772928,-41.8367562815547,-7.27595761418343,7.27595761418343,-118.234311230481,-80.0355337560177,-56.3886715099216,-25.465851649642,-96.4064383879304,-103.682396002114,-20.0088834390044,70.9405867382884,74.5785655453801,40.0177668780088,43.6557456851006,58.2076609134674,65.4836185276508,30.9228198602796,65.4836185276508,5.45696821063757,47.2937244921923,10.9139364212751,49.1127138957381,0,-1.81898940354586
"beta_wEc_2",83.6735125631094,19172.1483133733,1239211.99701726,-511.136022396386,-34307.9591402784,75120.6243876368,36033061.4057602,124688.085634261,7859716.78851638,552912.752027623,-2577.50798482448,-34284.3122780323,-679348.886478692,-13129.465514794,-628995.621809736,-612189.978710376,-146772426.887765,-160829.586093314,-10448662.5787104,-2908813.25781811,5.45696821063757,174.622982740402,3879.90439776331,1567.96886585653,28610.8843283728,2948.58182314783,600573.912379332,11204.9747258425,34622.6443070918,419646.31236624,-145.519152283669,110.958353616297,-1251.46470963955,-400.177668780088,-35781.3405571505,2319.21148952097,-733994.966140017,440.195435658097,-29231.1597149819,-1684.38418768346,-858.562998473644,-152.795109897852,-125.510268844664,-105.50138540566,-1025.91002359986,211.002770811319,422.005541622639,-476.575223729014,-1291.48247651756,-894.942786544561,-283.762346953154,1298.75843413174,40.0177668780088,187.355908565223,676.664058119059,1184.16210170835,1102.30757854879,569.343683309853,-185.536919161677,-132.786226458848,-138.243194669485,-132.786226458848,-74.5785655453801,0,-63.664629124105
"beta_taEc_2",-50.931703299284,-511.136022396386,124529.833556153,-4431.05818703771,-16534.6136782318,30537.1941067278,4329218.42730138,-34300.6831826642,541649.569640867,-1349540.98029993,-2557.49910138547,-13129.465514794,-160829.586093314,-81146.9362815842,-2129532.73148742,-486312.274006195,-142512753.882329,-629004.716756754,-2908813.25781811,-22195656.1290426,174.622982740402,1567.96886585653,11204.9747258425,725.776772014797,78896.846389398,68142.9810356349,15665998.9443142,28618.160285987,420002.834289335,1137566.86914712,-41.8367562815547,-400.177668780088,442.014425061643,14622.8558151051,-74551.2807043269,-10837.5388663262,-503050.614497624,-35777.7025783435,-1669.8322724551,-895161.065272987,-70.9405867382884,-1735.31589098275,-200.088834390044,3.63797880709171,-6248.22860118002,-3095.91996483505,-2788.5107556358,-2364.68622460961,-4092.72615797818,-4012.69062422216,-1646.185410209,4956.74612466246,2310.11654250324,2310.11654250324,2173.6923372373,3048.62624034286,2775.77782981098,1511.58019434661,1353.32811623812,882.20986071974,1151.42029244453,551.153789274395,634.827301837504,0,107.320374809206
"alpha_3",0,-3.63797880709171,-10.9139364212751,-12.732925824821,-227.373675443232,-116.415321826935,-12914.8247651756,-3.63797880709171,-318.323145620525,-367.435859516263,0,-1.81898940354586,-1.81898940354586,10.9139364212751,-116.415321826935,-36.3797880709171,-143.700162880123,-5.45696821063757,5.45696821063757,174.622982740402,-12.732925824821,-1.81898940354586,-201.90782379359,1.81898940354586,-4591.12925454974,-18.1898940354586,-59773.8107899204,5.45696821063757,-1062.28981167078,-5386.02762389928,0,-1.81898940354586,0,14.5519152283669,-292.857293970883,10.9139364212751,-2406.52298089117,-29.1038304567337,-32.7418092638254,-834.916136227548,-1.81898940354586,1.81898940354586,5.45696821063757,1.81898940354586,-7.27595761418343,-5.45696821063757,-5.45696821063757,-3.63797880709171,-3.63797880709171,-1.81898940354586,-1.81898940354586,27.2848410531878,16.3709046319127,10.9139364212751,12.732925824821,10.9139364212751,3.63797880709171,5.45696821063757,-12.732925824821,-9.09494701772928,-5.45696821063757,-7.27595761418343,-3.63797880709171,0,-3.63797880709171
"beta_w1_3",-1.81898940354586,-12.732925824821,-85.4925019666553,-3.63797880709171,-769.432517699897,-318.323145620525,-61741.957324557,-132.786226458848,-2240.9949451685,-3625.24588126689,-1.81898940354586,-1.81898940354586,21.8278728425503,-5.45696821063757,-56.3886715099216,5.45696821063757,2888.55517283082,18.1898940354586,174.622982740402,1567.96886585653,-1.81898940354586,-201.90782379359,-9375.07138587534,5.45696821063757,583.89559853822,-1062.28981167078,-239673.681790009,-305.590219795704,20429.0699912235,-1758.96275322884,-1.81898940354586,-1.81898940354586,-5.45696821063757,-29.1038304567337,116.415321826935,-32.7418092638254,-1869.92110684514,40.0177668780088,-83.6735125631094,898.580765351653,-1.81898940354586,-1.81898940354586,-7.27595761418343,-1.81898940354586,9.09494701772928,3.63797880709171,3.63797880709171,1.81898940354586,7.27595761418343,-1.81898940354586,1.81898940354586,-29.1038304567337,-21.8278728425503,-14.5519152283669,-12.732925824821,-14.5519152283669,3.63797880709171,-5.45696821063757,14.5519152283669,9.09494701772928,3.63797880709171,5.45696821063757,5.45696821063757,0,1.81898940354586
"beta_w2_3",-10.9139364212751,-87.3114913702011,-1095.03162093461,-132.786226458848,-6015.39795752615,-2240.9949451685,-543592.250323854,-2022.71621674299,-24852.852220647,-41001.8401453272,-1.81898940354586,21.8278728425503,532.963895238936,18.1898940354586,1036.82396002114,174.622982740402,33194.7376253083,-351.06495488435,3879.90439776331,11204.9747258425,-201.90782379359,-9375.07138587534,-705094.86249648,-305.590219795704,-49629.3068863451,20429.0699912235,-8456079.7404265,-55522.8325538337,2040522.3040143,110341.716208495,0,-7.27595761418343,12.732925824821,38.198777474463,-136.424205265939,-83.6735125631094,-8594.72493175417,-236.468622460961,-307.40920919925,-3141.39469992369,0,3.63797880709171,9.09494701772928,3.63797880709171,1.81898940354586,5.45696821063757,12.732925824821,12.732925824821,20.0088834390044,3.63797880709171,14.5519152283669,61.8456397205591,29.1038304567337,-1.81898940354586,10.9139364212751,3.63797880709171,5.45696821063757,-9.09494701772928,-40.0177668780088,-29.1038304567337,-14.5519152283669,-23.6468622460961,-10.9139364212751,0,-5.45696821063757
"beta_ta1_3",-12.732925824821,-5.45696821063757,-132.786226458848,-225.554686039686,-5722.54066355526,-367.435859516263,-103893.398772925,-767.613528296351,-3625.24588126689,-16476.4060173184,12.732925824821,-5.45696821063757,18.1898940354586,-114.596332423389,9426.00308917463,172.803993336856,68206.645664759,-54.5696821063757,1567.96886585653,725.776772014797,1.81898940354586,5.45696821063757,-305.590219795704,-4591.12925454974,49429.2180519551,-5386.02762389928,-120890.035759658,582.076609134674,-1760.78174263239,87844.45526544,16.3709046319127,-29.1038304567337,40.0177668780088,-292.857293970883,17040.2927324176,-836.735125631094,35450.2844857052,116.415321826935,896.761775948107,16265.403246507,20.0088834390044,-3.63797880709171,18.1898940354586,-20.0088834390044,-65.4836185276508,-14.5519152283669,-16.3709046319127,-14.5519152283669,-40.0177668780088,-25.465851649642,-14.5519152283669,0,-67.3026079311967,-10.9139364212751,-40.0177668780088,0,14.5519152283669,9.09494701772928,43.6557456851006,69.1215973347425,18.1898940354586,47.2937244921923,14.5519152283669,0,3.63797880709171
"beta_ta2_3",-225.554686039686,-769.432517699897,-6006.30301050842,-5720.72167415172,-128049.578052014,-16476.4060173184,-2967306.50006793,2417.43691731244,-99895.2600639313,-83788.1088955328,-114.596332423389,-54.5696821063757,1038.64294942468,9426.00308917463,-73683.6227588356,725.776772014797,1138225.34331121,-4376.48850493133,28610.8843283728,78896.846389398,-4591.12925454974,583.89559853822,-49629.3068863451,49429.2180519551,-5051115.29491842,87848.0932442471,-19016071.7465915,29425.7915811613,-305959.474644624,-5605146.72542922,-292.857293970883,116.415321826935,-134.605215862393,17043.9307112247,-396841.642213985,16270.8602147177,-1333646.65089175,-31292.0747091994,-28396.2435787544,-877776.983543299,143.700162880123,318.323145620525,1136.86837721616,551.153789274395,-2077.28589884937,-824.002199806273,-1016.81507658213,-774.889485910535,-651.198206469417,-303.771230392158,-358.340912498534,6528.35296932608,4380.12648373842,2215.52909351885,3838.06764148176,1340.5951904133,360.15990190208,1098.6695997417,-4387.40244135261,-3197.78337143362,-1105.94555735588,-2726.66511591524,-976.797309704125,0,-685.759005136788
"beta_Ec1_3",-116.415321826935,-320.142135024071,-2240.9949451685,-367.435859516263,-16480.0439961255,-12973.032426089,-2172764.65264149,-3625.24588126689,-61918.399296701,-104655.555333011,-36.3797880709171,5.45696821063757,174.622982740402,172.803993336856,723.957782611251,-150.976120494306,111125.700641423,1567.96886585653,2948.58182314783,68142.9810356349,-18.1898940354586,-1062.28981167078,20429.0699912235,-5386.02762389928,87848.0932442471,-59762.8968534991,-4880654.15993333,-1758.96275322884,-239633.664023131,-120171.534945257,10.9139364212751,-32.7418092638254,-83.6735125631094,-838.55411503464,16263.5842571035,-2410.16095969826,-32299.7948387638,896.761775948107,-1871.74009624869,35453.9224645123,36.3797880709171,12.732925824821,-45.4747350886464,-60.0266503170133,1.81898940354586,36.3797880709171,47.2937244921923,34.5607986673713,7.27595761418343,-160.071067512035,0,-416.548573412001,-385.625753551722,-205.545802600682,-220.097717829049,-125.510268844664,227.373675443232,-83.6735125631094,283.762346953154,256.477505899966,98.2254277914762,152.795109897852,61.8456397205591,0,58.2076609134674
"beta_Ec2_3",-12989.403330721,-61823.8118477166,-535539.584234357,-104821.083368734,-2977316.39875565,-2183769.53853294,-380866355.044418,-787722.456152551,-12646316.4633606,-20197592.6756859,-178.260961547494,2562.95606959611,28478.0981019139,68012.0137985796,1128488.29303402,102591.002359986,41117520.5954351,418427.589465864,600573.912379332,15665998.9443142,-59773.8107899204,-239673.681790009,-8456079.7404265,-120890.035759658,-19016071.7465915,-4880654.15993333,-1265391805.64578,-1718688.50884493,-21644716.9805178,-58806273.9552697,-2413.79893850535,-1873.55908565223,-8631.10471982509,35459.3794327229,-1334932.67640006,-32443.4950016439,-23084649.0012482,-97397.7876128629,-415504.473494366,-3825573.0032688,-4440.15313405544,2366.50521401316,25953.3408097923,4698.44962935895,-40441.591409035,-16232.6614372432,-13955.2867040038,-7355.99314793944,-20598.2360057533,-29287.5483864918,-7372.36405257136,82272.8907223791,39482.9839933664,26671.8416241929,25798.7267104909,39299.2660636082,43017.280404456,13584.2128656805,-21660.5258174241,-15541.4454638958,-7878.0431067571,-12194.5049613714,-8947.60887604207,0,-2692.10431724787
"beta_wta_3",-3.63797880709171,-132.786226458848,-2022.71621674299,-769.432517699897,2459.273673594,-3625.24588126689,-792731.952969916,-6006.30301050842,-41003.6591347307,-99824.3194771931,-5.45696821063757,18.1898940354586,-351.06495488435,-56.3886715099216,-4376.48850493133,1567.96886585653,419373.463955708,1036.82396002114,11204.9747258425,28618.160285987,5.45696821063757,-305.590219795704,-55522.8325538337,582.076609134674,29425.7915811613,-1758.96275322884,-1718688.50884493,-49629.3068863451,110332.621261477,-305999.492411502,-29.1038304567337,38.198777474463,-236.468622460961,116.415321826935,-31295.7126880065,896.761775948107,-97310.4761214927,-136.424205265939,-3143.21368932724,-28392.6055999473,-34.5607986673713,-9.09494701772928,63.664629124105,34.5607986673713,-103.682396002114,-72.7595761418343,-36.3797880709171,-29.1038304567337,-25.465851649642,-120.053300634027,-47.2937244921923,103.682396002114,96.4064383879304,47.2937244921923,30.9228198602796,81.8545231595635,167.347025126219,41.8367562815547,61.8456397205591,-7.27595761418343,3.63797880709171,5.45696821063757,1.81898940354586,0,30.9228198602796
"beta_wEc_3",-318.323145620525,-2239.17595576495,-24796.4635491371,-3625.24588126689,-99806.1295831576,-61894.7524344549,-12684895.4096204,-40949.0894526243,-539766.915608197,-789330.442785285,5.45696821063757,174.622982740402,3872.62844014913,1567.96886585653,28598.151402548,2937.66788672656,703697.878634557,11204.9747258425,34622.6443070918,420002.834289335,-1062.28981167078,20429.0699912235,2040522.3040143,-1760.78174263239,-305959.474644624,-239633.664023131,-21644716.9805178,110332.621261477,-8455755.96031267,-1707086.99442912,-32.7418092638254,-83.6735125631094,-305.590219795704,896.761775948107,-28394.4245893508,-1871.74009624869,-414507.667301223,-3143.21368932724,-8611.09583638608,-97325.0280367211,-163.709046319127,-3.63797880709171,567.524693906307,125.510268844664,-507.498043589294,-112.777343019843,-98.2254277914762,127.32925824821,-101.863406598568,-416.548573412001,14.5519152283669,1977.24148165435,896.761775948107,494.765117764473,389.263732358813,794.898369349539,869.476934894919,247.382558882236,-591.171556152403,-454.747350886464,-225.554686039686,-325.599103234708,-205.545802600682,0,-92.7684595808387
