id_hogar,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores_0_4,n_menores_5_14,n_nna,n_menores_18,n_personas_15_65,n_mayores,n_tiempo,n_trabajadores,n_profesionales,n_tercera_edad,hay_tercera_edad,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_anios,tramo_edad,nivel_escolaridad,estudia,trabaja,horas_trabajo_contratadas,horas_trabajo_habituales,dias_trabajo_semana,quintil,macrozona,region,prop_ing_hogar,cae,cise,ciuo_agrupada,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_mon,ing_mon_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,t_paid_work,t_job_search,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,Tw,Tf_social,Tf_hobbies,Tf_read,Tf_listen,Tf_watch,Tf_computer,Tc_meals,Tc_sleep,Tc_other,t_total,w,savings,total_expenses,Ef_food,Ef_recreation,Ef_restaurants,Ef_communications,Ef_clothing,Ec_cuentas,Ec_hogar,Ec_salud,Ec_transporte,Ec_educacion
7053,22728,0,0,5,6,3,0,0,0,1,5,4,5,4,0,0,0,5,32.4,0,0,0,0,0,0,1,17,12-24,primaria,1,0,0,0,0,3,norte,5,0,Inactiva(o),0,7,3,3,85,3,85,3,5,4,3,85,2,2,85,85,85,2,6,0,0,0,0,0,0,0,0,237.5,47.5,0,0,2.61,1.13,0,16.75,81.52,5.1,4.87,52.45000000000001,3.57,0,37.65,21.58,0,15.41,3.93,2.95,4.87,52.45000000000001,29.16,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
7054,22729,0,0,3,7,1,0,0,0,0,0,1,1,0,0,1,0,1,71,0,0,0,0,0,0,0,71,66+,ninguna,0,0,0,0,0,4,sur,11,1,Inactiva(o),0,7,4,85,85,85,85,4,5,3,5,85,4,4,85,85,85,3,0,0,0,37.5,35,72.5,72.5,35,72.5,72.5,72.5,0,0,54.87,0,0,0,50.4,4.75,15.43,42.55,0,0,13.7,0,0,6.09,30.15,0.46,15.43,42.55,59.62,167.99999999999997,NA,-73.30338285481632,145.80338285481633,28.87,7.03,6.28,11.21,4,37.55,12.77,21.49,15.7,0.92
7056,22736,1,0,3,6,2,0,0,0,0,2,2,2,2,0,0,0,2,35.5,0,1,1,0,0,0,1,34,25-44,secundaria,0,1,45,9,5,4,centro,7,0.5545286506469501,Ocupada(o),2,3,2,2,85,2,2,4,2,2,4,2,3,3,2,4,85,2,1,75,75,0,0,0,0,1.37231977818854,76.37,137.72475,68.31115988909427,45,0,19.16,0.1,0.9,0,50.11,2.07,7.37,38.83,4.46,45,17.1,0,1.49,11.91,13.66,5.95,7.37,38.83,26.69,167.99999999999997,1.6666666666666667,-29.852870939399388,106.2228709393994,17.84,5.63,7.77,8.88,5.29,24.79,5.35,9.04,17.02,4.61
7057,22738,1,1,3,7,2,0,1,1,2,3,2,2,2,1,1,0,4,32.75,1,1,1,0,0,0,1,46,45-65,primaria,0,1,30,6,5,4,centro,6,0.29411764705882354,Ocupada(o),1,6,3,3,3,2,4,4,4,2,4,4,4,4,4,2,4,2,1,125,125,0,0,0,0,0,125,425,106.25,30,0,25.61,22.96,0,0,29.91,11.64,5.6,39.45,2.83,30,6.78,4.01,1.74,9.85,7.28,0.24,5.6,39.45,63.05,168,4.166666666666667,20.709451044897747,104.29054895510225,20.82,5.86,6.74,8.22,5.25,19.06,5.31,9.39,17.07,6.56
7058,22742,1,1,3,6,2,0,3,3,3,2,2,3,2,0,0,0,5,24.8,1,1,1,0,0,0,1,45,45-65,secundaria,0,1,30,6,5,5,sur,10,0.3511450381679389,Ocupada(o),1,6,2,5,2,1,4,2,2,2,5,3,2,2,2,2,2,1,1,200,230,0,0,0,0,0,230,655,131,30,0,15.64,16.19,0,0,56.7,1.85,7.97,39.64999999999999,0,30,13.84,1.62,0.69,23.65,11.13,5.77,7.97,39.64999999999999,33.69,168,7.666666666666667,51.99384798287552,178.00615201712446,32.64,11.11,10.22,11.56,12.15,30.73,12.07,13.11,31.48,12.93
7058,22743,0,0,3,6,3,0,3,3,3,2,2,3,2,0,0,0,5,24.8,0,0,0,0,0,0,0,14,12-24,primaria,1,0,0,0,0,5,sur,10,0,Menor de 15 años,0,7,4,85,85,4,85,4,5,4,4,85,4,4,4,85,85,3,0,0,0,0,0,0,0,0,0,655,131,0,0,1.23,0,0.18,37.3,52.56,6.07,9.89,58.44000000000001,2.33,0,1.58,26.02,0,17.67,3.38,3.91,9.89,58.44000000000001,47.1,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
7058,22744,0,0,3,6,3,0,3,3,3,2,2,3,2,0,0,0,5,24.8,0,0,0,0,0,0,1,13,12-24,ninguna,1,0,0,0,0,5,sur,10,0,Menor de 15 años,0,7,5,85,85,5,85,5,5,4,5,85,4,4,5,85,85,3,0,0,0,0,0,0,0,0,0,655,131,0,0,7.62,5.18,0.13,27.97,68.74,4.87,7.66,44.08,1.75,0,4.33,24.1,1.59,6.89,21.12,10.71,7.66,44.08,47.51,168.00000000000003,NA,0,0,0,0,0,0,0,0,0,0,0,0
7059,22746,1,1,5,7,1,0,2,2,2,2,2,2,2,2,0,0,4,25.5,1,1,1,0,0,0,0,42,25-44,técnica,0,1,45,9,5,2,sur,9,0.7419354838709677,Ocupada(o),2,1,3,3,3,85,3,3,4,4,4,4,3,3,3,4,4,2,1,115,115,0,5,160,40,3.7096774193548385,118.71,160,39.67741935483871,45,0,12.03,11.15,2.75,0,46.41,2.14,5.11,34.04,9.37,45,6.12,8.28,1.97,14.27,13.78,2,5.11,34.04,37.44,168,2.5555555555555554,-99.89509730731743,218.6050973073174,43.21,15.51,11.19,15.08,16.19,47.09,13.63,17.42,31.2,8.09
7060,22750,0,0,1,7,1,0,0,0,0,0,2,2,0,0,2,0,2,82.5,1,1,1,1,0,1,0,84,66+,secundaria,0,0,0,0,0,1,norte,5,0.5,Inactiva(o),0,7,4,5,2,85,85,4,4,4,4,85,4,4,85,4,85,3,0,0,0,20.25,0,40.5,20.25,0,20.25,40.5,20.25,0,0,10.44,0.62,0.54,0,53.41,6.39,16.88,79.72,0,0,24.06,2.67,4.61,5.95,16.12,0,16.88,79.72,17.99,168.00000000000003,NA,0.7406148705530882,19.509385129446912,7.6,0.61,0.41,1.23,0.39,4.43,1.11,2.35,1.33,0.04
7061,22754,1,0,4,7,3,1,0,1,1,3,3,2,1,0,0,0,4,35.5,1,0,0,0,1,1,1,29,25-44,secundaria,1,1,60,10,6,4,norte,4,0.375,Ocupada(o),1,2,2,85,2,2,2,5,2,1,3,5,2,2,3,85,85,2,9,90,90,0,0,0,0,25.3125,115.31,307.5,66.328125,60,0,8.33,25.84,0.1,1.81,23.47,4.29,5.46,36.51,2.19,60,9.77,0.1,0.95,4.17,4.1,4.38,5.46,36.51,42.56,168.00000000000003,1.5,15.36748522312196,99.94251477687804,23.08,4.55,5.14,7.57,4.1,20.12,5.81,11.01,14.82,3.74
7063,22758,0,0,4,6,1,0,0,0,0,0,2,2,0,1,2,0,2,69,1,1,1,0,0,0,0,70,66+,primaria,0,0,0,0,0,5,sur,9,0.375,Inactiva(o),0,7,4,5,5,85,85,4,4,4,3,85,4,4,85,5,85,3,0,0,0,30,150,230,115,56.25,86.25,230,68.125,0,0,15.85,0.08,0,0,66.45,2.96,16.84,65.82,0,0,26.14,0,5.65,22.43,12.24,0,16.84,65.82,18.89,168.00000000000003,NA,-50.74212348454579,136.9921234845458,22.56,8.24,7.12,9.33,3.67,29.91,15.26,21.06,18.02,1.82
7063,22759,0,0,4,6,2,0,0,0,0,0,2,2,0,1,2,0,2,69,1,1,1,0,0,0,1,68,66+,universitaria,0,0,0,0,0,5,sur,9,0.625,Inactiva(o),0,7,4,5,5,85,85,5,5,5,2,85,4,4,85,5,85,2,4,0,0,50,0,0,0,93.75,143.75,230,86.875,0,0,21.05,3.32,0,0,63.38,4.18,11.35,64.71999999999998,0,0,19.89,5.49,6.93,16.74,8.85,5.49,11.35,64.71999999999998,28.55,168,NA,-84.57020580757631,228.32020580757631,37.61,13.74,11.86,15.55,6.11,49.86,25.43,35.09,30.04,3.03
7064,22762,1,0,4,7,3,0,0,0,0,3,3,3,3,1,0,0,3,37.333333333333336,0,0,0,0,0,0,0,24,12-24,secundaria,1,1,60,12,5,5,sur,10,0.1198044009779951,Ocupada(o),1,1,4,85,85,4,4,4,4,2,2,4,2,4,2,85,85,3,0,61.25,61.25,0,0,0,0,0,61.25,511.25,170.41666666666666,60,0,1.08,0.59,1.03,7.96,56.95,1.42,4.23,33.02,1.72,60,14.16,3.85,0.15,8.99,16.07,13.73,4.23,33.02,13.81,168,1.0208333333333333,5.997956388252539,55.25204361174746,7.91,3.41,4.68,4.02,2.56,10.49,3.51,4.84,10.92,2.91
7065,22764,0,0,5,7,2,0,0,0,0,0,2,2,0,0,2,0,2,70,1,1,1,0,0,0,1,69,66+,ninguna,0,0,0,0,0,1,centro,7,0.5,Inactiva(o),0,7,4,4,3,85,85,4,4,4,4,85,4,4,85,4,85,3,0,0,0,21.25,0,0,0,0,21.25,42.5,21.25,0,0,30.63,0.4,0,0,64.37,1.73,13.62,57.25000000000001,0,0,28.47,0,0.83,33.23,1.85,0,13.62,57.25000000000001,32.76,168,NA,-4.818139183696388,26.06813918369639,9.4,0.91,0.69,1.75,0.67,6.35,1.35,2.77,2.04,0.13
7066,22765,1,1,2,6,1,1,0,1,1,3,4,4,2,0,2,0,5,34.4,1,1,1,0,0,0,0,64,45-65,secundaria,0,1,60,12,5,2,sur,9,0.22058823529411764,Ocupada(o),2,6,2,2,2,85,4,4,4,2,2,4,2,2,2,4,4,2,4,37.5,37.5,0,0,170,34,0,37.5,170,34,60,0,5.05,6.43,0,0,48.84,1.31,6.51,38.51999999999999,1.34,60,9.39,0.19,4.06,24.61,10.55,0.05,6.51,38.51999999999999,14.13,168,0.625,2.737680439891411,34.76231956010859,12.19,1.27,1.31,2.5,1.36,6.02,1.37,3.07,4.69,1
7066,22766,0,0,2,6,2,1,0,1,1,3,4,4,2,0,2,0,5,34.4,1,1,1,0,0,0,1,66,66+,secundaria,0,0,0,0,0,2,sur,9,0.36764705882352944,Inactiva(o),0,7,4,4,4,85,85,2,4,4,2,85,4,4,85,4,4,2,9,0,0,62.5,0,0,0,0,62.5,170,34,0,0,33.53,2.34,0,0,74.99,3.58,6.65,46.91000000000001,0,0,34.92,0.03,3.06,20.58,14,2.4,6.65,46.91000000000001,39.45,168.00000000000003,NA,4.562800733152352,57.93719926684765,20.31,2.11,2.18,4.16,2.27,10.03,2.28,5.12,7.82,1.66
7067,22775,0,0,1,7,8,0,2,2,2,4,6,3,3,1,2,1,8,41.875,0,0,0,0,0,0,1,14,12-24,primaria,1,0,0,0,0,3,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,4,85,5,5,3,5,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,467.5,58.4375,0,0,15.27,9.95,0,25.86,59.03,5.04,6.16,43.48,3.21,0,40.7,6.91,0.37,1.13,9.01,0.9,6.16,43.48,59.33,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
7071,22787,0,0,4,6,3,0,1,1,3,3,2,2,0,0,0,0,5,20,0,0,0,0,0,0,1,18,12-24,secundaria,1,0,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,3,85,85,3,85,4,4,4,4,85,4,4,85,85,85,2,2,0,0,0,0,0,0,0,0,0,0,0,0,12,24.56,0,3.74,55.44,9.01,4.02,56.96,2.27,0,21.81,5.79,0.51,8.36,3,15.98,4.02,56.96,51.58,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
7072,22790,1,1,4,7,1,0,2,2,2,2,2,2,2,2,0,0,4,26.25,1,1,1,0,0,0,0,43,25-44,universitaria,1,1,30,5,6,4,norte,15,0.5,Ocupada(o),1,1,4,5,5,5,4,5,4,5,5,4,4,4,4,5,5,3,0,200,200,0,4,404,101,2,202,404,100.5,30,0,24.66,16.19,1.19,27.59,40.88,1.46,9.52,7.19,9.32,30,19.4,2.91,3.72,5.91,4.79,4.16,9.52,7.19,80.41,167.99999999999997,6.666666666666667,-17.59105589506408,219.59105589506407,31.8,16.96,14.21,15.22,15.47,44.15,16.67,19.95,35.04,10.12
7073,22795,0,0,3,7,2,0,2,2,2,2,2,3,1,0,0,0,4,20.5,1,1,1,0,0,0,1,30,25-44,primaria,0,0,0,0,0,2,sur,9,0,Inactiva(o),0,7,4,3,4,2,85,4,3,4,3,85,4,4,85,4,4,2,2,0,0,0,0,0,0,0,0,157.25,37.5,0,0,13.49,24.61,2.91,0,53.33,2.56,5.91,65.19,0,0,43.44,0,0,0.97,8.44,0.48,5.91,65.19,43.58,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
7073,22796,0,0,3,7,4,0,2,2,2,2,2,3,1,0,0,0,4,20.5,0,0,0,0,0,0,1,14,12-24,primaria,1,0,0,0,0,2,sur,9,0,Menor de 15 años,0,7,4,85,85,4,85,2,2,4,4,85,2,2,85,85,85,2,6,0,0,0,0,0,0,0,0,157.25,37.5,0,0,3.17,10.31,3.03,2.03,48.63,17.94,4.1,75.32000000000001,3.47,0,15.98,1.72,1.37,2.22,24.73,2.62,4.1,75.32000000000001,39.94,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
7074,22798,0,0,4,7,1,0,0,0,1,2,3,3,0,0,2,0,4,63.75,1,1,1,0,0,0,0,94,66+,ninguna,0,0,0,0,0,1,sur,9,0.6727272727272727,Inactiva(o),0,7,4,4,4,85,85,4,4,4,2,85,4,4,85,96,85,3,0,0,0,46.25,0,68.75,17.1875,0,46.25,68.75,17.1875,0,0,0,2.07,0,0,55.93,3.14,8.37,98.49,0,0,3.13,0,1.34,0.58,50.89,0,8.37,98.49,5.22,167.99999999999997,NA,-18.52560803765788,64.77560803765788,29.13,2.03,1.59,4.22,1.52,11.4,2.47,6.33,5.27,0.81
7074,22800,0,0,4,7,3,0,0,0,1,2,3,3,0,0,2,1,4,63.75,0,0,0,0,0,0,1,56,45-65,ninguna,0,0,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,85,85,4,85,2,2,2,2,85,2,2,85,85,85,1,3,0,0,0,0,0,0,0,0,68.75,17.1875,0,0,47.91,42.23,2.52,0,16.75,3.46,10.66,44.47000000000002,0,0,1.26,0,0.45,14.47,0.56,0,10.66,44.47000000000002,96.13,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
7075,22806,0,0,2,7,3,0,0,0,0,5,5,2,1,3,0,0,5,34.8,0,0,0,1,0,1,0,19,12-24,secundaria,1,0,0,0,0,5,metropolitana,13,0,Inactiva(o),0,7,3,85,85,2,85,2,1,1,4,85,2,2,85,85,85,2,6,0,0,0,0,0,0,0,0,688,134.6,0,0,4.37,0.95,0.08,32.02,69.92,4.98,8.82,39.58999999999999,7.27,0,26.71,24.86,0,5.29,8.07,4.98,8.82,39.58999999999999,49.65,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
7076,22808,1,1,3,6,2,0,1,1,1,2,3,3,2,0,1,0,4,45,1,1,1,0,0,0,1,41,25-44,secundaria,0,1,25,5,5,4,norte,5,0.22743682310469313,Ocupada(o),2,1,2,3,5,2,2,1,2,2,3,4,3,3,3,2,4,2,1,78.75,78.75,0,0,0,0,0.09097472924187726,78.84,346.65,86.58524368231046,25,0,13.94,18.28,0.04,7.94,53.43,3.27,8.33,34.73,3.04,25,31.37,1.68,4.8,4.15,11.25,0.18,8.33,34.73,46.52,168,3.15,16.679741507869203,62.1602584921308,15.96,3.01,3.21,5.01,2.62,11.45,3.41,6.38,9.35,1.76
7077,22811,1,1,1,7,1,1,0,1,1,3,3,2,2,2,2,0,4,39,1,1,1,0,0,0,0,63,45-65,universitaria,0,1,55,11,5,3,centro,6,0.5194805194805195,Ocupada(o),3,1,4,4,4,85,5,4,4,4,5,5,2,4,5,4,4,3,0,100,100,0,25,217.5,54.375,12.987012987012985,112.99,217.5,51.371753246753244,55,0,12.26,9.85,0,0,47.16,2.98,7.58,24.43,8.74,55,12.28,6.45,9.18,1.68,14.47,3.1,7.58,24.43,33.83,168.00000000000003,1.8181818181818181,-51.96696453443689,164.95696453443688,33.72,8.85,9.08,12.08,6.59,33.58,11.25,20.58,25.17,4.05
7078,22815,0,0,2,7,1,0,0,0,0,0,1,1,0,0,1,0,1,70,1,0,0,0,0,0,1,70,66+,secundaria,0,0,0,0,0,3,norte,4,1,Inactiva(o),0,7,4,85,5,4,85,4,4,3,2,85,4,4,85,85,85,2,4,0,0,50,0,50,50,0,50,50,50,0,0,17.36,0,3.05,0,95.33,6.23,8.56,34.50000000000001,2.97,0,12.79,0,0,28.13,54.4,0,8.56,34.50000000000001,29.6,167.99999999999997,NA,-49.45468892734462,99.45468892734462,22.56,4.31,3.76,7.69,2.76,26.71,7.64,13.43,10,0.6
7079,22816,0,0,4,6,1,0,0,0,0,0,1,1,0,0,1,0,1,70,1,0,0,0,1,1,1,70,66+,secundaria,0,0,0,0,0,1,sur,10,1,Inactiva(o),0,7,4,85,5,85,85,4,3,5,2,85,4,3,85,85,85,3,0,0,0,24.5,0,24.5,24.5,0,24.5,24.5,24.5,0,0,15.91,0,0,0,46.62,2.57,8.43,94.47,0,0,31.72,3.05,1.73,2.69,7.44,0,8.43,94.47,18.48,168.00000000000003,NA,-7.190165558764676,31.690165558764676,9.8,1.18,0.9,2.14,0.88,9.03,1.83,3.33,2.46,0.12
7080,22817,1,0,4,6,1,0,0,0,0,1,2,2,2,1,1,0,2,49.5,1,0,0,0,0,0,1,67,66+,primaria,0,1,16,8,2,5,metropolitana,13,0.14602903501280956,Ocupada(o),2,3,4,85,4,3,85,3,3,4,4,3,3,3,3,85,85,3,0,20,20,22.75,0,292.75,146.375,0,42.75,292.75,146.375,16,0,22.86,12.3,0,0,55.33,2.54,4.59,53.92,0.46,16,5.13,0,3.29,25.26,21.49,0.15,4.59,53.92,38.16,168,1.25,-12.693833993125754,55.44383399312575,9.18,3.39,4.58,3.83,1.88,12.48,4.44,5.78,8.62,1.27
7081,22820,1,0,2,6,2,0,0,0,0,2,2,1,2,2,0,0,2,39,0,1,1,1,0,1,1,39,25-44,universitaria,0,1,40,8,5,5,metropolitana,13,0.42857142857142855,Ocupada(o),3,1,2,4,85,85,4,2,2,4,2,3,2,2,2,4,85,2,1,225,225,0,0,0,0,0,225,525,262.5,40,0,13.11,2.44,0,0,45.6,13.24,4.61,47.779999999999994,1.22,40,5.94,0,2.87,23.08,12.11,1.6,4.61,47.779999999999994,30.02,168.00000000000003,5.625,-11.318829243166975,236.318829243167,26.95,17.86,24.81,15.19,8.96,50.64,18.91,22.83,39.06,11.1
7083,22824,0,0,1,6,1,0,0,0,0,0,2,1,0,0,2,0,2,76.5,1,1,1,0,0,0,1,75,66+,secundaria,0,0,0,0,0,1,metropolitana,13,1,Inactiva(o),0,7,4,4,4,85,85,4,4,4,4,85,4,4,85,4,85,3,0,0,0,21.25,0,21.25,10.625,0,21.25,21.25,10.625,0,0,47.58,0,0,0,40.58,5.36,8,66.47999999999999,0,0,11.97,0.05,9.04,1.74,17.79,0,8,66.47999999999999,52.95,168,NA,-18.157232045157357,39.40723204515736,16.71,1.18,0.98,2.33,0.71,8.89,1.93,4.09,2.48,0.11
7084,22826,1,0,5,6,1,0,0,0,0,2,4,2,1,0,2,1,4,60.5,1,0,0,0,0,0,0,54,45-65,secundaria,0,1,45,9,5,2,sur,10,0.6301824212271974,Ocupada(o),2,6,4,85,3,3,4,2,1,3,3,3,4,3,3,85,85,3,0,95,95,0,0,150.75,37.6875,0,95,150.75,37.6875,45,0,23.1,0.17,4.04,0,26.5,3.72,16.49,45.83999999999999,3.14,45,5.16,0.31,5.61,0.87,14.3,0.24,16.49,45.83999999999999,34.18,168,2.111111111111111,5.304184273363081,89.69581572663692,34.28,3.32,2.89,6.7,2.39,15.18,3.95,9.8,9.82,1.37
7084,22827,0,0,5,6,9,0,0,0,0,2,4,2,1,0,2,0,4,60.5,0,0,0,0,0,0,1,70,66+,primaria,0,0,0,0,0,2,sur,10,0.20398009950248755,Inactiva(o),0,7,4,85,85,4,85,4,4,4,4,85,4,4,85,85,85,2,9,0,0,30.75,0,0,0,0,30.75,150.75,37.6875,0,0,35.28,19.04,0,0,43.04,6.47,9.23,54.92999999999999,0.01,0,14.59,0.18,0.11,7.44,20.63,0.1,9.23,54.92999999999999,60.81,168,NA,1.7168806990096288,29.03311930099037,11.1,1.07,0.93,2.17,0.77,4.91,1.28,3.17,3.18,0.44
7087,22834,1,1,1,6,2,0,2,2,2,2,2,2,2,2,0,0,4,21,1,1,1,0,0,0,1,32,25-44,técnica,0,1,48,8,6,2,norte,1,0.375,Ocupada(o),2,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,2,1,60,60,0,0,0,0,0,60,160,40,48,0,21.02,9.72,0.64,0,32.71,1.66,8.64,44.86000000000001,0.75,48,13.83,0.78,1.64,2.16,9.27,5.02,8.64,44.86000000000001,33.79,168,1.25,-52.17845695794044,112.17845695794044,20.93,8.04,6.04,7.69,8.84,24.04,6.56,8.29,16.32,5.43
7090,22844,0,0,3,7,2,1,0,1,1,3,3,2,1,0,0,0,4,26.5,1,1,1,0,0,0,1,41,25-44,ninguna,0,0,0,0,0,1,sur,14,0,Inactiva(o),0,7,3,3,3,3,85,3,3,3,3,85,4,4,85,4,4,3,0,0,0,0,0,0,0,0,0,78.625,19.09375,0,0,30.69,24.14,0,0,25.36,3.63,13.48,70.7,0,0,7.81,0,0.97,3.86,12.72,0,13.48,70.7,58.46,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
7090,22845,1,0,3,7,3,1,0,1,1,3,3,2,1,0,0,0,4,26.5,0,0,0,0,0,0,1,21,12-24,primaria,0,1,40,8,5,1,sur,14,0.19639934533551556,Ocupada(o),3,3,3,2,85,3,4,1,2,2,2,4,2,5,2,85,85,2,1,15,15,0,0,0,0,0.44189852700490995,15.44,78.625,19.204224631751227,40,0,12.28,14.18,0.39,0.04,34.99,6.44,7.3,48.85,3.53,40,30.39,0.06,0,1.5,2.61,0.43,7.3,48.85,36.86,168,0.375,-5.160072493513223,20.600072493513224,6.83,0.75,0.78,1.38,0.98,4.63,0.72,1.44,2.32,0.78
7092,22851,0,0,1,7,1,0,0,0,0,0,1,1,0,0,1,0,1,91,0,0,0,0,0,0,1,91,66+,primaria,0,0,0,0,0,3,centro,7,1,Inactiva(o),0,7,5,85,85,85,85,2,3,4,4,85,5,5,85,85,85,2,9,0,0,47.5,0,47.5,47.5,0,47.5,47.5,47.5,0,0,33.08,0.01,0,0,58.46,6.04,12.07,58.34,0,0,0.47,0.65,0.17,41.44,15.74,0,12.07,58.34,39.13,168,NA,-30.18121066802435,77.68121066802435,20.37,2.82,2.04,5.46,1.43,18.86,7.11,13.15,6.31,0.12
7093,22855,0,0,1,7,3,0,2,2,3,3,3,2,0,1,0,0,6,22.2,0,0,0,0,0,0,1,12,12-24,ninguna,1,0,0,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,4,85,4,4,4,3,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,27.59,0,26.38,45.04,4.19,9.43,47.51999999999999,1.65,0,8.85,0.82,3.3,25.74,4.69,1.65,9.43,47.51999999999999,66.01,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
7094,22858,1,0,1,7,3,0,0,0,1,3,2,3,2,0,0,0,3,27.333333333333332,0,0,0,0,0,0,0,21,12-24,secundaria,0,1,48,8,6,4,norte,2,0.6,Ocupada(o),2,6,5,4,85,3,4,5,5,4,4,4,3,4,4,85,85,3,0,187.5,187.5,0,0,0,0,0,187.5,312.5,104.16666666666667,48,0,7.42,1.06,0,0,46.22,5.24,4.25,52.93,2.88,48,28.65,3.56,0.3,2.43,9.48,1.8,4.25,52.93,16.6,168,3.90625,26.526480009644622,160.97351999035538,28.16,8.13,11.96,13.1,8.18,31.58,6.42,12,26.7,14.74
7095,22860,0,0,3,7,1,0,0,0,0,0,2,2,0,1,2,0,2,71,1,1,1,0,0,0,0,74,66+,técnica,0,0,0,0,0,4,centro,8,1,Inactiva(o),0,7,4,4,4,85,85,4,4,4,4,85,4,4,85,4,4,2,8,0,0,175,0,175,87.5,0,175,175,87.5,0,0,25.25,0.17,0,0,61.87,7.49,19.52,53.70000000000001,0,0,13.24,14.64,7.49,4.53,9.06,12.9,19.52,53.70000000000001,32.92,168,NA,-62.15908709175572,237.15908709175574,50,12.15,10.41,18.07,6.05,52.75,20.66,38.24,26.71,2.12
7095,22861,0,0,3,7,2,0,0,0,0,0,2,2,0,1,2,0,2,71,1,1,1,0,0,0,1,68,66+,primaria,0,0,0,0,0,4,centro,8,0,Inactiva(o),0,7,4,4,5,85,85,4,5,3,1,85,4,4,85,3,5,2,8,0,0,0,0,0,0,0,0,175,87.5,0,0,51.38,0.93,0,0,44.11,4.38,12.36,54.84000000000001,0,0,9.62,2.88,0,16.63,14.97,0,12.36,54.84000000000001,56.69,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
7099,22871,0,0,1,6,3,0,0,0,1,3,4,2,1,0,1,0,5,42.25,0,0,0,0,0,0,0,18,12-24,secundaria,1,0,0,0,0,1,centro,7,0,Inactiva(o),0,7,4,85,85,4,85,5,5,4,3,85,3,3,5,85,85,2,6,0,0,0,0,0,0,0,0,74.825,16.28125,0,0,1.98,0,0,48.77,57.12,2.4,4.01,39.69999999999999,14.02,0,28.32,9.23,0.17,8.92,6.39,4.09,4.01,39.69999999999999,67.18,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
7102,22878,1,1,3,6,1,0,1,1,1,2,3,2,2,1,1,0,4,44.5,1,1,1,0,0,0,0,50,45-65,universitaria,0,1,48,8,6,5,sur,10,0.8510638297872339,Ocupada(o),2,1,3,2,2,85,2,3,3,2,2,4,2,2,2,4,2,2,1,525,525,0,4,620.875,155.21875,3.404255319148936,528.4,620.875,155.06981382978722,48,0,17.29,10.06,0,0,38.9,2.15,7.67,43.09,0.84,48,20.46,0.27,0.02,0.24,6.47,11.45,7.67,43.09,30.34,168,10.9375,92.4708136352251,435.92918636477486,79.35,27.2,27.92,30.64,18.67,77.7,33.78,46.07,76.97,17.63
7103,22883,1,1,3,6,2,1,0,1,2,3,3,4,2,1,1,0,5,38.8,1,1,1,1,0,1,1,42,25-44,universitaria,0,1,30,6,5,4,norte,5,0.49641478212906787,Ocupada(o),2,1,1,2,2,1,4,1,1,1,2,4,2,2,1,4,4,2,1,225,225,0,0,0,0,18.615554329840045,243.62,490.75,94.37311086596802,30,0,16.03,31.21,0.45,0.25,21.63,3.43,7.87,52.18,4.95,30,10.05,0,2.72,2.28,4.44,2.14,7.87,52.18,56.32,168,7.5,61.42631649706851,182.1936835029315,46.22,8.35,9.37,13.61,6.76,30.8,10.51,21.76,28.99,5.82
