id_hogar,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores_0_4,n_menores_5_14,n_nna,n_menores_18,n_personas_15_65,n_mayores,n_tiempo,n_trabajadores,n_profesionales,n_tercera_edad,hay_tercera_edad,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_anios,tramo_edad,nivel_escolaridad,estudia,trabaja,horas_trabajo_contratadas,horas_trabajo_habituales,dias_trabajo_semana,quintil,macrozona,region,prop_ing_hogar,cae,cise,ciuo_agrupada,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_mon,ing_mon_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,t_paid_work,t_job_search,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,Tw,Tf_social,Tf_hobbies,Tf_read,Tf_listen,Tf_watch,Tf_computer,Tc_meals,Tc_sleep,Tc_other,t_total,w,savings,total_expenses,Ef_food,Ef_recreation,Ef_restaurants,Ef_communications,Ef_clothing,Ec_cuentas,Ec_hogar,Ec_salud,Ec_transporte,Ec_educacion
1,1,0,0,4,6,1,0,1,1,1,4,4,5,1,0,0,0,5,30.4,1,1,1,0,0,0,0,47,45-65,primaria,0,0,6,6,1,1,metropolitana,13,0.3191489361702128,Ocupada(o),1,5,4,4,4,4,3,3,4,3,1,3,3,3,3,4,4,3,0,37.5,37.5,0,0,117.5,23.5,0,37.5,117.5,23.5,6,0,12.37,82.69,9.7,0,22.6,7.69,10.52,16.43,0,6,0,0.97,7.21,0.49,13.93,0,10.52,16.43,112.46,168.00000000000003,6.25,-8.703534331689472,46.20353433168947,20.11,1.55,1.72,2.84,1.68,7.62,1.13,2.58,4.31,2.66
1,2,0,0,4,6,2,0,1,1,1,4,4,5,1,0,0,0,5,30.4,1,1,1,0,0,0,1,44,25-44,primaria,0,0,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,4,4,4,85,4,4,4,2,85,4,4,85,4,4,2,9,0,0,0,0,0,0,0,0,117.5,23.5,0,0,25.5,74.58,0.42,0,21.54,1.37,5.79,38.79999999999999,0,0,7.01,1.64,1.66,2.85,8.28,0.11,5.79,38.79999999999999,101.88,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,0,4,6,3,0,1,1,1,4,4,5,1,0,0,0,5,30.4,0,0,0,0,0,0,0,22,12-24,secundaria,1,1,48,8,6,1,metropolitana,13,0.6808510638297872,Ocupada(o),2,3,2,2,85,2,4,2,1,1,1,3,2,2,2,85,85,1,6,80,80,0,0,0,0,0,80,117.5,23.5,48,0,1.39,5.53,0,20.36,20.27,3.04,8.68,42.42999999999999,18.3,48,11.66,2.27,0.04,4.57,1.34,0.39,8.68,42.42999999999999,48.63,168,1.6666666666666667,-18.567539907604207,98.56753990760421,42.91,3.31,3.67,6.07,3.57,16.26,2.42,5.5,9.19,5.67
1,5,0,0,4,6,3,0,1,1,1,4,4,5,1,0,0,0,5,30.4,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,3,85,3,3,3,1,85,3,3,85,85,85,3,0,0,0,0,0,0,0,0,0,117.5,23.5,0,0,4.24,24.58,0,26.98,44.54,3.16,5.79,56.46000000000001,2.25,0,4.38,0.52,0.05,4.08,18.88,16.63,5.79,56.46000000000001,61.2,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
4,14,0,0,5,7,3,0,1,1,2,3,3,2,1,0,0,0,5,34,0,0,0,0,0,0,1,13,12-24,ninguna,1,0,0,0,0,2,norte,5,0,Menor de 15 años,0,7,2,85,85,4,85,5,4,5,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,132.5,33.125,0,0,10.69,0,0,0,64.44,16.88,13.16,62.83,0,0,35.97,11.29,0,7.96,4.03,5.2,13.16,62.83,27.57,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
6,19,1,1,2,6,1,0,1,1,1,4,4,4,2,1,0,0,5,36.6,1,1,1,0,0,0,0,58,45-65,secundaria,0,1,45,9,5,4,centro,7,0.6153846153846154,Ocupada(o),2,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,0,200,200,0,0,325,65,0,200,325,65,45,0,8.47,2.58,0.83,0,23.26,0.98,12.04,63.88000000000001,10.96,45,15.87,0,0.16,0.66,6.56,0,12.04,63.88000000000001,23.84,167.99999999999997,4.444444444444445,-6.1344314611106245,206.13443146111064,50.03,10.72,11.82,16.09,8.98,32.11,9.88,19.89,33.23,13.39
6,20,0,0,2,6,2,0,1,1,1,4,4,4,2,1,0,0,5,36.6,1,1,1,0,0,0,1,59,45-65,secundaria,0,0,0,0,0,4,centro,7,0,Inactiva(o),0,7,4,4,4,3,85,4,4,4,4,85,4,4,85,4,4,3,0,0,0,0,0,0,0,0,0,325,65,0,0,28.49,4.05,0,0,61.08,1.94,12.58,59.86,0,0,24.69,0,1.54,1.94,29.03,3.88,12.58,59.86,34.48,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
6,21,1,0,2,6,3,0,1,1,1,4,4,4,2,1,0,0,5,36.6,1,0,0,0,0,0,1,30,25-44,universitaria,0,1,45,9,5,4,centro,7,0.38461538461538464,Ocupada(o),3,1,4,85,4,4,4,4,4,4,4,4,4,4,4,85,85,3,0,125,125,0,0,0,0,0,125,325,65,45,0,7.13,3.69,0.4,0,34.65,1.83,10.01,56.64000000000001,8.65,45,24.28,0,0.44,2.49,7.08,0.35,10.01,56.64000000000001,21.7,167.99999999999997,2.7777777777777777,-3.83401966319414,128.83401966319414,31.27,6.7,7.39,10.06,5.61,20.07,6.17,12.43,20.77,8.37
6,22,0,0,2,6,3,0,1,1,1,4,4,4,2,1,0,0,5,36.6,0,0,0,0,0,0,0,26,25-44,primaria,0,0,0,0,0,4,centro,7,0,Inactiva(o),0,7,4,85,85,4,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,325,65,0,0,4.89,4.9,1.87,0,67.92,2.26,12.56,73.6,0,0,31.8,2.8,3.39,0.93,28.99,0,12.56,73.6,13.92,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
7,25,0,0,2,7,2,1,1,2,2,2,2,1,0,2,0,0,4,21,1,1,1,0,0,0,1,38,25-44,universitaria,0,0,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,4,4,3,85,3,4,4,4,85,4,4,85,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,31.24,41.64,3.11,0,40.18,1.65,8.82,41.36,0,0,16.89,3.49,1.93,8.67,6.92,2.29,8.82,41.36,77.64,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11,41,0,0,4,6,2,1,1,2,2,2,2,2,1,0,0,0,4,14.75,1,1,1,0,1,1,1,30,25-44,secundaria,0,0,0,0,0,1,norte,3,0,Inactiva(o),0,7,1,3,1,5,85,1,1,5,5,85,4,4,85,5,5,3,0,0,0,0,0,0,0,0,0,50,12.5,0,0,7.79,66.87,0,0,36.38,5.24,15.5,36.21999999999999,0,0,3.63,0,0,1.19,22.75,8.81,15.5,36.21999999999999,79.91,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
12,45,0,0,4,6,2,0,0,0,0,2,2,2,1,0,2,0,2,62.5,1,1,1,0,0,0,1,62,45-65,ninguna,0,0,0,0,0,1,norte,3,0,Inactiva(o),0,7,1,1,1,85,85,1,1,3,5,85,3,3,85,1,85,2,2,0,0,0,0,0,0,0,0,50,25,0,0,51.76,6.77,31.87,0,29.22,2.19,7.02,39.170000000000016,0,0,2.86,0,1.77,18.28,6.32,0,7.02,39.170000000000016,92.59,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
13,46,1,1,5,7,1,1,0,1,1,3,3,2,2,0,0,0,4,29.25,1,1,1,0,0,0,0,48,45-65,primaria,0,1,65,13,5,2,metropolitana,13,0.06976744186046512,Ocupada(o),1,3,5,5,5,2,4,4,4,5,4,5,5,5,5,5,5,3,0,7.5,7.5,0,1.5,109,27.25,0.10465116279069767,7.6,109,26.901162790697676,65,0,12.38,7.14,0,0,26.62,2.39,9.14,42.89,2.44,65,15.35,0.3,1.6,2.95,4.85,1.58,9.14,42.89,24.34,168,0.11538461538461539,-1.4227232377530068,9.022723237753006,3.03,0.34,0.43,0.62,0.35,1.84,0.35,0.7,1.12,0.24
15,54,1,1,1,7,1,0,0,0,0,2,2,1,1,1,0,0,2,52.5,1,1,1,0,0,0,1,52,45-65,secundaria,1,1,48,8,6,5,norte,1,0.16666666666666666,Ocupada(o),2,2,4,3,4,2,4,5,4,4,4,4,4,3,4,4,85,2,6,75,75,0,0,450,225,0,75,450,225,48,0,27.96,0.89,0,12.96,27.65,2.29,9.85,37.00000000000001,1.4,48,9.81,4.51,3.7,5.03,4.14,0.46,9.85,37.00000000000001,45.5,167.99999999999997,1.5625,2.168567008112261,72.83143299188774,10.33,4.69,5,5.17,2.68,16.28,6.56,8.58,11.5,2.04
17,60,1,0,5,7,1,0,0,0,0,1,1,1,1,1,0,0,1,32,0,0,0,0,0,0,1,32,25-44,universitaria,0,1,45,9,5,5,metropolitana,13,1,Ocupada(o),2,2,4,85,85,5,4,4,4,4,4,4,4,4,4,85,85,2,1,170,170,0,0,170,170,0,170,170,170,45,0,12.59,0,0.08,0,60.83,1.62,11.23,34.47999999999999,2.17,45,12.68,1.41,6.52,4.57,10.38,25.27,11.23,34.47999999999999,16.46,168,3.7777777777777777,-186.93488493934544,356.93488493934547,38.82,24.02,35.94,23.24,15.6,90.12,24.69,27.74,54.03,22.76
18,63,0,0,3,7,2,0,0,0,0,5,6,4,2,0,2,0,7,51.714285714285715,1,1,1,0,0,0,1,66,66+,primaria,0,0,0,0,0,3,norte,4,0.06204756980351603,Inactiva(o),0,7,3,4,4,85,85,4,4,4,4,85,4,4,85,4,85,2,2,0,0,22.5,0,0,0,0,22.5,362.625,51.80357142857143,0,0,36.47,1.18,0,0,60.95,2.9,7.53,58.97,0,0,4.63,0,0,35.37,20.95,0,7.53,58.97,40.55,167.99999999999997,NA,5.217996135855899,17.2820038641441,7.73,0.5,0.56,1.24,0.39,1.7,0.49,1.65,2.17,0.85
21,74,1,1,1,6,1,0,2,2,3,3,2,4,1,0,0,0,5,23.8,1,1,1,0,0,0,0,40,25-44,secundaria,0,1,45,9,5,2,norte,2,1,Ocupada(o),2,1,4,5,5,4,5,4,5,4,4,4,4,3,2,4,4,2,1,200,200,0,0,200,40,0,200,200,40,45,0,8.53,17.36,0.11,0,42.99,2.21,10.03,39.23999999999999,2.53,45,6.9,3.8,2.4,6.04,4.81,19.02,10.03,39.23999999999999,30.75,167.99999999999997,4.444444444444445,-0.9574176509529906,200.957417650953,60.41,9.86,7.42,13.97,13.3,37.22,8.51,13.35,25.22,11.69
21,75,0,0,1,6,2,0,2,2,3,3,2,4,1,0,0,0,5,23.8,1,1,1,0,0,0,1,37,25-44,secundaria,0,0,0,0,0,2,norte,2,0,Inactiva(o),0,7,5,5,5,4,85,5,3,3,2,85,5,5,4,4,5,2,2,0,0,0,0,0,0,0,0,200,40,0,0,28.5,22.65,0,0,71.2,1.91,6.15,37.58999999999999,0,0,18.34,7.01,5.9,3.63,27.25,9.07,6.15,37.58999999999999,53.07,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
21,76,0,0,1,6,3,0,2,2,3,3,2,4,1,0,0,0,5,23.8,0,0,0,0,0,0,1,17,12-24,primaria,1,0,0,0,0,2,norte,2,0,Inactiva(o),0,7,5,85,85,5,85,4,5,4,5,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,200,40,0,0,9.82,14.33,0,41.75,37.64,2.36,9.56,47.89999999999999,4.64,0,8.01,10.24,1.44,6.57,6.74,4.64,9.56,47.89999999999999,72.9,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
21,77,0,0,1,6,3,0,2,2,3,3,2,4,1,0,0,0,5,23.8,0,0,0,0,0,0,0,14,12-24,ninguna,1,0,0,0,0,2,norte,2,0,Menor de 15 años,0,7,4,85,85,4,85,4,5,5,4,85,4,4,5,85,85,2,6,0,0,0,0,0,0,0,0,200,40,0,0,4.41,24.88,0,43.17,38.67,1.23,5.03,45.80999999999999,4.8,0,10.59,14.39,0,1.5,5.4,6.8,5.03,45.80999999999999,78.49,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
22,80,0,0,5,7,3,0,0,0,1,3,2,3,1,1,0,0,3,30.333333333333332,0,0,0,1,0,1,1,17,12-24,primaria,1,0,0,0,0,5,sur,9,0,Desocupada(o),0,7,4,85,85,2,85,4,4,4,5,85,4,4,85,85,85,1,6,0,0,0,0,0,0,0,0,500,141.66666666666666,0,0,22.87,0,0,0,78.15,4.26,3.71,59.009999999999984,0,0,13.52,8.94,0,5.27,43.09,7.33,3.71,59.009999999999984,27.13,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
23,82,1,0,2,7,1,0,0,0,0,1,1,1,1,0,0,0,1,55,1,0,0,0,0,0,1,55,45-65,secundaria,0,1,45,9,5,5,norte,4,1,Ocupada(o),2,3,4,85,4,2,4,2,4,4,2,4,4,4,4,85,85,3,0,74.5,87,0,25.75,112.75,112.75,25.75,112.75,112.75,112.75,45,0,19,0.02,0,0,39.77,3.91,7.44,50.290000000000006,2.57,45,13.38,0.13,1.3,6.03,18.88,0.04,7.44,50.290000000000006,25.49,168,1.9333333333333333,-158.3370056866416,271.0870056866416,37.08,16.24,17.64,19.37,10.29,70,25.31,30.25,40.28,4.62
27,92,1,0,1,6,1,0,0,0,0,3,3,2,2,3,1,0,3,39.666666666666664,1,0,0,1,0,1,1,63,45-65,universitaria,0,1,60,10,6,5,metropolitana,13,0.6968641114982579,Ocupada(o),2,1,3,85,2,85,4,3,2,1,5,5,2,5,3,85,85,2,5,500,1000,0,0,1435,478.3333333333333,0,1000,1435,478.3333333333333,60,0,6.5,1.52,0,0,36.04,4.23,10.58,39.83,9.3,60,16.54,1.7,0.42,12.73,4.23,0.42,10.58,39.83,21.55,168,16.666666666666668,411.18741199631074,588.8125880036893,80.51,42.64,58.39,38.32,20.73,110.11,43.53,59.37,99.78,35.45
29,97,0,0,2,7,2,0,1,1,2,3,2,2,0,2,0,0,4,32,1,1,1,0,0,0,1,46,45-65,universitaria,0,0,0,0,0,5,centro,8,0,Inactiva(o),0,7,4,4,4,4,85,3,3,4,5,85,4,4,85,4,4,2,2,0,0,0,0,0,0,0,0,450,112.5,0,0,28.17,7.32,4.58,0.03,58.74,4.32,9.03,55.81000000000001,0,0,30.2,0.39,7.31,2.9,14.51,3.44,9.03,55.81000000000001,44.41,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
29,98,0,0,2,7,3,0,1,1,2,3,2,2,0,2,0,0,4,32,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,0,0,5,centro,8,0,Inactiva(o),0,7,3,5,85,4,85,4,3,1,4,85,2,2,85,85,85,2,6,0,0,0,0,0,0,0,0,450,112.5,0,0,0.73,1.61,0.08,48.04,61.92,2.07,5.25,47.36999999999999,0.93,0,30.49,19.08,0.58,1.33,6.69,3.74,5.25,47.36999999999999,53.46,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
30,102,1,0,3,7,3,0,1,1,2,3,3,4,2,0,0,0,5,29.5,0,0,0,0,0,0,0,18,12-24,secundaria,0,1,35,7,5,2,centro,6,0.5,Ocupada(o),2,3,4,85,85,4,4,4,4,4,3,3,4,4,4,85,85,2,1,60,60,0,0,0,0,12.5,72.5,145,33.125,35,0,0.7,3.87,1.41,0,59.6,3.59,7.22,51.41000000000001,5.2,35,10.32,7.48,0,38.25,2.5,1.04,7.22,51.41000000000001,14.76,168,1.7142857142857142,-13.222366736313738,85.72236673631375,27.86,3.58,3.72,6.43,4.11,13.68,2.7,5.87,11.9,5.88
32,106,1,1,4,7,1,1,0,1,1,2,2,2,2,0,0,0,3,19,1,1,1,0,0,0,0,28,25-44,secundaria,0,1,60,10,6,3,norte,5,0.7333333333333333,Ocupada(o),2,5,2,2,2,2,1,1,2,3,3,4,2,2,3,1,4,2,1,137.5,137.5,0,0,187.5,62.5,0,137.5,187.5,62.5,60,0,4.27,9.18,2.32,0,25.31,3.58,6.95,49.15999999999999,7.23,60,12.83,4.63,0,1.54,6.3,0,6.95,49.15999999999999,26.58,168,2.2916666666666665,6.611601131688256,130.88839886831175,24.84,5.81,7.93,10.05,7.68,31.55,5.85,9.74,20.59,6.85
32,107,1,1,4,7,2,1,0,1,1,2,2,2,2,0,0,0,3,19,1,1,1,0,0,0,1,28,25-44,secundaria,0,1,48,8,6,3,norte,5,0.26666666666666666,Ocupada(o),2,3,2,4,2,1,3,2,2,2,2,4,2,3,2,2,4,1,4,50,50,0,0,0,0,0,50,187.5,62.5,48,0,21.82,34.87,0,0,20.12,2.63,5.2,33.42,1.94,48,7.72,0,0,4.92,7.47,0,5.2,33.42,61.26,168,1.0416666666666667,2.4042185933411844,47.595781406658816,9.03,2.11,2.88,3.65,2.79,11.47,2.13,3.54,7.49,2.49
33,110,1,1,1,6,2,0,1,1,2,3,2,3,2,2,0,0,4,26.5,1,1,1,0,0,0,1,44,25-44,técnica,0,1,60,10,6,5,norte,2,0.38461538461538464,Ocupada(o),1,2,2,2,2,1,1,1,4,1,4,4,2,4,1,5,5,1,8,375,375,0,0,0,0,29.80769230769231,404.81,1052.5,251.20192307692307,60,0,23.31,7.35,5.28,0,35.02,3.29,5.3,27.27999999999999,1.17,60,7.29,1.14,1.6,21.99,2.49,0.52,5.3,27.27999999999999,40.4,168.00000000000003,6.25,115.32833051369305,289.48166948630694,31.52,21.68,24.51,17.88,14.72,46.56,19.24,23.91,53.57,35.89
33,111,0,0,1,6,3,0,1,1,2,3,2,3,2,2,0,0,4,26.5,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,0,0,5,norte,2,0,Inactiva(o),0,7,4,85,85,4,85,5,4,4,5,85,5,4,85,85,85,2,6,0,0,0,0,0,0,0,0,1052.5,243.75,0,0,1.74,2.06,0,0,89.05,3.67,4.53,66.95,0,0,23.88,25.64,0.77,0,4.03,34.74,4.53,66.95,7.47,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
34,115,0,0,1,6,3,1,1,2,2,2,2,2,2,2,0,0,4,20.25,0,0,0,1,1,1,0,13,12-24,ninguna,1,0,0,0,0,5,norte,3,0,Menor de 15 años,0,7,3,85,85,4,85,4,2,3,5,85,5,2,85,85,85,2,9,0,0,0,0,0,0,0,0,675,168.75,0,0,1.35,1.48,0.24,5.77,57.36,3.77,15.95,82.08000000000001,0,0,31.4,9.5,3.09,0.91,6.79,5.68,15.95,82.08000000000001,12.6,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
35,118,0,0,4,7,2,0,0,0,1,3,2,2,0,1,0,0,3,34.333333333333336,1,1,1,0,0,0,1,41,25-44,universitaria,0,0,0,0,0,1,centro,8,0,Inactiva(o),0,7,4,5,4,1,85,2,4,4,5,85,4,2,85,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,35.38,11.03,0,0,57.27,5.91,13.62,44.78000000000001,0.01,0,16.7,1.32,2.19,11.91,20.55,4.59,13.62,44.78000000000001,52.33,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
35,119,0,0,4,7,3,0,0,0,1,3,2,2,0,1,0,0,3,34.333333333333336,0,0,0,0,0,0,1,16,12-24,primaria,1,0,0,0,0,1,centro,8,0,Inactiva(o),0,7,3,85,85,4,85,3,3,3,4,85,3,2,85,85,85,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.22,2.33,46.05,36.73,8.67,9.69,55.59000000000002,7.66,0,18.43,0.78,0,10.24,7.29,0,9.69,55.59000000000002,65.97,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
37,125,0,0,4,6,3,2,1,3,3,2,3,2,2,1,1,0,6,29.333333333333332,0,0,0,0,0,0,1,12,12-24,ninguna,1,0,0,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,2,85,2,4,4,4,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,115,19.166666666666668,0,0,4.81,6.93,0,35.93,63.36,3.82,6.11,44.38000000000001,2.66,0,7.71,11.51,0.67,25.06,15.94,2.47,6.11,44.38000000000001,54.15,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
38,129,1,1,2,6,1,2,0,2,2,2,2,2,1,2,0,0,4,19.75,1,1,1,1,0,1,0,39,25-44,universitaria,0,1,45,9,5,5,metropolitana,13,1,Ocupada(o),2,1,4,3,4,1,4,2,3,3,5,5,4,4,4,4,3,2,1,975,975,0,0,975,243.75,0,975,975,243.75,45,0,5.09,11.6,0,0,19.72,5.06,29.03,49.00999999999999,3.49,45,9.95,4.71,2.96,0.52,1.05,0.52,29.03,49.00999999999999,25.25,168,21.666666666666668,262.70608103093264,712.2939189690674,90.26,46.27,55.66,38.04,29.71,152.27,70.4,79.14,115.77,34.77
38,130,0,0,2,6,2,2,0,2,2,2,2,2,1,2,0,0,4,19.75,1,1,1,1,0,1,1,36,25-44,universitaria,0,0,0,0,0,5,metropolitana,13,0,Inactiva(o),0,7,3,4,5,4,85,4,2,2,4,85,4,4,4,1,5,2,2,0,0,0,0,0,0,0,0,975,243.75,0,0,17.1,69.9,0,0,28.75,2.62,11.89,37.73999999999998,0,0,18.25,2.62,2.18,1.59,2.43,1.67,11.89,37.73999999999998,89.61,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
39,133,1,0,4,6,1,0,0,0,0,1,1,1,1,0,0,0,1,25,0,0,0,0,0,0,0,25,25-44,primaria,0,1,54,9,6,3,sur,9,1,Ocupada(o),3,3,3,85,85,85,4,3,2,2,4,4,2,2,85,85,85,2,1,60.25,60.25,0,0,60.25,60.25,0,60.25,60.25,60.25,54,0,6.53,0.08,2.68,0,52.16,1.93,7.92,40.86,1.84,54,11.31,4.76,1.63,21.88,8.5,4.09,7.92,40.86,13.05,168,1.1157407407407407,-75.01679742797114,135.26679742797114,18.98,6.95,9.68,10.84,7.9,37.3,5.79,9,19.06,9.77
44,150,0,0,2,7,2,0,1,1,2,3,2,4,1,0,0,0,4,29.5,1,1,1,0,0,0,1,45,45-65,secundaria,0,0,0,0,0,2,sur,9,0,Inactiva(o),0,7,4,4,5,4,85,3,4,5,3,85,5,5,85,4,5,3,0,0,0,0,0,0,0,0,0,159.75,37.5,0,0,25.68,12.41,0,0,61.56,3.31,7.58,57.459999999999994,0,0,1.03,2.84,3.78,28.36,25.56,0,7.58,57.459999999999994,41.41,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
45,157,1,0,5,7,3,0,0,0,0,3,5,5,3,0,2,1,5,58.2,0,0,0,0,0,0,0,41,25-44,primaria,0,1,40,8,5,3,centro,8,0.34192602607284206,Ocupada(o),2,4,4,4,85,2,4,4,4,3,2,4,2,4,2,85,85,3,0,62,87,0,0,0,0,0,87,254.441,50.8882,40,0,0.76,0.15,0.84,0,64.81,3.66,4.63,47.75000000000001,5.4,40,37.66,3.62,0.01,2.72,20.69,0.11,4.63,47.75000000000001,10.8,167.99999999999997,2.175,19.760903863934782,67.23909613606521,25.78,2.26,2.56,5.31,1.81,9.55,2.69,7.11,9.11,1.06
46,158,1,1,2,6,1,1,1,2,2,2,2,2,2,0,0,0,4,15,1,1,1,0,0,0,0,22,12-24,primaria,0,1,48,8,6,3,sur,11,0.5333333333333333,Ocupada(o),2,6,4,4,3,2,3,4,4,4,3,3,3,4,3,4,4,3,0,100,100,0,0,187.5,46.875,0,100,187.5,46.875,48,0,7.13,2.42,0.03,0,34.9,4.11,5.34,63.97999999999999,2.09,48,14.7,0.4,0.18,2.86,16.61,0.16,5.34,63.97999999999999,15.79,168,2.0833333333333335,-3.8397166161548464,103.83971661615485,21.87,4.65,5.59,7.65,6.81,22.9,4.68,7.4,16.21,6.08
46,159,1,1,2,6,2,1,1,2,2,2,2,2,2,0,0,0,4,15,1,1,1,0,0,0,1,26,25-44,primaria,0,1,48,8,6,3,sur,11,0.4666666666666667,Ocupada(o),2,3,3,3,3,2,3,4,4,4,3,3,3,3,3,4,4,2,1,87.5,87.5,0,0,0,0,0,87.5,187.5,46.875,48,0,6.77,6.6,0,0,41.07,5.18,5.61,53.98000000000001,0.79,48,13,0,0,1.76,7.36,18.95,5.61,53.98000000000001,19.34,168,1.8229166666666667,-3.3597520391354907,90.85975203913549,19.13,4.07,4.89,6.69,5.96,20.04,4.09,6.47,14.19,5.32
48,164,1,0,2,7,1,1,0,1,1,1,1,1,1,1,0,0,2,20.5,1,0,0,1,1,1,0,37,25-44,universitaria,0,1,45,9,5,4,centro,8,1,Ocupada(o),3,1,2,85,2,2,5,2,2,2,2,2,2,2,2,85,85,3,0,150,150,0,0,150,75,0,150,150,75,45,0,4.78,40.22,0,0,25.86,2.8,8.52,40.23,0.59,45,8.78,5.3,0,6.47,4.42,0.88,8.52,40.23,48.39,168,3.3333333333333335,-98.32012466668051,248.3201246666805,30.36,14.23,18.14,17.84,14.34,64.79,15.29,21.45,38.21,13.67
49,167,0,0,1,7,2,0,0,0,0,3,5,5,3,0,2,0,5,47.8,1,1,1,0,0,0,1,72,66+,secundaria,0,0,0,0,0,2,norte,5,0.27178016004831645,Inactiva(o),0,7,3,4,2,85,85,4,4,4,1,85,3,3,85,2,85,2,4,0,0,45,0,0,0,0,45,165.575,33.115,0,0,19.35,19.83,0,0,43.94,6.8,14.68,63.400000000000006,0,0,11.21,0,0.53,19.24,12.95,0,14.68,63.400000000000006,45.97,168,NA,4.283358460717501,40.7166415392825,16.17,1.43,1.57,3.12,1.31,5.85,1.31,3.43,5.51,1.01
49,168,1,0,1,7,3,0,0,0,0,3,5,5,3,0,2,1,5,47.8,1,0,0,0,0,0,1,49,45-65,secundaria,0,1,25,5,5,2,norte,5,0.10463536161860185,Ocupada(o),2,3,2,4,2,2,4,2,2,2,2,4,3,2,3,85,85,3,0,17.325,17.325,0,0,0,0,0,17.32,165.575,33.115,25,0,7.08,1.38,28.75,0,55.61,1.1,5.24,42.07000000000001,1.77,25,11.55,0.16,0.82,28.75,12.72,1.61,5.24,42.07000000000001,40.07,168,0.693,1.6490930073762382,15.670906992623761,6.22,0.55,0.6,1.2,0.51,2.25,0.5,1.32,2.12,0.39
51,173,0,0,1,7,1,0,0,0,0,1,2,1,1,1,1,0,2,65.5,1,0,0,0,0,0,1,80,66+,primaria,0,0,0,0,0,3,centro,6,0.43120025846260257,Inactiva(o),0,7,4,85,4,85,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,47.3805,0,109.8805,54.94025,0,47.38,109.8805,54.94025,0,0,24.2,0.18,1.09,0,50.62,5.94,8.71,77.26,0,0,17.61,2.51,0,2.18,28.33,0,8.71,77.26,31.41,168,NA,-25.873854285228276,73.25385428522827,17.3,3.41,3.17,5.79,2.15,17.16,5.24,9.86,8.55,0.63
