id_household,id_person,is_worker,is_family,weekday,weekend_day,relationship_to_head,n_children_0_5,n_children_6_11,n_children_0_14,n_youth_12_17,n_underage,n_adults,n_time_reporters,n_workers,n_professionals,n_elderly,has_elderly,household_size,mean_age,has_children,in_couple,lives_with_partner,domestic_service,help_from_relatives,external_support,female,age,age_bracket,education_level,in_education,employed,contracted_hours,usual_hours,work_days_per_week,quintile,macrozone,region,income_share,employment_status,cise,occupation_group,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,inc_main_job,inc_labor,inc_pension,inc_group,ing_mon,ing_mon_pc,inc_group_personal,inc_personal,household_income,inc_person_week,t_paid_work,t_job_search,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,Tw,Tf_social,Tf_hobbies,Tf_read,Tf_listen,Tf_watch,Tf_computer,Tc_meals,Tc_sleep,Tc_other,t_total,wage,Ef_food,Ef_recreation,Ef_restaurants,Ef_communications,Ef_clothing,Ec
5251,16902,0,0,1,6,3,0,1,1,2,3,3,4,2,0,1,0,6,32.666666666666664,0,0,0,0,0,0,1,17,12-24,secundaria,1,0,0,0,0,2,norte,2,0,Inactiva(o),0,7,3,85,85,2,85,1,3,2,3,85,2,2,85,85,85,3,0,0,0,0,0,0,0,0,0,171.25,28.541666666666668,0,0,2.5,10.1,0,36.64,68.01,1.63,4.85,42.93999999999998,1.33,0,17.17,0.04,1.46,1.14,22.19,26.01,4.85,42.93999999999998,52.19,168,NA,0,0,0,0,0,0
5252,16906,1,0,5,7,3,0,1,2,1,2,4,4,2,0,1,0,6,30,1,0,0,0,0,0,1,38,25-44,secundaria,0,1,72,12,6,1,sur,14,0.37735849056603776,Ocupada(o),2,3,2,85,2,2,3,1,2,2,2,4,2,1,1,85,85,2,5,50,50,0,0,0,0,1.4150943396226416,51.42,136.25,22.319182389937108,72,0,8.41,7.59,0,0,28.83,1.68,6.89,34.7,7.9,72,8.76,0.36,3.83,9.66,6.22,0,6.89,34.7,25.57,168,0.6944444444444444,25.13,1.95,1.81,3.73,2.68,16.123508946270157
5252,16908,0,0,5,7,8,0,1,2,1,2,4,4,2,0,1,0,6,30,0,0,0,0,0,0,0,19,12-24,secundaria,1,0,0,0,0,1,sur,14,0,Inactiva(o),0,7,5,85,85,4,85,5,5,4,4,85,5,5,85,85,85,3,0,0,0,0,0,0,0,0,0,136.25,22.083333333333332,0,0,8.84,11.28,0,26.29,41.24,3.78,6.34,58.20000000000001,12.03,0,13.65,8.19,2.66,0.18,9.37,7.19,6.34,58.20000000000001,62.21,168,NA,0,0,0,0,0,0
5253,16912,0,0,4,7,8,0,0,0,0,0,2,2,0,0,0,0,2,39,0,0,0,0,1,1,0,19,12-24,primaria,0,0,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,85,85,3,85,3,4,4,3,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,1.16,12.93,0,62.61,3.06,9.71,71.36,0,0,16.83,20.99,0,15.19,8.6,1.01,9.71,71.36,24.32,168,NA,0,0,0,0,0,0
5254,16914,0,0,5,6,2,0,0,0,0,0,4,4,1,0,0,0,4,35.75,1,1,1,0,0,0,1,51,45-65,ninguna,0,0,0,0,0,1,centro,8,0,Desocupada(o),0,7,2,3,3,85,85,2,3,2,2,85,3,2,85,4,4,1,2,0,0,0,0,0,0,0,0,85,21.25,0,0,39.15,11.51,21.98,0,32.44,5.58,9.33,48.00999999999999,0,0,32.44,0,0,0,0,0,9.33,48.00999999999999,78.22,168,NA,0,0,0,0,0,0
5255,16917,1,1,3,7,1,0,2,2,1,3,2,3,1,0,0,0,5,21,1,1,1,0,0,0,0,39,25-44,primaria,0,1,45,9,5,3,sur,14,1,Ocupada(o),2,5,5,1,1,4,4,4,4,1,5,4,1,5,1,4,4,3,0,250,250,0,0,250,50,0,250,250,50,45,0,0,1.12,7.7,0,48.03,1.42,14.64,33.93,16.16,45,32.55,0.53,0,0.31,12.68,1.97,14.64,33.93,26.4,167.99999999999997,5.555555555555555,64.84,13.32,10.76,17.61,18.08,125.3784237566002
5255,16918,0,0,3,7,2,0,2,2,1,3,2,3,1,0,0,0,5,21,1,1,1,0,0,0,1,33,25-44,primaria,0,0,0,0,0,3,sur,14,0,Inactiva(o),0,7,3,1,5,3,85,5,5,3,5,85,5,5,85,5,2,2,2,0,0,0,0,0,0,0,0,250,50,0,0,25.25,24.44,0,0,49.26,6.64,13.91,48.49999999999999,0,0,28.59,0.25,0.06,0.75,16.42,3.19,13.91,48.49999999999999,56.34,168,NA,0,0,0,0,0,0
5256,16922,0,0,1,7,1,1,0,1,0,1,3,1,1,0,1,0,4,26.75,1,0,0,0,0,0,1,66,66+,ninguna,0,0,0,0,0,2,centro,7,0.2857142857142857,Inactiva(o),0,7,4,85,4,85,85,4,4,4,2,85,4,4,85,85,85,3,0,0,0,30,0,105,26.25,0,30,105,26.25,0,0,36.43,0.85,0,0,43.33,2.99,12.1,72.30000000000001,0,0,12.62,0.27,0,11.42,19.02,0,12.1,72.30000000000001,40.28,168,NA,11.09,1.73,1.72,2.93,2.02,10.520433700207805
5257,16927,0,0,3,7,2,0,0,0,0,0,3,2,1,1,0,0,3,47,1,1,1,0,0,0,1,56,45-65,secundaria,0,0,0,0,0,3,norte,4,0,Inactiva(o),0,7,4,2,5,85,85,4,4,4,3,85,2,2,85,4,4,2,8,0,0,0,0,0,0,0,0,187.5,62.5,0,0,19.76,20.68,0,0,54.76,5.81,11.58,55.41000000000001,0,0,17.96,0,0.82,14.86,14.14,6.97,11.58,55.41000000000001,46.24,168,NA,0,0,0,0,0,0
5260,16937,0,0,2,6,2,0,0,0,0,0,2,1,1,0,0,0,2,57,1,1,1,0,0,0,1,59,45-65,secundaria,0,0,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,2,2,3,2,85,3,3,4,2,85,3,3,85,4,3,1,5,0,0,0,0,0,0,0,0,82.47475,40,0,0.61,27.63,7.39,0,0,61.1,5.62,5.77,55.31,4.57,0,14.78,0,0.1,39.5,5.81,0.91,5.77,55.31,45.82,168,NA,0,0,0,0,0,0
5261,16939,0,0,5,7,2,1,2,3,0,3,6,5,1,1,0,0,9,24.333333333333332,1,1,1,0,0,0,1,50,45-65,secundaria,0,0,0,0,0,2,centro,8,0,Inactiva(o),0,7,5,5,5,4,85,2,3,2,2,85,3,4,85,5,5,2,4,0,0,0,0,0,0,0,0,255,25.833333333333332,0,0,10.1,31.37,0,0,53.63,3.47,10.66,58.76999999999999,0,0,18.62,0,0.05,9.04,12.49,13.43,10.66,58.76999999999999,44.94,168,NA,0,0,0,0,0,0
5261,16940,0,0,5,7,3,1,2,3,0,3,6,5,1,1,0,0,9,24.333333333333332,1,0,0,0,0,0,1,28,25-44,secundaria,0,0,12,4,3,2,centro,8,0.053763440860215055,Ocupada(o),1,3,2,85,5,4,3,3,3,3,1,1,1,1,1,85,85,2,6,12.5,12.5,0,0,0,0,1.2096774193548387,13.71,255,25.967741935483872,12,0,9.13,39.82,0.07,4.11,51.6,8.63,4.76,36.509999999999984,1.37,12,11.66,12.53,1.77,5.23,5.56,14.85,4.76,36.509999999999984,63.12,168,1.0416666666666667,5.38,0.69,0.4,0.85,0.85,5.534515183222156
5261,16941,1,0,5,7,3,1,2,3,0,3,6,5,1,1,0,0,9,24.333333333333332,1,0,0,0,0,0,0,27,25-44,técnica,0,1,21,7,3,2,centro,8,0.08602150537634409,Ocupada(o),1,3,3,1,4,3,4,5,2,2,2,3,4,3,3,85,85,3,0,20,20,0,0,0,0,1.9354838709677422,21.94,255,26.048387096774192,21,0,13.68,16.99,1.76,0,65.02,1.86,7.39,36.65000000000002,3.65,21,42.05,1.91,0.17,3.89,3.27,13.74,7.39,36.65000000000002,37.95,168,0.9523809523809523,8.61,1.11,0.64,1.36,1.36,8.869224293155447
5263,16954,0,0,4,6,2,0,0,0,0,0,5,3,2,4,1,0,5,51.6,1,1,1,0,0,0,1,55,45-65,universitaria,0,0,0,0,0,5,centro,8,0,Inactiva(o),0,7,5,5,5,5,85,5,5,5,4,85,4,4,85,4,4,3,0,0,0,0,0,0,0,0,0,637.5,127.5,0,0,21.54,6.18,0.11,0.39,71.73,3.59,6.93,57.529999999999994,0,0,14.05,9.05,6.03,19.41,14.07,9.11,6.93,57.529999999999994,31.82,168,NA,0,0,0,0,0,0
5266,16962,0,0,5,6,1,1,0,2,1,2,4,1,0,2,0,0,6,32,1,1,1,0,0,0,0,55,45-65,técnica,0,0,0,0,0,3,metropolitana,13,0.48387096774193544,Inactiva(o),0,7,4,5,3,2,85,2,3,4,4,85,4,3,85,4,4,3,0,0,0,150,4.5,314.5,52.416666666666664,2.17741935483871,152.18,314.5,52.02956989247312,0,0.17,16.11,4.55,0,0,59.05,2.29,12.65,73.18,0,0,30.57,0.02,0.67,2.86,17.1,7.83,12.65,73.18,23.12,168,NA,55.96,9.64,9.76,12.77,6.22,57.81926774113629
5267,16968,1,1,1,7,1,0,0,0,0,0,3,3,3,0,0,0,3,42,1,1,1,0,0,0,0,53,45-65,secundaria,0,1,70,10,7,5,norte,5,0.6584362139917695,Ocupada(o),3,3,2,2,2,2,4,2,2,2,2,4,2,2,2,4,4,3,0,200,200,0,17.5,321.25,107.08333333333333,11.522633744855968,211.52,321.25,105.090877914952,70,0,3.53,0,0.07,0,19.51,2.15,5.54,56.09,11.11,70,5.48,0,0,1.76,12.27,0,5.54,56.09,16.86,168,2.857142857142857,39.66,12.95,17.42,17.47,10.36,113.6734519567732
5267,16969,1,1,1,7,2,0,0,0,0,0,3,3,3,0,0,0,3,42,1,1,1,0,0,0,1,52,45-65,secundaria,0,1,45,9,5,5,norte,5,0.27983539094650206,Ocupada(o),2,1,1,2,1,2,2,1,2,2,1,4,2,2,2,4,4,2,4,85,85,0,0,0,0,4.897119341563786,89.9,321.25,102.8823731138546,45,0,29.01,1.01,0.08,8.16,29.97,3.01,6.81,40.87,4.08,45,7.45,0,0.11,3.56,16.58,2.27,6.81,40.87,45.35,168,1.8888888888888888,16.86,5.5,7.41,7.42,4.4,48.30896708162863
5268,16971,1,0,5,6,1,0,0,0,0,0,1,1,1,0,1,0,1,64,1,0,0,0,0,0,1,64,45-65,ninguna,0,1,40,8,5,2,centro,7,1,Ocupada(o),1,3,4,85,4,85,4,4,4,4,2,4,4,4,3,85,85,2,4,12.5,12.5,25,0,37.5,37.5,0,37.5,37.5,37.5,40,0,21.16,0,10.7,0,35.03,2.01,7.84,51.26,0,40,6.03,0,3.58,8.4,17.02,0,7.84,51.26,33.87,168,0.3125,15.47,2.68,2.38,4.69,1.92,10.36572938405466
5269,16972,1,0,5,7,1,0,1,1,0,1,1,1,1,1,0,0,2,25.5,1,0,0,0,0,0,1,40,25-44,universitaria,0,1,60,12,5,5,metropolitana,13,1,Ocupada(o),2,1,4,85,5,4,4,3,4,4,4,4,4,4,4,85,85,1,1,225,225,0,0,225,112.5,0,225,225,112.5,60,0,17.56,8.31,0,0,34.3,2.11,9.27,35.13000000000001,1.32,60,6.76,0.02,0.55,5.97,6.76,14.24,9.27,35.13000000000001,29.31,168,3.75,46.45,27.47,36.23,24.32,20.15,70.3670295674942
5270,16977,0,0,3,6,12,1,2,3,1,4,3,3,3,0,0,0,7,19.285714285714285,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,0,0,2,norte,1,0,Inactiva(o),0,7,4,85,85,1,4,4,2,4,2,3,2,4,2,85,85,2,5,0,0,0,0,0,0,0,0,240,32.857142857142854,0,0,9.4,1.14,1.25,55,42.22,3.85,4.42,49.31999999999999,1.4,0,20.3,1.38,0.33,3.58,5.88,10.75,4.42,49.31999999999999,72.05,168,NA,0,0,0,0,0,0
5272,16984,1,0,3,6,1,0,0,0,0,0,1,1,1,1,0,0,1,34,0,0,0,0,0,0,1,34,25-44,universitaria,0,1,46,9,5,5,norte,5,1,Ocupada(o),2,1,2,85,85,4,2,4,2,2,4,4,2,4,85,85,85,2,1,225,225,0,0,225,225,0,225,225,225,46,0,25.89,0,0,0,41.58,2.33,6.85,40.94999999999999,4.4,46,3.9,0,0,31.94,5.74,0,6.85,40.94999999999999,32.62,168,4.891304347826087,34.54,25.74,32.64,25.09,18.58,88.3995371601732
5273,16985,1,1,2,7,1,0,0,1,1,1,2,2,1,2,0,0,3,33.333333333333336,1,1,1,0,0,0,0,45,45-65,universitaria,0,1,55,11,5,5,norte,1,1,Ocupada(o),2,2,3,3,3,3,3,3,4,2,4,4,2,2,3,3,3,2,1,275,275,0,75,350,116.66666666666667,75,350,350,116.66666666666667,55,0,10.81,10.08,0,0,38.24,2.02,7.17,36.87999999999999,7.8,55,11.76,1.05,4.59,10.51,10.01,0.32,7.17,36.87999999999999,30.7,168,5,53.24,40.3,45.69,33.9,23.47,153.4046629109914
5274,16988,1,0,4,7,1,0,0,0,0,0,1,1,1,0,0,0,1,32,0,0,0,0,0,0,0,32,25-44,secundaria,1,1,45,9,5,4,metropolitana,13,1,Ocupada(o),2,3,2,85,85,4,4,4,2,2,2,2,2,2,2,85,85,1,6,75,75,0,0,75,75,0,75,75,75,45,0,5.89,0,0,26.88,30.19,1.58,6.6,46.61999999999999,5.24,45,4.36,0,0.14,2.38,13.05,10.27,6.6,46.61999999999999,39.6,168,1.6666666666666667,27.48,9.45,14.76,13.46,7.81,2.0379815720176424
5275,16990,0,0,3,7,2,2,0,2,0,2,2,2,1,0,0,0,4,15,1,1,1,0,0,0,1,24,12-24,secundaria,0,0,0,0,0,3,norte,3,0,Inactiva(o),0,7,4,4,4,3,4,4,3,4,4,85,4,4,4,4,4,2,3,0,0,0,0,0,0,0,0,250,62.5,0,0,30.76,47.37,0,0,32.17,4.53,6.44,46.45000000000001,0.28,0,9.9,0,1.63,3.39,14.72,2.54,6.44,46.45000000000001,82.93,168.00000000000003,NA,0,0,0,0,0,0
5276,16993,0,0,3,6,1,1,0,1,0,1,2,1,0,0,0,0,3,18,1,1,1,0,0,0,1,24,12-24,secundaria,1,0,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,4,5,3,85,5,4,5,4,85,4,5,85,5,5,2,2,0,0,0,4.75,4.75,1.5833333333333333,0,0,4.75,0,0,0,26.81,14.3,0,0.03,58.55,11.11,11.08,42.16000000000002,3.96,0,7.02,0.16,2.19,4.38,41.96,2.84,11.08,42.16000000000002,56.22,168,NA,0,0,0,0,0,0
5280,17001,1,1,3,6,1,0,0,0,0,0,6,8,6,3,0,0,8,31.125,1,1,1,0,0,0,0,51,45-65,secundaria,0,1,45,96,6,4,norte,1,0.228310502283105,Ocupada(o),2,3,2,2,2,85,2,3,4,2,2,2,2,2,2,2,4,1,1,100,125,0,0,547.5,68.4375,0,125,547.5,68.4375,45,0,7.42,4.25,0,0,26.6,9.03,16.03,52.52,7.15,45,5.72,0.04,3.57,10.17,2.06,5.03,16.03,52.52,27.85,168,2.7777777777777777,27.23,5.91,7.16,8.41,4.42,71.87985969525252
5280,17002,1,1,3,6,2,0,0,0,0,0,6,8,6,3,0,0,8,31.125,1,1,1,0,0,0,1,50,45-65,secundaria,0,1,12,12,1,4,norte,1,0.0136986301369863,Ocupada(o),1,5,4,2,3,85,4,4,3,4,3,2,3,3,3,4,3,2,5,7.5,7.5,0,0,0,0,0,7.5,547.5,68.4375,12,0,31.59,0.84,5.55,0,52.09,2.5,6.59,56.83999999999999,0,12,9.12,0.76,0.02,29.96,3.65,8.57,6.59,56.83999999999999,40.48,168,0.625,1.63,0.35,0.43,0.5,0.27,4.3077915817151515
5280,17003,0,0,3,6,3,0,0,0,0,0,6,8,6,3,0,0,8,31.125,0,0,0,0,0,0,1,29,25-44,universitaria,0,0,0,0,0,4,norte,1,0,Desocupada(o),0,7,3,85,85,4,1,4,4,4,2,1,4,4,3,85,85,2,9,0,0,0,0,0,0,0,0,547.5,68.4375,0,7.44,20.49,5.65,0,0,64.12,3.34,10.27,56.69,0,0,14.02,7.67,1.97,6.95,6.98,26.54,10.27,56.69,36.92,168.00000000000003,NA,0,0,0,0,0,0
5280,17004,1,0,3,6,3,0,0,0,0,0,6,8,6,3,0,0,8,31.125,0,0,0,0,0,0,1,29,25-44,universitaria,0,1,45,9,5,4,norte,1,0.2511415525114155,Ocupada(o),2,1,4,3,85,4,3,3,5,4,3,3,3,4,3,85,85,2,1,137.5,137.5,0,0,0,0,0,137.5,547.5,68.4375,45,0,6.87,1.47,0.21,0,67.94,2.63,5.99,34.48,3.41,45,7.07,2.28,15.98,25.82,3.65,13.15,5.99,34.48,14.59,168.00000000000003,3.0555555555555554,29.95,6.51,7.87,9.25,4.86,79.06284566477778
5281,17009,1,1,3,7,1,0,2,2,0,2,2,2,1,0,0,0,4,27,1,1,1,0,0,0,0,48,45-65,secundaria,0,1,42,7,6,1,metropolitana,13,1,Ocupada(o),1,3,4,4,2,1,4,3,2,3,1,3,2,1,2,2,2,3,0,87.5,87.5,0,4.9495,92.4495,23.112375,4.9495,92.45,92.4495,23.112375,42,0,3.73,13.41,0,0,25.17,4.84,8.91,60.98,8.96,42,3.38,0.33,0.05,10.21,1.58,9.61,8.91,60.98,30.94,168,2.0833333333333335,45.39,5.3,4.23,6.98,6.89,23.65511702874964
5282,17013,1,1,5,7,1,0,0,0,0,0,5,5,4,0,0,0,5,30.2,1,1,1,0,0,0,1,41,25-44,primaria,0,1,18,6,3,2,metropolitana,13,0.3806228373702422,Ocupada(o),4,3,5,4,5,85,4,4,5,4,3,4,5,5,4,5,5,2,8,55,55,0,0,144.5,28.9,0,55,144.5,28.9,18,0,28.56,4.33,0,0,46.57,4.33,11.7,45.46,9.05,18,8.24,0.23,10.47,6.68,19.98,0.98,11.7,45.46,46.27,168.00000000000003,3.0555555555555554,22.66,2.15,3.02,4.34,2.26,20.56910064354191
5282,17014,1,1,5,7,2,0,0,0,0,0,5,5,4,0,0,0,5,30.2,1,1,1,0,0,0,0,48,45-65,secundaria,0,1,45,9,5,2,metropolitana,13,0.09169550173010381,Ocupada(o),2,4,4,4,4,85,4,4,4,4,3,4,4,4,4,4,4,2,8,13.25,13.25,0,0,0,0,0,13.25,144.5,28.9,45,0,3.99,3.8,0.02,0,42.27,2.89,7.65,49.33,13.05,45,14.78,3.07,1.89,0.29,22.14,0.1,7.65,49.33,23.74,168,0.29444444444444445,5.46,0.52,0.73,1.04,0.54,4.966783336853277
5282,17016,0,0,5,7,3,0,0,0,0,0,5,5,4,0,0,0,5,30.2,0,0,0,0,0,0,0,21,12-24,ninguna,0,0,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,4,85,85,85,85,4,4,4,85,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,144.5,28.9,0,0,35.03,0,0,0,51.07,3.95,12.93,65.02,0,0,13.67,11.53,0,7.5,18.36,0,12.93,65.02,38.98,167.99999999999997,NA,0,0,0,0,0,0
5283,17018,0,0,4,7,1,0,0,0,0,0,3,2,0,0,3,0,3,79.66666666666667,1,1,1,0,0,0,1,80,66+,primaria,0,0,0,0,0,1,norte,4,1,Inactiva(o),0,7,2,4,2,85,85,2,4,4,2,85,2,4,85,2,2,1,2,0,0,21.25,0,21.25,7.083333333333333,0,21.25,21.25,7.083333333333333,0,0,38.64,2.21,20.06,0,62.29,1.59,8.86,34.35,0,0,5.33,0,4.99,27.16,24.81,0,8.86,34.35,62.5,168,NA,21.49,1.46,0.99,3.04,0.94,-6.683583382477899
5283,17020,0,0,4,7,9,0,0,0,0,0,3,2,0,0,3,0,3,79.66666666666667,0,0,0,0,0,0,0,76,66+,primaria,0,0,0,0,0,1,norte,4,0,Inactiva(o),0,7,1,85,85,85,85,4,3,4,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,21.25,7.083333333333333,0,0,25.16,3.5,0,0,55.73,7.28,17.63,58.7,0,0,9.46,0,0,9.52,36.75,0,17.63,58.7,35.94,168,NA,0,0,0,0,0,0
5284,17023,0,0,5,7,3,0,0,0,1,1,4,4,3,0,0,0,5,32.8,0,0,0,0,0,0,0,26,25-44,secundaria,0,0,0,0,0,3,norte,1,0,Desocupada(o),0,7,5,85,85,4,5,5,5,5,1,4,4,4,3,85,85,3,0,0,0,0,0,0,0,0,0,267.5,53.5,0,0.61,33,7.83,1.43,3.58,56.23,4.69,10.57,49.69999999999999,0.36,0,27.17,11.4,0.48,1.54,0.29,15.35,10.57,49.69999999999999,51.49,168,NA,0,0,0,0,0,0
5284,17025,0,0,5,7,3,0,0,0,1,1,4,4,3,0,0,0,5,32.8,0,0,0,0,0,0,0,17,12-24,primaria,1,0,0,0,0,3,norte,1,0,Inactiva(o),0,7,5,85,85,4,85,4,5,4,5,85,5,5,85,85,85,3,0,0,0,0,0,0,0,0,0,267.5,53.5,0,0,2.34,0,0,0,57.58,11.7,14.71,81.67,0,0,10.77,8.76,0,24.38,3.91,9.76,14.71,81.67,14.04,168,NA,0,0,0,0,0,0
5285,17028,0,0,5,6,3,0,0,1,2,2,2,4,2,2,0,0,4,28.75,0,0,0,1,0,1,1,15,12-24,primaria,1,0,0,0,0,5,metropolitana,13,0,Inactiva(o),0,7,4,85,85,2,85,4,4,4,3,85,3,3,85,85,85,2,6,0,0,0,0,0,0,0,0,1125,281.25,0,0,6.16,12.08,0,31.96,48.45,1.8,8.36,57.55,1.64,0,20.29,12.31,2.41,0.44,7.93,5.07,8.36,57.55,53.63,168,NA,0,0,0,0,0,0
5285,17029,0,0,5,6,3,0,0,1,2,2,2,4,2,2,0,0,4,28.75,0,0,0,1,0,1,1,12,12-24,ninguna,1,0,0,0,0,5,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,3,96,4,4,4,3,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,1125,281.25,0,0,3.56,0.18,0,35.79,59.46,3.45,3.24,48.4,13.92,0,9.03,33.97,0,0,10.09,6.37,3.24,48.4,56.9,167.99999999999997,NA,0,0,0,0,0,0
5286,17034,0,0,4,7,8,0,0,0,1,1,4,3,0,0,1,0,5,38.2,0,0,0,0,0,0,0,15,12-24,ninguna,1,0,0,0,0,1,centro,8,0,Inactiva(o),0,7,2,85,85,2,85,2,5,2,2,85,4,1,85,85,85,3,0,0,0,0,0,0,0,0,0,33.95,5.8,0,0,3.81,0.01,4.97,36.92,51.12,1.29,3.7,64.18,2,0,14.03,20.22,0,2.5,8.9,5.47,3.7,64.18,49,168,NA,0,0,0,0,0,0
5287,17036,1,1,4,6,2,1,1,2,0,2,2,2,2,1,0,0,4,17.5,1,1,1,0,0,0,1,27,25-44,secundaria,1,1,24,6,4,4,sur,11,0.17699115044247787,Ocupada(o),2,2,2,2,1,85,5,4,1,4,4,4,1,1,1,2,1,2,6,50,50,0,0,0,0,0,50,282.5,70.625,24,0,15.95,12.87,0,12.37,54.53,4.82,3.41,36.43999999999999,3.61,24,17.79,0.32,0,25.75,10.66,0,3.41,36.43999999999999,49.62,168,2.0833333333333335,9.12,3.11,3.51,3.85,3.55,26.868766132860802
5290,17044,1,1,5,6,1,0,0,0,1,1,2,2,2,0,0,0,3,38.666666666666664,1,1,1,0,0,0,0,53,45-65,secundaria,0,1,48,8,6,2,norte,5,0.4,Ocupada(o),2,2,4,4,2,2,4,3,2,4,4,3,2,4,2,4,2,3,0,50,50,0,1.25,126.25,42.083333333333336,0.5,50.5,126.25,41.833333333333336,48,0,6.62,2.85,3.86,0,49.42,1.09,5.84,42.43,7.89,48,9.84,0,0.11,13.94,9.51,16.03,5.84,42.43,22.31,168,1.0416666666666667,14.57,2.37,2.63,4.31,2.45,24.169434360309896
5290,17045,1,1,5,6,2,0,0,0,1,1,2,2,2,0,0,0,3,38.666666666666664,1,1,1,0,0,0,1,47,45-65,secundaria,0,1,48,8,6,2,norte,5,0.6,Ocupada(o),2,3,2,2,2,2,4,2,2,2,2,4,2,2,2,4,2,3,0,75,75,0,0,0,0,0.75,75.75,126.25,41.916666666666664,48,0,37.33,2,0.11,0,22.45,4.5,6.4,43.89000000000001,3.32,48,5.63,0.96,0.13,3.11,8.61,4,6.4,43.89000000000001,47.25,168,1.5625,21.85,3.56,3.94,6.47,3.67,36.264151540464844
5291,17047,0,0,2,6,1,2,1,3,0,3,3,2,1,0,1,0,6,26.166666666666668,1,0,0,0,0,0,1,65,45-65,ninguna,0,0,0,0,0,1,norte,4,0.2896174863387978,Inactiva(o),0,7,5,85,5,5,85,5,5,5,5,85,5,5,85,85,85,2,3,0,0,26.5,0,91.5,15.25,0,26.5,91.5,15.25,0,0,61.91,20.62,0,0,16.79,4.06,12.53,52.09000000000002,0,0,8.36,0,0,1.03,7.4,0,12.53,52.09000000000002,86.6,168,NA,14.16,1.07,0.78,1.82,1.57,7.090927402414817
5291,17048,1,0,2,6,3,2,1,3,0,3,3,2,1,0,1,0,6,26.166666666666668,1,0,0,0,0,0,1,32,25-44,secundaria,0,1,48,8,6,1,norte,4,0.7103825136612022,Ocupada(o),2,5,5,85,5,5,4,5,2,2,3,4,4,4,4,85,85,2,1,65,65,0,0,0,0,0,65,91.5,15.25,48,0,7.01,14.76,0,0.02,31.14,3.61,6.74,50.90999999999999,5.81,48,21.3,0.05,0.02,0.69,8.16,0.92,6.74,50.90999999999999,31.22,167.99999999999997,1.3541666666666667,34.73,2.63,1.91,4.47,3.84,17.3890672134703
5292,17053,1,1,2,6,1,0,1,2,2,3,2,4,1,0,0,0,5,25,1,1,1,0,1,1,0,46,45-65,secundaria,0,1,72,12,6,1,centro,6,1,Ocupada(o),1,6,1,1,1,1,2,2,1,1,2,2,2,4,3,2,2,2,4,75,75,0,0,75,15,0,75,75,15,72,0,7.79,16.41,13.75,0,14.37,2.04,6.37,35.25,0.02,72,5.28,0.52,0.24,0.19,5.14,3,6.37,35.25,40.01,168,1.0416666666666667,53.19,5.72,5.26,9.82,7.95,-6.9325789041736385
5292,17054,0,0,2,6,2,0,1,2,2,3,2,4,1,0,0,0,5,25,1,1,1,0,1,1,1,44,25-44,secundaria,0,0,0,0,0,1,centro,6,0,Inactiva(o),0,7,1,2,4,4,85,4,2,1,4,85,2,2,85,2,4,1,9,0,0,0,0,0,0,0,0,75,15,0,0,49.95,35.93,0,0,29.68,1.98,7.94,42.52,0,0,8.94,0,1.6,2.18,16.73,0.23,7.94,42.52,87.86,168,NA,0,0,0,0,0,0
5297,17071,1,0,4,6,1,0,0,0,0,0,2,2,1,0,0,0,2,27.5,0,1,1,0,0,0,1,27,25-44,secundaria,0,1,48,8,6,2,sur,10,1,Ocupada(o),2,2,2,4,85,85,3,5,2,3,4,3,2,5,4,4,85,2,1,62.5,62.5,0,0,62.5,31.25,0,62.5,62.5,31.25,48,0,5.65,4.69,0,0,37.04,5.18,14.98,50.00999999999999,2.45,48,22.28,0.83,0,11.05,1.86,1.02,14.98,50.00999999999999,17.97,168,1.3020833333333333,23.45,5.81,6.72,9.26,6.57,10.674158148601848
5299,17076,1,1,3,6,1,1,0,1,0,1,2,2,2,1,0,0,3,19.333333333333332,1,1,1,0,0,0,0,29,25-44,universitaria,0,1,45,9,5,5,norte,5,0.9240924092409241,Ocupada(o),2,1,4,4,5,4,5,4,3,2,4,4,1,2,3,3,4,3,0,350,350,0,0,378.75,126.25,0,350,378.75,126.25,45,0,10.75,24.59,0,0,36.03,1.95,3.98,41.85,3.85,45,15.53,6.74,1.16,5.93,5.86,0.8,3.98,41.85,41.14,168.00000000000003,7.777777777777778,44.35,24.79,32.62,25.3,23.24,199.6834767219499
