id_household,id_person,is_worker,is_family,weekday,weekend_day,relationship_to_head,n_children_0_5,n_children_6_11,n_children_0_14,n_youth_12_17,n_underage,n_adults,n_time_reporters,n_workers,n_professionals,n_elderly,has_elderly,household_size,mean_age,has_children,in_couple,lives_with_partner,domestic_service,help_from_relatives,external_support,female,age,age_bracket,education_level,in_education,employed,contracted_hours,usual_hours,work_days_per_week,quintile,macrozone,region,income_share,employment_status,cise,occupation_group,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,inc_main_job,inc_labor,inc_pension,inc_group,ing_mon,ing_mon_pc,inc_group_personal,inc_personal,household_income,inc_person_week,t_paid_work,t_job_search,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,Tw,Tf_social,Tf_hobbies,Tf_read,Tf_listen,Tf_watch,Tf_computer,Tc_meals,Tc_sleep,Tc_other,t_total,wage,Ef_food,Ef_recreation,Ef_restaurants,Ef_communications,Ef_clothing,Ec
1,1,0,0,4,6,1,0,0,1,1,1,4,5,1,0,0,0,5,30.4,1,1,1,0,0,0,0,47,45-65,primaria,0,0,6,6,1,1,metropolitana,13,0.3191489361702128,Ocupada(o),1,5,4,4,4,4,3,3,4,3,1,3,3,3,3,4,4,3,0,37.5,37.5,0,0,117.5,23.5,0,37.5,117.5,23.5,6,0,11.96,83.43,2.76,0,28.37,7.69,10.04,17.75,0,6,3.43,0.39,7.32,1.79,15.25,0.2,10.04,17.75,105.84,168,6.25,20.03,1.5,1.78,2.95,1.63,9.624296240869759
1,2,0,0,4,6,2,0,0,1,1,1,4,5,1,0,0,0,5,30.4,1,1,1,0,0,0,1,44,25-44,primaria,0,0,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,4,4,4,85,4,4,4,2,85,4,4,85,4,4,2,9,0,0,0,0,0,0,0,0,117.5,23.5,0,0,22.87,72.55,0,0,22.46,1.63,4.79,43.7,0,0,8.52,1.53,1.53,1.95,7.32,1.62,4.79,43.7,97.05,168.00000000000003,NA,0,0,0,0,0,0
1,4,1,0,4,6,3,0,0,1,1,1,4,5,1,0,0,0,5,30.4,0,0,0,0,0,0,0,22,12-24,secundaria,1,1,48,8,6,1,metropolitana,13,0.6808510638297872,Ocupada(o),2,3,2,2,85,2,4,2,1,1,1,3,2,2,2,85,85,1,6,80,80,0,0,0,0,0,80,117.5,23.5,48,0,3.44,7.25,0,18.33,21.36,2.88,8.02,42.42999999999999,16.29,48,10.11,3.76,0,5.56,0.72,1.22,8.02,42.42999999999999,48.19,168,1.6666666666666667,42.73,3.19,3.81,6.28,3.48,20.511165313855493
1,5,0,0,4,6,3,0,0,1,1,1,4,5,1,0,0,0,5,30.4,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,3,85,3,3,3,1,85,3,3,85,85,85,3,0,0,0,0,0,0,0,0,0,117.5,23.5,0,0,4.16,24.52,0,27.04,44.31,3.13,5.69,56.900000000000006,2.25,0,3.95,0.55,0.01,4.43,18.7,16.67,5.69,56.900000000000006,61.1,168.00000000000003,NA,0,0,0,0,0,0
4,14,0,0,5,7,3,0,0,1,1,1,3,2,1,0,0,0,4,34,0,0,0,0,0,0,1,13,12-24,ninguna,1,0,0,0,0,2,norte,5,0,Menor de 15 años,0,7,2,85,85,4,85,5,4,5,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,132.5,33.125,0,0,10.1,0.01,0,0,66.5,16.6,12.46,62.32999999999999,0,0,38.91,9.88,0.47,8.94,3.08,5.21,12.46,62.32999999999999,26.71,168,NA,0,0,0,0,0,0
6,19,1,1,2,6,1,0,1,1,0,1,4,4,2,1,0,0,5,36.6,1,1,1,0,0,0,0,58,45-65,secundaria,0,1,45,9,5,4,centro,7,0.6153846153846154,Ocupada(o),2,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,0,200,200,0,0,325,65,0,200,325,65,45,0,4.84,3.82,0.29,0,25.57,1.05,12.4,63.86999999999999,11.16,45,17.1,0.58,0.43,0.15,6.96,0.35,12.4,63.86999999999999,21.17,168,4.444444444444445,49.88,10.95,11.38,15.8,9.48,102.51708341574086
6,20,0,0,2,6,2,0,1,1,0,1,4,4,2,1,0,0,5,36.6,1,1,1,0,0,0,1,59,45-65,secundaria,0,0,0,0,0,4,centro,7,0,Inactiva(o),0,7,4,4,4,3,85,4,4,4,4,85,4,4,85,4,4,3,0,0,0,0,0,0,0,0,0,325,65,0,0,28.49,4.05,0,0,61.08,1.94,12.58,59.86,0,0,24.69,0,1.54,1.94,29.03,3.88,12.58,59.86,34.48,168,NA,0,0,0,0,0,0
6,21,1,0,2,6,3,0,1,1,0,1,4,4,2,1,0,0,5,36.6,1,0,0,0,0,0,1,30,25-44,universitaria,0,1,45,9,5,4,centro,7,0.38461538461538464,Ocupada(o),3,1,4,85,4,4,4,4,4,4,4,4,4,4,4,85,85,3,0,125,125,0,0,0,0,0,125,325,65,45,0,6.41,5.88,0,0,30.31,1.96,10.85,59.09,8.5,45,20.36,0,0.43,2.08,7.37,0.07,10.85,59.09,22.75,167.99999999999997,2.7777777777777777,31.18,6.84,7.11,9.87,5.92,64.07442713483803
6,22,0,0,2,6,3,0,1,1,0,1,4,4,2,1,0,0,5,36.6,0,0,0,0,0,0,0,26,25-44,primaria,0,0,0,0,0,4,centro,7,0,Inactiva(o),0,7,4,85,85,4,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,325,65,0,0,2.48,0.58,0.03,0,75.54,2.29,11.47,75.60999999999999,0,0,41.73,0.3,3.08,1.21,28.76,0.47,11.47,75.60999999999999,5.38,168,NA,0,0,0,0,0,0
7,25,0,0,2,7,2,1,1,2,0,2,2,1,0,2,0,0,4,21,1,1,1,0,0,0,1,38,25-44,universitaria,0,0,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,4,4,3,85,3,4,4,4,85,4,4,85,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,32.44,41.29,3.22,0,39.31,1.56,9.19,40.98999999999999,0,0,17.39,3.7,1.83,8.78,5.08,2.52,9.19,40.98999999999999,78.5,168,NA,0,0,0,0,0,0
11,41,0,0,4,6,2,1,1,2,0,2,2,2,1,0,0,0,4,14.75,1,1,1,0,1,1,1,30,25-44,secundaria,0,0,0,0,0,1,norte,3,0,Inactiva(o),0,7,1,3,1,5,85,1,1,5,5,85,4,4,85,5,5,3,0,0,0,0,0,0,0,0,0,50,12.5,0,0,7.79,66.87,0,0,36.38,5.24,15.5,36.21999999999999,0,0,3.63,0,0,1.19,22.75,8.81,15.5,36.21999999999999,79.91,168,NA,0,0,0,0,0,0
12,45,0,0,4,6,2,0,0,0,0,0,2,2,1,0,2,0,2,62.5,1,1,1,0,0,0,1,62,45-65,ninguna,0,0,0,0,0,1,norte,3,0,Inactiva(o),0,7,1,1,1,85,85,1,1,3,5,85,3,3,85,1,85,2,2,0,0,0,0,0,0,0,0,50,25,0,0,46.2,1.51,32.2,0,35.77,2.28,9.3,40.73999999999998,0,0,4.65,0,2.77,17.08,11.27,0,9.3,40.73999999999998,82.18,168,NA,0,0,0,0,0,0
13,46,1,1,5,7,1,1,0,1,0,1,3,2,2,0,0,0,4,29.25,1,1,1,0,0,0,0,48,45-65,primaria,0,1,65,13,5,2,metropolitana,13,0.06976744186046512,Ocupada(o),1,3,5,5,5,2,4,4,4,5,4,5,5,5,5,5,5,3,0,7.5,7.5,0,1.5,109,27.25,0.10465116279069767,7.6,109,26.901162790697676,65,0,11.51,6.69,0,0,25.01,2.67,9.34,43.78000000000001,4,65,11.55,0.92,1.66,4.47,4.75,1.66,9.34,43.78000000000001,24.87,168.00000000000003,0.11538461538461539,2.99,0.35,0.42,0.62,0.36,2.863320267295179
15,54,1,1,1,7,1,0,0,0,0,0,2,1,1,1,0,0,2,52.5,1,1,1,0,0,0,1,52,45-65,secundaria,1,1,48,8,6,5,norte,1,0.16666666666666666,Ocupada(o),2,2,4,3,4,2,4,5,4,4,4,4,4,3,4,4,85,2,6,75,75,0,0,450,225,0,75,450,225,48,0,27.38,0.91,0,12.81,28.71,2.23,9.42,37.16,1.38,48,10.93,4.11,3.75,5.13,4.44,0.35,9.42,37.16,44.72,168,1.5625,10.31,4.69,4.98,5.15,2.67,47.20426931279665
17,60,1,0,5,7,1,0,0,0,0,0,1,1,1,1,0,0,1,32,0,0,0,0,0,0,1,32,25-44,universitaria,0,1,45,9,5,5,metropolitana,13,1,Ocupada(o),2,2,4,85,85,5,4,4,4,4,4,4,4,4,4,85,85,2,1,170,170,0,0,170,170,0,170,170,170,45,0,12.59,0,0.08,0,60.83,1.62,11.23,34.47999999999999,2.17,45,12.68,1.41,6.52,4.57,10.38,25.27,11.23,34.47999999999999,16.46,168,3.7777777777777777,38.8,23.99,35.94,23.25,15.57,32.4423938721653
18,63,0,0,3,7,2,0,0,0,0,0,6,4,2,0,2,0,7,51.714285714285715,1,1,1,0,0,0,1,66,66+,primaria,0,0,0,0,0,3,norte,4,0.06204756980351603,Inactiva(o),0,7,3,4,4,85,85,4,4,4,4,85,4,4,85,4,85,2,2,0,0,22.5,0,0,0,0,22.5,362.625,51.80357142857143,0,0,31.41,2.29,0.16,0,62.86,2.92,7.79,60.56999999999999,0,0,6.62,0.51,0.09,37.46,18.18,0,7.79,60.56999999999999,36.79,168,NA,7.52,0.51,0.51,1.21,0.43,12.317007541228865
21,74,1,1,1,6,1,0,1,2,2,3,2,4,1,0,0,0,5,23.8,1,1,1,0,0,0,0,40,25-44,secundaria,0,1,45,9,5,2,norte,2,1,Ocupada(o),2,1,4,5,5,4,5,4,5,4,4,4,4,3,2,4,4,2,1,200,200,0,0,200,40,0,200,200,40,45,0,3.91,17.92,0,0,46.56,1.98,8.95,41.21999999999999,2.46,45,5.52,3.7,2.34,5.67,7.06,22.26,8.95,41.21999999999999,26.28,167.99999999999997,4.444444444444445,64.29,9.64,9.07,15.61,11.81,89.57903350268191
21,75,0,0,1,6,2,0,1,2,2,3,2,4,1,0,0,0,5,23.8,1,1,1,0,0,0,1,37,25-44,secundaria,0,0,0,0,0,2,norte,2,0,Inactiva(o),0,7,5,5,5,4,85,5,3,3,2,85,5,5,4,4,5,2,2,0,0,0,0,0,0,0,0,200,40,0,0,27.88,22,0,0,72.29,1.77,8.06,36,0,0,10.6,7.08,8.76,7.37,29.49,8.99,8.06,36,51.64,168,NA,0,0,0,0,0,0
21,76,0,0,1,6,3,0,1,2,2,3,2,4,1,0,0,0,5,23.8,0,0,0,0,0,0,1,17,12-24,primaria,1,0,0,0,0,2,norte,2,0,Inactiva(o),0,7,5,85,85,5,85,4,5,4,5,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,200,40,0,0,6.6,15.79,0,43.26,36.51,2.32,9.82,48.89,4.81,0,6.8,10.61,1,8.8,2.99,6.3,9.82,48.89,72.78,168,NA,0,0,0,0,0,0
21,77,0,0,1,6,3,0,1,2,2,3,2,4,1,0,0,0,5,23.8,0,0,0,0,0,0,0,14,12-24,ninguna,1,0,0,0,0,2,norte,2,0,Menor de 15 años,0,7,4,85,85,4,85,4,5,5,4,85,4,4,5,85,85,2,6,0,0,0,0,0,0,0,0,200,40,0,0,3.97,22.3,0,42.06,40.12,1.52,5.55,47.80999999999999,4.67,0,13.24,14.02,0,1.95,5.26,5.65,5.55,47.80999999999999,74.53,168.00000000000003,NA,0,0,0,0,0,0
22,80,0,0,5,7,3,0,0,0,1,1,2,3,1,1,0,0,3,30.333333333333332,0,0,0,1,0,1,1,17,12-24,primaria,1,0,0,0,0,5,sur,9,0,Desocupada(o),0,7,4,85,85,2,85,4,4,4,5,85,4,4,85,85,85,1,6,0,0,0,0,0,0,0,0,500,141.66666666666666,0,0,21.77,5.15,0,0.47,75.47,5.08,3.04,57.02,0,0,16.75,5.51,0.08,6.84,43.42,2.86,3.04,57.02,32.47,168,NA,0,0,0,0,0,0
23,82,1,0,2,7,1,0,0,0,0,0,1,1,1,0,0,0,1,55,1,0,0,0,0,0,1,55,45-65,secundaria,0,1,45,9,5,5,norte,4,1,Ocupada(o),2,3,4,85,4,2,4,2,4,4,2,4,4,4,4,85,85,3,0,74.5,87,0,25.75,112.75,112.75,25.75,112.75,112.75,112.75,45,0,18.91,0.29,0,0,39.54,3.93,7.3,50.46,2.57,45,13.21,0,1.35,5.84,19.04,0.09,7.3,50.46,25.7,168,1.9333333333333333,37.35,16.3,18.02,19.45,10.08,11.55915895966163
27,92,1,0,1,6,1,0,0,0,0,0,3,2,2,3,1,0,3,39.666666666666664,1,0,0,1,0,1,1,63,45-65,universitaria,0,1,60,10,6,5,metropolitana,13,0.6968641114982579,Ocupada(o),2,1,3,85,2,85,4,3,2,1,5,5,2,5,3,85,85,2,5,500,1000,0,0,1435,478.3333333333333,0,1000,1435,478.3333333333333,60,0,5.74,0.25,2.71,0,34.08,4.58,10.76,39.82000000000001,10.06,60,14.45,1.92,0.45,11.11,5.69,0.45,10.76,39.82000000000001,23.34,168,16.666666666666668,80.24,42.61,57.51,38.27,21.14,760.2356004887524
29,97,0,0,2,7,2,0,0,1,2,2,2,2,0,2,0,0,4,32,1,1,1,0,0,0,1,46,45-65,universitaria,0,0,0,0,0,5,centro,8,0,Inactiva(o),0,7,4,4,4,4,85,3,3,4,5,85,4,4,85,4,4,2,2,0,0,0,0,0,0,0,0,450,112.5,0,0,27.66,17.58,4.28,0,50.12,4.23,7.61,56.290000000000006,0.23,0,26.29,0.23,7,0.32,13.07,3.22,7.61,56.290000000000006,53.98,168,NA,0,0,0,0,0,0
29,98,0,0,2,7,3,0,0,1,2,2,2,2,0,2,0,0,4,32,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,0,0,5,centro,8,0,Inactiva(o),0,7,3,5,85,4,85,4,3,1,4,85,2,2,85,85,85,2,6,0,0,0,0,0,0,0,0,450,112.5,0,0,0.73,1.61,0.08,48.04,61.92,2.07,5.25,47.36999999999999,0.93,0,30.49,19.08,0.58,1.33,6.69,3.74,5.25,47.36999999999999,53.46,168,NA,0,0,0,0,0,0
30,102,1,0,3,7,3,0,0,1,1,1,3,4,2,0,0,0,4,29.5,0,0,0,0,0,0,0,18,12-24,secundaria,0,1,35,7,5,2,centro,6,0.5,Ocupada(o),2,3,4,85,85,4,4,4,4,4,3,3,4,4,4,85,85,2,1,60,60,0,0,0,0,12.5,72.5,145,33.125,35,0,2.06,4.73,1.37,0.02,59.3,3.56,6.96,49.96,5.04,35,11.68,8.14,0.06,34.91,2.51,2,6.96,49.96,16.78,168,1.7142857142857142,22.67,3.46,4.01,6.36,3.99,32.02295728191834
32,106,1,1,4,7,1,1,0,1,0,1,2,2,2,0,0,0,3,19,1,1,1,0,0,0,0,28,25-44,secundaria,0,1,60,10,6,3,norte,5,0.7333333333333333,Ocupada(o),2,5,2,2,2,2,1,1,2,3,3,4,2,2,3,1,4,2,1,137.5,137.5,0,0,187.5,62.5,0,137.5,187.5,62.5,60,0,5.16,10.11,0.02,0,27.01,4.07,6.13,47.65,7.85,60,13.2,0.02,0.14,5.07,8.58,0,6.13,47.65,27.21,168,2.2916666666666665,24.68,5.95,7.94,10.02,7.94,80.97106881137562
32,107,1,1,4,7,2,1,0,1,0,1,2,2,2,0,0,0,3,19,1,1,1,0,0,0,1,28,25-44,secundaria,0,1,48,8,6,3,norte,5,0.26666666666666666,Ocupada(o),2,3,2,4,2,1,3,2,2,2,2,4,2,3,2,2,4,1,4,50,50,0,0,0,0,0,50,187.5,62.5,48,0,20.36,32.58,0,0,20.93,2.47,6.1,36.22,1.34,48,11.41,0.03,0.01,3.95,5.52,0.01,6.1,36.22,56.75,168,1.0416666666666667,8.98,2.16,2.89,3.64,2.89,29.43311593140931
33,110,1,1,1,6,2,0,1,1,1,2,2,3,2,2,0,0,4,26.5,1,1,1,0,0,0,1,44,25-44,técnica,0,1,60,10,6,5,norte,2,0.38461538461538464,Ocupada(o),1,2,2,2,2,1,1,1,4,1,4,4,2,4,1,5,5,1,8,375,375,0,0,0,0,29.80769230769231,404.81,1052.5,251.20192307692307,60,0,26.07,10.53,5.07,0,30.36,2.49,4.1,28.24,1.14,60,4.02,0.87,1.27,23.65,0.46,0.09,4.1,28.24,45.3,167.99999999999997,6.25,32.04,22.44,24.17,17.89,15.59,292.6925507048779
33,111,0,0,1,6,3,0,1,1,1,2,2,3,2,2,0,0,4,26.5,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,0,0,5,norte,2,0,Inactiva(o),0,7,4,85,85,4,85,5,4,4,5,85,5,4,85,85,85,2,6,0,0,0,0,0,0,0,0,1052.5,243.75,0,0,1.74,2.06,0,0,89.05,3.67,4.53,66.95,0,0,23.88,25.64,0.77,0,4.03,34.74,4.53,66.95,7.47,168,NA,0,0,0,0,0,0
34,115,0,0,1,6,3,1,0,2,1,2,2,2,2,2,0,0,4,20.25,0,0,0,1,1,1,0,13,12-24,ninguna,1,0,0,0,0,5,norte,3,0,Menor de 15 años,0,7,3,85,85,4,85,4,2,3,5,85,5,2,85,85,85,2,9,0,0,0,0,0,0,0,0,675,168.75,0,0,1.89,0.57,0,9.13,55.03,3.5,15.57,82.30999999999999,0,0,30.79,9.13,3.05,0.05,6.26,5.74,15.57,82.30999999999999,15.1,168.00000000000003,NA,0,0,0,0,0,0
35,118,0,0,4,7,2,0,0,0,1,1,2,2,0,1,0,0,3,34.333333333333336,1,1,1,0,0,0,1,41,25-44,universitaria,0,0,0,0,0,1,centro,8,0,Inactiva(o),0,7,4,5,4,1,85,2,4,4,5,85,4,2,85,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,35.12,13.1,0,0,55.56,5.57,13.45,45.20000000000001,0,0,15.76,0.49,2.47,11.3,20.62,4.91,13.45,45.20000000000001,53.79,168,NA,0,0,0,0,0,0
35,119,0,0,4,7,3,0,0,0,1,1,2,2,0,1,0,0,3,34.333333333333336,0,0,0,0,0,0,1,16,12-24,primaria,1,0,0,0,0,1,centro,8,0,Inactiva(o),0,7,3,85,85,4,85,3,3,3,4,85,3,2,85,85,85,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.22,2.33,46.05,36.73,8.67,9.69,55.59000000000002,7.66,0,18.43,0.78,0,10.24,7.29,0,9.69,55.59000000000002,65.97,168,NA,0,0,0,0,0,0
37,125,0,0,4,6,3,2,0,3,1,3,3,2,2,1,1,0,6,29.333333333333332,0,0,0,0,0,0,1,12,12-24,ninguna,1,0,0,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,2,85,2,4,4,4,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,115,19.166666666666668,0,0,3.26,6.34,1.37,37.33,63.37,3.28,7.17,43.11,2.77,0,8.04,10.45,0.69,26.95,16.9,0.34,7.17,43.11,54.35,168,NA,0,0,0,0,0,0
38,129,1,1,2,6,1,2,0,2,0,2,2,2,1,2,0,0,4,19.75,1,1,1,1,0,1,0,39,25-44,universitaria,0,1,45,9,5,5,metropolitana,13,1,Ocupada(o),2,1,4,3,4,1,4,2,3,3,5,5,4,4,4,4,3,2,1,975,975,0,0,975,243.75,0,975,975,243.75,45,0,4.36,9.38,0,0,20.91,6.81,28.33,49.80999999999999,3.4,45,8.89,3.98,3.4,0.76,2.66,1.23,28.33,49.80999999999999,23.96,167.99999999999997,21.666666666666668,89.7,48.4,56.76,38.12,31.25,710.7668020291878
38,130,0,0,2,6,2,2,0,2,0,2,2,2,1,2,0,0,4,19.75,1,1,1,1,0,1,1,36,25-44,universitaria,0,0,0,0,0,5,metropolitana,13,0,Inactiva(o),0,7,3,4,5,4,85,4,2,2,4,85,4,4,4,1,5,2,2,0,0,0,0,0,0,0,0,975,243.75,0,0.02,16.7,66.98,0,0,31.38,2.63,12.43,37.86,0,0,19.81,2.67,2.23,2.31,2.29,2.07,12.43,37.86,86.33,168,NA,0,0,0,0,0,0
39,133,1,0,4,6,1,0,0,0,0,0,1,1,1,0,0,0,1,25,0,0,0,0,0,0,0,25,25-44,primaria,0,1,54,9,6,3,sur,9,1,Ocupada(o),3,3,3,85,85,85,4,3,2,2,4,4,2,2,85,85,85,2,1,60.25,60.25,0,0,60.25,60.25,0,60.25,60.25,60.25,54,0,6.78,0.01,2.62,0,52.04,1.97,8.04,40.91,1.63,54,11.49,4.7,1.57,21.74,8.42,4.12,8.04,40.91,13.01,168,1.1157407407407407,18.9,6.95,9.57,10.81,7.96,6.055581780507282
44,150,0,0,2,7,2,0,0,1,2,2,2,4,1,0,0,0,4,29.5,1,1,1,0,0,0,1,45,45-65,secundaria,0,0,0,0,0,2,sur,9,0,Inactiva(o),0,7,4,4,5,4,85,3,4,5,3,85,5,5,85,4,5,3,0,0,0,0,0,0,0,0,0,159.75,37.5,0,0,24.76,8.7,0,0,63.88,3.08,8.14,59.43999999999998,0,0,6.29,2.84,3.79,27.92,22.72,0.32,8.14,59.43999999999998,36.53,168,NA,0,0,0,0,0,0
45,157,1,0,5,7,3,0,0,0,0,0,5,5,3,0,2,1,5,58.2,0,0,0,0,0,0,0,41,25-44,primaria,0,1,40,8,5,3,centro,8,0.34192602607284206,Ocupada(o),2,4,4,4,85,2,4,4,4,3,2,4,2,4,2,85,85,3,0,62,87,0,0,0,0,0,87,254.441,50.8882,40,0,0.76,0.41,0.86,0,64.45,3.83,4.62,47.25999999999999,5.81,40,37.51,3.57,0,2.57,20.8,0,4.62,47.25999999999999,11.67,168,2.175,25.33,2.25,2.47,5.21,1.86,49.89064546747865
46,158,1,1,2,6,1,1,1,2,0,2,2,2,2,0,0,0,4,15,1,1,1,0,0,0,0,22,12-24,primaria,0,1,48,8,6,3,sur,11,0.5333333333333333,Ocupada(o),2,6,4,4,3,2,3,4,4,4,3,3,3,4,3,4,4,3,0,100,100,0,0,187.5,46.875,0,100,187.5,46.875,48,0,5.57,0.82,0,0,38.72,3.44,6.48,63.959999999999994,1.01,48,13.12,4.8,0,0,20.8,0,6.48,63.959999999999994,10.85,168,2.0833333333333335,21.9,4.85,5.59,7.54,7.1,53.02469707171901
46,159,1,1,2,6,2,1,1,2,0,2,2,2,2,0,0,0,4,15,1,1,1,0,0,0,1,26,25-44,primaria,0,1,48,8,6,3,sur,11,0.4666666666666667,Ocupada(o),2,3,3,3,3,2,3,4,4,4,3,3,3,3,3,4,4,2,1,87.5,87.5,0,0,0,0,0,87.5,187.5,46.875,48,0,5.3,6.69,0,0,44.04,5.44,4.01,53.76,0.76,48,13.44,0,0,0.85,10.56,19.19,4.01,53.76,18.2,168,1.8229166666666667,19.16,4.25,4.89,6.6,6.21,46.39535993775415
48,164,1,0,2,7,1,1,0,1,0,1,1,1,1,1,0,0,2,20.5,1,0,0,1,1,1,0,37,25-44,universitaria,0,1,45,9,5,4,centro,8,1,Ocupada(o),3,1,2,85,2,2,5,2,2,2,2,2,2,2,2,85,85,3,0,150,150,0,0,150,75,0,150,150,75,45,0,7.18,36.33,0,0,26.72,2.61,9.06,40.48000000000001,0.62,45,6.63,6.7,0.14,7.05,5.28,0.92,9.06,40.48000000000001,46.74,168,3.3333333333333335,30.33,14.61,18.38,17.9,14.71,54.075064965371695
49,167,0,0,1,7,2,0,0,0,0,0,5,5,3,0,2,0,5,47.8,1,1,1,0,0,0,1,72,66+,secundaria,0,0,0,0,0,2,norte,5,0.27178016004831645,Inactiva(o),0,7,3,4,2,85,85,4,4,4,1,85,3,3,85,2,85,2,4,0,0,45,0,0,0,0,45,165.575,33.115,0,0,28.52,18.34,0,0,37.78,5.96,13.93,63.47,0,0,9.9,0,2.02,11.92,13.94,0,13.93,63.47,52.82,168,NA,15.71,1.41,1.48,3.04,1.36,21.995621176233502
49,168,1,0,1,7,3,0,0,0,0,0,5,5,3,0,2,1,5,47.8,1,0,0,0,0,0,1,49,45-65,secundaria,0,1,25,5,5,2,norte,5,0.10463536161860185,Ocupada(o),2,3,2,4,2,2,4,2,2,2,2,4,3,2,3,85,85,3,0,17.325,17.325,0,0,0,0,0,17.32,165.575,33.115,25,0,6.31,1.24,28.26,1.93,54.89,0.99,4.79,42.65999999999999,1.93,25,11.25,0.04,0.73,29.49,11.79,1.58,4.79,42.65999999999999,40.67,168,0.693,6.05,0.54,0.57,1.17,0.52,8.464964152849898
51,173,0,0,1,7,1,0,0,0,0,0,2,1,1,1,1,0,2,65.5,1,0,0,0,0,0,1,80,66+,primaria,0,0,0,0,0,3,centro,6,0.43120025846260257,Inactiva(o),0,7,4,85,4,85,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,47.3805,0,109.8805,54.94025,0,47.38,109.8805,54.94025,0,0,21.39,0.37,1.05,0,54.47,4.57,8.5,77.64999999999999,0,0,17.99,2.43,0,2.9,31.15,0,8.5,77.64999999999999,27.39,168,NA,17.41,3.42,3.22,5.8,2.11,15.40786780568012
54,180,0,0,3,6,2,0,0,0,0,0,4,4,2,0,0,0,4,39.25,1,1,1,0,0,0,1,51,45-65,primaria,0,0,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,2,2,4,4,85,4,4,2,1,85,4,3,2,4,4,2,4,0,0,0,0,0,0,0,0,150,37.5,0,0,37.09,7.82,0,0,33.15,3.79,9.23,76.92,0,0,10.39,0,0.47,0.47,21.82,0,9.23,76.92,48.7,168,NA,0,0,0,0,0,0
54,181,1,0,3,6,3,0,0,0,0,0,4,4,2,0,0,0,4,39.25,1,0,0,0,0,0,0,28,25-44,primaria,0,1,45,9,5,2,metropolitana,13,0.4166666666666667,Ocupada(o),2,5,2,85,3,3,3,3,3,3,2,3,2,2,1,85,85,1,4,62.5,62.5,0,0,0,0,0,62.5,150,37.5,45,0,2.97,0.21,0,0,47.97,4.35,6.67,50.32999999999999,10.5,45,12.7,0.11,0.04,18,15.71,1.41,6.67,50.32999999999999,18.02,168,1.3888888888888888,22.55,2.38,2.97,4.55,2.13,27.92342746606388
54,182,0,0,3,6,3,0,0,0,0,0,4,4,2,0,0,0,4,39.25,0,0,0,0,0,0,0,20,12-24,primaria,0,0,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,3,85,85,4,85,3,4,4,2,85,4,4,4,85,85,3,0,0,0,0,0,0,0,0,0,150,37.5,0,0,2.79,0,0,0,100.62,6.44,6.42,51.73,0,0,28.3,2.37,0.16,27.35,35.8,6.64,6.42,51.73,9.23,168,NA,0,0,0,0,0,0
56,187,1,1,1,7,2,0,0,0,0,0,4,3,4,0,0,0,4,37.25,1,1,1,0,0,0,0,40,25-44,primaria,0,1,60,10,6,4,metropolitana,13,0.41420118343195267,Ocupada(o),2,6,4,5,1,5,5,4,4,5,4,5,2,2,4,5,4,3,0,175,175,0,0,0,0,0,175,422.5,105.625,60,0,1.25,1.03,0,2.19,44.95,1.25,12.64,37.74,6.95,60,17.04,4.28,0.85,7.76,14.62,0.39,12.64,37.74,12.67,168,2.9166666666666665,33.79,5.33,8.51,9.66,4.51,113.19763855602162
56,188,1,1,1,7,7,0,0,0,0,0,4,3,4,0,0,0,4,37.25,1,1,1,0,0,0,0,34,25-44,secundaria,0,1,45,9,5,4,metropolitana,13,0.26627218934911245,Ocupada(o),2,5,2,3,2,4,3,3,2,2,4,3,3,3,3,3,85,2,1,112.5,112.5,0,0,0,0,0,112.5,422.5,105.625,45,0,10.86,0.79,9.33,0,50.73,2.31,4.53,37.48,6.97,45,9.17,0.11,0.08,25.89,11.95,3.54,4.53,37.48,30.26,167.99999999999997,2.5,21.72,3.42,5.47,6.21,2.9,72.77633907172819
