id_household,id_person,is_worker,is_family,weekday,weekend_day,relationship_to_head,n_children_0_5,n_children_6_11,n_children_0_14,n_youth_12_17,n_underage,n_adults,n_time_reporters,n_workers,n_professionals,n_elderly,has_elderly,household_size,mean_age,has_children,in_couple,lives_with_partner,domestic_service,help_from_relatives,external_support,female,age,age_bracket,education_level,in_education,employed,contracted_hours,usual_hours,work_days_per_week,quintile,macrozone,region,income_share,employment_status,cise,occupation_group,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,inc_main_job,inc_labor,inc_pension,inc_group,ing_mon,ing_mon_pc,inc_group_personal,inc_personal,household_income,inc_person_week,t_paid_work,t_job_search,t_care_essential,t_care_education_related,t_care_other,t_domestic_meals,t_domestic_cleaning,t_domestic_laundry,t_domestic_maintenance,t_domestic_admin,t_domestic_shopping,t_domestic_pets,t_voluntary_community,t_voluntary_households,t_personal_care,t_meals,t_sleep,t_education,t_leisure_social,t_leisure_hobbies,t_media_reading,t_media_video,t_media_audio,t_media_computer,t_commute1,t_total,wage,savings,food,clothing,utilities,household_goods,health,transportation,communications,recreation,education_exp,restaurants,total_expenses
1,1,0,0,4,6,1,0,0,1,1,1,4,5,1,0,0,0,5,30.4,1,1,1,0,0,0,0,47,45-65,primaria,0,0,6,6,1,1,metropolitana,13,0.3191489361702128,Ocupada(o),1,5,4,4,4,4,3,3,4,3,1,3,3,3,3,4,4,3,0,37.5,37.5,0,0,117.5,23.5,0,37.5,117.5,23.5,6,0,8.11,0,75.32,0.43,7.71,0,0,0,0.07,3.75,0,2.76,7.69,10.04,17.74000000000001,0,3.43,0.39,7.32,15.25,1.79,0.2,0,168,6.25,-9.05570375913024,20.03,1.63,7.38,1.03,2.63,4.32,2.95,1.5,3.32,1.78,46.55570375913024
1,2,0,0,4,6,2,0,0,1,1,1,4,5,1,0,0,0,5,30.4,1,1,1,0,0,0,1,44,25-44,primaria,0,0,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,4,4,4,85,4,4,4,2,85,4,4,85,4,4,2,9,0,0,0,0,0,0,0,0,117.5,23.5,0,0,4.17,4.58,63.8,9.31,9.44,1.31,0,0,2.16,0.66,0,0,1.63,4.79,43.67999999999999,0,8.52,1.53,1.53,7.32,1.95,1.62,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,0,4,6,3,0,0,1,1,1,4,5,1,0,0,0,5,30.4,0,0,0,0,0,0,0,22,12-24,secundaria,1,1,48,8,6,1,metropolitana,13,0.6808510638297872,Ocupada(o),2,3,2,2,85,2,4,2,1,1,1,3,2,2,2,85,85,1,6,80,80,0,0,0,0,0,80,117.5,23.5,48,0,2.44,0,4.81,0.13,1.1,0,0,0,0.29,1.93,0,0,2.88,8.02,42.41000000000001,18.33,10.11,3.76,0,0.72,5.56,1.22,16.29,168,1.6666666666666667,-19.318834686144513,42.73,3.48,15.74,2.19,5.62,9.21,6.28,3.19,7.07,3.81,99.31883468614451
1,5,0,0,4,6,3,0,0,1,1,1,4,5,1,0,0,0,5,30.4,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,3,85,3,3,3,1,85,3,3,85,85,85,3,0,0,0,0,0,0,0,0,0,117.5,23.5,0,0,0.4,0,24.11,0,3.91,0,0,0,0.08,0.15,0,0,3.13,5.69,56.93000000000001,27.04,3.95,0.55,0.01,18.7,4.43,16.67,2.25,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
4,14,0,0,5,7,3,0,0,1,1,1,3,2,1,0,0,0,4,34,0,0,0,0,0,0,1,13,12-24,ninguna,1,0,0,0,0,2,norte,5,0,Menor de 15 años,0,7,2,85,85,4,85,5,4,5,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,132.5,33.125,0,0,0,0,0,0.01,9.1,0.49,0,0,0,0.5,0,0,16.6,12.46,62.35,0,38.91,9.88,0.47,3.08,8.94,5.21,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
6,19,1,1,2,6,1,0,1,1,0,1,4,4,2,1,0,0,5,36.6,1,1,1,0,0,0,0,58,45-65,secundaria,0,1,45,9,5,4,centro,7,0.6153846153846154,Ocupada(o),2,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,0,200,200,0,0,325,65,0,200,325,65,45,0,0.71,0.49,2.62,0.45,0.51,0.06,2.24,0,0.67,0.92,0,0.29,1.05,12.4,63.86,0,17.1,0.58,0.43,6.96,0.15,0.35,11.16,168,4.444444444444445,-4.792916584259151,49.88,9.48,32.67,10.5,19.6,33.1,15.8,10.95,11.44,11.38,204.79291658425916
6,20,0,0,2,6,2,0,1,1,0,1,4,4,2,1,0,0,5,36.6,1,1,1,0,0,0,1,59,45-65,secundaria,0,0,0,0,0,4,centro,7,0,Inactiva(o),0,7,4,4,4,3,85,4,4,4,4,85,4,4,85,4,4,3,0,0,0,0,0,0,0,0,0,325,65,0,0,0,2.42,1.63,15.84,10.07,0.16,0,0,0.81,1.61,0,0,1.94,12.58,59.86,0,24.69,0,1.54,29.03,1.94,3.88,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
6,21,1,0,2,6,3,0,1,1,0,1,4,4,2,1,0,0,5,36.6,1,0,0,0,0,0,1,30,25-44,universitaria,0,1,45,9,5,4,centro,7,0.38461538461538464,Ocupada(o),3,1,4,85,4,4,4,4,4,4,4,4,4,4,4,85,85,3,0,125,125,0,0,0,0,0,125,325,65,45,0,3.6,2.13,0.16,1.36,2.56,0.63,0.86,0,0.86,0.14,0,0,1.96,10.85,59.08000000000001,0,20.36,0,0.43,7.37,2.08,0.07,8.5,167.99999999999997,2.7777777777777777,-2.9955728651619697,31.18,5.92,20.42,6.56,12.25,20.69,9.87,6.84,7.15,7.11,127.99557286516198
6,22,0,0,2,6,3,0,1,1,0,1,4,4,2,1,0,0,5,36.6,0,0,0,0,0,0,0,26,25-44,primaria,0,0,0,0,0,4,centro,7,0,Inactiva(o),0,7,4,85,85,4,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,325,65,0,0,0.32,0,0.26,0.04,0.01,0,0,0,0.95,1.49,0,0.03,2.29,11.47,75.59,0,41.73,0.3,3.08,28.76,1.21,0.47,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
7,25,0,0,2,7,2,1,1,2,0,2,2,1,0,2,0,0,4,21,1,1,1,0,0,0,1,38,25-44,universitaria,0,0,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,4,4,3,85,3,4,4,4,85,4,4,85,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18.89,17.29,5.11,11.93,5.61,8.03,0,0.26,2.43,4.17,3.16,0.06,1.56,9.19,41.01,0,17.39,3.7,1.83,5.08,8.78,2.52,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
11,41,0,0,4,6,2,1,1,2,0,2,2,2,1,0,0,0,4,14.75,1,1,1,0,1,1,1,30,25-44,secundaria,0,0,0,0,0,1,norte,3,0,Inactiva(o),0,7,1,3,1,5,85,1,1,5,5,85,4,4,85,5,5,3,0,0,0,0,0,0,0,0,0,50,12.5,0,0,51.39,0,15.48,3.84,1.61,0.02,0,0,2.32,0,0,0,5.24,15.5,36.21999999999999,0,3.63,0,0,22.75,1.19,8.81,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
12,45,0,0,4,6,2,0,0,0,0,0,2,2,1,0,2,0,2,62.5,1,1,1,0,0,0,1,62,45-65,ninguna,0,0,0,0,0,1,norte,3,0,Inactiva(o),0,7,1,1,1,85,85,1,1,3,5,85,3,3,85,1,85,2,2,0,0,0,0,0,0,0,0,50,25,0,0,0,0,1.51,13.87,22.21,1.1,0,2.68,2.68,3.66,0,32.2,2.28,9.3,40.74000000000001,0,4.65,0,2.77,11.27,17.08,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
13,46,1,1,5,7,1,1,0,1,0,1,3,2,2,0,0,0,4,29.25,1,1,1,0,0,0,0,48,45-65,primaria,0,1,65,13,5,2,metropolitana,13,0.06976744186046512,Ocupada(o),1,3,5,5,5,2,4,4,4,5,4,5,5,5,5,5,5,3,0,7.5,7.5,0,1.5,109,27.25,0.10465116279069767,7.6,109,26.901162790697676,65,0,4.26,0,2.43,4.75,4.79,0.35,0.71,0,0,0.91,0,0,2.67,9.34,43.78000000000001,0,11.55,0.92,1.66,4.75,4.47,1.66,4,168.00000000000003,0.11538461538461539,-1.336679732704821,2.99,0.36,1.83,0.35,0.68,1.09,0.62,0.35,0.25,0.42,8.936679732704821
15,54,1,1,1,7,1,0,0,0,0,0,2,1,1,1,0,0,2,52.5,1,1,1,0,0,0,1,52,45-65,secundaria,1,1,48,8,6,5,norte,1,0.16666666666666666,Ocupada(o),2,2,4,3,4,2,4,5,4,4,4,4,4,3,4,4,85,2,6,75,75,0,0,450,225,0,75,450,225,48,0,0,0,0.91,8.2,6.39,1.7,1.38,0.95,3.51,5.25,0,0,2.23,9.42,37.16,12.81,10.93,4.11,3.75,4.44,5.13,0.35,1.38,168,1.5625,2.214269312796646,10.31,2.67,16.28,6.59,8.57,11.47,5.15,4.69,2.08,4.98,72.78573068720335
17,60,1,0,5,7,1,0,0,0,0,0,1,1,1,1,0,0,1,32,0,0,0,0,0,0,1,32,25-44,universitaria,0,1,45,9,5,5,metropolitana,13,1,Ocupada(o),2,2,4,85,85,5,4,4,4,4,4,4,4,4,4,85,85,2,1,170,170,0,0,170,170,0,170,170,170,45,0,0,0,0,3.99,2.81,1.77,0,0,2.72,1.3,0,0.08,1.62,11.23,34.47999999999999,0,12.68,1.41,6.52,10.38,4.57,25.27,2.17,168,3.7777777777777777,-187.1876061278347,38.8,15.57,90.06,24.69,27.79,54,23.25,23.99,23.09,35.94,357.18760612783467
18,63,0,0,3,7,2,0,0,0,0,0,6,4,2,0,2,0,7,51.714285714285715,1,1,1,0,0,0,1,66,66+,primaria,0,0,0,0,0,3,norte,4,0.06204756980351603,Inactiva(o),0,7,3,4,4,85,85,4,4,4,4,85,4,4,85,4,85,2,2,0,0,22.5,0,0,0,0,22.5,362.625,51.80357142857143,0,0,0.63,0.03,1.63,8.56,2.56,4.3,0,11.52,3.59,0.88,0.16,0,2.92,7.79,60.56999999999999,0,6.62,0.51,0.09,18.18,37.46,0,0,168,NA,5.667007541228864,7.52,0.43,1.73,0.52,1.66,2.05,1.21,0.51,0.69,0.51,16.832992458771137
21,74,1,1,1,6,1,0,1,2,2,3,2,4,1,0,0,0,5,23.8,1,1,1,0,0,0,0,40,25-44,secundaria,0,1,45,9,5,2,norte,2,1,Ocupada(o),2,1,4,5,5,4,5,4,5,4,4,4,4,3,2,4,4,2,1,200,200,0,0,200,40,0,200,200,40,45,0,3.08,0.15,14.68,3.34,0.49,0.08,0,0,0,0,0,0,1.98,8.95,41.24,0,5.52,3.7,2.34,7.06,5.67,22.26,2.46,167.99999999999997,4.444444444444445,-17.500966497318096,64.29,11.81,35.57,7.01,13.96,28.43,15.61,9.64,22.11,9.07,217.5009664973181
21,75,0,0,1,6,2,0,1,2,2,3,2,4,1,0,0,0,5,23.8,1,1,1,0,0,0,1,37,25-44,secundaria,0,0,0,0,0,2,norte,2,0,Inactiva(o),0,7,5,5,5,4,85,5,3,3,2,85,5,5,4,4,5,2,2,0,0,0,0,0,0,0,0,200,40,0,0,3.34,15.9,2.76,11.64,11.38,4.86,0,0,0,0,0,0,1.77,8.06,36,0,10.6,7.08,8.76,29.49,7.37,8.99,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
21,76,0,0,1,6,3,0,1,2,2,3,2,4,1,0,0,0,5,23.8,0,0,0,0,0,0,1,17,12-24,primaria,1,0,0,0,0,2,norte,2,0,Inactiva(o),0,7,5,85,85,5,85,4,5,4,5,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,200,40,0,0,3.6,6.41,5.78,1.58,0.25,2.97,0,0,0.8,1,0,0,2.32,9.82,48.89999999999999,43.26,6.8,10.61,1,2.99,8.8,6.3,4.81,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
21,77,0,0,1,6,3,0,1,2,2,3,2,4,1,0,0,0,5,23.8,0,0,0,0,0,0,0,14,12-24,ninguna,1,0,0,0,0,2,norte,2,0,Menor de 15 años,0,7,4,85,85,4,85,4,5,5,4,85,4,4,5,85,85,2,6,0,0,0,0,0,0,0,0,200,40,0,0,13.24,6.23,2.82,0.33,0.24,0,0.65,0,0.49,2.27,0,0,1.52,5.55,47.80999999999999,42.06,13.24,14.02,0,5.26,1.95,5.65,4.67,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
22,80,0,0,5,7,3,0,0,0,1,1,2,3,1,1,0,0,3,30.333333333333332,0,0,0,1,0,1,1,17,12-24,primaria,1,0,0,0,0,5,sur,9,0,Desocupada(o),0,7,4,85,85,2,85,4,4,4,5,85,4,4,85,85,85,1,6,0,0,0,0,0,0,0,0,500,141.66666666666666,0,0,0.46,1.39,3.29,1.18,1.97,0,0,0,13.19,5.43,0,0,5.08,3.04,57.04000000000001,0.47,16.75,5.51,0.08,43.42,6.84,2.86,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
23,82,1,0,2,7,1,0,0,0,0,0,1,1,1,0,0,0,1,55,1,0,0,0,0,0,1,55,45-65,secundaria,0,1,45,9,5,5,norte,4,1,Ocupada(o),2,3,4,85,4,2,4,2,4,4,2,4,4,4,4,85,85,3,0,74.5,87,0,25.75,112.75,112.75,25.75,112.75,112.75,112.75,45,0,0.29,0,0.01,10.1,4.14,1.12,0.92,0.01,2.18,0.43,0,0,3.93,7.3,50.46999999999999,0,13.21,0,1.35,19.04,5.84,0.09,2.57,168,1.9333333333333333,-159.72084104033837,37.35,10.08,69.97,25.21,30.25,40.85,19.45,16.3,5,18.02,272.47084104033837
27,92,1,0,1,6,1,0,0,0,0,0,3,2,2,3,1,0,3,39.666666666666664,1,0,0,1,0,1,1,63,45-65,universitaria,0,1,60,10,6,5,metropolitana,13,0.6968641114982579,Ocupada(o),2,1,3,85,2,85,4,3,2,1,5,5,2,5,3,85,85,2,5,500,1000,0,0,1435,478.3333333333333,0,1000,1435,478.3333333333333,60,0,0.01,0,0.24,4.04,0.38,0,0,0.75,0.34,0.22,0,2.71,4.58,10.76,39.83999999999999,0,14.45,1.92,0.45,5.69,11.11,0.45,10.06,168,16.666666666666668,412.23560048875237,80.24,21.14,110.78,44.14,59.78,98.92,38.27,42.61,34.38,57.51,587.7643995112476
29,97,0,0,2,7,2,0,0,1,2,2,2,2,0,2,0,0,4,32,1,1,1,0,0,0,1,46,45-65,universitaria,0,0,0,0,0,5,centro,8,0,Inactiva(o),0,7,4,4,4,4,85,3,3,4,5,85,4,4,85,4,4,2,2,0,0,0,0,0,0,0,0,450,112.5,0,0,8.45,0.09,9.04,17.99,4.64,2.78,0,0,2.07,0.19,0,4.28,4.23,7.61,56.269999999999996,0,26.29,0.23,7,13.07,0.32,3.22,0.23,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
29,98,0,0,2,7,3,0,0,1,2,2,2,2,0,2,0,0,4,32,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,0,0,5,centro,8,0,Inactiva(o),0,7,3,5,85,4,85,4,3,1,4,85,2,2,85,85,85,2,6,0,0,0,0,0,0,0,0,450,112.5,0,0,0.23,0.53,0.84,0.39,0.29,0.03,0,0,0,0.02,0,0.08,2.07,5.25,47.39,48.04,30.49,19.08,0.58,6.69,1.33,3.74,0.93,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
30,102,1,0,3,7,3,0,0,1,1,1,3,4,2,0,0,0,4,29.5,0,0,0,0,0,0,0,18,12-24,secundaria,0,1,35,7,5,2,centro,6,0.5,Ocupada(o),2,3,4,85,85,4,4,4,4,4,3,3,4,4,4,85,85,2,1,60,60,0,0,0,0,12.5,72.5,145,33.125,35,0,2.95,0,1.78,0.7,0.28,0.36,0.06,0.01,0.52,0.14,0,1.37,3.56,6.96,49.95000000000001,0.02,11.68,8.14,0.06,2.51,34.91,2,5.04,168,1.7142857142857142,-7.597042718081658,22.67,3.99,14.53,2.54,5.56,11.38,6.36,3.46,5.61,4.01,80.09704271808165
32,106,1,1,4,7,1,1,0,1,0,1,2,2,2,0,0,0,3,19,1,1,1,0,0,0,0,28,25-44,secundaria,0,1,60,10,6,3,norte,5,0.7333333333333333,Ocupada(o),2,5,2,2,2,2,1,1,2,3,3,4,2,2,3,1,4,2,1,137.5,137.5,0,0,187.5,62.5,0,137.5,187.5,62.5,60,0,8.64,0,1.47,3.64,0,0,0,0.07,0.84,0.61,0.02,0,4.07,6.13,47.65,0,13.2,0.02,0.14,8.58,5.07,0,7.85,168,2.2916666666666665,6.911068811375608,24.68,7.94,31.44,5.83,9.51,20.23,10.02,5.95,7.05,7.94,130.5889311886244
32,107,1,1,4,7,2,1,0,1,0,1,2,2,2,0,0,0,3,19,1,1,1,0,0,0,1,28,25-44,secundaria,0,1,48,8,6,3,norte,5,0.26666666666666666,Ocupada(o),2,3,2,4,2,1,3,2,2,2,2,4,2,3,2,2,4,1,4,50,50,0,0,0,0,0,50,187.5,62.5,48,0,17.91,0,14.67,10.9,6.68,1.3,0.03,0.01,0.81,0.64,0,0,2.47,6.1,36.21000000000001,0,11.41,0.03,0.01,5.52,3.95,0.01,1.34,168,1.0416666666666667,2.513115931409312,8.98,2.89,11.43,2.12,3.46,7.35,3.64,2.16,2.56,2.89,47.48688406859069
33,110,1,1,1,6,2,0,1,1,1,2,2,3,2,2,0,0,4,26.5,1,1,1,0,0,0,1,44,25-44,técnica,0,1,60,10,6,5,norte,2,0.38461538461538464,Ocupada(o),1,2,2,2,2,1,1,1,4,1,4,4,2,4,1,5,5,1,8,375,375,0,0,0,0,29.80769230769231,404.81,1052.5,251.20192307692307,60,0,3.84,3.21,3.48,10.74,6.09,1.42,0.15,0,5.82,1.85,5.07,0,2.49,4.1,28.24,0,4.02,0.87,1.27,0.46,23.65,0.09,1.14,167.99999999999997,6.25,113.90255070487787,32.04,15.59,48.03,20.65,24.03,54.54,17.89,22.44,31.54,24.17,290.90744929512215
33,111,0,0,1,6,3,0,1,1,1,2,2,3,2,2,0,0,4,26.5,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,0,0,5,norte,2,0,Inactiva(o),0,7,4,85,85,4,85,5,4,4,5,85,5,4,85,85,85,2,6,0,0,0,0,0,0,0,0,1052.5,243.75,0,0,1.37,0,0.69,0.56,0.87,0.03,0,0,0,0.27,0,0,3.67,4.53,66.95,0,23.88,25.64,0.77,4.03,0,34.74,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
34,115,0,0,1,6,3,1,0,2,1,2,2,2,2,2,0,0,4,20.25,0,0,0,1,1,1,0,13,12-24,ninguna,1,0,0,0,0,5,norte,3,0,Menor de 15 años,0,7,3,85,85,4,85,4,2,3,5,85,5,2,85,85,85,2,9,0,0,0,0,0,0,0,0,675,168.75,0,0,0,0,0.57,0.55,0.61,0,0,0,0.74,0,0,0,3.5,15.57,82.30999999999999,9.13,30.79,9.13,3.05,6.26,0.05,5.74,0,168.00000000000003,NA,0,0,0,0,0,0,0,0,0,0,0,0
35,118,0,0,4,7,2,0,0,0,1,1,2,2,0,1,0,0,3,34.333333333333336,1,1,1,0,0,0,1,41,25-44,universitaria,0,0,0,0,0,1,centro,8,0,Inactiva(o),0,7,4,5,4,1,85,2,4,4,5,85,4,2,85,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.81,8.83,2.46,17.57,10.64,2.23,0,0,3.03,1.64,0,0,5.57,13.45,45.21999999999999,0,15.76,0.49,2.47,20.62,11.3,4.91,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
35,119,0,0,4,7,3,0,0,0,1,1,2,2,0,1,0,0,3,34.333333333333336,0,0,0,0,0,0,1,16,12-24,primaria,1,0,0,0,0,1,centro,8,0,Inactiva(o),0,7,3,85,85,4,85,3,3,3,4,85,3,2,85,85,85,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.09,0.26,0,0,0,0.11,0.6,0.52,1.81,8.67,9.69,55.58,46.05,18.43,0.78,0,7.29,10.24,0,7.66,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
37,125,0,0,4,6,3,2,0,3,1,3,3,2,2,1,1,0,6,29.333333333333332,0,0,0,0,0,0,1,12,12-24,ninguna,1,0,0,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,2,85,2,4,4,4,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,115,19.166666666666668,0,0,6.28,0,0.06,0.79,0.79,0.49,0,0,0.95,0.26,0,1.37,3.28,7.17,43.09000000000002,37.33,8.04,10.45,0.69,16.9,26.95,0.34,2.77,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
38,129,1,1,2,6,1,2,0,2,0,2,2,2,1,2,0,0,4,19.75,1,1,1,1,0,1,0,39,25-44,universitaria,0,1,45,9,5,5,metropolitana,13,1,Ocupada(o),2,1,4,3,4,1,4,2,3,3,5,5,4,4,4,4,3,2,1,975,975,0,0,975,243.75,0,975,975,243.75,45,0,8.5,0.2,0.68,1.36,0.39,0.85,0,0.14,1.57,0.05,0,0,6.81,28.33,49.8,0,8.89,3.98,3.4,2.66,0.76,1.23,3.4,167.99999999999997,21.666666666666668,262.2868020291878,89.7,31.25,151.22,68.92,75.76,113.03,38.12,48.4,39.55,56.76,712.7131979708122
38,130,0,0,2,6,2,2,0,2,0,2,2,2,1,2,0,0,4,19.75,1,1,1,1,0,1,1,36,25-44,universitaria,0,0,0,0,0,5,metropolitana,13,0,Inactiva(o),0,7,3,4,5,4,85,4,2,2,4,85,4,4,4,1,5,2,2,0,0,0,0,0,0,0,0,975,243.75,0,0.02,60.62,0,6.36,9.09,2,0.94,0,0.01,4.24,0.41,0,0,2.63,12.43,37.86999999999999,0,19.81,2.67,2.23,2.29,2.31,2.07,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
39,133,1,0,4,6,1,0,0,0,0,0,1,1,1,0,0,0,1,25,0,0,0,0,0,0,0,25,25-44,primaria,0,1,54,9,6,3,sur,9,1,Ocupada(o),3,3,3,85,85,85,4,3,2,2,4,4,2,2,85,85,85,2,1,60.25,60.25,0,0,60.25,60.25,0,60.25,60.25,60.25,54,0,0,0,0.01,3.91,0.61,1.31,0,0,0.95,0,0,2.62,1.97,8.04,40.91,0,11.49,4.7,1.57,8.42,21.74,4.12,1.63,168,1.1157407407407407,-74.46441821949273,18.9,7.96,37.25,5.83,8.99,18.92,10.81,6.95,9.53,9.57,134.71441821949273
44,150,0,0,2,7,2,0,0,1,2,2,2,4,1,0,0,0,4,29.5,1,1,1,0,0,0,1,45,45-65,secundaria,0,0,0,0,0,2,sur,9,0,Inactiva(o),0,7,4,4,5,4,85,3,4,5,3,85,5,5,85,4,5,3,0,0,0,0,0,0,0,0,0,159.75,37.5,0,0,3.8,3.14,1.75,9.82,8.87,2.7,0,0,3,0.36,0,0,3.08,8.14,59.459999999999994,0,6.29,2.84,3.79,22.72,27.92,0.32,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
45,157,1,0,5,7,3,0,0,0,0,0,5,5,3,0,2,1,5,58.2,0,0,0,0,0,0,0,41,25-44,primaria,0,1,40,8,5,3,centro,8,0.34192602607284206,Ocupada(o),2,4,4,4,85,2,4,4,4,3,2,4,2,4,2,85,85,3,0,62,87,0,0,0,0,0,87,254.441,50.8882,40,0,0,0,0.41,0.14,0,0.52,0,0,0.07,0.02,0,0.86,3.83,4.62,47.27000000000001,0,37.51,3.57,0,20.8,2.57,0,5.81,168,2.175,20.700645467478644,25.33,1.86,9.55,2.74,7.05,8.87,5.21,2.25,0.98,2.47,66.29935453252136
46,158,1,1,2,6,1,1,1,2,0,2,2,2,2,0,0,0,4,15,1,1,1,0,0,0,0,22,12-24,primaria,0,1,48,8,6,3,sur,11,0.5333333333333333,Ocupada(o),2,6,4,4,3,2,3,4,4,4,3,3,3,4,3,4,4,3,0,100,100,0,0,187.5,46.875,0,100,187.5,46.875,48,0,0,0,0.82,3.34,0.26,0,0,0,1.02,0.96,0,0,3.44,6.48,63.95,0,13.12,4.8,0,20.8,0,0,1.01,168,2.0833333333333335,-4.005302928280981,21.9,7.1,23.01,4.82,7.09,16.24,7.54,4.85,5.87,5.59,104.00530292828098
46,159,1,1,2,6,2,1,1,2,0,2,2,2,2,0,0,0,4,15,1,1,1,0,0,0,1,26,25-44,primaria,0,1,48,8,6,3,sur,11,0.4666666666666667,Ocupada(o),2,3,3,3,3,2,3,4,4,4,3,3,3,3,3,4,4,2,1,87.5,87.5,0,0,0,0,0,87.5,187.5,46.875,48,0,4.88,0.62,1.19,2.68,1.6,0.57,0,0,0.43,0.03,0,0,5.44,4.01,53.75000000000001,0,13.44,0,0,10.56,0.85,19.19,0.76,168,1.8229166666666667,-3.5046400622458584,19.16,6.21,20.13,4.21,6.21,14.21,6.6,4.25,5.14,4.89,91.00464006224585
48,164,1,0,2,7,1,1,0,1,0,1,1,1,1,1,0,0,2,20.5,1,0,0,1,1,1,0,37,25-44,universitaria,0,1,45,9,5,4,centro,8,1,Ocupada(o),3,1,2,85,2,2,5,2,2,2,2,2,2,2,2,85,85,3,0,150,150,0,0,150,75,0,150,150,75,45,0,22.49,1.24,12.6,1.54,0.54,0.17,0.18,0,4.39,0.36,0,0,2.61,9.06,40.48000000000001,0,6.63,6.7,0.14,5.28,7.05,0.92,0.62,168,3.3333333333333335,-99.09493503462829,30.33,14.71,64.56,15.16,20.98,37.87,17.9,14.61,14.6,18.38,249.0949350346283
49,167,0,0,1,7,2,0,0,0,0,0,5,5,3,0,2,0,5,47.8,1,1,1,0,0,0,1,72,66+,secundaria,0,0,0,0,0,2,norte,5,0.27178016004831645,Inactiva(o),0,7,3,4,2,85,85,4,4,4,1,85,3,3,85,2,85,2,4,0,0,45,0,0,0,0,45,165.575,33.115,0,0,0,0,18.34,6.26,10.01,6.07,0,4.95,0,1.24,0,0,5.96,13.93,63.46000000000001,0,9.9,0,2.02,13.94,11.92,0,0,168,NA,5.285621176233502,15.71,1.36,5.82,1.33,3.39,5.27,3.04,1.41,0.9,1.48,39.714378823766495
49,168,1,0,1,7,3,0,0,0,0,0,5,5,3,0,2,1,5,47.8,1,0,0,0,0,0,1,49,45-65,secundaria,0,1,25,5,5,2,norte,5,0.10463536161860185,Ocupada(o),2,3,2,4,2,2,4,2,2,2,2,4,3,2,3,85,85,3,0,17.325,17.325,0,0,0,0,0,17.32,165.575,33.115,25,0,0.3,0,0.93,2.07,2.29,0.64,0,0,0.76,0.55,2.01,26.25,0.99,4.79,42.68,1.93,11.25,0.04,0.73,11.79,29.49,1.58,1.93,168,0.693,2.0349641528498985,6.05,0.52,2.24,0.51,1.31,2.03,1.17,0.54,0.34,0.57,15.285035847150102
51,173,0,0,1,7,1,0,0,0,0,0,2,1,1,1,1,0,2,65.5,1,0,0,0,0,0,1,80,66+,primaria,0,0,0,0,0,3,centro,6,0.43120025846260257,Inactiva(o),0,7,4,85,4,85,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,47.3805,0,109.8805,54.94025,0,47.38,109.8805,54.94025,0,0,0,0,0.37,9.61,4.14,0.22,0,0,3.7,3.72,0,1.05,4.57,8.5,77.64999999999999,0,17.99,2.43,0,31.15,2.9,0,0,168,NA,-26.222132194319883,17.41,2.11,17.18,5.24,9.87,8.66,5.8,3.42,0.68,3.22,73.60213219431989
