"","FOLIO","id_hogar","g.alimentos","g.vestimenta","g.cuentas","g.hogar","g.salud","g.transporte","g.comunicaciones","g.recreacion","g.educacion","g.restaurantes","total_expenses","savings","n_personas","macrozona","quintil","n_menores_0_4","n_menores_5_14","n_trabajadores","edad_promedio","n_profesionales","income_person_week","ingreso_hogar","n_personas_cut","n_menores_0_4_cut","n_menores_5_14_cut","n_trabajadores_cut","n_profesionales_cut"
"5586","05561-1",5586,66.0876524390244,13.8575701720321,14.0894308943089,8.70729847950281,2.36280487804878,12.3528963414634,3.02972197818033,16.6759664058905,0,3.23632668144863,140.3996682699,-31.1260401906315,4,"regiones",1,2,0,1,14.75,0,27.3184070198171,109.273628079268,4,2,0,1,0
"5587","05562-1",5587,48.3219512195122,11.5447154471545,25.585257260581,7.24227642276423,34.6245528455285,28.8146341463415,10.5610649513089,11.4227642276423,26.4227642276423,30.0487804878049,234.58876123628,10.169368873476,3,"metropolitana",3,0,0,2,49.6666666666667,0,81.5047425569106,244.758130109756,3,0,0,2,0
"5588","05563-1",5588,42.359512195122,23.7975837702302,114.442980402112,7.37887241083466,18.2225438796444,22.7545729559583,54.1433781627536,28.7971552313654,28.3739834222561,27.620321117784,367.89090354806,110.412729988525,2,"regiones",5,0,0,2,29,2,239.151816768293,478.303633536585,2,0,0,2,3
"5589","05564-1",5589,44.3318905565215,7.60903422821511,22.6411382163443,2.97713414634146,6.90508747435605,7.27743902439024,22.1951219512195,11.530487804878,0.447154471544716,50.6585370617378,176.573024935549,-57.6925371306708,3,"metropolitana",2,0,0,1,41,0,59.440243902439,118.880487804878,3,0,0,1,0
"5590","05565-1",5590,155.389268188477,2.51944151861165,18.8066219512195,1.20975609756098,21.6147826682421,54.2780486911681,4.87804878048781,7.51219512195122,3.04878048780488,7.21951195693598,276.476455462459,185.562020147297,13,"metropolitana",5,2,2,5,32.4615384615385,0,35.5414212007505,462.038475609756,7,2,3,3,0
"5591","05566-1",5591,15.8832469512195,3.31242740998839,19.5400528913218,6.9121493902439,21.9558580139373,48.4095321055251,16.8268292682927,4.63292682926829,0,22.5671976107516,160.040220470549,70.4483112642075,2,"regiones",3,0,0,1,51,1,115.244265867378,230.488531734756,2,0,0,1,1
"5592","05567-1",5592,52.9289501289153,1.20353696074993,84.0786342651379,1.92819441037196,15.8141560787064,5.39415247072,25.4216619808228,18.8235645438168,29.8882113821138,3.59764754255783,239.078709763913,-137.859197568791,2,"metropolitana",1,0,0,0,24,1,50.609756097561,101.219512195122,2,0,0,0,1
"5593","05568-1",5593,55.2016716710075,0.00147672758309098,23.8378809531776,4.69260745132557,37.8997140918677,4.66002250106397,5.85330907803172,6.52617798791943,0,5.46697215282904,144.139832614806,-41.7878813952934,2,"metropolitana",1,0,0,0,78.5,0,51.1759756097561,102.351951219512,2,0,0,0,0
"5594","05569-1",5594,53.6426019435976,0.304878048780488,57.7526829268293,1.56260161609184,0.705691037061738,7.35934969274009,7.07317073170732,0,0.304878048780488,4.48617875262005,133.192032798209,-56.7008132860137,3,"metropolitana",1,0,1,1,30,0,25.4970731707317,76.4912195121951,3,0,1,1,0
"5595","05570-1",5595,1.70273175495427,0,19.2559349990473,6.09756097560976,1.46341463414634,307.031880505921,8.50051490514905,127.6354639237,0,22.1788624237805,493.866364122308,31.1272944142774,1,"metropolitana",5,0,0,0,51,1,524.993658536585,524.993658536585,1,0,0,0,1
"5596","05571-1",5596,32.603350865948,1.77916362355944,57.2965230015188,6.7658044915806,30.9733737183667,8.36635573371164,12.1223064627626,8.55413934455786,0,11.2676143100291,169.728631552035,124.747466008941,2,"metropolitana",4,0,0,0,77.5,0,147.238048780488,294.476097560976,2,0,0,0,0
"5597","05572-1",5597,23.0789328672828,0,14.6623989742319,2.54237804878049,4.79468390473999,52.7989207501271,36.1178670041417,55.5225266397532,0,50.5640246284299,240.081732817487,18.2532265971471,5,"regiones",3,1,0,3,27.6,0,51.6669918829268,258.334959414634,5,1,0,3,0
"5598","05573-1",5598,41.6765853658537,2.94273594909862,9.5609756097561,2.34146341463415,7.69925768822906,0,7.31707317073171,0,0,1.26829268292683,72.8063838812301,72.8033722163309,2,"metropolitana",2,0,0,1,48.5,0,72.8048780487805,145.609756097561,2,0,0,1,0
"5599","05574-1",5599,46.0634795100515,7.63098464317977,30.7432522061976,5.74130082293255,2.8177236566311,73.2980888122551,14.8292682926829,12.7136405491334,0,39.0398370807927,232.877575573857,-97.1357869244662,2,"metropolitana",2,0,0,1,56,1,67.8708943246951,135.74178864939,2,0,0,1,1
"5600","05575-1",5600,44.6828532632771,1.37688346387248,45.487169515779,9.83087761317047,11.05582656819,48.3271451488813,15.8536585365854,30.9228375390663,120.121951219512,13.8169631523196,341.476166020654,-116.762751386508,3,"regiones",3,0,1,1,24.3333333333333,0,74.9044715447154,224.713414634146,3,0,1,1,0
"5601","05576-1",5601,27.1961410095755,14.8182503941811,50.8944847849139,2.91641131642641,23.6405988446198,159.446080406033,13.2306382853951,16.312587718042,67.8048780487805,14.2604707979945,390.520541605962,-254.422980630352,2,"metropolitana",2,0,1,1,19.5,1,68.0487804878049,136.09756097561,2,0,1,1,1
"5602","05577-1",5602,13.5365853658537,8.26265528545915,64.1694831997271,13.7281698717502,5.5987114588127,3.00468095590047,11.7762995811776,17.2959042797975,0,6.04878048780488,143.421270486283,41.4758433348549,2,"metropolitana",3,0,1,1,18.5,0,92.4485569105691,184.897113821138,2,0,1,1,0
"5603","05578-1",5603,25.5941131400909,0.0116232751701355,17.5446035055774,0.820026509096005,2.36764046030275,0.22766727037288,0.016446905294516,0.581709243342912,0,3.74285958622279,50.9066898954703,28.915505226481,1,"metropolitana",1,0,0,1,53,0,79.8221951219512,79.8221951219512,1,0,0,1,0
"5604","05579-1",5604,74.3604669389215,14.4903810348656,38.1077078452797,29.8891963242843,21.5273927346329,15.2110667819599,16.1149794758979,14.2587370848233,5.57906213794854,0.506217584735963,230.04520794335,-104.167159162862,4,"regiones",2,0,1,1,26.25,0,31.469512195122,125.878048780488,4,0,1,1,0
"5605","05580-1",5605,17.2364879180164,0,21.5756097560976,0,4.14509493034384,0,0,1.81463414634146,0,0,44.7718267507992,99.3447586150544,2,"regiones",2,0,0,0,85,1,72.0582926829268,144.116585365854,2,0,0,0,1
"5606","05581-1",5606,25.4931536826378,5.29208826666661,14.807758664574,0.987316969536461,13.623776631228,20.8109087183933,4.33855495644402,7.52073651557051,0.536879933693143,10.8223257669045,104.233500105648,40.3786950163029,4,"metropolitana",2,0,1,1,46,0,36.1530487804878,144.612195121951,4,0,1,1,0
"5607","05582-1",5607,74.9519515619045,7.97892957899306,97.2898950155691,17.0905414955657,7.70707054903191,6.55284560785061,19.1176496872546,0.504065060499238,0,10.4044066787348,241.597355235404,51.9823911060599,3,"metropolitana",4,0,0,2,48.6666666666667,1,97.8599154471545,293.579746341463,3,0,0,2,1
"5608","05583-1",5608,5.97317073170732,0,1.04878048780488,0,0,0,0,0,0,0.945121951219512,7.96707317073171,47.6426829268293,1,"metropolitana",1,0,0,0,81,0,55.609756097561,55.609756097561,1,0,0,0,0
"5609","05584-1",5609,69.3477793391714,192.03082098212,176.246299183461,146.540742236031,96.9904797754332,232.13645824112,84.4402354775596,15.687329776754,176.085816304271,38.402953270861,1227.90891458678,559.639274031104,3,"regiones",5,0,0,2,31.6666666666667,1,595.849396205962,1787.54818861789,3,0,0,2,1
"5610","05585-1",5610,20.446876184848,4.86303556948658,17.6478173938838,1.3323480123547,0.16005233706292,14.7773757099815,21.5497385132261,11.4460846180953,10.8536585365854,0.992989721147272,104.069976596672,-40.7092448893546,2,"regiones",1,0,0,1,36.5,0,31.6803658536585,63.3607317073171,2,0,0,1,0
"5611","05586-1",5611,57.6852034405964,3.07258107745913,11.4012195121951,6.00341470857946,6.8956097784275,40.948450122548,7.81292682926829,0,0,1.81413002572409,135.633535494798,-21.4871940313834,3,"metropolitana",2,0,0,1,44,0,38.0487804878049,114.146341463415,3,0,0,1,0
"5612","05587-1",5612,167.667382738631,0.0330278849290045,28.8271370933576,23.1304657899539,19.1192273285118,26.8078990746229,12.1930758379824,9.49337519092496,0,29.1060442621461,316.37763520106,0.783340408696237,5,"metropolitana",4,0,0,3,37.6,0,63.4321951219512,317.160975609756,5,0,0,3,0
"5613","05588-1",5613,41.2028932197306,7.84634971531563,56.8613370260981,4.0223371930689,23.6112884689056,129.281284521067,7.31707317073171,4.39024390243902,0,20.8787010185507,295.411508235907,-197.850532626151,4,"metropolitana",1,1,1,1,16.5,0,24.390243902439,97.5609756097561,4,1,1,1,0
"5614","05589-1",5614,112.027317743069,19.8696527420994,17.4499876148042,7.10780487804878,17.2641577387737,44.6554430783226,21.9908381824935,2.73170738406298,39.2276422764228,17.6036647270026,299.928216365099,-18.9406350642861,4,"metropolitana",4,0,1,2,31.5,0,70.2468953252033,280.987581300813,4,0,1,2,0
"5615","05590-1",5615,37.3930571765435,9.75395212285456,22.6389431092797,8.18525248555486,5.82083101543092,9.78283645781506,10.2439024390244,5.47199638663053,0,0,109.290771193133,-8.69705168093837,1,"regiones",1,0,0,0,63,0,100.593719512195,100.593719512195,1,0,0,0,0
"5616","05591-1",5616,5.58536585365854,0.445387062566278,4.97081459519121,0,0.585365853658537,22.9872746553553,7.31707317073171,11.779427359491,0,23.0593849416755,76.730093492328,283.759417076778,1,"regiones",4,0,0,1,45,0,360.489510569106,360.489510569106,1,0,0,1,0
"5617","05592-2",5617,4.04086890243903,6.70501610676484,13.2051913531834,0.241885318868045,8.60405257708237,43.6211927611959,28.1647632107008,6.42496075509074,0,0.79390243902439,111.80183342435,9.65450803906512,1,"regiones",2,0,0,1,23,0,121.456341463415,121.456341463415,1,0,0,1,0
"5618","05593-1",5618,45.3695859555152,1.73991411710301,55.8181707317073,0.686206727411641,0,6.09756097560976,14.6341463414634,0.203252027558117,35.9146341463415,2.55182926829268,163.015300291003,6.8017728797291,5,"regiones",2,1,2,1,29.6,0,33.9634146341463,169.817073170732,5,1,3,1,0
"5619","05594-1",5619,112.546130840022,1.44018583042973,53.7178866353849,19.9440242434432,1.07581882525543,32.5447156059451,11.9040648818598,20.0120329768483,0,0,253.184859839189,97.203432843738,5,"metropolitana",4,0,0,2,50.2,0,70.0776585365854,350.388292682927,5,0,0,2,0
"5620","05595-1",5620,108.018460797566,16.1414086050973,25.1722160870113,52.2663451870943,40.677677103316,88.7944094461663,17.9048780487805,2.37204200916319,0,19.4872867538068,370.834724038001,170.530890596145,2,"regiones",5,0,0,1,44,2,270.682807317073,541.365614634146,2,0,0,1,3
"5621","05596-1",5621,7.0390243902439,1.32404181184669,27.5802581297977,37.6570731707317,56.8120557491289,2.4390243902439,9.53048780487805,1.99232388262969,0,1.94634146341463,146.320630792915,-8.10111859779328,2,"regiones",2,0,0,0,81,0,69.109756097561,138.219512195122,2,0,0,0,0
"5622","05597-1",5622,59.6439024390244,16.3620544558808,37.9148543068653,21.7587222978829,6.93229997720538,100.38901787706,28.8127151169989,12.6829268292683,0.225609756097561,10.9756097560976,295.697712812381,10.4845026347732,9,"regiones",4,1,3,2,26.8888888888889,0,34.0202461607949,306.182215447154,7,1,3,2,0
"5623","05598-1",5623,50.5392860272365,5.46563533515158,22.3737662635171,3.39187191807815,34.5520002677532,9.07120854315608,9.17082086038171,1.12526344220879,9.14634146341463,3.91816169045805,148.754355811356,251.723886481327,5,"regiones",4,1,0,2,39.4,0,80.0956484585366,400.478242292683,5,1,0,2,0
"5624","05599-1",5624,62.009756097561,14.66065747614,78.0672213018144,1.21951219512195,57.7688279057433,200.093458268866,30.5832449628844,7.10763520678685,6.58536585365854,5.34252386002121,463.438203128598,159.779520448638,3,"regiones",5,0,0,1,68.6666666666667,0,207.739241192412,623.217723577236,3,0,0,1,0
"5625","05600-1",5625,34.6651829268293,3.4548298116796,16.389756097561,14.5146191370049,24.0647021001862,0.73719512195122,15.8917073170732,2.36280487804878,0,0,112.080797390334,57.4316900080399,3,"regiones",2,1,0,1,16,0,56.5041624661247,169.512487398374,3,1,0,1,0
"5626","05601-1",5626,22.367183977148,13.7312476278334,21.9835990923718,2.01335927788501,10.8758406188344,11.0146252491483,15.3933316319221,0.58388109528123,0.304878048780488,1.092308919966,99.3602555391707,-65.7017189538049,5,"regiones",1,1,1,0,17.2,0,6.73170731707317,33.6585365853659,5,1,1,0,0
"5627","05602-1",5627,43.9287804133718,26.589183337959,120.965152350654,8.24668080593849,90.4979851537646,18.8292682926829,61.4846235418876,7.44118061927318,33.6585365853659,4.28780487804878,415.929195978946,-254.955147198458,4,"regiones",2,0,2,1,22,0,40.243512195122,160.974048780488,4,0,3,1,0
"5628","05603-1",5628,43.619512195122,6.36634752213126,32.3855808928361,4.87804878048781,16.0975609756098,4.65313414460583,0,6.34146341463415,0.142276422764228,0,114.483924348191,4.89900248107726,5,"metropolitana",2,1,1,0,31,0,23.8765853658537,119.382926829268,5,1,1,0,0
"5629","05604-1",5629,42.0242273246951,7.68115949968518,36.9036573903154,6.44963816671134,35.8945281018028,9.46663093004556,11.4634146341463,7.28349233067048,32.1747967479675,13.4345928904365,202.776138016476,-139.849308748184,3,"regiones",1,0,1,0,30,0,20.9756097560976,62.9268292682927,3,0,1,0,0
"5630","05605-1",5630,45.5694962962081,12.6224435907242,31.6468834688347,78.0370008834935,36.7825786631239,10.4305689667492,16.5787804878049,5.61799461964346,1.38211382113821,7.10044340935797,245.768304207078,-13.9199529875659,3,"regiones",3,0,2,1,21.3333333333333,1,77.2827837398374,231.848351219512,3,0,3,1,1
"5631","05606-1",5631,44.1156547952345,40.2382818815711,258.883800208321,26.0311876925098,38.1476426733994,88.5444467095232,24.9475985634236,18.210537019179,0.211426334996898,36.547312036255,575.877887914413,257.260404768514,3,"metropolitana",5,0,0,2,48.6666666666667,3,277.712764227642,833.138292682927,3,0,0,2,3
"5632","05607-1",5632,68.100009676549,0.176254582497956,23.3471126092348,1.75766157835506,3.6500195957091,15.8730632662501,16.3371307616192,2.2693357729171,0,6.35590921407337,137.866497057206,3.84082001596513,4,"regiones",2,1,0,2,33.5,0,35.4268292682927,141.707317073171,4,1,0,2,0
"5633","05608-1",5633,55.7648780487805,6.03876150500967,13.5345732759469,0.683838614087075,23.04417597447,3.73170731707317,5.53794725764517,9.78582865647219,0,0,118.121710649485,1277.25430561068,2,"regiones",5,0,0,0,62,0,697.688008130081,1395.37601626016,2,0,0,0,0
"5634","05609-1",5634,29.9424390243902,4.91955640515745,24.4130267663708,7.23666577325114,27.7707317073171,9.36585365853659,2.19512195121951,1.40487804878049,5.69105691056911,0,112.939330245592,4.694816095871,4,"metropolitana",2,1,1,1,15.25,0,29.4085365853659,117.634146341463,4,1,1,1,0
"5635","05610-1",5635,41.2314176829268,7.61683457051962,31.6661640927688,12.3800589654248,24.0865455768217,24.1968356338783,8.69114528101803,7.63160127253447,4.03455284552846,11.1559183194854,172.691074240906,-43.1879035091991,3,"regiones",2,0,0,3,37,0,43.1677235772358,129.503170731707,3,0,0,3,0
"5636","05611-1",5636,59.6421989226262,13.0552845131479,73.3464176240942,16.260745349371,36.1065175132954,29.0961672473868,6.64219512195122,4.31966012960924,19.6341463414634,2.38624718756209,260.489579950507,-50.6178937431903,4,"regiones",3,0,2,1,25.25,2,52.4679215518293,209.871686207317,4,0,3,1,3
"5637","05612-1",5637,123.850796460408,0,15.9937722584794,2.08682926829268,4.57772353753811,0,0,29.0878048780488,0,3.02439036299543,178.621316765762,-52.2524874974693,2,"regiones",2,0,0,2,64.5,0,63.1844146341463,126.368829268293,2,0,0,2,0
"5638","05613-1",5638,73.2064955719322,7.63282707290365,33.9388723101945,32.8250446408557,5.98315445468258,20.4347223632127,9.00957155963861,9.72621114721944,37.0325203252033,20.0181730818662,249.807592527709,-12.8527299091722,4,"metropolitana",3,1,0,2,28,0,59.2387156546341,236.954862618537,4,1,0,2,0
"5639","05614-1",5639,49.7171951219512,5.4974593495935,9.8735771960747,6.84848867595819,18.8772132694541,9.11560477849676,9.6390243902439,0,0,9.20548780487805,118.77405058665,-31.4569774159187,3,"metropolitana",1,0,0,0,46,0,29.1056910569106,87.3170731707317,3,0,0,0,0
"5640","05615-1",5640,8.17073170731707,0,39.5853658536585,0,3.65853658536585,0,0,0,0,0,51.4146341463415,-4.09756097560976,1,"metropolitana",1,0,0,0,83,0,47.3170731707317,47.3170731707317,1,0,0,0,0
"5641","05616-1",5641,125.145365853659,19.2592611833494,17.2112209261223,19.5121951219512,6.32067868504772,19.0146341463415,11.5121951219512,5.60975609756098,0,3.41463414634146,226.999941282324,10.3596889615782,3,"metropolitana",3,0,1,2,36,0,79.1198767479675,237.359630243902,3,0,1,2,0
"5642","05617-1",5642,72.129406627407,3.05356256958722,16.5077959455512,1.59611481050193,9.40869687946354,18.4960310820284,39.9250406256826,29.2271107865617,38.8943089430894,26.3240230844418,255.562091354315,-74.9774572079731,6,"metropolitana",3,1,1,2,28,0,30.0974390243902,180.584634146342,6,1,1,2,0
"5643","05618-1",5643,45.9653658536585,4.44289947572373,46.1496179583603,8.10164726069371,34.5042443583314,37.4488237861292,34.1463414634146,2.7353544563483,0,8.68292682926829,222.177221441928,222.102615956446,5,"metropolitana",5,1,0,2,21,2,188.743685636856,444.279837398374,5,1,0,2,3
"5644","05619-1",5644,85.3301053344333,2.79405228177003,16.3945291699346,5.51272541948288,6.03479220527232,21.100304398837,4.79818352123157,33.2898370528208,12.3983739837398,8.39455780609563,196.047461173618,-112.267909076057,4,"metropolitana",1,0,2,1,30.75,0,20.9448880243902,83.779552097561,4,0,3,1,0
"5645","05620-1",5645,41.3222442626953,11.745709101428,39.9583921899514,0,21.0027100271003,6.17886178861789,10.9756097560976,2.68292682926829,0,0,133.866453955159,59.6443997033779,5,"regiones",3,2,1,1,18,0,38.7021707317073,193.510853658537,5,2,1,1,0
"5646","05621-1",5646,88.8666663714153,2.02326106594399,28.5229450691297,17.6019513386052,13.9743630840849,29.3471550471608,16.3170731707317,55.3760975014291,57.7235772357724,38.8943092606707,348.647399144944,70.3936740257878,3,"regiones",4,0,0,1,39.3333333333333,0,139.680357723577,419.041073170732,3,0,0,1,0
"5647","05622-1",5647,80.9866795172084,17.6692377271725,38.9811419909292,4.4130614191024,4.83268494995688,85.6838051392913,23.2124026545302,20.4445580659475,201.219512195122,18.7055149492816,496.148598608542,296.811203689774,5,"metropolitana",5,0,3,2,25.8,2,158.591960459663,792.959802298316,5,0,3,2,3
"5648","05623-1",5648,64.3558296833201,100.921147076487,103.313648240041,128.707259696074,145.114092694966,557.07169143031,57.741251461556,77.3329699719433,31.5752032520325,259.13437032814,1525.26746383487,1719.95391827895,4,"regiones",5,0,2,1,25.5,2,811.305345528455,3245.22138211382,4,0,3,1,3
"5649","05624-1",5649,30.049756097561,2.53252027558117,30.2492789324544,0,0.195121951219512,5.85365853658537,43.2026441759745,0,7.52032520325203,1.85365853658537,121.456963709213,-10.0569637092133,6,"metropolitana",1,0,2,2,31.8333333333333,0,18.5666666666667,111.4,6,0,3,2,0
"5650","05625-1",5650,41.5362195121951,0,21.4827358190025,0,4.87804878048781,26.3719512195122,15.9880734170978,0,0,8.30242378048781,118.559452528783,638.208840154144,2,"regiones",5,0,0,0,84,1,378.384146341463,756.768292682927,2,0,0,0,1
"5651","05626-1",5651,64.9901137561333,4.5980126269443,11.5532972095631,1.93224934234206,3.49692326353602,7.66576012873832,1.95121951219512,4.19544716625679,0.365853658536585,0,100.748876664246,-47.1042425179041,4,"regiones",1,0,2,0,31.75,0,13.4111585365854,53.6446341463415,4,0,3,0,0
"5652","05627-1",5652,43.6424237804878,1.64058904739991,47.03202945237,4.94348360212804,55.7182380349747,1.79995072678,2.44390243902439,0,0,2.36280487804878,159.583421961214,-42.6907390343843,2,"regiones",2,0,0,1,66,0,58.4463414634146,116.892682926829,2,0,0,1,0
"5653","05628-1",5653,19.6374651997668,32.5290358061575,60.9265621370499,1.43185975609756,27.8262852252583,152.841653349401,29.9926829268293,30.3852558919433,0,5.69971125618143,361.270511548685,-261.796121277344,4,"regiones",1,0,2,1,22.5,0,24.8685975678354,99.4743902713415,4,0,3,1,0
"5654","05629-1",5654,34.373658670565,1.932811780948,29.2548780487805,0.535609756097561,2.52585365853659,4.69179600886918,0,1.28854118729867,0,4.27593003202759,78.8790791431231,113.939213539804,3,"regiones",3,0,0,1,49.6666666666667,0,64.2727642276423,192.818292682927,3,0,0,1,0
"5655","05630-1",5655,27.9855272251968,36.0368836161188,77.8067547530912,8.27191142759018,7.68384146341463,46.9931481972428,40.2314388918346,14.3967343179409,0,17.2112386337094,276.617478526139,-186.41991755053,2,"regiones",1,0,0,0,48.5,1,45.0987804878049,90.1975609756098,2,0,0,0,1
"5656","05631-1",5656,82.016748046875,13.3748903805528,25.5051647459671,7.59346525540727,44.9221644845779,29.529426803702,13.6562123768751,19.8831491450849,58.4349593495935,22.9583690564178,317.874549645053,-86.1020089651753,5,"regiones",3,0,1,2,29.8,0,46.3545081359756,231.772540679878,5,0,1,2,0
"5657","05632-1",5657,33.2317073170732,8.87981533380095,38.7383355212158,4.36818237529109,27.353544563483,28.1463414634146,20.6039024390244,1.07398372743188,0.518292682926829,21.9707317073171,184.884837130979,71.1888214056066,5,"regiones",3,1,1,2,25.2,0,51.2147317073171,256.073658536585,5,1,1,2,0
"5658","05633-1",5658,98.2780487804878,25.3459311602462,89.4723885981631,29.4531060925436,44.3003555960793,334.15382050403,20.7292682926829,18.9083793024846,7.01219512195122,88.6682926829268,756.321786131596,-495.251582879563,2,"regiones",4,0,0,0,33,1,130.535101626016,261.070203252033,2,0,0,0,1
"5659","05634-1",5659,92.8609164763719,1.57969442390085,13.3418438752431,27.8532569612997,13.026644613754,5.90669465419142,8.29616191261341,2.00677789922882,55.0813008130081,1.68152477349775,221.634816403109,-86.924328598231,3,"metropolitana",2,0,0,0,55.6666666666667,0,44.9034959349594,134.710487804878,3,0,0,0,0
"5660","05635-1",5660,106.845306066064,47.9811579643533,48.7693788165959,111.977526827901,113.095249332754,54.2110705915798,26.7530642302297,44.9568293749812,48.780487804878,22.2539717615331,625.62404277087,70.5101864974228,5,"metropolitana",5,1,2,2,20.8,2,139.226845853659,696.134229268293,5,1,3,2,3
"5661","05636-1",5661,32.6468292682927,0,10.8017753730397,19.8394656207869,64.8627034419877,20.8236303468562,16.8253658536585,6.57384483392573,0,3.30922907219022,175.682843810738,14.0869122868233,2,"metropolitana",3,0,0,1,60.5,0,94.8848780487805,189.769756097561,2,0,0,1,0
"5662","05637-1",5662,46.4712195121951,10.7632983908836,32.8041463414634,7.58048780487805,43.8944947735192,24.390243902439,13.4,5.98048780487805,1.6260162601626,0,186.910394790419,-5.93478503432148,3,"regiones",3,0,0,1,30.3333333333333,0,60.3252032520325,180.975609756098,3,0,0,1,0
"5663","05638-1",5663,103.568780487805,0,23.7482114019627,11.5556097560976,12.4819512195122,0,7.26365853658537,0,0,0,158.618211401963,7.90861786633003,2,"regiones",2,0,0,0,71.5,0,83.2634146341463,166.526829268293,2,0,0,0,0
"5664","05639-1",5664,41.0979349722513,3.39828464218708,8.54024390243903,5.46208185378192,3.9010756822196,12.6344313522963,6.34146341463415,13.0832469494299,0,2.52032512385671,96.979087893096,-44.7107952101692,1,"regiones",1,0,0,0,62,0,52.2682926829268,52.2682926829268,1,0,0,0,0
"5665","05640-1",5665,10.6393008497285,4.15438220316269,13.1246395068346,3.19577237757241,5.06834628785848,48.1863419397866,23.0658536585366,0.936894322837271,74.5934959349593,0,182.965027081276,68.9654607236016,4,"metropolitana",3,0,0,1,47.75,1,62.9826219512195,251.930487804878,4,0,0,1,1
"5666","05641-1",5666,66.9993869310123,0,54.8780487804878,1.36585365853659,7.79804878048781,14.9504159145923,9.72929509514876,0,7.78455284552845,27.3037121485952,190.809314154389,-85.3215092763404,5,"metropolitana",1,1,1,1,20.2,0,21.0975609756098,105.487804878049,5,1,1,1,0
"5667","05642-1",5667,36.3951219512195,8.95554962449463,25.4658733087783,0.317073170731707,23.6970307529162,158.647163496159,9.75609756097561,17.1764227592654,0.101626016260163,23.711605467703,304.223564108504,-57.1133202060646,4,"metropolitana",3,1,1,1,19,0,61.7775609756098,247.110243902439,4,1,1,1,0
"5668","05643-1",5668,33.2289758077482,0.664701152506031,7.60238541945859,13.6345461815274,0,13.3577236566311,7.90365853658537,11.190244140625,28.0487804878049,2.21788609946646,117.848901482353,-16.2149990433286,3,"metropolitana",1,0,0,0,49.6666666666667,0,33.8779674796748,101.633902439024,3,0,0,0,0
"5669","05644-1",5669,12.4175609756098,3.89634146341463,11.1346341463415,0.604390243902439,0.682926829268293,0.795334040296925,0.170731707317073,4.77279957582185,0,0,34.4747189819724,-7.6454506892895,1,"regiones",1,0,0,1,58,0,26.8292682926829,26.8292682926829,1,0,0,1,0
"5670","05645-1",5670,109.005626900843,16.3420266766147,179.661590329584,13.4212260590874,54.0169205817193,137.237550351992,28.0895636724354,36.2414344830861,0.609756097560976,28.4446512055749,603.070346358498,-133.778912212157,4,"regiones",5,0,2,1,29.25,1,117.322858536585,469.291434146341,4,0,3,1,1
"5671","05646-1",5671,13.9961142825451,4.36436385160268,102.395474281622,3.37142450966172,35.2541130897082,34.9926344900681,11.4737524500031,0.404914643582056,71.849593495935,0.513648933406858,278.616034028134,173.571283045036,3,"metropolitana",5,0,0,2,39.3333333333333,1,150.729105691057,452.187317073171,3,0,0,2,1
"5672","05647-1",5672,7.25853664491235,4.34056007226739,16.9634146341463,0.279336043360434,1.06413732788858,0,19.2682926829268,0,6.09756097560976,0,55.2718383811117,-11.72476521038,2,"metropolitana",1,0,0,0,74,0,21.7735365853659,43.5470731707317,2,0,0,0,0
"5673","05648-1",5673,81.6093902439025,0,109.53521025867,49.8794543025487,103.371978117292,39.4646855302823,14.7748780487805,5.03048780487805,0,25.3826676829268,429.048751989281,2.56393093754816,2,"regiones",5,0,0,1,60.5,2,215.806341463415,431.612682926829,2,0,0,1,3
"5674","05649-1",5674,135.388560376199,0.86086604947701,18.434563147522,21.9609577998788,23.4248396114443,74.2794963941827,8.04840616563962,11.2445758402705,0,5.40698555903827,299.049250943652,37.0974817392746,5,"metropolitana",4,1,0,3,31,0,67.2293465365854,336.146732682927,5,1,0,3,0
"5675","05650-1",5675,50.1954152505833,0.00118015274070122,13.0443289625557,2.82152492138117,12.0299991706995,1.48653050718261,8.29191381561541,0.0151948550444667,0,1.63952213518136,89.5256097709842,10.7182926680402,2,"metropolitana",1,0,0,0,61.5,0,50.1219512195122,100.243902439024,2,0,0,0,0
"5676","05651-1",5676,33.5617923494661,1.99575224345384,22.1720331433399,0.0387160590907938,23.6648909218008,14.6992153322622,6.83476182867269,1.85516964723271,0.304878048780488,1.42109246874885,106.548302042848,0.0370638108101713,5,"regiones",1,0,1,1,44.4,0,21.3170731707317,106.585365853659,5,0,1,1,0
"5677","05652-1",5677,181.48783263049,20.7939928571167,28.7437628808429,19.9381149318316,96.4210870510194,38.6990116095051,10.9600748590905,13.628679399628,20.6063348085858,28.5102763180191,459.789167346129,-145.849167346129,6,"regiones",4,0,1,5,28.8333333333333,0,52.3233333333333,313.94,6,0,1,3,0
"5678","05653-1",5678,70.7330046585314,11.4419575944463,36.0465963702521,9.15748884420594,3.39603105370368,11.5874261246548,0.215697118616603,1.96266877657695,0,4.60087742027495,149.141747961263,5.75605691678606,5,"metropolitana",2,2,1,1,14.2,0,30.9795609756098,154.897804878049,5,2,1,1,0
"5679","05654-1",5679,95.630243902439,37.9535591445829,32.6850690947537,25.4560975609756,32.4183770230226,0.975609756097561,16.7753658536585,5.53658536585366,0.040650406504065,0,247.471558107888,749.948957240051,3,"metropolitana",5,0,1,1,38,2,332.473505115979,997.420515347938,3,0,1,1,3
