"","FOLIO","id_hogar","g.alimentos","g.vestimenta","g.cuentas","g.hogar","g.salud","g.transporte","g.comunicaciones","g.recreacion","g.educacion","g.restaurantes","total_expenses","savings","n_personas","macrozona","quintil","n_menores_0_4","n_menores_5_14","n_trabajadores","edad_promedio","n_profesionales","income_person_week","ingreso_hogar","n_personas_cut","n_menores_0_4_cut","n_menores_5_14_cut","n_trabajadores_cut","n_profesionales_cut"
"1191","01176-1",1191,75.5221731784673,0.893064504639836,22.9472306728087,3.00186312735526,25.3551321636357,15.031167202385,8.66316225091537,5.50175440724015,0,7.33835985194949,164.253907359397,-8.9782976032992,2,"regiones",2,0,0,0,73,1,77.6378048780488,155.275609756098,2,0,0,0,1
"1192","01177-1",1192,37.3870085330126,10.513356562137,176.154114751705,8.81918695217226,8.72486173304116,313.453428228699,38.8596800666631,2.92682926829268,0,32.1001926927565,628.938658788479,-42.9755026909184,2,"metropolitana",5,0,0,2,30,1,292.98157804878,585.963156097561,2,0,0,2,1
"1193","01178-1",1193,69.1971036585366,9.50186378278877,11.5951024348771,9.39578838895164,13.4963414634146,36.8752850060662,4.87804878048781,12.0716463414634,0,4.34756097560976,171.358740832196,-24.0416676614641,3,"regiones",2,1,0,1,19.6666666666667,0,49.1056910569106,147.317073170732,3,1,0,1,0
"1194","01179-1",1194,78.9873636324471,0.0122932577156378,12.7214144981665,5.43966532371141,9.52845106452846,10.5305040238733,29.2886250455697,6.98754803272946,0,5.18811167236678,158.683976551108,-13.9083667950108,3,"metropolitana",2,0,0,0,58.3333333333333,0,48.2585365853659,144.775609756098,3,0,0,0,0
"1195","01180-1",1195,19.9286275659049,22.7467786522181,76.2183976215708,1.84947489890475,7.93306811181838,30.1209840970959,4.12382027682843,6.36635104572144,1.87495371911056,24.7351427185384,195.897598707712,116.668458202858,3,"metropolitana",4,1,0,2,24,1,104.188685636856,312.566056910569,3,1,0,2,1
"1196","01181-1",1196,67.0984603658537,10.5532673722964,47.3908130478277,31.8630640243902,65.5245469972388,0,4.74634146341463,8.27524390243902,0,0.803353658536585,236.255090831997,141.090415180198,1,"regiones",4,0,0,0,84,0,377.345506012195,377.345506012195,1,0,0,0,0
"1197","01182-1",1197,22.3391930845476,57.3507530764275,101.206503475986,32.9900994522684,50.3053799169517,81.6552590295164,12.927726808706,38.1666839250361,0,71.0365572717819,467.978156041222,359.455585422193,2,"metropolitana",5,0,0,2,34.5,2,413.716870731707,827.433741463415,2,0,0,2,3
"1198","01183-1",1198,103.415445596777,44.5733178873778,79.9533474912856,59.0405245847062,15.4885722876717,429.519315018261,50.813099536013,62.9596395178519,0,131.382361565636,977.14562348558,-767.330989339239,5,"metropolitana",3,1,0,0,21.2,0,41.9629268292683,209.814634146341,5,1,0,0,0
"1199","01184-1",1199,15.1408536585366,0,8.75671117186601,0.789176829268293,0.713299585826047,0,2.17073170731707,0,0,0,27.570772952814,23.4048368032836,2,"metropolitana",1,0,0,0,65.5,0,25.4878048780488,50.9756097560976,2,0,0,0,0
"1200","01185-1",1200,52.2317073170732,5.94188759278897,39.8354072195122,7.6847295864263,23.4528101802757,26.8292682926829,5.85121951219512,4.6219512195122,0,0.973170731707317,167.422151652174,-4.75879721705197,2,"metropolitana",2,0,0,1,61,0,81.331677217561,162.663354435122,2,0,0,1,0
"1201","01186-1",1201,43.7496951814977,4.27605979432074,48.1840531696045,0,18.5591797291471,3.27484756097561,4.60365853658537,11.1538908146981,0.203252032520325,0,134.004636819349,-87.3461002339836,4,"regiones",1,0,1,1,32.75,0,11.6646341463415,46.6585365853659,4,0,1,1,0
"1202","01187-1",1202,42.2209919775986,1.68699183022104,8.21680445242784,8.99911454509993,3.37169100133384,8.72032530249619,7.9,12.5162277891578,2.2479674796748,12.206943121189,108.087057499199,-21.5202038406625,3,"regiones",1,0,1,1,26.6666666666667,0,28.8556178861789,86.5668536585366,3,0,1,1,0
"1203","01188-1",1203,112.502276626215,42.9016877961791,64.6591699538294,19.8319842219362,144.027736834529,331.450579466498,75.9808493199754,69.2985071677143,13.109756097561,29.4626016458651,903.225149130302,-72.1508808376194,4,"metropolitana",5,0,0,3,49,3,207.768567073171,831.074268292683,4,0,0,3,3
"1204","01189-1",1204,47.9604878048781,2.28501742160279,21.1822877122877,1.3191637630662,14.3700348432056,14.390243902439,5.36341463414634,2.6,0,2.52439024390244,111.995040325528,91.2976426013011,3,"regiones",3,0,0,1,55.6666666666667,0,67.7642276422764,203.292682926829,3,0,0,1,0
"1205","01190-1",1205,141.218311805395,8.34715451124238,32.0302423368591,58.6332434816162,55.2639024390244,17.990243902439,35.0251219512195,2.87704629264551,0.284552845528455,5.73611398659094,357.40593355256,31.4116274230494,4,"regiones",4,0,1,3,32.75,1,97.2043902439025,388.81756097561,4,0,1,3,1
"1206","01191-1",1206,82.3283667867166,0.0137930351569456,75.8276628219328,255.313157884496,13.1064079904773,10.0262643270871,7.78780979317585,0.177589868332205,0,3.36252471102968,447.943577218405,150.836910586474,1,"metropolitana",5,0,0,0,92,0,598.780487804878,598.780487804878,1,0,0,0,0
"1207","01192-1",1207,40.3151170614603,2.84528696610075,62.8210096897832,11.7476136984752,30.434065156101,118.641074511193,10.0165259271748,25.0442097606879,0,4.18682294868048,306.051725719657,-140.529774500145,2,"metropolitana",2,0,0,0,69.5,0,82.7609756097561,165.521951219512,2,0,0,0,0
"1208","01193-1",1208,1.3508943139053,8.0781391246489,39.7266666617045,0.975609756097561,0,4.23414637123666,0.609756097560976,4.35105687583365,37.8048780487805,0,97.131147249768,-66.6433423717192,1,"regiones",1,0,0,0,25,0,30.4878048780488,30.4878048780488,1,0,0,0,0
"1209","01194-1",1209,76.3430159981687,64.8197242841994,139.181707317073,18.085737009544,46.8451749734889,116.576882290562,46.2407211028632,71.5803243919823,129.268292682927,64.59774752251,773.539327573319,-602.807557248115,2,"metropolitana",2,0,0,0,28.5,2,85.3658851626016,170.731770325203,2,0,0,0,3
"1210","01195-1",1210,42.6030735816025,8.15535230352303,93.1147599797718,0.770099367660343,0.65528457269436,73.673539938465,32.8862856601296,14.5046908899398,3.65853658536585,34.3220938339666,304.343716713119,-0.659424030192071,2,"regiones",4,0,0,1,56,0,151.842146341463,303.684292682927,2,0,0,1,0
"1211","01196-1",1211,212.570213414634,25.3194573855851,105.09008695271,235.084141288236,18.5985929364209,77.3818364298703,24.1585365853659,294.240201532482,150.406504065041,23.6163522138597,1166.46592280421,1366.41168574745,4,"regiones",5,0,1,2,31.25,2,633.219402137913,2532.87760855165,4,0,1,2,3
"1212","01197-1",1212,68.4837305140039,7.29772578057845,31.9114478964737,17.1034904275015,1.92262869896832,20.2480083248485,22.6243330417722,1.95862042923238,0,5.06961709139215,176.619602204771,99.4755197464484,2,"regiones",4,0,0,1,58.5,0,138.04756097561,276.09512195122,2,0,0,1,0
"1213","01198-1",1213,33.816661529107,6.33513446169607,76.5788632257045,11.6014970386742,28.8685873149499,105.485242217535,23.1741019747955,9.55032824014759,10.1626016260163,15.0894425300004,320.662460158626,44.067778865764,4,"metropolitana",4,1,1,2,19.5,1,91.1825597560976,364.73023902439,4,1,1,2,1
"1214","01199-1",1214,228.323299263417,24.5622330362197,50.1170869934085,26.4167783654814,34.0135704331017,33.1534471890936,39.1139478666636,19.0945919916972,22.0310386577198,32.2921446890257,509.118138485828,-302.046197022414,3,"regiones",3,0,1,2,30,0,69.0239804878049,207.071941463415,3,0,1,2,0
"1215","01200-1",1215,72.1868694337775,1.85315232397607,22.4960875121951,1.79573170731707,9.73297284859641,36.0807926829268,72.2445752322574,0,0,33.8132830052469,250.203464746293,-73.2783977869438,2,"metropolitana",2,0,0,2,56,0,88.4625334796748,176.92506695935,2,0,0,2,0
"1216","01201-1",1216,27.9945122546684,7.17799575821845,4.2258854718982,2.34451882290562,2.1265243902439,105.193197358738,20.3365853658537,7.77876458112407,0,0,177.17798400365,-17.4431059548695,2,"metropolitana",2,0,0,1,40.5,0,79.8674390243903,159.734878048781,2,0,0,1,0
"1217","01202-1",1217,71.8292690891173,6.53340301974448,14.8932022565124,1.65333329363567,0.499024390243902,24.2227646841654,2.52032512385671,2.11203250047637,16.4878048780488,24.2455288175257,164.996688053327,59.2023363369172,6,"regiones",3,0,2,1,35.1666666666667,0,37.3665040650407,224.199024390244,6,0,3,1,0
"1218","01203-1",1218,17.9121951219512,5.11544710484947,16.0975609756098,5.57137551070942,0,0,0,0,0,0.24390243902439,44.9404811521443,-13.7209689570223,4,"metropolitana",1,0,1,0,33,0,7.80487804878049,31.219512195122,4,0,1,0,0
"1219","01204-1",1219,28.8663413443216,8.30111693640301,30.2352905361688,1.13984556930996,9.17091406428083,107.916248754528,21.7073170731707,31.1788618283156,76.1725609756098,36.4607427380806,351.149239820189,-80.8668007957991,3,"metropolitana",4,0,0,2,32.6666666666667,2,90.0941463414634,270.28243902439,3,0,0,2,3
"1220","01205-1",1220,12.4866325028723,0,13.7948309266484,0,9.4390243902439,4.87804878048781,2.39024390243902,0,0,0,42.9887805026915,-16.1595122100086,1,"metropolitana",1,0,0,0,77,0,26.8292682926829,26.8292682926829,1,0,0,0,0
"1221","01206-1",1221,48.7968482705211,6.68347125846448,43.8060466048099,2.81512917328499,11.4908579230518,4.16971867677727,1.74173349687744,4.64629693925817,0,4.96100627006367,129.111108613109,-48.5940354423771,4,"metropolitana",1,1,1,1,14.75,0,20.1292682926829,80.5170731707317,4,1,1,1,0
"1222","01207-1",1222,38.3899084919255,0,8.65155487804878,2.26829268292683,12.7591195927289,0,0.940396341463415,16.3978659876381,0,39.5533538222895,118.960491797021,-21.3910609027121,2,"regiones",1,0,0,0,53.5,0,48.7847154471545,97.569430894309,2,0,0,0,0
"1223","01207-2",1223,14.8369969512195,2.28255867464335,2.72764227146056,0,1.42659917165209,14.6341463414634,2.4390243902439,0,0,0,38.3469678006828,-13.9567238982438,1,"regiones",1,0,0,0,28,0,24.390243902439,24.390243902439,1,0,0,0,0
"1224","01208-1",1224,45.6224719329924,0.0127030325726545,24.5246994449819,9.11115492845036,15.3518589227123,11.8423122984719,9.5301698812697,0.163555726229077,0,10.3512926998535,126.510218867534,-61.8449444772899,3,"metropolitana",1,1,0,1,17,0,21.5550914634146,64.6652743902439,3,1,0,1,0
"1225","01209-1",1225,60.0101663105792,34.6343091018801,54.2181716426788,89.363884454768,3.80135670731707,31.9391848523748,49.7188391820143,6.84020760743322,3.63821138211382,6.61030625039646,340.774637491556,-82.4595155403362,5,"regiones",3,1,1,1,21.2,0,51.6630243902439,258.31512195122,5,1,1,1,0
"1226","01210-1",1226,9.91219512195122,0,51.8882214815937,0,11.052569328433,4.85365853658537,3.97560975609756,0,0,0,81.6822542246609,115.742136019242,2,"regiones",3,0,0,2,27,0,98.7121951219512,197.424390243902,2,0,0,2,0
"1227","01211-1",1227,110.987329839564,22.0436345977912,63.7899958388588,25.8160594683252,36.8767627483725,35.2859558998615,28.2712834545366,23.2238760322126,0,21.98006728909,368.274965168612,360.992758408624,4,"metropolitana",5,0,0,3,40.5,1,182.316930894309,729.267723577236,4,0,0,3,1
"1228","01212-1",1228,39.990243902439,7.33449477351916,20.3658536585366,1.8780487804878,0,24.1379720193141,13.9024390243902,1.74216027874564,0,10.6996409558004,120.050853393233,14.0954880701816,3,"metropolitana",2,1,0,0,17.3333333333333,0,44.7154471544715,134.146341463415,3,1,0,0,0
"1229","01212-2",1229,28.5270638510694,11.7214546940252,21.803413954247,23.7403583606469,0.800261685314599,16.9159735109079,4.96502342509127,0.791398700232641,0.203252032520325,3.50153397159002,112.969734185645,-30.2026610149135,2,"metropolitana",1,0,1,1,27,0,41.3835365853659,82.7670731707317,2,0,1,1,0
"1230","01213-1",1230,12.7829093864935,16.3259800224059,390.852732023712,23.7861841149872,247.07314072501,65.5907724679769,26.5933675209621,60.3444650844266,423.741361788618,72.4206777107521,1339.51159084534,517.501216422948,6,"metropolitana",5,0,3,1,24,1,309.502134544715,1857.01280726829,6,0,3,1,1
"1231","01214-1",1231,108.884192073171,7.27293844367015,53.6679841586643,59.5219969512195,164.206264747234,398.697924089405,36.5510204081633,64.7056520657043,0,53.4583157043305,946.966288641562,-502.661410592781,1,"metropolitana",5,0,0,1,59,1,444.304878048781,444.304878048781,1,0,0,1,1
"1232","01215-1",1232,80.030322398302,4.39491035899986,16.8992281136652,13.9431191859038,60.635383982658,115.863351766245,28.988851004192,10.6303723511654,19.3089430894309,32.2796601121646,382.974142362727,-88.1354252895561,5,"regiones",4,1,0,1,39.6,0,58.9677434146341,294.838717073171,5,1,0,1,0
"1233","01216-1",1233,57.8886296094048,7.74031123964228,225.224745605188,19.1505152647002,5.76075796627864,130.861004023378,21.2381340457963,42.1681597872885,0,8.84815278999055,518.880410331667,464.831784790284,2,"metropolitana",5,0,0,1,58,1,491.856097560976,983.712195121951,2,0,0,1,1
"1234","01217-1",1234,12.1398574500503,4.81134266647159,25.0792581014498,0.392294127339925,2.65956938740304,0.770529101209112,0.0556637725462201,0.50649516814889,0,0.992201254012734,47.4072110286316,50.1537645811245,2,"metropolitana",1,0,0,0,59,0,48.780487804878,97.5609756097561,2,0,0,0,0
"1235","01218-1",1235,41.7239024390244,3.39103923647932,55.110424499832,3.88481442205726,3.13987274655355,30.6341463414634,11.646553552492,0,0,1.07317073170732,150.603923969609,-70.1378264086338,3,"regiones",1,1,0,1,24,0,26.8220325203252,80.4660975609756,3,1,0,1,0
"1236","01219-1",1236,61.2741463414634,3.56910561166159,49.681024286947,0,29.7456910569106,6.24390243902439,34.057893326186,4.94308943089431,12.1951219512195,0,201.709974444307,209.680150628458,3,"regiones",4,0,1,2,34.3333333333333,1,137.130041690921,411.390125072764,3,0,1,2,1
"1237","01220-1",1237,60.700076926963,28.2996594024476,45.7203542189435,11.0597823426742,57.0313211247861,43.5096649500424,41.4913507812747,76.7296737237956,20.1219512195122,2.52524565183042,387.18908034227,-189.576072179668,4,"regiones",3,1,1,0,25.25,2,49.4032520406504,197.613008162602,4,1,1,0,3
"1238","01221-1",1238,50.8159336911433,12.0821137516673,51.6610904699806,6.13138335225419,22.209756097561,19.1463414634146,34.2454471544715,22.6829268292683,0.101626016260163,7.47658536585366,226.553204191875,-68.3824724845576,5,"regiones",2,0,1,3,30.2,1,31.6341463414634,158.170731707317,5,0,1,3,1
"1239","01222-1",1239,36.9210681539755,2.37769530861653,53.0057117264831,4.42133849200872,4.10308939119665,2.3186992663872,12.6585365853659,12.4105690858422,0.508130081300813,1.30552841558689,130.030366506763,-33.7089030921293,2,"metropolitana",1,0,1,1,17.5,0,48.1607317073171,96.3214634146342,2,0,1,1,0
"1240","01223-1",1240,25.6236418933403,0,33.8753658536585,14.2079300796648,20.8559020698361,1.00813012099848,7.80487804878049,0.381867455038187,0,0,103.757715521317,21.4178942347806,1,"regiones",2,0,0,0,88,0,125.175609756098,125.175609756098,1,0,0,0,0
"1241","01224-1",1241,10.4536585365854,0,43.4146341463415,0,0,4.87804878048781,0,0,0,0,58.7463414634146,28.0829268292683,2,"metropolitana",1,0,0,1,78,0,43.4146341463415,86.8292682926829,2,0,0,1,0
"1242","01225-1",1242,63.9770731707317,20.5236832406134,29.5435432941312,21.5004241781548,74.1238388123012,47.4856839872747,7.87645811240721,16.6800636267232,0.101626016260163,0.731707317073171,282.544101755671,-9.24604985323172,4,"regiones",4,1,1,2,19,0,68.3245129756098,273.298051902439,4,1,1,2,0
"1243","01226-1",1243,7.75425304878049,21.1989970366993,81.3764542059928,37.7561804505046,7.27832231593344,48.1252564394803,12.9268292682927,49.1883979986784,0,6.38571646341464,271.990407227777,281.668129357589,1,"metropolitana",5,0,0,1,34,1,553.658536585366,553.658536585366,1,0,0,1,1
"1244","01227-1",1244,85.6982807969316,5.6246865441953,40.2419485528455,8.89119747546657,0.629268292682927,13.7090503899963,19.2658536585366,4.84177858432389,0.203252032520325,9.28727347412716,188.392589801626,-98.3228147772359,4,"metropolitana",1,1,1,1,16.75,0,22.5174437560976,90.0697750243903,4,1,1,1,0
"1245","01228-1",1245,15.2026017202982,2.74189225408738,12.2050406479254,3.70487801900724,6.64861792587652,2.86813006145198,1.51219512195122,1.06300814000572,0,0,45.9463638906037,1.72680684110365,1,"regiones",1,0,0,0,77,0,47.6731707317073,47.6731707317073,1,0,0,0,0
"1246","01229-1",1246,14.850243902439,8.94916607695233,17.0431644967423,25.7277607549945,7.46341463414634,20.3398222019603,16.4485365853659,0,0,0,110.822108652601,-6.04552328674696,5,"regiones",1,1,1,1,28,0,20.9553170731707,104.776585365854,5,1,1,1,0
"1247","01230-1",1247,31.7083689619855,0.427266451909802,62.1167682926829,7.00774519381602,1.22865853658537,0,0,5.63414634146342,0,6.14329268292683,114.26624646137,9.02552183131306,3,"metropolitana",2,0,0,2,32,0,41.097256097561,123.291768292683,3,0,0,2,0
"1248","01231-1",1248,34.8676906008837,29.9733052204084,38.1796964703645,11.8295146411087,52.7343624955921,27.2699184808498,14.7804878048781,20.4731706721608,0.772357723577236,11.1700814596037,242.050585569427,-6.39901971576846,4,"metropolitana",3,0,1,2,26.25,1,58.9128914634146,235.651565853659,4,0,1,2,1
"1249","01232-1",1249,49.9406680745629,8.76438272943608,28.9236478619514,1.73126871965734,12.9789168414054,53.0486235279918,1.27450642031636,5.06347671853328,0.304878048780488,2.8264095493522,164.856778491987,-58.7592175163775,4,"regiones",1,0,1,0,25.25,0,26.5243902439024,106.09756097561,4,0,1,0,0
"1250","01233-1",1250,12.6557529097812,4.32303600836015,20.3718109584781,4.47569945343698,1.03661729537545,4.44754072054456,40.6590957028069,0.308479418113407,99.5934959349594,9.37281110987512,197.244339511731,-67.9760468288043,2,"regiones",2,0,0,0,25,0,64.6341463414634,129.268292682927,2,0,0,0,0
"1251","01233-2",1251,3.70731707317073,17.9745493107105,46.6730356333611,0,4.45387062566278,45.2151771876056,75.8422383554939,14.0890774125133,25.4065040650407,21.7196462074511,255.08141587101,-49.2167817246681,1,"regiones",3,0,0,1,26,0,205.864634146341,205.864634146341,1,0,0,1,0
"1252","01233-3",1252,25.3670543293189,4.29480381760339,35.0522926829268,0,11.8504772004242,24.0286436786967,30.2752496707958,1.71792152704136,0,28.9366176084994,161.523060515307,147.33879314323,1,"regiones",4,0,0,1,23,1,308.861853658537,308.861853658537,1,0,0,1,1
"1253","01233-4",1253,3.59951219512195,0.556733828207847,31.7804878048781,0,50.1060445387063,8.93701420530689,19.1940615058325,6.73170731707317,0,12.5447154273056,133.450276822432,-71.9868621882859,1,"regiones",1,0,0,0,19,0,61.4634146341463,61.4634146341463,1,0,0,0,0
"1254","01234-1",1254,60.6914364738608,18.5797211350163,55.839104753154,16.2842525071806,42.0692278937998,67.2316678468795,35.9603466166116,39.0916016848659,53.6991869918699,21.9999336167098,411.446479519948,157.220018041027,4,"regiones",5,1,1,2,19,2,142.166624390244,568.666497560976,4,1,1,2,3
"1255","01235-1",1255,20.5609756097561,0,17.7220746205594,0.555408271474019,1.65317073170732,2.73170731707317,6.82926829268293,6.82682926829268,0,0.487804878048781,57.3672389895944,-23.0796780139846,2,"regiones",1,0,0,0,64.5,0,17.1437804878049,34.2875609756098,2,0,0,0,0
"1256","01236-1",1256,23.2495274390244,0,18.1219512195122,0,32.1490301517188,4.87804878048781,0,4.63414634146342,0,0,83.0327039322067,28.0697350921836,1,"metropolitana",1,0,0,0,62,0,111.10243902439,111.10243902439,1,0,0,0,0
"1257","01236-2",1257,29.790243902439,4.73170716076362,18.7009146341463,0,0.777496548550391,2.83536561547256,0,5.36432926829268,25.3658536585366,2.83064024390244,90.3965510321037,-66.0063071296646,3,"metropolitana",1,0,1,0,22.3333333333333,0,8.13008130081301,24.390243902439,3,0,1,0,0
"1258","01237-1",1258,59.3121945711462,2.78366914103924,55.1022693531283,3.63414634146342,2.19512195121951,9.75609756097561,25.9809119830329,4.87804878048781,0,5.36585365853659,169.00831334103,-85.9175816337124,2,"metropolitana",1,0,0,1,51.5,0,41.5453658536585,83.0907317073171,2,0,0,1,0
"1259","01238-1",1259,77.0843902439024,7.55226486790886,80.9682134202958,6.4808362369338,81.8404181184669,0,36.9686411149826,0,0,13.5609756097561,304.455739612246,-36.4021981488318,4,"metropolitana",4,1,1,1,16,0,67.0133853658537,268.053541463415,4,1,1,1,0
"1260","01239-1",1260,61.210243902439,3.46260162601626,105.151463414634,21.0390243902439,20.1307317073171,2.92682926829268,9.36658536585366,18.6147681586706,0,0.75609756097561,242.658345394443,124.608727776289,1,"metropolitana",4,0,0,1,78,1,367.267073170732,367.267073170732,1,0,0,1,1
"1261","01240-1",1261,20.9975609756098,13.9394002097947,47.9309388341717,3.30510814542108,4.09756097560976,8.92461197339246,3.92940635066728,0,0.142276422764228,14.7804878048781,118.047351692309,-26.4366199849919,2,"regiones",1,0,1,1,24.5,0,45.8053658536585,91.6107317073171,2,0,1,1,0
"1262","01241-1",1262,30.5952363251477,0.529268292682927,3.72520325451362,2.20074797839653,0.599837378525153,0.131056905606898,1.70731707317073,0.378048780487805,0,0,39.8667159885313,-7.52281354950696,1,"regiones",1,0,0,0,78,0,32.3439024390244,32.3439024390244,1,0,0,0,0
"1263","01242-1",1263,112.732048908437,75.5547948715481,286.174827350891,88.608170213536,144.751760277031,42.5521998885682,60.8868362880525,46.5650555834334,144.960537879848,19.2298486118287,1022.01607987317,1119.67073809766,3,"regiones",5,0,0,2,52.6666666666667,2,713.895605990277,2141.68681797083,3,0,0,2,3
"1264","01243-1",1264,59.6078963414634,4.41282578304196,24.7222217406952,2.20846293024846,12.2487652439024,25.6341463414634,12.4329268292683,0.376016250238186,15.4756097560976,7.05833335318217,164.177204569601,72.3286490889355,3,"regiones",3,0,0,1,36.6666666666667,0,78.8352845528455,236.505853658537,3,0,0,1,0
"1265","01243-2",1265,22.6161565824164,4.46608409750446,4.01884746140367,0.476444993361104,13.6461432926829,21.6744386824709,6.10085162601835,3.31209159015686,0.00405095077553111,5.32023830751842,81.6353475843087,-4.80607929162576,1,"regiones",1,0,0,0,51,0,76.8292682926829,76.8292682926829,1,0,0,0,0
"1266","01244-1",1266,39.6847022333193,2.61925010278921,48.6519202536679,2.04631771458563,24.8960337360383,9.00487804878049,8.80014621099283,8.18953101665638,0.00156810997762494,43.3624958672691,187.256843294077,4.10120548641093,1,"regiones",3,0,0,1,30,1,191.358048780488,191.358048780488,1,0,0,1,1
"1267","01245-1",1267,38.6970731707317,7.20484265097884,17.1325249443588,1.41887592788971,4.70682926829268,12.5121951219512,6.82439024390244,0,2.33739837398374,0.195121951219512,91.0292516533086,-25.8568938982273,3,"regiones",1,0,1,1,24.3333333333333,0,21.7241192516938,65.1723577550813,3,0,1,1,0
"1268","01246-1",1268,83.1380840183203,9.26101623653402,49.0417965041448,18.802000653524,53.1760909561576,19.432574887682,9.38341232252398,12.3704812767602,0,25.8568742672356,280.462331122883,201.804903023459,4,"regiones",5,0,0,1,48.25,2,120.566808536585,482.267234146341,4,0,0,1,3
"1269","01247-1",1269,46.7887730920472,30.8507415007436,32.8301454663218,2.8991930276597,17.9230170722248,25.2637806343885,30.6170491999295,22.2559056719524,16.1585365853659,12.3331537202558,237.920295970889,43.8333089071597,5,"regiones",4,1,1,2,24.2,0,56.3507209756098,281.753604878049,5,1,1,2,0
"1270","01248-1",1270,47.4834645326046,3.92276426733994,14.4856251671431,12.247840180261,8.77178025985867,31.1707317073171,26.8243902439024,3.73577237757241,6.02642276422764,18.9540964430051,173.622887943232,-22.2306928212809,5,"metropolitana",2,0,1,1,32.4,0,30.2784390243902,151.392195121951,5,0,1,1,0
"1271","01249-1",1271,110.443646611,6.37628967894499,46.2619736813793,20.5672843125956,46.463270255377,83.575294433224,47.8823103049741,27.4978616725843,10.9756097560976,23.3952680781665,423.438808784343,-178.451839646132,7,"metropolitana",3,2,0,3,27.8571428571429,0,34.9981384483159,244.986969138211,7,2,0,3,0
"1272","01251-1",1272,100.573777585279,38.8259416630678,258.761568598802,45.4259579001454,60.3183032873807,142.324809206752,26.3635634993455,14.710409655424,117.750783515439,7.95320532077285,813.008320232408,1803.73549288527,6,"regiones",5,1,0,1,31.1666666666667,1,436.123968852946,2616.74381311768,6,1,0,1,1
"1273","01252-1",1273,29.4741954822075,3.52845528455285,31.300742455614,11.735683205791,29.4859303771051,14.5040650406504,16.109941810078,71.226367598833,0,0,207.365381254832,-63.1839178401977,2,"regiones",2,0,0,1,26,0,72.0907317073171,144.181463414634,2,0,0,1,0
"1274","01253-1",1274,96.9585634539684,3.56058553480323,35.0989864175114,6.90156886434618,25.2699614813076,2.17683442072177,3.34162340886833,10.3894230107817,0.805319900539714,8.42233670956229,192.925203202411,-117.31544710485,5,"metropolitana",1,0,0,1,44,0,15.1219512195122,75.609756097561,5,0,0,1,0
"1275","01254-1",1275,63.1560725703441,1.32113817168445,14.2653658536585,3.46973310860502,19.8103718435947,12.306824658552,6.78048804306403,0,0.0609756097560976,0.57280118255728,121.743771041816,13.8659850557447,3,"regiones",2,0,0,1,51,0,45.2032520325203,135.609756097561,3,0,0,1,0
"1276","01255-1",1276,57.718225858114,16.554492340503,31.1421604175571,25.8687992811607,7.12803635715962,34.0911823444288,23.5335362569414,11.2775501986537,14.8373983739837,1.57627752679029,223.727658955292,212.1285402317,5,"metropolitana",5,0,1,1,58.4,1,87.1712398373984,435.856199186992,5,0,1,1,1
"1277","01256-1",1277,13.3706402439024,3.78048780487805,18.3895853658537,0,0.356649792913023,16.4673856804998,7.71646341463415,0.637957317073171,0,0,60.7191696197543,90.0772206241481,4,"regiones",2,1,0,2,23.75,0,37.6990975609756,150.796390243902,4,1,0,2,0
"1278","01257-1",1278,62.0786347504759,8.29692470837752,6.68783516201924,3.90934638492956,4.12829280201982,3.33089432879192,7.67603393425239,2.91047634172585,4.0650406504065,18.7928177275404,121.876296790539,1.62528857531462,3,"metropolitana",2,1,1,1,13.3333333333333,0,41.1671951219512,123.501585365854,3,1,1,1,0
"1279","01258-1",1279,97.8250094240936,11.9057822385722,61.9974653127783,22.1417825529046,24.7182351529907,173.808663774973,77.0580884757627,17.8496100564178,1.21951219512195,43.8518966049362,532.376045788551,-269.693118959283,6,"metropolitana",4,1,1,2,23.8333333333333,0,43.780487804878,262.682926829268,6,1,1,2,0
"1280","01259-1",1280,127.048963347644,5.9112785901817,32.4646381725162,1.60670731707317,10.8927623101703,15.8010477281169,13.6585365853659,4.85365853658537,0,16.67216708054,228.909759668194,-18.5439060096571,6,"metropolitana",3,1,1,2,24.6666666666667,0,35.0609756097561,210.365853658537,6,1,1,2,0
"1281","01260-1",1281,8.6780487804878,0.970731707317073,10.9610434241753,30.2443799854967,0,0.853658536585366,0,6.94390243902439,0,0,58.6517648730866,-34.7327404828427,1,"regiones",1,0,0,1,63,0,23.9190243902439,23.9190243902439,1,0,0,1,0
"1282","01262-1",1282,19.1150914634146,14.0103126229765,11.3694763772813,0,0.118140243902439,22.7365522269353,0,1.01626012290396,0.203252032520325,4.10922587486744,72.6783109648018,-24.000262184314,5,"regiones",1,0,1,1,29.4,0,9.73560975609756,48.6780487804878,5,0,1,1,0
"1283","01263-1",1283,48.1721951219512,18.2763163893321,110.272350921085,7.31707317073171,38.6059493959426,28.5665989847716,22.547959881468,19.5860496922726,46.74796875,97.0410548470967,437.133517154652,66.8318486990068,2,"regiones",5,0,0,2,28.5,2,251.982682926829,503.965365853659,2,0,0,2,3
"1284","01264-1",1284,24.5073170731707,10.2575792113061,33.1227642077934,0,16.5359471164805,170.797087110328,68.5157494791028,1.95121951219512,0,18.6292682926829,344.31693200306,826.414775314013,1,"regiones",5,0,0,0,62,1,1170.73170731707,1170.73170731707,1,0,0,0,1
