id_hogar,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores6,n_menores12,n_men15,n_menores18,n_menores,n_mayores,n_tiempo,n_trabajadores,n_profesionales,hay_tercera,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_años,tramo_edad,nivel_escolaridad,estudia,trabaja,horas_trabajo,quintil,macrozona,region,prop_hogar,cae,cise,ciuo_agrupada,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_mon,ing_mon_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,t_paid_work,t_job_search,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,t_total,temp,w,savings,alimentos,vestimenta,cuentas,hogar,salud,transporte,comunicaciones,recreacion,educacion,restaurantes,total_expenses
2050,6677,1,0,5,7,3,0,0,0,0,0,6,2,2,0,1,6,56,1,1,0,0,0,0,1,50,45-65,secundaria,0,1,45,2,metropolitana,13,0.4104903078677309,Ocupada(o),2,3,3,85,3,3,4,3,2,2,2,2,3,2,2,85,85,1,1,90,90,0,0,0,0,0,90,219.25,36.541666666666664,45,0,15.82,14.42,0,0,25.7,2.79,6.87,47.14999999999999,10.25,168,168,2,19.95833817694389,36.17,1.37,8.25,2.26,6.42,6.51,4.19,1.89,1.09,1.89,70.0416618230561
2051,6678,1,1,5,6,1,0,0,0,0,0,3,2,1,3,0,3,44.666666666666664,1,1,1,0,0,0,0,53,45-65,universitaria,0,1,45,5,metropolitana,13,0.6557377049180327,Ocupada(o),3,7,4,2,4,85,4,4,4,4,4,4,4,4,5,4,4,3,0,150,150,350,0,762.5,254.16666666666666,0,500,762.5,254.16666666666666,45,0,2.68,8.46,0.51,0,54.86,2.5,12.74,36.44,4.81,167.99999999999997,168,3.3333333333333335,80.72972001803545,59.72,13.41,82.12,37.2,49.63,63.58,26.29,30.06,21.86,35.4,419.27027998196456
2051,6679,0,0,5,6,2,0,0,0,0,0,3,2,1,3,0,3,44.666666666666664,1,1,1,0,0,0,1,54,45-65,universitaria,0,0,0,5,metropolitana,13,0,Inactiva(o),0,7,4,4,4,2,85,4,4,4,4,85,4,4,5,4,4,3,0,0,0,0,0,0,0,0,0,762.5,254.16666666666666,0,0.18,41.09,13.85,0,0,37.24,5.98,16.6,53.06,0,168.00000000000003,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
2052,6681,1,1,4,6,1,0,0,0,0,0,2,2,2,1,0,2,63,1,1,1,0,0,0,0,67,66+,técnica,0,1,40,5,metropolitana,13,0.5714285714285714,Ocupada(o),2,2,4,4,4,85,4,4,2,4,4,4,3,4,4,4,85,2,1,100,100,100,0,350,175,0,200,350,175,40,0,8.62,0.95,0.37,0,52.1,5.76,8.61,44.94999999999999,6.64,168,168,2.5,-22.54157871278202,42.2,5.89,47.73,19.56,27.13,32.07,15.37,12.8,3.72,16.07,222.541578712782
2053,6683,1,1,4,7,1,0,0,0,0,0,2,2,2,0,0,2,58.5,1,1,1,0,0,0,0,61,45-65,primaria,0,1,48,4,metropolitana,13,0.5172413793103449,Ocupada(o),2,3,4,4,5,85,2,4,4,4,3,4,3,3,4,4,85,2,1,75,75,0,0,145,72.5,0,75,145,72.5,48,0,15.36,0.01,1.97,0,28.34,4,12.58,44.71999999999999,13.02,168.00000000000003,168,1.5625,-16.00805796865085,23.01,2.57,20.27,5.38,10.05,11.48,7.18,4.15,1.32,5.61,91.00805796865085
2053,6684,1,0,4,7,2,0,0,0,0,0,2,2,2,0,0,2,58.5,0,1,1,0,0,0,1,56,45-65,primaria,0,1,40,4,metropolitana,13,0.4827586206896552,Ocupada(o),4,3,4,4,85,85,4,4,4,3,4,4,4,4,5,4,85,2,1,70,70,0,0,0,0,0,70,145,72.5,40,0,24.33,0.14,0,0,17.05,6.16,7.11,58.459999999999994,14.75,167.99999999999997,168,1.75,-14.940854104074127,21.47,2.4,18.92,5.02,9.38,10.71,6.7,3.87,1.23,5.23,84.94085410407413
2055,6686,1,1,4,7,1,1,1,2,0,2,2,1,1,2,0,4,19.5,1,1,1,0,0,0,0,36,25-44,técnica,0,1,48,4,norte,4,0.3333333333333333,Ocupada(o),2,2,2,3,4,2,3,4,2,2,4,4,2,4,2,4,5,2,9,100,100,0,0,300,75,0,100,300,75,48,0,15.93,18.89,0,0,32.85,3.44,4.5,40.58000000000001,3.81,168,168,2.0833333333333335,-39.06869299310354,18.37,8.34,27.07,8.92,12.39,21.79,9.46,9.85,13.09,9.8,139.06869299310353
2056,6690,1,0,4,7,1,0,0,0,0,0,1,1,1,0,0,1,65,0,0,0,0,0,0,0,65,45-65,primaria,0,1,60,3,sur,9,1,Ocupada(o),1,5,4,85,85,85,4,4,4,4,2,4,4,4,4,85,85,3,0,62.5,62.5,0,0,62.5,62.5,0,62.5,62.5,62.5,60,0,23.45,0,0,0,24.82,2.54,6.49,48.52000000000001,2.18,168,168,1.0416666666666667,-41.64268934447672,23.19,3.23,27.22,6.79,12.19,12.07,8.59,4.68,1.32,4.86,104.14268934447672
2057,6691,0,0,4,7,1,0,0,0,0,0,3,1,1,0,0,3,62.333333333333336,1,1,1,0,0,0,0,72,66+,secundaria,0,0,0,3,metropolitana,13,0.36792452830188677,Inactiva(o),0,7,4,4,4,85,85,4,4,4,1,85,4,4,85,4,85,3,0,0,0,48.75,0,132.5,44.166666666666664,0,48.75,132.5,44.166666666666664,0,0,20.48,8.91,0.01,0.01,69.04,3.62,10.51,55.41999999999999,0,168.00000000000003,168,NA,-5.972209497571732,18.59,1.27,10.88,2.88,6.26,5.64,4.04,2.03,0.83,2.3,54.72220949757173
2058,6695,1,0,2,7,2,0,0,0,0,0,2,1,1,0,0,2,74.5,0,1,1,0,0,0,1,59,45-65,secundaria,0,1,45,3,centro,8,1,Ocupada(o),2,3,3,4,85,85,2,2,2,4,3,4,2,2,4,2,85,2,3,87.5,87.5,0,0,0,0,0,87.5,87.5,43.75,45,0,12.99,4.67,0,0,54.64,5.49,6.36,36.86999999999999,1.98,168,168,1.9444444444444444,-27.682919896793464,32.48,2.8,25.31,7.59,15.52,12.39,9.15,4.58,1.08,4.28,115.18291989679346
2060,6698,1,0,1,7,1,0,0,0,0,0,1,1,1,1,0,1,60,1,0,0,0,0,0,0,60,45-65,universitaria,0,1,40,5,sur,14,1,Ocupada(o),2,1,2,85,2,85,5,1,1,1,2,1,2,4,1,85,85,2,1,400,500,0,0,500,500,0,500,500,500,40,0,27.03,0,0,0,42.23,3.54,8.74,43.32999999999999,3.13,168.00000000000003,168,12.5,63.50016992413348,55.84,14.69,106.19,43.21,52.87,64.46,30.77,28.3,10.2,29.98,436.4998300758665
2061,6699,1,0,4,6,1,0,0,0,1,1,1,2,1,0,0,2,35,1,0,0,0,0,0,1,53,45-65,primaria,0,1,48,2,centro,8,1,Ocupada(o),2,3,4,85,3,2,5,4,5,2,3,5,2,4,4,85,85,2,1,45,45,0,34.5,79.5,39.75,34.5,79.5,79.5,39.75,48,0,19.44,5.28,0,0,18.3,3.08,9.19,59.45000000000001,5.26,168,168,0.9375,-40.473311572802814,26.67,6.01,30.4,5.37,9.49,15.61,9.5,5.83,4.83,6.26,119.97331157280281
2061,6700,0,0,4,6,3,0,0,0,1,1,1,2,1,0,0,2,35,0,0,0,0,0,0,1,17,12-24,primaria,1,0,0,2,centro,8,0,Inactiva(o),0,7,4,85,85,3,85,4,3,4,5,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,79.5,22.5,0,0,7.67,0,4.04,38.3,47.15,7.89,4.83,57.42999999999999,0.69,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2062,6703,0,0,2,7,3,0,0,0,1,1,2,3,1,0,0,3,41.666666666666664,0,0,0,0,0,0,1,16,12-24,primaria,1,0,0,2,centro,6,0,Inactiva(o),0,7,4,85,85,4,85,4,3,2,4,85,3,2,85,85,85,2,6,0,0,0,0,0,0,0,0,107.5,35.833333333333336,0,0,0.61,0,0,58.78,43.14,4.68,6.83,52.18,1.78,167.99999999999997,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2064,6706,1,1,2,6,1,0,0,0,0,0,2,2,1,0,0,2,70.5,1,1,1,0,0,0,0,73,66+,primaria,0,1,12,2,sur,10,0.589041095890411,Ocupada(o),1,5,5,5,5,85,5,4,5,5,4,4,4,4,4,4,4,2,1,10,10,22.25,0,54.75,27.375,0,32.25,54.75,27.375,12,0,10.62,0.61,0,0,69.38,5.6,19.24,50.55000000000002,0,168,168,0.8333333333333334,-13.256965168333014,14.18,1.2,10.14,2.65,5.43,4.65,3.47,1.83,0.41,1.54,45.50696516833301
2065,6708,1,0,4,7,1,0,0,0,0,0,2,2,1,0,0,2,67,0,1,1,0,0,0,0,68,66+,secundaria,0,1,48,4,norte,5,0.8810572687224669,Ocupada(o),1,2,2,4,85,85,2,3,1,1,4,4,1,2,1,3,85,1,1,150,150,0,0,170.25,85.125,0,150,170.25,85.125,48,0,8.27,0.03,0,0,70.35,6.99,5.05,27.22000000000001,2.09,168,168,3.125,-14.455305729771746,37.87,4.68,36.3,11.75,22.22,20.36,13.31,7.75,2.37,7.84,164.45530572977174
2065,6709,0,0,4,7,2,0,0,0,0,0,2,2,1,0,0,2,67,0,1,1,0,0,0,1,66,66+,primaria,0,0,0,4,norte,5,0.11894273127753303,Inactiva(o),0,7,4,5,85,85,85,5,5,5,5,85,4,4,85,4,85,2,9,0,0,20.25,0,0,0,0,20.25,170.25,85.125,0,0,28,0.01,7.84,0,77.34,5.11,12.26,37.44,0,167.99999999999997,168,NA,-1.9514662735191857,5.11,0.63,4.9,1.59,3,2.75,1.8,1.05,0.32,1.06,22.201466273519184
2066,6710,0,0,5,6,1,0,0,0,0,0,1,1,0,0,0,1,83,1,0,0,0,0,0,1,83,66+,ninguna,0,0,0,1,sur,9,1,Inactiva(o),0,7,4,85,4,85,85,2,2,2,3,85,3,3,85,85,85,3,0,0,0,21.25,0,21.25,21.25,0,21.25,21.25,21.25,0,0,48.81,0,0,0,13.48,12.56,25.85,67.3,0,168,168,NA,-4.313446378857542,8.78,0.54,6.62,1.5,2.97,1.82,1.7,0.88,0.11,0.64,25.56344637885754
2068,6715,0,0,4,7,2,0,0,0,1,1,3,1,0,0,0,4,27.25,1,1,1,0,0,0,1,34,25-44,primaria,0,0,0,2,norte,4,0,Desocupada(o),0,7,4,4,4,3,85,4,4,4,4,85,4,4,85,3,3,3,0,0,0,0,0,0,0,0,0,114.75,27.5,0,0,32.74,24.37,0,0,47.26,3.16,7.33,53.14,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2069,6720,0,0,4,6,3,1,0,2,1,2,3,1,1,0,0,5,37.6,1,0,0,0,0,0,1,42,25-44,ninguna,0,0,0,1,norte,4,0,Inactiva(o),0,7,1,85,5,5,85,1,1,1,1,85,2,1,85,85,85,2,2,0,0,0,0,0,0,0,0,55,9,0,0,20.3,28.47,0,0,50.63,6.09,7.58,54.93,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2070,6724,0,0,4,7,2,0,0,0,0,0,4,3,0,1,0,4,63.75,1,1,1,0,0,0,1,66,66+,primaria,0,0,0,1,norte,5,0,Inactiva(o),0,7,2,3,4,85,85,2,2,2,2,85,2,2,85,4,4,1,9,0,0,0,0,0,0,0,0,50,12.5,0,0,33.38,14.96,8.93,0,49.47,3.51,11.25,46.5,0,167.99999999999997,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2071,6731,1,0,3,7,3,0,0,1,1,1,5,2,1,2,0,6,31.833333333333332,0,0,0,0,0,0,0,18,12-24,primaria,0,1,45,1,sur,11,1,Ocupada(o),2,3,3,85,85,4,2,4,4,2,4,2,3,3,4,85,85,2,2,62.5,62.5,0,0,0,0,0,62.5,62.5,10.416666666666666,45,0,17.05,2.38,0,0,61.69,5.37,8.68,26.13,1.7,168,168,1.3888888888888888,-199.51623359982176,90.17,10.61,42.26,10.34,24.07,30.5,16.63,11.85,15.76,9.84,262.01623359982176
2071,6732,0,0,3,7,3,0,0,1,1,1,5,2,1,2,0,6,31.833333333333332,0,0,0,0,0,0,0,14,12-24,ninguna,0,0,0,1,sur,11,0,Menor de 15 años,0,7,4,85,85,5,85,5,5,5,2,85,4,4,85,85,85,1,9,0,0,0,0,0,0,0,0,62.5,10.416666666666666,0,0,12.66,0,0,0,92.72,1.91,5.26,55.45,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2072,6733,0,0,5,7,1,1,1,3,1,3,3,4,1,0,0,6,26.333333333333332,1,0,0,0,0,0,0,64,45-65,primaria,0,0,0,2,centro,8,0.42857142857142855,Inactiva(o),0,7,5,85,5,85,85,5,5,5,4,85,5,5,85,85,85,3,0,0,0,75,0,175,29.166666666666668,0,75,175,29.166666666666668,0,0,17.52,43.28,0,0,63.79,2.2,8.39,32.82000000000001,0,168,168,NA,-9.531329996290925,30.28,4.12,13.27,3.22,6.38,10.41,5.69,3.38,5,2.79,84.53132999629092
2072,6736,0,0,5,7,8,1,1,3,1,3,3,4,1,0,0,6,26.333333333333332,0,0,0,0,0,0,0,12,12-24,ninguna,1,0,0,2,centro,8,0,Menor de 15 años,0,7,4,85,85,4,85,5,3,4,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,175,29.166666666666668,0,0,12.01,10.98,0,41.46,43.76,2.07,6.66,46.91,4.15,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2074,6741,1,1,4,6,2,1,0,1,0,1,2,2,2,0,0,3,20,1,1,1,0,0,0,1,27,25-44,secundaria,0,1,20,3,metropolitana,13,0.3968253968253968,Ocupada(o),2,3,3,3,4,4,4,2,4,2,3,4,4,2,3,4,4,2,4,62.5,62.5,0,0,0,0,0,62.5,157.5,52.5,20,0,23.2,35.08,0,0,19.54,3.61,6.75,57.58,2.24,168,168,3.125,-8.105649171906995,15.76,3.52,15.56,2.48,4.54,10.1,5.4,3.13,4.97,5.13,70.60564917190699
2075,6743,1,1,3,7,1,0,0,1,2,2,2,4,1,2,0,4,30.25,1,1,1,0,0,0,0,45,45-65,técnica,0,1,40,1,sur,14,1,Ocupada(o),1,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,1,75,75,0,0,75,18.75,0,75,75,18.75,40,0,15.28,19.49,0,0,30.23,2.61,6.49,48.87,5.03,167.99999999999997,168,1.875,-189.24128613624518,67.99,12.89,57.45,11.81,22.77,32.23,18.03,14.1,14.14,12.83,264.2412861362452
2075,6744,0,0,3,7,2,0,0,1,2,2,2,4,1,2,0,4,30.25,1,1,1,0,0,0,1,45,45-65,técnica,0,0,0,1,sur,14,0,Inactiva(o),0,7,1,4,4,4,85,4,4,2,4,85,4,4,85,4,4,2,5,0,0,0,0,0,0,0,0,75,18.75,0,0,34.68,12.6,0,0,58.24,10.41,8.56,43.38,0.13,167.99999999999997,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2075,6745,0,0,3,7,3,0,0,1,2,2,2,4,1,2,0,4,30.25,0,0,0,0,0,0,1,17,12-24,secundaria,0,0,0,1,sur,14,0,Inactiva(o),0,7,5,85,85,4,85,4,4,5,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,75,18.75,0,0,3.24,6.19,0,0,98.74,4.14,3.19,52.49999999999999,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2078,6750,0,0,1,6,1,1,0,1,0,1,5,5,3,0,0,6,36.166666666666664,1,0,0,0,0,0,1,68,66+,primaria,0,0,0,4,centro,6,0.09983361064891848,Inactiva(o),0,7,4,85,4,85,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,37.5,37.5,413.125,68.85416666666667,3.7437603993344424,41.24,413.125,63.2281267332224,0,0,29.68,1.09,0,0,80.2,3.9,5.61,47.52,0,168,168,NA,10.692710092736013,9.5,1.19,4.09,1.2,2.88,5.08,2.36,1.21,1.52,1.51,30.547289907263988
2080,6760,0,0,3,6,1,0,0,1,1,1,4,5,2,0,0,5,26.6,1,1,1,0,0,0,0,42,25-44,secundaria,0,0,0,1,centro,8,0,Inactiva(o),0,7,4,3,2,2,85,4,4,4,2,85,4,4,85,2,2,2,5,0,0,0,0,35,7,0,0,35,7,0,0,30.5,3.73,0,0,62.87,1.44,10.86,58.599999999999994,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2080,6762,1,0,3,6,3,0,0,1,1,1,4,5,2,0,0,5,26.6,1,0,0,0,0,0,0,21,12-24,secundaria,0,1,8,1,centro,8,0.5714285714285714,Ocupada(o),1,6,3,85,5,4,2,2,4,4,4,3,1,3,4,85,85,2,4,20,20,0,0,0,0,0,20,35,7,8,0,0.76,9.56,22.51,0.02,66.76,3.79,3.8,48.970000000000006,3.83,168.00000000000003,168,2.5,-38.56756331007011,22.14,2.8,10.5,1.63,3.67,6.92,3.97,2.02,2.74,2.17,58.56756331007011
2080,6764,0,0,3,6,3,0,0,1,1,1,4,5,2,0,0,5,26.6,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,1,centro,8,0,Menor de 15 años,0,7,4,85,85,4,85,4,5,5,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,35,7,0,0,1.18,0,0.98,35.2,65.28,0.45,2.01,58.34,4.56,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2081,6766,1,1,3,7,3,1,1,2,0,2,3,3,2,0,0,5,29.8,1,1,1,0,0,0,1,35,25-44,secundaria,0,1,45,3,norte,3,0.3653846153846154,Ocupada(o),2,2,1,2,3,3,2,1,1,1,3,4,1,1,1,4,4,2,3,95,95,0,0,0,0,0.18269230769230768,95.18,260.5,52.03653846153846,45,0,18.98,28.86,1.77,0,17.97,2.99,6.56,42.37,3.5,168,168,2.111111111111111,13.801371946504004,23.62,4.19,14.6,3.6,6.51,11.79,6.16,3.49,3.82,3.62,81.378628053496
2082,6770,0,0,2,6,1,0,0,0,0,0,1,1,0,0,0,1,68,0,0,0,0,0,0,1,68,66+,secundaria,0,0,0,3,centro,8,1,Inactiva(o),0,7,4,85,85,85,85,4,4,4,1,85,5,4,85,85,85,3,0,0,0,44.5,0,44.5,44.5,0,44.5,44.5,44.5,0,0,0.45,0.01,18.12,0,93.87,3.61,7.21,44.72999999999998,0,168,168,NA,-61.56188379633385,23.87,3.01,27.86,7.44,13.51,11.16,8.5,4.76,1.47,4.46,106.06188379633386
2084,6775,0,0,1,6,2,0,0,0,2,2,3,1,0,2,0,5,31.6,1,1,1,0,0,0,1,53,45-65,universitaria,0,0,0,4,metropolitana,13,0,Inactiva(o),0,7,5,5,5,5,85,5,5,4,5,85,5,5,85,5,96,2,5,0,0,0,0,0,0,0,0,520,104,0,0,0.96,0.24,39.2,0,79.63,7.2,4.58,35.64,0.55,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2086,6783,1,1,4,7,2,0,1,1,0,1,2,2,2,1,0,3,31.666666666666668,1,1,1,0,0,0,1,42,25-44,secundaria,0,1,15,3,metropolitana,13,0.33962264150943394,Ocupada(o),2,3,1,2,1,3,3,3,2,2,1,3,2,2,2,1,1,1,7,45,45,0,0,0,0,0,45,132.5,44.166666666666664,15,0,21.36,32.97,0,0,23.23,1.66,9.06,54.73,9.99,168,168,3,-25.221263632353775,16.39,3.32,16.45,3.64,5.49,9.38,5.21,3.59,2.27,4.48,70.22126363235378
2087,6788,0,0,3,7,3,0,0,1,1,1,3,3,1,1,0,4,31.5,0,0,0,0,0,0,1,14,12-24,ninguna,1,0,0,4,sur,9,0,Menor de 15 años,0,7,4,85,85,5,85,5,5,5,4,85,4,4,85,85,85,1,6,0,0,0,0,0,0,0,0,412.5,103.125,0,0,0.99,9.36,0,45.33,41.75,5.93,4.6,55.60999999999999,4.43,168,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
2088,6789,1,1,5,7,1,0,1,1,0,1,2,2,2,0,0,3,22.666666666666668,1,1,1,0,0,0,0,38,25-44,secundaria,0,1,54,4,sur,11,0.8235294117647058,Ocupada(o),2,2,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,0,175,175,0,4.621,217.121,72.37366666666667,3.805529411764706,178.81,217.121,72.10184313725489,54,0,1.85,2.6,0,0,55.89,1.51,3.15,46.74000000000001,2.26,168,168,3.240740740740741,-14.327226079845625,32.61,12.63,43.54,9.97,13.9,31.15,14.94,10.7,10.66,13.02,193.13722607984562
2088,6790,1,1,5,7,2,0,1,1,0,1,2,2,2,0,0,3,22.666666666666668,1,1,1,0,0,0,1,23,12-24,primaria,0,1,35,4,sur,11,0.17647058823529413,Ocupada(o),4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,0,37.5,37.5,0,0,0,0,0.8154705882352942,38.32,217.121,71.1051568627451,35,0,8.23,3.55,0,0,54.86,2.29,5.16,55.78,3.13,168.00000000000003,168,1.0714285714285714,-3.0701198742526343,6.99,2.71,9.33,2.14,2.98,6.67,3.2,2.29,2.28,2.79,41.39011987425263
2089,6792,1,0,2,7,1,0,0,0,0,0,1,1,1,1,0,1,42,0,0,0,0,0,0,1,42,25-44,universitaria,0,1,45,4,norte,5,1,Ocupada(o),2,1,4,85,85,4,4,4,4,4,2,2,4,5,4,85,85,3,0,87.5,87.5,0,0,87.5,87.5,0,87.5,87.5,87.5,45,0,27.03,0.37,0,0,42.46,2.46,6.89,42.71999999999999,1.07,168,168,1.9444444444444444,-126.80177020420592,28.68,9.7,56.21,14.03,21.27,30.73,17.06,13.01,7.89,15.73,214.30177020420592
2090,6795,1,0,2,6,3,0,0,0,0,0,3,3,3,0,0,3,48,0,0,0,0,0,0,0,26,25-44,secundaria,0,1,45,3,norte,3,0.5610561056105611,Ocupada(o),2,5,3,3,85,2,5,3,5,3,2,1,3,3,2,85,85,2,1,85,85,0,0,0,0,0,85,151.5,50.5,45,0,9.88,4.13,1.59,0,58.54,4.67,2.8,38.23,3.16,167.99999999999997,168,1.8888888888888888,3.423497680082332,21.64,3.22,16.8,3.78,7.62,12.21,6.9,3.41,1.69,4.32,81.57650231991767
2091,6796,0,0,4,7,1,0,0,0,0,0,2,2,1,1,0,2,54.5,1,0,0,0,0,0,1,70,66+,secundaria,0,0,0,4,centro,8,0.29701230228471004,Inactiva(o),0,7,5,85,5,85,85,5,5,5,4,85,5,5,85,85,85,3,0,0,0,42.25,0,142.25,71.125,0,42.25,142.25,71.125,0,0,1.08,0.03,4.13,0,97.86,3.81,13.22,47.86999999999999,0,168,168,NA,-26.73218540577834,12.63,2.44,15.81,4.9,8.57,9.45,5.54,3.83,1.74,4.09,68.98218540577834
2091,6797,1,0,4,7,3,0,0,0,0,0,2,2,1,1,0,2,54.5,0,0,0,0,0,0,1,39,25-44,técnica,0,1,45,4,centro,8,0.70298769771529,Ocupada(o),2,2,5,85,85,5,4,2,5,4,4,5,4,4,4,85,85,2,1,100,100,0,0,0,0,0,100,142.25,71.125,45,0,11.42,1.64,5.59,0,54.68,5.76,7.99,32.42,3.5,168,168,2.2222222222222223,-63.27144474740435,29.9,5.77,37.41,11.6,20.28,22.36,13.11,9.07,4.11,9.67,163.27144474740436
2092,6798,0,0,1,7,1,0,0,0,0,0,1,1,0,0,0,1,70,1,0,0,0,1,1,0,70,66+,ninguna,0,0,20,1,sur,9,1,Ocupada(o),1,4,4,85,4,85,4,4,4,4,2,4,4,4,85,85,85,2,8,1.25,1.25,22.25,0,23.5,23.5,0,23.5,23.5,23.5,20,0,38.38,0.07,0,0.03,23.82,6.5,15.69,63.48,0.03,168.00000000000003,168,0.0625,-12.327159671751758,11.16,0.99,9.98,1.96,3.67,2.86,2.48,1.36,0.28,1.08,35.82715967175176
2094,6803,1,1,2,7,2,2,0,3,1,3,2,2,1,0,0,5,15.6,1,1,1,0,0,0,1,31,25-44,secundaria,0,1,45,2,sur,11,1,Ocupada(o),2,1,4,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,0,162.5,162.5,0,0,0,0,0,162.5,162.5,32.5,45,0,11.71,12.78,0.43,3.04,36.66,3.44,8.36,45.05,1.53,167.99999999999997,168,3.611111111111111,-28.322810734870295,51.65,10.38,32.38,5.83,12.5,25.96,13.46,7.86,22.27,8.54,190.8228107348703
2100,6821,1,0,3,7,8,0,0,0,0,0,3,2,1,0,0,3,43.333333333333336,1,0,0,0,0,0,0,27,25-44,secundaria,0,1,12,3,sur,14,0.33585222502099077,Ocupada(o),2,2,4,4,2,4,4,4,5,4,2,2,4,4,5,85,85,3,0,50,50,0,0,0,0,0,50,148.875,49.625,12,0,18.36,12.76,0,0,59.37,3.37,11.42,50.62,0.1,168,168,4.166666666666667,-6.196264479558574,13.83,2.27,12.22,2.8,5.53,7.5,4.56,2.5,2.21,2.77,56.19626447955857
2102,6826,0,0,5,7,1,0,0,0,0,0,4,1,0,0,0,4,37,1,1,1,0,0,0,1,53,45-65,ninguna,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,4,4,4,85,4,4,4,3,85,3,3,85,4,4,1,4,0,0,0,10.25,10.25,2.5625,0,0,10.25,0,0,0,41.61,7.75,4.67,0,50.64,2.08,8.78,52.47,0,167.99999999999997,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2103,6830,0,0,5,7,1,0,0,0,0,0,5,4,1,1,1,5,53.4,1,0,0,0,0,0,1,53,45-65,técnica,0,0,0,1,sur,9,0,Inactiva(o),0,7,3,85,4,4,85,4,2,4,2,85,2,4,85,85,85,1,3,0,0,0,0,81.5,16.3,0,0,81.5,16.3,0,0,35.03,17.06,0.3,0,53.13,2.49,9.46,50.53,0,168,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
2103,6831,0,0,5,7,5,0,0,0,0,0,5,4,1,1,0,5,53.4,1,0,0,0,0,0,1,93,66+,ninguna,0,0,0,1,sur,9,0.5460122699386503,Inactiva(o),0,7,4,85,4,85,85,4,4,4,2,85,4,4,85,85,85,1,9,0,0,44.5,0,0,0,0,44.5,81.5,16.3,0,0,3.75,4.36,0,0,64.85,6.54,15.1,73.4,0,168,168,NA,-33.388787509412076,33.73,2.22,12.89,3.06,7.51,7.29,4.93,2.63,1.52,2.1,77.88878750941208
2104,6835,0,0,1,6,1,0,0,0,0,0,2,2,0,0,0,2,79,1,1,1,0,0,0,0,84,66+,ninguna,0,0,0,2,sur,9,0.7068965517241379,Inactiva(o),0,7,4,4,4,85,85,3,2,3,2,85,3,3,85,4,85,2,9,0,0,51.25,12.5,85,42.5,8.836206896551724,60.09,85,40.668103448275865,0,0,30.49,0.14,0,0,50.3,0.36,17.21,69.5,0,167.99999999999997,168,NA,-3.47621825370874,20.77,1.37,13.74,4.09,8.66,5.6,4.61,2.44,0.49,1.79,63.56621825370874
2104,6836,0,0,1,6,2,0,0,0,0,0,2,2,0,0,0,2,79,1,1,1,0,0,0,1,74,66+,ninguna,0,0,0,2,sur,9,0.29310344827586204,Inactiva(o),0,7,4,2,4,85,85,4,4,3,4,85,4,4,85,4,85,2,9,0,0,21.25,0,0,0,3.6637931034482754,24.91,85,38.081896551724135,0,0,24.42,1.5,0,0,56.36,1.07,14.52,70.13,0,168.00000000000003,168,NA,-1.441358788123136,8.61,0.57,5.7,1.7,3.59,2.32,1.91,1.01,0.2,0.74,26.351358788123136
