id_persona,id_hogar,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores6,n_menores12,n_men15,n_menores18,n_menores,n_mayores,n_tiempo,n_trabajadores,n_profesionales,hay_tercera,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_años,tramo_edad,nivel_escolaridad,estudia,trabaja,horas_trabajo,quintil,macrozona,region,prop_hogar,cae,cise,ciuo_agrupada,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_mon,ing_mon_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,t_paid_work,t_job_search,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,t_total,temp,w
16864,5239,1,1,5,6,2,1,1,2,1,3,2,3,2,1,0,5,22.8,1,1,1,0,0,0,1,44,25-44,universitaria,0,1,45,5,metropolitana,13,0.4092827004219409,Ocupada(o),2,1,2,2,2,1,2,1,1,1,4,4,2,2,2,3,3,2,9,242.5,242.5,0,0,0,0,0,242.5,592.5,118.5,45,0,11.36,40.05,0,0,19.19,2.09,9.68,32.80999999999999,7.82,168,168,5.388888888888889
16869,5240,1,0,2,7,3,0,0,0,0,0,2,2,1,1,0,2,64.5,0,0,0,0,0,0,0,52,45-65,técnica,0,1,40,4,centro,6,0.5673758865248227,Ocupada(o),1,1,5,4,85,5,5,4,4,4,4,4,4,4,4,85,85,3,0,100,100,0,0,0,0,0,100,176.25,88.125,40,0,16.37,1.1,0,0,49.51,1.85,7.09,48.53999999999999,3.54,168,168,2.5
16870,5241,1,0,2,6,1,0,0,0,0,0,1,1,1,0,0,1,42,0,0,0,0,0,0,0,42,25-44,secundaria,0,1,48,5,centro,8,1,Ocupada(o),2,2,3,85,85,3,4,3,3,2,5,5,2,5,2,85,85,1,1,120,220,0,0,220,220,0,220,220,220,48,0,7.16,0,1.29,0,61.52,2.37,6.86,38.27000000000001,2.53,168,168,4.583333333333333
16873,5243,1,1,4,7,2,2,0,2,1,3,4,2,2,0,0,7,25.285714285714285,1,1,1,0,0,0,1,50,45-65,primaria,0,1,40,2,norte,4,0.49275362318840576,Ocupada(o),3,4,2,4,4,3,4,4,4,4,4,4,2,2,4,4,4,2,1,65,65,20,0,0,0,8.450231884057972,93.45,189.649,25.850033126293997,40,0,31.48,12.17,4.83,0,29.08,5.41,12.75,30.12,2.16,168,168,1.625
16880,5244,1,0,4,6,2,0,0,0,0,0,2,2,2,0,0,2,28,0,1,1,0,0,0,1,24,12-24,secundaria,1,1,18,5,sur,11,0.06521739130434782,Ocupada(o),1,3,4,4,85,3,3,4,4,4,3,3,3,4,3,3,85,3,0,15,15,0,0,0,0,0,15,230,115,18,0,10.37,0.44,41.54,14.74,37.25,4.02,4.26,37.04,0.34,168,168,0.8333333333333334
16893,5248,1,0,2,6,3,0,0,0,0,0,2,2,2,0,0,2,45,0,0,0,0,0,0,1,26,25-44,secundaria,1,1,21,3,metropolitana,13,0.3022670025188917,Ocupada(o),2,3,2,85,85,2,1,1,1,1,3,4,3,3,2,85,85,1,6,30,30,0,0,0,0,0,30,99.25,49.625,21,0,14.03,5.78,0,27.27,18.98,3.42,8.56,57.32000000000001,11.64,168,168,1.4285714285714286
16897,5250,0,0,5,7,1,0,0,0,0,0,2,2,0,1,0,2,67,1,1,1,0,0,0,1,68,66+,universitaria,0,0,0,4,sur,9,0.8298755186721991,Inactiva(o),0,7,5,4,5,85,85,3,3,5,3,85,5,2,85,5,85,2,3,0,0,100,62.5,183,91.5,51.86721991701245,151.87,183,86.18360995850622,0,0,7.9,8.7,0,0,69.94,11.41,12.48,57.57,0,168,168,NA
16898,5250,0,0,5,7,2,0,0,0,0,0,2,2,0,1,0,2,67,1,1,1,0,0,0,0,66,66+,primaria,0,0,0,4,sur,9,0.17012448132780084,Inactiva(o),0,7,4,4,4,85,85,4,4,4,2,85,4,4,85,4,85,2,9,0,0,20.5,0,0,0,10.632780082987553,31.13,183,65.56639004149378,0,0,47.92,2.86,0,0,58.92,15.02,18.68,24.60000000000001,0,168,168,NA
16902,5251,0,0,1,6,3,0,1,1,2,3,3,4,2,0,0,6,32.666666666666664,0,0,0,0,0,0,1,17,12-24,secundaria,1,0,0,2,norte,2,0,Inactiva(o),0,7,3,85,85,2,85,1,3,2,3,85,2,2,85,85,85,3,0,0,0,0,0,0,0,0,0,171.25,28.541666666666668,0,0,2.5,10.1,0,36.64,68.01,1.63,4.85,42.93999999999998,1.33,168,168,NA
16906,5252,1,0,5,7,3,0,1,2,1,2,4,4,2,0,0,6,30,1,0,0,0,0,0,1,38,25-44,secundaria,0,1,72,1,sur,14,0.37735849056603776,Ocupada(o),2,3,2,85,2,2,3,1,2,2,2,4,2,1,1,85,85,2,5,50,50,0,0,0,0,1.4150943396226416,51.42,136.25,22.319182389937108,72,0,8.41,7.59,0,0,28.83,1.68,6.89,34.7,7.9,168,168,0.6944444444444444
16908,5252,0,0,5,7,8,0,1,2,1,2,4,4,2,0,0,6,30,0,0,0,0,0,0,0,19,12-24,secundaria,1,0,0,1,sur,14,0,Inactiva(o),0,7,5,85,85,4,85,5,5,4,4,85,5,5,85,85,85,3,0,0,0,0,0,0,0,0,0,136.25,22.083333333333332,0,0,8.84,11.28,0,26.29,41.24,3.78,6.34,58.20000000000001,12.03,168,168,NA
16912,5253,0,0,4,7,8,0,0,0,0,0,2,2,0,0,0,2,39,0,0,0,0,0,0,0,19,12-24,primaria,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,85,85,3,85,3,4,4,3,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,1.16,12.93,0,62.61,3.06,9.71,71.36,0,168,168,NA
16914,5254,0,0,5,6,2,0,0,0,0,0,4,4,1,0,0,4,35.75,1,1,1,0,0,0,1,51,45-65,ninguna,0,0,0,1,centro,8,0,Desocupada(o),0,7,2,3,3,85,85,2,3,2,2,85,3,2,85,4,4,1,2,0,0,0,0,0,0,0,0,85,21.25,0,0,39.15,11.51,21.98,0,32.44,5.58,9.33,48.00999999999999,0,168,168,NA
16917,5255,1,1,3,7,1,0,2,2,1,3,2,3,1,0,0,5,21,1,1,1,0,0,0,0,39,25-44,primaria,0,1,45,3,sur,14,1,Ocupada(o),2,5,5,1,1,4,4,4,4,1,5,4,1,5,1,4,4,3,0,250,250,0,0,250,50,0,250,250,50,45,0,0,1.12,7.7,0,48.03,1.42,14.64,33.93,16.16,167.99999999999997,168,5.555555555555555
16918,5255,0,0,3,7,2,0,2,2,1,3,2,3,1,0,0,5,21,1,1,1,0,0,0,1,33,25-44,primaria,0,0,0,3,sur,14,0,Inactiva(o),0,7,3,1,5,3,85,5,5,3,5,85,5,5,85,5,2,2,2,0,0,0,0,0,0,0,0,250,50,0,0,25.25,24.44,0,0,49.26,6.64,13.91,48.49999999999999,0,168.00000000000003,168,NA
16922,5256,0,0,1,7,1,1,0,1,0,1,3,1,1,0,0,4,26.75,1,0,0,0,0,0,1,66,66+,ninguna,0,0,0,2,centro,7,0.2857142857142857,Inactiva(o),0,7,4,85,4,85,85,4,4,4,2,85,4,4,85,85,85,3,0,0,0,30,0,105,26.25,0,30,105,26.25,0,0,36.43,0.85,0,0,43.33,2.99,12.1,72.30000000000001,0,168,168,NA
16927,5257,0,0,3,7,2,0,0,0,0,0,3,2,1,1,0,3,47,1,1,1,0,0,0,1,56,45-65,secundaria,0,0,0,3,norte,4,0,Inactiva(o),0,7,4,2,5,85,85,4,4,4,3,85,2,2,85,4,4,2,8,0,0,0,0,0,0,0,0,187.5,62.5,0,0,19.76,20.68,0,0,54.76,5.81,11.58,55.41000000000001,0,168,168,NA
16937,5260,0,0,2,6,2,0,0,0,0,0,2,1,1,0,0,2,57,1,1,1,0,0,0,1,59,45-65,secundaria,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,2,2,3,2,85,3,3,4,2,85,3,3,85,4,3,1,5,0,0,0,0,0,0,0,0,82.47475,40,0,0.61,27.63,7.39,0,0,61.1,5.62,5.77,55.31,4.57,168,168,NA
16939,5261,0,0,5,7,2,1,2,3,0,3,6,5,1,1,0,9,24.333333333333332,1,1,1,0,0,0,1,50,45-65,secundaria,0,0,0,2,centro,8,0,Inactiva(o),0,7,5,5,5,4,85,2,3,2,2,85,3,4,85,5,5,2,4,0,0,0,0,0,0,0,0,255,25.833333333333332,0,0,10.1,31.37,0,0,53.63,3.47,10.66,58.76999999999999,0,168,168,NA
16940,5261,0,0,5,7,3,1,2,3,0,3,6,5,1,1,0,9,24.333333333333332,1,0,0,0,0,0,1,28,25-44,secundaria,0,0,12,2,centro,8,0.053763440860215055,Ocupada(o),1,3,2,85,5,4,3,3,3,3,1,1,1,1,1,85,85,2,6,12.5,12.5,0,0,0,0,1.2096774193548387,13.71,255,25.967741935483872,12,0,9.13,39.82,0.07,4.11,51.6,8.63,4.76,36.509999999999984,1.37,168,168,1.0416666666666667
16941,5261,1,0,5,7,3,1,2,3,0,3,6,5,1,1,0,9,24.333333333333332,1,0,0,0,0,0,0,27,25-44,técnica,0,1,21,2,centro,8,0.08602150537634409,Ocupada(o),1,3,3,1,4,3,4,5,2,2,2,3,4,3,3,85,85,3,0,20,20,0,0,0,0,1.9354838709677422,21.94,255,26.048387096774192,21,0,13.68,16.99,1.77,0,65.01,1.86,7.39,36.65,3.65,168,168,0.9523809523809523
16954,5263,0,0,4,6,2,0,0,0,0,0,5,3,2,4,0,5,51.6,1,1,1,0,0,0,1,55,45-65,universitaria,0,0,0,5,centro,8,0,Inactiva(o),0,7,5,5,5,5,85,5,5,5,4,85,4,4,85,4,4,3,0,0,0,0,0,0,0,0,0,637.5,127.5,0,0,21.54,6.18,0.11,0.4,71.71,3.59,6.93,57.54000000000001,0,168,168,NA
16962,5266,0,0,5,6,1,1,0,2,1,2,4,1,0,2,0,6,32,1,1,1,0,0,0,0,55,45-65,técnica,0,0,0,3,metropolitana,13,0.48387096774193544,Inactiva(o),0,7,4,5,3,2,85,2,3,4,4,85,4,3,85,4,4,3,0,0,0,150,4.5,314.5,52.416666666666664,2.17741935483871,152.18,314.5,52.02956989247312,0,0.17,16.11,4.54,0,0,59.05,2.29,12.65,73.19,0,167.99999999999997,168,NA
16968,5267,1,1,1,7,1,0,0,0,0,0,3,3,3,0,0,3,42,1,1,1,0,0,0,0,53,45-65,secundaria,0,1,70,5,norte,5,0.6584362139917695,Ocupada(o),3,3,2,2,2,2,4,2,2,2,2,4,2,2,2,4,4,3,0,200,200,0,17.5,321.25,107.08333333333333,11.522633744855968,211.52,321.25,105.090877914952,70,0,3.53,0,0.07,0,19.51,2.15,5.54,56.09,11.11,168,168,2.857142857142857
16969,5267,1,1,1,7,2,0,0,0,0,0,3,3,3,0,0,3,42,1,1,1,0,0,0,1,52,45-65,secundaria,0,1,45,5,norte,5,0.27983539094650206,Ocupada(o),2,1,1,2,1,2,2,1,2,2,1,4,2,2,2,4,4,2,4,85,85,0,0,0,0,4.897119341563786,89.9,321.25,102.8823731138546,45,0,29.01,1.01,0.08,8.16,29.97,3.01,6.81,40.87,4.08,168,168,1.8888888888888888
16971,5268,1,0,5,6,1,0,0,0,0,0,1,1,1,0,0,1,64,1,0,0,0,0,0,1,64,45-65,ninguna,0,1,40,2,centro,7,1,Ocupada(o),1,3,4,85,4,85,4,4,4,4,2,4,4,4,3,85,85,2,4,12.5,12.5,25,0,37.5,37.5,0,37.5,37.5,37.5,40,0,21.15,0,10.7,0,35.03,2.01,7.84,51.26999999999999,0,168,168,0.3125
16972,5269,1,0,5,7,1,0,1,1,0,1,1,1,1,1,0,2,25.5,1,0,0,0,0,0,1,40,25-44,universitaria,0,1,60,5,metropolitana,13,1,Ocupada(o),2,1,4,85,5,4,4,3,4,4,4,4,4,4,4,85,85,1,1,225,225,0,0,225,112.5,0,225,225,112.5,60,0,17.56,8.31,0,0,34.3,2.11,9.27,35.13000000000002,1.32,168.00000000000003,168,3.75
16977,5270,0,0,3,6,12,1,2,3,1,4,3,3,3,0,0,7,19.285714285714285,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,2,norte,1,0,Inactiva(o),0,7,4,85,85,1,4,4,2,4,2,3,2,4,2,85,85,2,5,0,0,0,0,0,0,0,0,240,32.857142857142854,0,0,9.4,1.14,1.25,55,42.22,3.85,4.42,49.31999999999999,1.4,168,168,NA
16984,5272,1,0,3,6,1,0,0,0,0,0,1,1,1,1,0,1,34,0,0,0,0,0,0,1,34,25-44,universitaria,0,1,46,5,norte,5,1,Ocupada(o),2,1,2,85,85,4,2,4,2,2,4,4,2,4,85,85,85,2,1,225,225,0,0,225,225,0,225,225,225,46,0,25.89,0,0,0,41.58,2.33,6.85,40.94999999999999,4.4,168,168,4.891304347826087
16985,5273,1,1,2,7,1,0,0,1,1,1,2,2,1,2,0,3,33.333333333333336,1,1,1,0,0,0,0,45,45-65,universitaria,0,1,55,5,norte,1,1,Ocupada(o),2,2,3,3,3,3,3,3,4,2,4,4,2,2,3,3,3,2,1,275,275,0,75,350,116.66666666666667,75,350,350,116.66666666666667,55,0,10.81,10.08,0,0,38.24,2.02,7.17,36.87999999999999,7.8,168,168,5
16988,5274,1,0,4,7,1,0,0,0,0,0,1,1,1,0,0,1,32,0,0,0,0,0,0,0,32,25-44,secundaria,1,1,45,4,metropolitana,13,1,Ocupada(o),2,3,2,85,85,4,4,4,2,2,2,2,2,2,2,85,85,1,6,75,75,0,0,75,75,0,75,75,75,45,0,5.89,0,0,26.88,30.2,1.58,6.6,46.61,5.24,168.00000000000003,168,1.6666666666666667
16990,5275,0,0,3,7,2,2,0,2,0,2,2,2,1,0,0,4,15,1,1,1,0,0,0,1,24,12-24,secundaria,0,0,0,3,norte,3,0,Inactiva(o),0,7,4,4,4,3,4,4,3,4,4,85,4,4,4,4,4,2,3,0,0,0,0,0,0,0,0,250,62.5,0,0,30.76,47.37,0,0,32.17,4.53,6.44,46.45000000000001,0.28,168.00000000000003,168,NA
16993,5276,0,0,3,6,1,1,0,1,0,1,2,1,0,0,0,3,18,1,1,1,0,0,0,1,24,12-24,secundaria,1,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,4,5,3,85,5,4,5,4,85,4,5,85,5,5,2,2,0,0,0,4.75,4.75,1.5833333333333333,0,0,4.75,0,0,0,26.81,14.3,0,0.03,58.55,11.11,11.08,42.16,3.96,168,168,NA
17001,5280,1,1,3,6,1,0,0,0,0,0,6,8,6,3,0,8,31.125,1,1,1,0,0,0,0,51,45-65,secundaria,0,1,45,4,norte,1,0.228310502283105,Ocupada(o),2,3,2,2,2,85,2,3,4,2,2,2,2,2,2,2,4,1,1,100,125,0,0,547.5,68.4375,0,125,547.5,68.4375,45,0,7.43,4.25,0,0,26.6,9.02,16.03,52.52,7.15,168,168,2.7777777777777777
17002,5280,1,1,3,6,2,0,0,0,0,0,6,8,6,3,0,8,31.125,1,1,1,0,0,0,1,50,45-65,secundaria,0,1,12,4,norte,1,0.0136986301369863,Ocupada(o),1,5,4,2,3,85,4,4,3,4,3,2,3,3,3,4,3,2,5,7.5,7.5,0,0,0,0,0,7.5,547.5,68.4375,12,0,31.59,0.84,5.55,0,52.09,2.5,6.59,56.84,0,168,168,0.625
17003,5280,0,0,3,6,3,0,0,0,0,0,6,8,6,3,0,8,31.125,0,0,0,0,0,0,1,29,25-44,universitaria,0,0,0,4,norte,1,0,Desocupada(o),0,7,3,85,85,4,1,4,4,4,2,1,4,4,3,85,85,2,9,0,0,0,0,0,0,0,0,547.5,68.4375,0,7.44,20.49,5.64,0,0,64.13,3.34,10.27,56.69,0,168,168,NA
17004,5280,1,0,3,6,3,0,0,0,0,0,6,8,6,3,0,8,31.125,0,0,0,0,0,0,1,29,25-44,universitaria,0,1,45,4,norte,1,0.2511415525114155,Ocupada(o),2,1,4,3,85,4,3,3,5,4,3,3,3,4,3,85,85,2,1,137.5,137.5,0,0,0,0,0,137.5,547.5,68.4375,45,0,6.87,1.47,0.2,0,67.95,2.63,5.99,34.48,3.41,168,168,3.0555555555555554
17009,5281,1,1,3,7,1,0,2,2,0,2,2,2,1,0,0,4,27,1,1,1,0,0,0,0,48,45-65,secundaria,0,1,42,1,metropolitana,13,1,Ocupada(o),1,3,4,4,2,1,4,3,2,3,1,3,2,1,2,2,2,3,0,87.5,87.5,0,4.9495,92.4495,23.112375,4.9495,92.45,92.4495,23.112375,42,0,3.73,13.41,0,0,25.17,4.84,8.91,60.98,8.96,168,168,2.0833333333333335
17013,5282,1,1,5,7,1,0,0,0,0,0,5,5,4,0,0,5,30.2,1,1,1,0,0,0,1,41,25-44,primaria,0,1,18,2,metropolitana,13,0.3806228373702422,Ocupada(o),4,3,5,4,5,85,4,4,5,4,3,4,5,5,4,5,5,2,8,55,55,0,0,144.5,28.9,0,55,144.5,28.9,18,0,28.55,4.33,0,0,46.58,4.33,11.7,45.46,9.05,168,168,3.0555555555555554
17014,5282,1,1,5,7,2,0,0,0,0,0,5,5,4,0,0,5,30.2,1,1,1,0,0,0,0,48,45-65,secundaria,0,1,45,2,metropolitana,13,0.09169550173010381,Ocupada(o),2,4,4,4,4,85,4,4,4,4,3,4,4,4,4,4,4,2,8,13.25,13.25,0,0,0,0,0,13.25,144.5,28.9,45,0,3.99,3.8,0.02,0,42.27,2.89,7.65,49.329999999999984,13.05,168,168,0.29444444444444445
17016,5282,0,0,5,7,3,0,0,0,0,0,5,5,4,0,0,5,30.2,0,0,0,0,0,0,0,21,12-24,ninguna,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,4,85,85,85,85,4,4,4,85,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,144.5,28.9,0,0,35.03,0,0,0,51.07,3.95,12.93,65.02,0,167.99999999999997,168,NA
17018,5283,0,0,4,7,1,0,0,0,0,0,3,2,0,0,0,3,79.66666666666667,1,1,1,0,0,0,1,80,66+,primaria,0,0,0,1,norte,4,1,Inactiva(o),0,7,2,4,2,85,85,2,4,4,2,85,2,4,85,2,2,1,2,0,0,21.25,0,21.25,7.083333333333333,0,21.25,21.25,7.083333333333333,0,0,38.64,2.21,20.06,0,62.29,1.59,8.86,34.35,0,168,168,NA
17020,5283,0,0,4,7,9,0,0,0,0,0,3,2,0,0,0,3,79.66666666666667,0,0,0,0,0,0,0,76,66+,primaria,0,0,0,1,norte,4,0,Inactiva(o),0,7,1,85,85,85,85,4,3,4,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,21.25,7.083333333333333,0,0,25.16,3.5,0,0,55.73,7.28,17.63,58.7,0,168,168,NA
17023,5284,0,0,5,7,3,0,0,0,1,1,4,4,3,0,0,5,32.8,0,0,0,0,0,0,0,26,25-44,secundaria,0,0,0,3,norte,1,0,Desocupada(o),0,7,5,85,85,4,5,5,5,5,1,4,4,4,3,85,85,3,0,0,0,0,0,0,0,0,0,267.5,53.5,0,0.61,33,7.82,1.43,3.57,56.22,4.69,10.57,49.73,0.36,167.99999999999997,168,NA
17025,5284,0,0,5,7,3,0,0,0,1,1,4,4,3,0,0,5,32.8,0,0,0,0,0,0,0,17,12-24,primaria,1,0,0,3,norte,1,0,Inactiva(o),0,7,5,85,85,4,85,4,5,4,5,85,5,5,85,85,85,3,0,0,0,0,0,0,0,0,0,267.5,53.5,0,0,2.34,0,0,0,57.58,11.7,14.71,81.67,0,168,168,NA
17028,5285,0,0,5,6,3,0,0,1,2,2,2,4,2,2,0,4,28.75,0,0,0,0,0,0,1,15,12-24,primaria,1,0,0,5,metropolitana,13,0,Inactiva(o),0,7,4,85,85,2,85,4,4,4,3,85,3,3,85,85,85,2,6,0,0,0,0,0,0,0,0,1125,281.25,0,0,6.16,12.08,0,31.96,48.45,1.8,8.36,57.55,1.64,168,168,NA
17029,5285,0,0,5,6,3,0,0,1,2,2,2,4,2,2,0,4,28.75,0,0,0,0,0,0,1,12,12-24,ninguna,1,0,0,5,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,3,96,4,4,4,3,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,1125,281.25,0,0,3.56,0.18,0,35.79,59.46,3.45,3.24,48.4,13.92,167.99999999999997,168,NA
17034,5286,0,0,4,7,8,0,0,0,1,1,4,3,0,0,0,5,38.2,0,0,0,0,0,0,0,15,12-24,ninguna,1,0,0,1,centro,8,0,Inactiva(o),0,7,2,85,85,2,85,2,5,2,2,85,4,1,85,85,85,3,0,0,0,0,0,0,0,0,0,33.95,5.8,0,0,3.81,0.01,4.97,36.92,51.12,1.29,3.7,64.18,2,168,168,NA
17036,5287,1,1,4,6,2,1,1,2,0,2,2,2,2,1,0,4,17.5,1,1,1,0,0,0,1,27,25-44,secundaria,1,1,24,4,sur,11,0.17699115044247787,Ocupada(o),2,2,2,2,1,85,5,4,1,4,4,4,1,1,1,2,1,2,6,50,50,0,0,0,0,0,50,282.5,70.625,24,0,15.95,12.87,0,12.37,54.53,4.82,3.41,36.44,3.61,168,168,2.0833333333333335
17044,5290,1,1,5,6,1,0,0,0,1,1,2,2,2,0,0,3,38.666666666666664,1,1,1,0,0,0,0,53,45-65,secundaria,0,1,48,2,norte,5,0.4,Ocupada(o),2,2,4,4,2,2,4,3,2,4,4,3,2,4,2,4,2,3,0,50,50,0,1.25,126.25,42.083333333333336,0.5,50.5,126.25,41.833333333333336,48,0,6.62,2.85,3.86,0,49.42,1.09,5.84,42.43,7.89,168,168,1.0416666666666667
17045,5290,1,1,5,6,2,0,0,0,1,1,2,2,2,0,0,3,38.666666666666664,1,1,1,0,0,0,1,47,45-65,secundaria,0,1,48,2,norte,5,0.6,Ocupada(o),2,3,2,2,2,2,4,2,2,2,2,4,2,2,2,4,2,3,0,75,75,0,0,0,0,0.75,75.75,126.25,41.916666666666664,48,0,37.33,2,0.11,0,22.45,4.5,6.4,43.89000000000001,3.32,167.99999999999997,168,1.5625
17047,5291,0,0,2,6,1,2,1,3,0,3,3,2,1,0,0,6,26.166666666666668,1,0,0,0,0,0,1,65,45-65,ninguna,0,0,0,1,norte,4,0.2896174863387978,Inactiva(o),0,7,5,85,5,5,85,5,5,5,5,85,5,5,85,85,85,2,3,0,0,26.5,0,91.5,15.25,0,26.5,91.5,15.25,0,0,61.91,20.62,0,0,16.79,4.06,12.53,52.09000000000002,0,168,168,NA
17048,5291,1,0,2,6,3,2,1,3,0,3,3,2,1,0,0,6,26.166666666666668,1,0,0,0,0,0,1,32,25-44,secundaria,0,1,48,1,norte,4,0.7103825136612022,Ocupada(o),2,5,5,85,5,5,4,5,2,2,3,4,4,4,4,85,85,2,1,65,65,0,0,0,0,0,65,91.5,15.25,48,0,7.01,14.76,0,0.02,31.14,3.61,6.74,50.90999999999999,5.81,167.99999999999997,168,1.3541666666666667
17053,5292,1,1,2,6,1,0,1,2,2,3,2,4,1,0,0,5,25,1,1,1,0,0,0,0,46,45-65,secundaria,0,1,72,1,centro,6,1,Ocupada(o),1,6,1,1,1,1,2,2,1,1,2,2,2,4,3,2,2,2,4,75,75,0,0,75,15,0,75,75,15,72,0,7.3,17.03,13.95,0,14.02,2.02,6.65,34.96,0.07,168,168,1.0416666666666667
17054,5292,0,0,2,6,2,0,1,2,2,3,2,4,1,0,0,5,25,1,1,1,0,0,0,1,44,25-44,secundaria,0,0,0,1,centro,6,0,Inactiva(o),0,7,1,2,4,4,85,4,2,1,4,85,2,2,85,2,4,1,9,0,0,0,0,0,0,0,0,75,15,0,0,49.95,35.93,0,0,29.68,1.98,7.94,42.52,0,168,168,NA
17071,5297,1,0,4,6,1,0,0,0,0,0,2,2,1,0,0,2,27.5,0,1,1,0,0,0,1,27,25-44,secundaria,0,1,48,2,sur,10,1,Ocupada(o),2,2,2,4,85,85,3,5,2,3,4,3,2,5,4,4,85,2,1,62.5,62.5,0,0,62.5,31.25,0,62.5,62.5,31.25,48,0,5.65,4.69,0,0,37.04,5.18,14.98,50.00999999999999,2.45,168,168,1.3020833333333333
17076,5299,1,1,3,6,1,1,0,1,0,1,2,2,2,1,0,3,19.333333333333332,1,1,1,0,0,0,0,29,25-44,universitaria,0,1,45,5,norte,5,0.9240924092409241,Ocupada(o),2,1,4,4,5,4,5,4,3,2,4,4,1,2,3,3,4,3,0,350,350,0,0,378.75,126.25,0,350,378.75,126.25,45,0,10.75,24.59,0,0,36.03,1.95,3.98,41.85,3.85,168,168,7.777777777777778
17077,5299,1,1,3,6,2,1,0,1,0,1,2,2,2,1,0,3,19.333333333333332,1,1,1,0,0,0,1,27,25-44,secundaria,0,1,6,5,norte,5,0.07590759075907591,Ocupada(o),1,5,4,4,5,4,3,4,4,4,2,3,3,3,4,3,4,2,4,8.75,28.75,0,0,0,0,0,28.75,378.75,126.25,6,0,11.34,25.18,0,0,56.79,5.89,10.39,52.3,0.11,168,168,4.791666666666667
17079,5300,1,0,1,6,1,0,0,0,0,0,2,2,2,0,0,2,53.5,0,1,1,0,0,0,0,53,45-65,primaria,0,1,45,4,centro,6,0.5714285714285714,Ocupada(o),2,6,2,4,85,1,4,4,2,2,2,4,2,2,2,4,85,1,4,80,80,0,0,140,70,0,80,140,70,45,0,18.44,5.41,0,0,33.74,2.98,8.36,50.47999999999999,3.59,168.00000000000003,168,1.7777777777777777
17082,5301,1,0,1,6,2,0,0,0,0,0,2,1,2,0,0,2,34,0,1,1,0,0,0,1,31,25-44,secundaria,0,1,45,4,centro,7,0.375,Ocupada(o),2,3,4,4,85,4,4,4,4,4,4,4,4,4,4,4,85,3,0,75,75,0,0,0,0,0,75,200,100,45,0,16.83,0.35,0.53,0,41.83,1.29,10.57,45.46,6.14,168,168,1.6666666666666667
17084,5302,1,0,5,7,3,0,0,0,0,0,5,5,2,1,1,5,54.2,0,0,0,0,0,0,0,50,45-65,técnica,0,1,63,4,metropolitana,13,0.22766078542970974,Ocupada(o),1,5,3,85,85,4,5,3,2,2,3,5,2,3,4,85,85,2,1,100,100,0,0,0,0,0,100,439.25,87.85,63,0,8.54,9.58,0,0,42.84,4.2,8.67,30.62,0.55,167.99999999999997,168,1.5873015873015872
17085,5302,0,0,5,7,12,0,0,0,0,0,5,5,2,1,0,5,54.2,0,0,0,0,0,0,1,76,66+,primaria,0,0,0,4,metropolitana,13,0.08935685828116106,Inactiva(o),0,7,5,85,85,85,85,5,5,5,5,85,5,5,85,85,85,3,0,0,0,39.25,0,0,0,0,39.25,439.25,87.85,0,0,23.19,19.08,0,0,63.62,1.1,13.63,47.38,0,167.99999999999997,168,NA
17086,5302,1,0,5,7,3,0,0,0,0,0,5,5,2,1,1,5,54.2,1,0,0,0,0,0,1,40,25-44,secundaria,0,1,50,4,metropolitana,13,0.28457598178713717,Ocupada(o),2,3,3,85,5,5,3,2,2,4,2,3,2,5,2,85,85,2,4,125,125,0,0,0,0,0,125,439.25,87.85,50,0,22.98,3.88,3.21,0,37.63,2.33,6.5,36.89999999999999,4.57,168.00000000000003,168,2.5
17089,5303,0,0,1,7,2,0,0,0,0,0,5,1,0,0,0,5,54.8,1,1,1,0,0,0,1,64,45-65,ninguna,0,0,0,1,norte,5,0,Inactiva(o),0,7,4,4,4,85,85,3,3,4,2,85,4,4,85,5,85,2,4,0,0,0,0,0,0,0,0,68.5,8.7,0,0,37.16,4.41,0,0,51.94,2.92,16.33,55.24,0,168,168,NA
