id_persona,id_hogar,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores6,n_menores12,n_men15,n_menores18,n_menores,n_mayores,n_tiempo,n_trabajadores,n_profesionales,hay_tercera,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_años,tramo_edad,nivel_escolaridad,estudia,trabaja,horas_trabajo,quintil,macrozona,region,prop_hogar,cae,cise,ciuo_agrupada,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_mon,ing_mon_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,t_paid_work,t_job_search,t_domestic_work,t_care_work,t_unpaid_voluntary,t_education,t_leisure,t_personal_care,t_meals,t_sleep,t_commute1,t_total,temp,w
1,1,0,0,4,6,1,0,0,1,1,1,4,5,1,0,0,5,30.4,1,1,1,0,0,0,0,47,45-65,primaria,0,0,6,1,metropolitana,13,0.3191489361702128,Ocupada(o),1,5,4,4,4,4,3,3,4,3,1,3,3,3,3,4,4,3,0,37.5,37.5,0,0,117.5,23.5,0,37.5,117.5,23.5,6,0,11.96,83.43,2.76,0,28.37,7.69,10.04,17.75,0,168,168,6.25
2,1,0,0,4,6,2,0,0,1,1,1,4,5,1,0,0,5,30.4,1,1,1,0,0,0,1,44,25-44,primaria,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,4,4,4,85,4,4,4,2,85,4,4,85,4,4,2,9,0,0,0,0,0,0,0,0,117.5,23.5,0,0,22.87,72.55,0,0,22.46,1.63,4.79,43.7,0,168.00000000000003,168,NA
4,1,1,0,4,6,3,0,0,1,1,1,4,5,1,0,0,5,30.4,0,0,0,0,0,0,0,22,12-24,secundaria,1,1,48,1,metropolitana,13,0.6808510638297872,Ocupada(o),2,3,2,2,85,2,4,2,1,1,1,3,2,2,2,85,85,1,6,80,80,0,0,0,0,0,80,117.5,23.5,48,0,3.44,7.25,0,18.33,21.36,2.88,8.03,42.42,16.29,168,168,1.6666666666666667
5,1,0,0,4,6,3,0,0,1,1,1,4,5,1,0,0,5,30.4,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,3,85,3,3,3,1,85,3,3,85,85,85,3,0,0,0,0,0,0,0,0,0,117.5,23.5,0,0,4.15,24.52,0,27.04,44.31,3.13,5.69,56.91,2.25,168,168,NA
14,4,0,0,5,7,3,0,0,1,1,1,3,2,1,0,0,4,34,0,0,0,0,0,0,1,13,12-24,ninguna,1,0,0,2,norte,5,0,Menor de 15 años,0,7,2,85,85,4,85,5,4,5,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,132.5,33.125,0,0,10.1,0.01,0,0,66.5,16.6,12.46,62.32999999999999,0,168,168,NA
19,6,1,1,2,6,1,0,1,1,0,1,4,4,2,1,0,5,36.6,1,1,1,0,0,0,0,58,45-65,secundaria,0,1,45,4,centro,7,0.6153846153846154,Ocupada(o),2,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,0,200,200,0,0,325,65,0,200,325,65,45,0,4.84,3.82,0.29,0,25.57,1.05,12.4,63.86999999999999,11.16,168,168,4.444444444444445
20,6,0,0,2,6,2,0,1,1,0,1,4,4,2,1,0,5,36.6,1,1,1,0,0,0,1,59,45-65,secundaria,0,0,0,4,centro,7,0,Inactiva(o),0,7,4,4,4,3,85,4,4,4,4,85,4,4,85,4,4,3,0,0,0,0,0,0,0,0,0,325,65,0,0,28.49,4.05,0,0,61.08,1.94,12.58,59.86,0,168,168,NA
21,6,1,0,2,6,3,0,1,1,0,1,4,4,2,1,0,5,36.6,1,0,0,0,0,0,1,30,25-44,universitaria,0,1,45,4,centro,7,0.38461538461538464,Ocupada(o),3,1,4,85,4,4,4,4,4,4,4,4,4,4,4,85,85,3,0,125,125,0,0,0,0,0,125,325,65,45,0,6.41,5.88,0,0,30.31,1.96,10.85,59.09,8.5,167.99999999999997,168,2.7777777777777777
22,6,0,0,2,6,3,0,1,1,0,1,4,4,2,1,0,5,36.6,0,0,0,0,0,0,0,26,25-44,primaria,0,0,0,4,centro,7,0,Inactiva(o),0,7,4,85,85,4,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,325,65,0,0,2.49,0.58,0.03,0,75.54,2.29,11.47,75.6,0,168,168,NA
25,7,0,0,2,7,2,1,1,2,0,2,2,1,0,2,0,4,21,1,1,1,0,0,0,1,38,25-44,universitaria,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,4,4,3,85,3,4,4,4,85,4,4,85,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,32.44,41.29,3.22,0,39.31,1.56,9.19,40.98999999999999,0,168,168,NA
41,11,0,0,4,6,2,1,1,2,0,2,2,2,1,0,0,4,14.75,1,1,1,0,0,0,1,30,25-44,secundaria,0,0,0,1,norte,3,0,Inactiva(o),0,7,1,3,1,5,85,1,1,5,5,85,4,4,85,5,5,3,0,0,0,0,0,0,0,0,0,50,12.5,0,0,7.79,66.87,0,0,36.38,5.24,15.5,36.21999999999999,0,168,168,NA
45,12,0,0,4,6,2,0,0,0,0,0,2,2,1,0,0,2,62.5,1,1,1,0,0,0,1,62,45-65,ninguna,0,0,0,1,norte,3,0,Inactiva(o),0,7,1,1,1,85,85,1,1,3,5,85,3,3,85,1,85,2,2,0,0,0,0,0,0,0,0,50,25,0,0,46.2,1.51,32.2,0,35.77,2.28,9.3,40.73999999999998,0,168,168,NA
46,13,1,1,5,7,1,1,0,1,0,1,3,2,2,0,0,4,29.25,1,1,1,0,0,0,0,48,45-65,primaria,0,1,65,2,metropolitana,13,0.06976744186046512,Ocupada(o),1,3,5,5,5,2,4,4,4,5,4,5,5,5,5,5,5,3,0,7.5,7.5,0,1.5,109,27.25,0.10465116279069767,7.6,109,26.901162790697676,65,0,11.52,6.69,0,0,25.01,2.67,9.34,43.76999999999999,4,168,168,0.11538461538461539
54,15,1,1,1,7,1,0,0,0,0,0,2,1,1,1,0,2,52.5,1,1,1,0,0,0,1,52,45-65,secundaria,1,1,48,5,norte,1,0.16666666666666666,Ocupada(o),2,2,4,3,4,2,4,5,4,4,4,4,4,3,4,4,85,2,6,75,75,0,0,450,225,0,75,450,225,48,0,27.38,0.91,0,12.81,28.71,2.23,9.42,37.16,1.38,167.99999999999997,168,1.5625
63,18,0,0,3,7,2,0,0,0,0,0,6,4,2,0,0,7,51.714285714285715,1,1,1,0,0,0,1,66,66+,primaria,0,0,0,3,norte,4,0.06204756980351603,Inactiva(o),0,7,3,4,4,85,85,4,4,4,4,85,4,4,85,4,85,2,2,0,0,22.5,0,0,0,0,22.5,362.625,51.80357142857143,0,0,31.41,2.3,0.16,0,62.85,2.92,7.8,60.55999999999999,0,168,168,NA
74,21,1,1,1,6,1,0,1,2,2,3,2,4,1,0,0,5,23.8,1,1,1,0,0,0,0,40,25-44,secundaria,0,1,45,2,norte,2,1,Ocupada(o),2,1,4,5,5,4,5,4,5,4,4,4,4,3,2,4,4,2,1,200,200,0,0,200,40,0,200,200,40,45,0,3.91,17.92,0,0,46.56,1.98,8.95,41.21999999999999,2.46,168,168,4.444444444444445
75,21,0,0,1,6,2,0,1,2,2,3,2,4,1,0,0,5,23.8,1,1,1,0,0,0,1,37,25-44,secundaria,0,0,0,2,norte,2,0,Inactiva(o),0,7,5,5,5,4,85,5,3,3,2,85,5,5,4,4,5,2,2,0,0,0,0,0,0,0,0,200,40,0,0,27.88,22,0,0,72.29,1.77,8.06,36,0,168,168,NA
76,21,0,0,1,6,3,0,1,2,2,3,2,4,1,0,0,5,23.8,0,0,0,0,0,0,1,17,12-24,primaria,1,0,0,2,norte,2,0,Inactiva(o),0,7,5,85,85,5,85,4,5,4,5,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,200,40,0,0,6.6,15.79,0,43.26,36.51,2.32,9.82,48.89,4.81,168,168,NA
77,21,0,0,1,6,3,0,1,2,2,3,2,4,1,0,0,5,23.8,0,0,0,0,0,0,0,14,12-24,ninguna,1,0,0,2,norte,2,0,Menor de 15 años,0,7,4,85,85,4,85,4,5,5,4,85,4,4,5,85,85,2,6,0,0,0,0,0,0,0,0,200,40,0,0,3.97,22.3,0,42.06,40.12,1.52,5.55,47.80999999999999,4.67,168.00000000000003,168,NA
80,22,0,0,5,7,3,0,0,0,1,1,2,3,1,1,0,3,30.333333333333332,0,0,0,0,0,0,1,17,12-24,primaria,1,0,0,5,sur,9,0,Desocupada(o),0,7,4,85,85,2,85,4,4,4,5,85,4,4,85,85,85,1,6,0,0,0,0,0,0,0,0,500,141.66666666666666,0,0,21.77,5.15,0,0.47,75.47,5.08,3.04,57.02,0,168,168,NA
82,23,1,0,2,7,1,0,0,0,0,0,1,1,1,0,0,1,55,1,0,0,0,0,0,1,55,45-65,secundaria,0,1,45,5,norte,4,1,Ocupada(o),2,3,4,85,4,2,4,2,4,4,2,4,4,4,4,85,85,3,0,74.5,87,0,25.75,112.75,112.75,25.75,112.75,112.75,112.75,45,0,18.91,0.29,0,0,39.54,3.93,7.3,50.46,2.57,167.99999999999997,168,1.9333333333333333
92,27,1,0,1,6,1,0,0,0,0,0,3,2,2,3,0,3,39.666666666666664,1,0,0,0,0,0,1,63,45-65,universitaria,0,1,60,5,metropolitana,13,0.6968641114982579,Ocupada(o),2,1,3,85,2,85,4,3,2,1,5,5,2,5,3,85,85,2,5,500,1000,0,0,1435,478.3333333333333,0,1000,1435,478.3333333333333,60,0,5.74,0.25,2.71,0,34.08,4.58,10.76,39.82000000000001,10.06,168,168,16.666666666666668
97,29,0,0,2,7,2,0,0,1,2,2,2,2,0,2,0,4,32,1,1,1,0,0,0,1,46,45-65,universitaria,0,0,0,5,centro,8,0,Inactiva(o),0,7,4,4,4,4,85,3,3,4,5,85,4,4,85,4,4,2,2,0,0,0,0,0,0,0,0,450,112.5,0,0,27.66,17.58,4.28,0,50.12,4.23,7.61,56.290000000000006,0.23,167.99999999999997,168,NA
98,29,0,0,2,7,3,0,0,1,2,2,2,2,0,2,0,4,32,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,5,centro,8,0,Inactiva(o),0,7,3,5,85,4,85,4,3,1,4,85,2,2,85,85,85,2,6,0,0,0,0,0,0,0,0,450,112.5,0,0,0.73,1.61,0.08,48.04,61.92,2.07,5.25,47.36999999999999,0.93,168,168,NA
102,30,1,0,3,7,3,0,0,1,1,1,3,4,2,0,0,4,29.5,0,0,0,0,0,0,0,18,12-24,secundaria,0,1,35,2,centro,6,0.5,Ocupada(o),2,3,4,85,85,4,4,4,4,4,3,3,4,4,4,85,85,2,1,60,60,0,0,0,0,12.5,72.5,145,33.125,35,0,2.05,4.69,1.37,0.02,59.31,3.54,6.95,50.04,5.03,168,168,1.7142857142857142
106,32,1,1,4,7,1,1,0,1,0,1,2,2,2,0,0,3,19,1,1,1,0,0,0,0,28,25-44,secundaria,0,1,60,3,norte,5,0.7333333333333333,Ocupada(o),2,5,2,2,2,2,1,1,2,3,3,4,2,2,3,1,4,2,1,137.5,137.5,0,0,187.5,62.5,0,137.5,187.5,62.5,60,0,5.16,10.11,0.02,0,27.01,4.07,6.13,47.65,7.85,168,168,2.2916666666666665
107,32,1,1,4,7,2,1,0,1,0,1,2,2,2,0,0,3,19,1,1,1,0,0,0,1,28,25-44,secundaria,0,1,48,3,norte,5,0.26666666666666666,Ocupada(o),2,3,2,4,2,1,3,2,2,2,2,4,2,3,2,2,4,1,4,50,50,0,0,0,0,0,50,187.5,62.5,48,0,20.36,32.58,0,0,20.93,2.47,6.1,36.22,1.34,168,168,1.0416666666666667
110,33,1,1,1,6,2,0,1,1,1,2,2,3,2,2,0,4,26.5,1,1,1,0,0,0,1,44,25-44,técnica,0,1,60,5,norte,2,0.38461538461538464,Ocupada(o),1,2,2,2,2,1,1,1,4,1,4,4,2,4,1,5,5,1,8,375,375,0,0,0,0,29.80769230769231,404.81,1052.5,251.20192307692307,60,0,26.08,10.53,5.07,0,30.36,2.49,4.1,28.23,1.14,167.99999999999997,168,6.25
111,33,0,0,1,6,3,0,1,1,1,2,2,3,2,2,0,4,26.5,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,5,norte,2,0,Inactiva(o),0,7,4,85,85,4,85,5,4,4,5,85,5,4,85,85,85,2,6,0,0,0,0,0,0,0,0,1052.5,243.75,0,0,1.74,2.06,0,0,89.05,3.67,4.53,66.95,0,168,168,NA
115,34,0,0,1,6,3,1,0,2,1,2,2,2,2,2,0,4,20.25,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,5,norte,3,0,Menor de 15 años,0,7,3,85,85,4,85,4,2,3,5,85,5,2,85,85,85,2,9,0,0,0,0,0,0,0,0,675,168.75,0,0,1.89,0.57,0,9.13,55.03,3.5,15.57,82.30999999999999,0,168.00000000000003,168,NA
118,35,0,0,4,7,2,0,0,0,1,1,2,2,0,1,0,3,34.333333333333336,1,1,1,0,0,0,1,41,25-44,universitaria,0,0,0,1,centro,8,0,Inactiva(o),0,7,4,5,4,1,85,2,4,4,5,85,4,2,85,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,35.12,13.1,0,0,55.56,5.57,13.45,45.20000000000001,0,168,168,NA
119,35,0,0,4,7,3,0,0,0,1,1,2,2,0,1,0,3,34.333333333333336,0,0,0,0,0,0,1,16,12-24,primaria,1,0,0,1,centro,8,0,Inactiva(o),0,7,3,85,85,4,85,3,3,3,4,85,3,2,85,85,85,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.22,2.33,46.05,36.73,8.67,9.69,55.59000000000002,7.66,168,168,NA
125,37,0,0,4,6,3,2,0,3,1,3,3,2,2,1,0,6,29.333333333333332,0,0,0,0,0,0,1,12,12-24,ninguna,1,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,2,85,2,4,4,4,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,115,19.166666666666668,0,0,3.26,6.34,1.37,37.33,63.37,3.28,7.17,43.11,2.77,168,168,NA
129,38,1,1,2,6,1,2,0,2,0,2,2,2,1,2,0,4,19.75,1,1,1,0,0,0,0,39,25-44,universitaria,0,1,45,5,metropolitana,13,1,Ocupada(o),2,1,4,3,4,1,4,2,3,3,5,5,4,4,4,4,3,2,1,975,975,0,0,975,243.75,0,975,975,243.75,45,0,4.36,9.38,0,0,20.91,6.81,28.33,49.80999999999999,3.4,167.99999999999997,168,21.666666666666668
130,38,0,0,2,6,2,2,0,2,0,2,2,2,1,2,0,4,19.75,1,1,1,0,0,0,1,36,25-44,universitaria,0,0,0,5,metropolitana,13,0,Inactiva(o),0,7,3,4,5,4,85,4,2,2,4,85,4,4,4,1,5,2,2,0,0,0,0,0,0,0,0,975,243.75,0,0.01,16.45,66.77,0,0,31.69,2.65,12.45,37.98,0,168,168,NA
133,39,1,0,4,6,1,0,0,0,0,0,1,1,1,0,0,1,25,0,0,0,0,0,0,0,25,25-44,primaria,0,1,54,3,sur,9,1,Ocupada(o),3,3,3,85,85,85,4,3,2,2,4,4,2,2,85,85,85,2,1,60.25,60.25,0,0,60.25,60.25,0,60.25,60.25,60.25,54,0,6.78,0.01,2.62,0,52.04,1.97,8.04,40.91,1.63,168,168,1.1157407407407407
150,44,0,0,2,7,2,0,0,1,2,2,2,4,1,0,0,4,29.5,1,1,1,0,0,0,1,45,45-65,secundaria,0,0,0,2,sur,9,0,Inactiva(o),0,7,4,4,5,4,85,3,4,5,3,85,5,5,85,4,5,3,0,0,0,0,0,0,0,0,0,159.75,37.5,0,0,24.76,8.7,0,0,63.88,3.08,8.14,59.43999999999998,0,168,168,NA
157,45,1,0,5,7,3,0,0,0,0,0,5,5,3,0,1,5,58.2,0,0,0,0,0,0,0,41,25-44,primaria,0,1,40,3,centro,8,0.34192602607284206,Ocupada(o),2,4,4,4,85,2,4,4,4,3,2,4,2,4,2,85,85,3,0,62,87,0,0,0,0,0,87,254.441,50.8882,40,0,0.76,0.42,0.86,0,64.45,3.83,4.62,47.25,5.81,167.99999999999997,168,2.175
158,46,1,1,2,6,1,1,1,2,0,2,2,2,2,0,0,4,15,1,1,1,0,0,0,0,22,12-24,primaria,0,1,48,3,sur,11,0.5333333333333333,Ocupada(o),2,6,4,4,3,2,3,4,4,4,3,3,3,4,3,4,4,3,0,100,100,0,0,187.5,46.875,0,100,187.5,46.875,48,0,5.57,0.82,0,0,38.72,3.44,6.48,63.959999999999994,1.01,168,168,2.0833333333333335
159,46,1,1,2,6,2,1,1,2,0,2,2,2,2,0,0,4,15,1,1,1,0,0,0,1,26,25-44,primaria,0,1,48,3,sur,11,0.4666666666666667,Ocupada(o),2,3,3,3,3,2,3,4,4,4,3,3,3,3,3,4,4,2,1,87.5,87.5,0,0,0,0,0,87.5,187.5,46.875,48,0,5.3,6.69,0,0,44.04,5.44,4.01,53.76,0.76,168,168,1.8229166666666667
164,48,1,0,2,7,1,1,0,1,0,1,1,1,1,1,0,2,20.5,1,0,0,0,0,0,0,37,25-44,universitaria,0,1,45,4,centro,8,1,Ocupada(o),3,1,2,85,2,2,5,2,2,2,2,2,2,2,2,85,85,3,0,150,150,0,0,150,75,0,150,150,75,45,0,7.18,36.33,0,0,26.72,2.61,9.06,40.48000000000001,0.62,168,168,3.3333333333333335
167,49,0,0,1,7,2,0,0,0,0,0,5,5,3,0,0,5,47.8,1,1,1,0,0,0,1,72,66+,secundaria,0,0,0,2,norte,5,0.27178016004831645,Inactiva(o),0,7,3,4,2,85,85,4,4,4,1,85,3,3,85,2,85,2,4,0,0,45,0,0,0,0,45,165.575,33.115,0,0,28.52,18.34,0,0,37.78,5.96,13.93,63.47,0,168,168,NA
168,49,1,0,1,7,3,0,0,0,0,0,5,5,3,0,1,5,47.8,1,0,0,0,0,0,1,49,45-65,secundaria,0,1,25,2,norte,5,0.10463536161860185,Ocupada(o),2,3,2,4,2,2,4,2,2,2,2,4,3,2,3,85,85,3,0,17.325,17.325,0,0,0,0,0,17.32,165.575,33.115,25,0,6.32,1.24,28.26,1.93,54.89,0.99,4.79,42.65,1.93,168,168,0.693
173,51,0,0,1,7,1,0,0,0,0,0,2,1,1,1,0,2,65.5,1,0,0,0,0,0,1,80,66+,primaria,0,0,0,3,centro,6,0.43120025846260257,Inactiva(o),0,7,4,85,4,85,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,47.3805,0,109.8805,54.94025,0,47.38,109.8805,54.94025,0,0,21.39,0.37,1.05,0,54.47,4.57,8.5,77.64999999999999,0,168,168,NA
180,54,0,0,3,6,2,0,0,0,0,0,4,4,2,0,0,4,39.25,1,1,1,0,0,0,1,51,45-65,primaria,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,2,2,4,4,85,4,4,2,1,85,4,3,2,4,4,2,4,0,0,0,0,0,0,0,0,150,37.5,0,0,37.09,7.82,0,0,33.15,3.79,9.23,76.92,0,168,168,NA
181,54,1,0,3,6,3,0,0,0,0,0,4,4,2,0,0,4,39.25,1,0,0,0,0,0,0,28,25-44,primaria,0,1,45,2,metropolitana,13,0.4166666666666667,Ocupada(o),2,5,2,85,3,3,3,3,3,3,2,3,2,2,1,85,85,1,4,62.5,62.5,0,0,0,0,0,62.5,150,37.5,45,0,2.97,0.21,0,0,47.96,4.35,6.67,50.35,10.49,168.00000000000003,168,1.3888888888888888
182,54,0,0,3,6,3,0,0,0,0,0,4,4,2,0,0,4,39.25,0,0,0,0,0,0,0,20,12-24,primaria,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,3,85,85,4,85,3,4,4,2,85,4,4,4,85,85,3,0,0,0,0,0,0,0,0,0,150,37.5,0,0,2.79,0,0,0,100.62,6.44,6.42,51.73,0,168,168,NA
187,56,1,1,1,7,2,0,0,0,0,0,4,3,4,0,0,4,37.25,1,1,1,0,0,0,0,40,25-44,primaria,0,1,60,4,metropolitana,13,0.41420118343195267,Ocupada(o),2,6,4,5,1,5,5,4,4,5,4,5,2,2,4,5,4,3,0,175,175,0,0,0,0,0,175,422.5,105.625,60,0,1.25,1.03,0,2.18,44.95,1.25,12.64,37.75000000000001,6.95,168,168,2.9166666666666665
188,56,1,1,1,7,7,0,0,0,0,0,4,3,4,0,0,4,37.25,1,1,1,0,0,0,0,34,25-44,secundaria,0,1,45,4,metropolitana,13,0.26627218934911245,Ocupada(o),2,5,2,3,2,4,3,3,2,2,4,3,3,3,3,3,85,2,1,112.5,112.5,0,0,0,0,0,112.5,422.5,105.625,45,0,10.86,0.79,9.33,0,50.73,2.31,4.53,37.48,6.97,168,168,2.5
203,60,0,0,2,6,3,0,0,0,0,0,2,2,1,0,0,2,42.5,0,0,0,0,0,0,1,20,12-24,secundaria,0,0,0,3,metropolitana,13,0,Desocupada(o),0,7,4,85,85,4,85,4,4,4,2,85,4,4,85,85,85,2,4,0,0,0,0,0,0,0,0,87.5,43.75,0,1.04,22.25,0.4,0,0,64.28,3.42,12.91,63.69999999999999,0,168.00000000000003,168,NA
207,62,1,1,5,6,2,0,0,0,0,0,3,3,3,1,0,3,41.666666666666664,1,1,1,0,0,0,1,49,45-65,primaria,0,1,45,5,metropolitana,13,0.25806451612903225,Ocupada(o),2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,0,100,100,0,0,0,0,0,100,387.5,129.16666666666669,45,0,7.73,13.34,0,0,31.45,5.3,8.78,53.79,2.61,168,168,2.2222222222222223
208,62,1,0,5,6,3,0,0,0,0,0,3,3,3,1,0,3,41.666666666666664,0,0,0,0,0,0,0,26,25-44,universitaria,0,1,45,5,metropolitana,13,0.22580645161290322,Ocupada(o),2,3,5,1,85,4,5,5,5,3,4,3,3,3,2,85,85,2,1,87.5,87.5,0,0,0,0,0,87.5,387.5,129.16666666666669,45,0,0.94,4.62,6,0,47.21,3.82,12.27,44.66999999999999,3.47,168,168,1.9444444444444444
209,63,1,0,5,6,1,0,0,0,1,1,3,2,3,1,0,4,45,1,0,0,0,0,0,1,47,45-65,primaria,0,1,10,2,centro,8,0.029126213592233007,Ocupada(o),1,3,3,85,4,5,4,4,2,2,4,4,3,3,4,85,85,2,2,3,3,0,6.75,109.75,27.4375,0.1966019417475728,3.2,109.75,25.799150485436893,10,0,11.59,0.65,0,0,75.79,0.76,7.33,61.57,0.31,168,168,0.3
211,63,1,0,5,6,3,0,0,0,1,1,3,2,3,1,0,4,45,0,0,0,0,0,0,1,25,25-44,universitaria,0,1,40,2,centro,8,0.7281553398058253,Ocupada(o),3,3,1,2,85,2,4,2,2,1,4,4,2,2,2,85,85,2,1,75,75,0,0,0,0,4.915048543689321,79.92,109.75,26.97876213592233,40,0,6.5,4.19,0,0,49.62,5.07,4.16,56.38999999999999,2.07,168,168,1.875
214,64,0,0,1,7,2,2,0,2,1,3,3,1,0,0,0,6,21.666666666666668,1,1,1,0,0,0,1,40,25-44,secundaria,0,0,0,3,norte,2,0,Inactiva(o),0,7,4,4,4,2,85,4,2,2,4,85,2,2,85,2,2,2,3,0,0,0,0,0,0,0,0,375,62.5,0,0,21.11,55.76,0,0,35.1,4.47,6.01,45.55,0,168,168,NA
222,66,1,0,5,6,1,0,0,0,0,0,3,1,2,1,0,3,25.666666666666668,0,0,0,0,0,0,0,27,25-44,secundaria,1,1,45,5,norte,5,0.44,Ocupada(o),2,1,5,5,85,4,5,5,5,5,4,5,5,5,5,85,85,3,0,237.5,275,0,0,625,208.33333333333334,0,275,625,208.33333333333334,45,0,3.6,0.15,3.01,9.19,82.13,1.83,9.97,10.17,2.95,168,168,6.111111111111111
230,68,0,0,1,7,2,0,1,1,0,1,3,2,1,0,0,4,30,1,1,1,0,0,0,1,43,25-44,primaria,0,0,0,3,centro,7,0,Inactiva(o),0,7,3,4,5,4,85,2,2,2,4,85,2,4,85,2,3,1,2,0,0,0,0,0,0,0,0,250,50,0,0,51.06,17.76,0,0,30.85,3.42,8.24,56.66999999999999,0,168,168,NA
235,70,1,1,3,6,2,1,0,1,0,1,2,2,2,0,0,3,12.333333333333334,1,1,1,0,0,0,1,18,12-24,primaria,0,1,45,2,metropolitana,13,0.4166666666666667,Ocupada(o),2,3,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,50,50,0,0,0,0,0,50,120,40,45,0,15.08,21.16,0,0,32.07,3.25,9.95,37.72,3.77,168,168,1.1111111111111112
241,72,0,0,4,7,2,0,0,0,0,0,3,3,2,0,0,3,53.666666666666664,1,1,1,0,0,0,1,65,45-65,primaria,0,0,0,3,norte,5,0.11080711354309165,Inactiva(o),0,7,5,3,5,85,85,2,2,3,2,85,2,3,85,4,4,2,5,0,0,20.25,0,0,0,0,20.25,182.75,60.916666666666664,0,0,57.17,4.07,0,0,36.55,2.36,16.58,51.27,0,168,168,NA
245,73,0,0,3,7,3,1,0,1,1,2,2,3,2,0,0,4,17.75,0,0,0,0,0,0,0,15,12-24,primaria,1,0,0,2,sur,9,0,Inactiva(o),0,7,4,85,85,2,85,4,2,2,4,85,4,4,85,85,85,2,2,0,0,0,0,0,0,0,0,122.75,26.9375,0,0,4.33,0.75,0,42.23,52.09,5.64,8.55,53.02000000000001,1.39,167.99999999999997,168,NA
249,76,0,0,2,6,1,0,0,0,0,0,4,4,2,2,0,4,60.75,1,1,1,0,0,0,0,71,66+,secundaria,0,0,0,3,norte,5,0.21739130434782608,Inactiva(o),0,7,4,4,3,85,85,4,4,4,1,85,4,2,85,4,4,3,0,0,0,37.5,0,172.5,43.125,0,37.5,172.5,43.125,0,0,14.59,1.11,0,0,73.05,2.57,17.78,58.89999999999999,0,167.99999999999997,168,NA
250,76,0,0,2,6,2,0,0,0,0,0,4,4,2,2,0,4,60.75,1,1,1,0,0,0,1,76,66+,primaria,0,0,0,3,norte,5,0.11594202898550725,Inactiva(o),0,7,4,4,4,85,85,4,2,4,2,85,4,1,85,3,4,3,0,0,0,20,0,0,0,0,20,172.5,43.125,0,0,32.25,0,0,0,53.13,6.68,19.89,56.05,0,168,168,NA
254,78,0,0,3,7,1,0,1,1,0,1,3,1,0,0,0,4,42,1,1,1,0,0,0,1,63,45-65,ninguna,0,0,0,3,centro,6,0,Inactiva(o),0,7,2,4,2,85,85,2,2,1,2,85,2,2,85,4,4,2,9,0,0,0,20,208.375,52.09375,0,0,208.375,47.09375,0,0,39.06,9.23,0.51,0,63.28,3.7,9.38,42.78999999999999,0.05,167.99999999999997,168,NA
258,79,0,0,4,7,1,0,0,0,0,0,2,2,1,1,0,2,45.5,1,0,0,0,0,0,1,64,45-65,universitaria,0,0,0,3,sur,12,0.6666666666666666,Inactiva(o),0,7,5,85,5,85,85,5,5,5,1,85,4,4,85,85,85,3,0,0,0,75,0,112.5,56.25,0,75,112.5,56.25,0,0,31.97,3.11,0,0,73.07,2.01,11.16,46.68000000000001,0,168.00000000000003,168,NA
260,80,1,0,2,7,1,0,1,1,0,1,1,1,1,0,0,2,23,1,0,0,0,0,0,1,35,25-44,secundaria,0,1,40,2,norte,5,1,Ocupada(o),2,4,4,85,3,2,2,3,4,4,2,4,4,4,5,85,85,3,0,58,58,0,1.625,59.625,29.8125,1.625,59.62,59.625,29.8125,40,0,8.78,3.32,0.26,0,69.01,3.35,4.9,36.53,1.85,167.99999999999997,168,1.45
