id_persona,id_hogar,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores6,n_menores12,n_men15,n_menores18,n_menores,n_mayores,n_tiempo,n_trabajadores,n_profesionales,hay_tercera,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_años,tramo_edad,nivel_escolaridad,estudia,trabaja,horas_trabajo,quintil,macrozona,region,prop_hogar,cae,cise,ciuo_agrupada,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_mon,ing_mon_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,t_to,t_to_js,t_tcnr_ce,t_tcnr_re,t_tcnr_oac,t_tdnr_psc,t_tdnr_lv,t_tdnr_lrc,t_tdnr_mrm,t_tdnr_admnhog,t_tdnr_comphog,t_tdnr_cmp,t_tvaoh_tv,t_tvaoh_oh,t_cpaf_cp,t_cpag_comer,t_cpag_dormir,t_ed,t_vsyo_csar,t_vsyo_aa,t_mcm,t_tt1,t_total,w
26331,8150,1,0,1,6,3,0,0,0,0,0,4,3,3,3,0,4,42.75,0,0,0,0,0,0,1,39,25-44,universitaria,0,1,45,5,metropolitana,13,0.29891304347826086,Ocupada(o),2,1,4,4,85,4,4,2,3,3,4,3,4,4,3,85,85,3,0,137.5,137.5,0,0,0,0,0,137.5,460,115,45,0,0,0.09,4.18,1.55,1.94,0.99,0,0.04,0.99,0.02,0,0,7.43,8.82,48.38000000000001,0,11.96,0,28.96,7.65,168.00000000000003,3.0555555555555554
26337,8152,0,0,5,6,3,1,0,1,1,2,2,3,1,0,0,4,22.5,0,0,0,0,0,0,1,15,12-24,primaria,1,0,0,2,centro,8,0,Inactiva(o),0,7,5,85,85,3,96,5,5,5,5,85,5,5,85,85,85,3,0,0,0,0,0,0,0,0,0,112.5,28.125,0,0,0.47,0,0.6,1.18,0.32,0,0,0,0.24,0.8,0,1.93,2.42,7.44,62.83000000000001,26.76,21.78,4.37,33.3,3.56,168,NA
26340,8153,0,0,2,6,2,0,0,0,0,0,4,1,1,0,0,4,36.25,1,1,1,0,0,0,1,51,45-65,primaria,0,0,0,1,centro,7,0,Inactiva(o),0,7,4,4,4,85,85,4,3,3,3,85,4,4,4,4,4,2,4,0,0,0,0,0,0,0,0,90.625,22.125,0,0,1.17,0,4.63,18.56,16.78,4.31,0,0,0.09,1.9,0,0,3.62,10.46,66.53,0,10.79,0.09,29.07,0,168,NA
26343,8154,0,0,4,6,1,1,0,1,0,1,3,1,1,1,0,4,39,1,1,1,0,0,0,0,70,66+,secundaria,0,0,0,4,centro,6,0.7377049180327869,Inactiva(o),0,7,4,4,4,4,85,4,4,4,4,85,4,4,85,96,85,2,3,0,0,225,0,305,76.25,0,225,305,76.25,0,0,7.44,0.08,5.61,29.72,11.46,6.9,0,0,0.25,0.42,0,0,3.39,15.86,46,0,9.63,0,31.24,0,167.99999999999997,NA
26347,8155,1,1,4,6,1,0,0,1,2,2,2,4,1,0,0,4,31.75,1,1,1,0,0,0,0,50,45-65,secundaria,0,1,60,3,sur,10,0.963855421686747,Ocupada(o),2,3,2,3,3,1,3,2,1,1,1,3,1,1,1,3,4,3,0,200,200,0,7.25,214.75,53.6875,6.9879518072289155,206.99,214.75,53.62198795180723,60,0,1.81,4.82,3.33,1.11,0.81,1.66,0,0,0.78,0.01,0,0.66,3.15,13.01,39.95,0,3.81,0.34,29.3,3.45,168,3.3333333333333335
26348,8155,0,0,4,6,2,0,0,1,2,2,2,4,1,0,0,4,31.75,1,1,1,0,0,0,1,50,45-65,secundaria,0,0,1,3,sur,10,0.03614457831325301,Ocupada(o),1,3,4,4,5,4,4,4,4,4,3,4,4,4,5,3,5,3,0,7.5,7.5,0,0,0,0,0.2620481927710843,7.76,214.75,51.94051204819277,1,0,2.59,15.24,15.14,4.56,1,4.08,0,0,4.78,0.07,0,0.43,2.5,4.73,50.12,0,15.75,0.22,45.79,0,168,7.5
26349,8155,0,0,4,6,3,0,0,1,2,2,2,4,1,0,0,4,31.75,0,0,0,0,0,0,1,15,12-24,primaria,1,0,0,3,sur,10,0,Inactiva(o),0,7,3,85,85,4,85,3,2,2,4,85,3,4,85,85,85,2,6,0,0,0,0,0,0,0,0,214.75,51.875,0,0,0.17,0.87,1.25,0.58,1.62,0.37,0,0,4.61,2.93,0,0,5.44,8.97,67.71000000000001,32.38,19.03,5.37,11.15,5.55,168.00000000000003,NA
26351,8156,1,1,2,7,1,0,0,0,0,0,3,3,3,2,0,3,44.666666666666664,1,1,1,0,0,0,0,56,45-65,universitaria,0,1,10,5,norte,5,0.6666666666666666,Ocupada(o),1,1,4,4,4,85,4,4,4,4,4,4,4,4,4,4,4,3,0,375,375,0,0,562.5,187.5,0,375,562.5,187.5,10,0,0,0,1.73,0.32,0.73,0.24,9.18,0.32,1.12,23.3,0.32,0.12,1.32,5.53,54.529999999999994,0,32.53,0.24,26.1,0.37,168,37.5
26352,8156,1,1,2,7,2,0,0,0,0,0,3,3,3,2,0,3,44.666666666666664,1,1,1,0,0,0,1,52,45-65,secundaria,0,1,10,5,norte,5,0.1111111111111111,Ocupada(o),1,3,4,4,4,85,4,4,4,4,1,4,4,4,4,1,4,2,2,62.5,62.5,0,0,0,0,0,62.5,562.5,187.5,10,0,0.61,0,0.24,10.23,2.75,6.53,2.94,0.83,2.27,6.37,0,0,2.74,7.12,50.06000000000001,0,33.47,0.1,28.11,3.63,168,6.25
26358,8158,0,0,5,7,3,0,0,0,0,0,2,1,0,0,0,2,64,0,0,0,0,0,0,0,43,25-44,secundaria,0,0,0,1,centro,7,0,Inactiva(o),0,7,2,85,85,4,85,3,3,4,4,85,4,4,85,85,85,2,2,0,0,0,0,0,0,0,0,19.75,9.875,0,0,0,0,1.74,7.99,1.64,0,40.81,0,0.06,2.99,0,0,2.02,9.36,55.53,0,11.53,0.95,33.38,0,168,NA
26360,8159,1,1,4,7,2,0,0,1,2,2,2,4,2,1,0,4,28,1,1,1,0,0,0,1,42,25-44,universitaria,0,1,40,5,centro,8,0.4694835680751174,Ocupada(o),2,1,1,4,4,3,5,3,4,3,5,4,2,4,2,4,4,2,5,250,250,0,0,0,0,0,250,532.5,133.125,40,0,0.85,2.24,6.19,4.44,2.41,1.06,0.03,0.43,1.19,2.05,0.02,0.55,9.52,10.45,42.59000000000001,0,14.76,3.26,21.29,4.67,168,6.25
26362,8159,0,0,4,7,3,0,0,1,2,2,2,4,2,1,0,4,28,0,0,0,0,0,0,1,12,12-24,ninguna,1,0,0,5,centro,8,0,Menor de 15 años,0,7,3,85,85,4,85,5,2,4,5,85,5,4,85,85,85,3,0,0,0,0,0,0,0,0,0,532.5,133.125,0,0,0.93,0.65,1.16,0.17,1.32,0,0,0,0,2.32,0,0,3.77,7.86,47.80999999999999,33.16,55.88,1.3,11.08,0.59,168.00000000000006,NA
26369,8161,1,0,3,7,2,0,0,0,0,0,3,2,2,0,0,3,28.333333333333332,0,1,1,0,0,0,1,27,25-44,secundaria,0,1,50,4,metropolitana,13,0.2524271844660194,Ocupada(o),2,3,4,4,85,3,3,4,3,4,3,3,4,3,3,4,85,2,1,65,65,0,0,0,0,0,65,257.5,85.83333333333333,50,0,0,0,8.12,0.4,1.68,2.27,0,0.03,0.7,0,0,0,1.53,5.49,39.71,0.05,22.33,0.61,31.71,3.37,168,1.3
26371,8162,0,0,3,6,1,0,0,0,0,0,2,2,0,0,0,2,66,1,1,1,0,0,0,0,67,66+,ninguna,0,0,0,2,metropolitana,13,0.625,Inactiva(o),0,7,4,4,4,85,85,3,3,3,1,85,3,3,85,4,4,2,9,0,0,37.5,0,60,30,0,37.5,60,30,0,0,0,0,40.1,7.89,7.42,4.45,0,0,1.49,0,0,0,2.59,9.66,62.02,0,3.93,0,28.45,0,168,NA
26377,8164,0,0,3,6,1,0,0,0,0,0,3,1,0,1,0,3,75.66666666666667,1,1,1,0,0,0,0,70,66+,secundaria,0,0,0,2,metropolitana,13,0.6122448979591837,Inactiva(o),0,7,4,4,4,85,85,4,4,2,5,85,4,4,4,4,85,3,0,0,0,45,50,123.5,41.166666666666664,30.612244897959183,75.61,123.5,34.704081632653065,0,0.15,0,0,22.93,11.63,4.06,0,11.28,4.23,0.05,6.64,0,0,0.82,11.11,58.24,0,18.05,5.51,13.3,0,168.00000000000003,NA
26382,8165,0,0,4,7,3,0,0,0,1,1,4,5,2,0,0,5,31.8,0,0,0,0,0,0,0,25,25-44,secundaria,1,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,85,85,4,85,4,4,4,2,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,117.5,23.5,0,0,1.04,0,1.98,0.55,0.09,0.04,0,0,0.09,0.98,0,0,3.24,8.44,63.79000000000001,18.08,7.92,9.71,45.3,6.75,168.00000000000003,NA
26383,8165,0,0,4,7,3,0,0,0,1,1,4,5,2,0,0,5,31.8,0,0,0,0,0,0,1,19,12-24,primaria,1,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,85,85,4,85,3,3,3,2,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,117.5,23.5,0,0,0.04,0,1.28,0.34,0.86,0.02,0,0,0,0.03,0,0,3.09,12.47,56.72999999999999,38.14,6.67,0,45.95,2.38,168,NA
26385,8166,0,0,5,6,1,0,0,0,0,0,2,1,0,0,0,2,24,0,1,1,0,0,0,0,27,25-44,secundaria,0,0,60,1,sur,9,1,Ocupada(o),1,5,3,4,85,4,1,3,3,3,3,3,3,3,3,3,85,1,4,45,45,0,0,45,22.5,0,45,45,22.5,60,0,0.36,0,2.02,0.29,7.07,1.02,0.23,0.89,4.13,1.11,0,0,1.38,7.59,61.39,0.68,2.17,0.63,12.53,4.51,168,0.75
26395,8169,0,0,4,6,2,1,0,1,1,2,3,4,2,0,0,5,25.6,1,1,1,0,0,0,1,42,25-44,secundaria,0,0,0,4,metropolitana,13,0,Inactiva(o),0,7,2,4,2,2,85,3,4,4,2,85,2,2,85,4,4,2,5,0,0,0,0,0,0,0,0,362.5,72.5,0,0,18.53,4.51,29.08,5.06,5.28,0.23,0,0,1.95,1.39,0,0,6.15,8.38,66.02999999999999,0,15.85,0,5.56,0,168,NA
26397,8169,0,0,4,6,3,1,0,1,1,2,3,4,2,0,0,5,25.6,0,0,0,0,0,0,1,15,12-24,primaria,1,0,0,4,metropolitana,13,0,Inactiva(o),0,7,4,85,85,3,85,4,5,4,4,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,362.5,72.5,0,0,12.56,0,16.37,3.75,2.64,0,0,0,1.38,0.33,0,0,12.73,3.1,65.96,0,16.59,2,30.59,0,168,NA
26399,8170,0,0,4,7,1,0,0,0,0,0,2,1,0,0,0,2,47,0,0,0,0,0,0,0,65,45-65,primaria,0,0,0,3,sur,10,0.23076923076923078,Inactiva(o),0,7,4,85,85,85,85,4,3,4,3,85,4,4,85,85,85,3,0,0,0,22.5,25,122.5,61.25,5.769230769230769,28.27,122.5,51.63461538461538,0,0,0,0,0.17,1.41,1.16,0.43,0,0,0.33,5.5,0,0,1.87,16.24,79.63,0,7.82,0.36,53.08,0,168.00000000000003,NA
26405,8171,1,0,2,7,3,0,0,0,0,0,6,1,5,0,0,6,37.333333333333336,0,0,0,0,0,0,0,27,25-44,secundaria,0,1,54,4,metropolitana,13,0.21794871794871795,Ocupada(o),2,3,3,2,85,2,5,2,3,2,2,3,2,3,3,85,85,2,1,85,85,0,0,0,0,0,85,390,65,54,0,5.06,0,0,0.88,0.95,0.29,0,0,0,0.22,0,0,4.4,11.36,47.92000000000001,0,8.09,0,26.54,8.29,168,1.5740740740740742
26407,8172,1,1,5,7,1,0,0,0,0,0,3,3,2,3,0,3,59.333333333333336,1,1,1,0,0,0,0,74,66+,universitaria,0,1,55,5,norte,5,0.6486486486486487,Ocupada(o),3,7,4,4,4,85,4,4,4,4,4,4,4,4,4,4,4,3,0,450,450,150,0,925,308.3333333333333,0,600,925,308.3333333333333,55,0,0,0,1.29,1.28,0.16,0,1.41,0,0.16,0.23,0,1.64,2.08,9.55,43.03,0.47,9.54,9.44,24.21,8.51,168,8.181818181818182
26408,8172,0,0,5,7,2,0,0,0,0,0,3,3,2,3,0,3,59.333333333333336,1,1,1,0,0,0,1,66,66+,técnica,0,0,0,5,norte,5,0,Inactiva(o),0,7,4,4,5,85,85,3,4,4,4,85,4,4,85,2,4,2,5,0,0,0,0,0,0,0,0,925,308.3333333333333,0,0,0,0,0.4,24.39,7.82,0.24,0,4.56,8.79,6.35,0,2.91,6.02,16.34,41.24999999999999,0,12.33,0.97,35.63,0,168.00000000000003,NA
26410,8173,1,0,1,7,1,0,1,1,0,1,1,1,1,1,0,2,27,1,0,0,0,0,0,1,47,45-65,universitaria,0,1,40,4,sur,9,1,Ocupada(o),2,1,1,85,4,2,3,3,2,4,2,3,2,3,3,85,85,1,1,200,200,0,0,200,100,0,200,200,100,40,0,12.83,3.63,5.33,5.07,4.72,1.53,0,0,4.68,0.16,0,4.09,2.46,5.65,36.58000000000001,3.15,11.47,0,23.5,3.15,168,5
26412,8174,0,0,1,7,1,0,0,0,0,0,2,2,1,1,0,2,71.5,1,0,0,0,0,0,1,85,66+,primaria,0,0,0,3,centro,8,0,Inactiva(o),0,7,4,85,4,85,85,4,4,4,4,85,4,4,85,85,85,2,9,0,0,0,0,100,50,0,0,100,50,0,0,0.93,0,7.26,2.59,0.34,1.36,0,0,4.38,0.34,0,0,3.65,10.64,64.19000000000001,0,28.54,3.56,40.22,0,168,NA
26413,8174,1,0,1,7,3,0,0,0,0,0,2,2,1,1,0,2,71.5,0,0,0,0,0,0,1,58,45-65,universitaria,0,1,35,3,centro,8,1,Ocupada(o),1,3,4,85,85,4,4,5,4,5,4,4,4,4,4,85,85,2,5,100,100,0,0,0,0,0,100,100,50,35,0,0.64,0,8.9,2.93,0.7,1.02,0.37,0,0.01,0.58,0,3.65,3.5,7.1,54.1,0,34.16,0,14.63,0.71,168.00000000000003,2.857142857142857
26419,8176,0,0,1,6,3,1,1,3,1,3,2,2,1,0,0,5,22.2,0,0,0,0,0,0,0,14,12-24,primaria,1,0,0,1,sur,9,0,Menor de 15 años,0,7,3,85,85,4,85,4,4,4,3,85,3,2,2,85,85,3,0,0,0,0,0,0,0,0,0,39.5,3,0,0,11,0,0,0.58,1.99,0.16,0,0,0,0.96,0,0,2.74,3.04,59.57999999999999,0,39.01,15.46,33.48,0,167.99999999999997,NA
26422,8177,0,0,1,6,1,0,0,0,0,0,2,1,0,0,0,2,66,1,1,1,0,0,0,0,56,45-65,secundaria,0,0,30,2,sur,10,0,Ocupada(o),5,3,2,4,4,2,2,2,2,2,2,2,2,2,2,4,4,1,9,0,0,0,0,52.5,26.25,0,0,52.5,26.25,30,0,0,0,29.76,2.92,1.53,0,0,0,0.52,0.53,0,8.24,1.25,12.79,44.10000000000001,2.56,14.35,3.93,13.81,1.71,168,0
26428,8178,0,0,4,7,8,0,0,0,0,0,5,5,2,1,1,5,50.8,0,0,0,0,0,0,1,18,12-24,secundaria,0,0,0,3,metropolitana,13,0,Inactiva(o),0,7,4,85,85,2,85,4,2,4,1,85,4,4,85,85,85,1,4,0,0,0,0,0,0,0,0,301.25,60.25,0,0,0,0,0,3.98,2.23,0.15,0,0,4.89,0.15,0,0,7.78,13,51.77000000000001,0,16.03,0.89,67.13,0,167.99999999999994,NA
26430,8179,1,1,5,7,2,1,0,1,0,1,4,3,1,0,0,5,25.2,1,1,1,0,0,0,0,47,45-65,primaria,0,1,40,1,sur,14,0.7507788161993769,Ocupada(o),2,5,3,3,3,85,4,3,3,3,3,4,3,3,3,5,4,2,4,60.25,60.25,0,0,0,0,0,60.25,80.25,16.05,40,0,2.16,0,7.13,0.57,0.46,0,0.63,16.76,1.18,0.29,0,0,3.87,9.07,50.96,0,2.76,0.9,17.24,14.02,168,1.50625
26434,8180,0,0,5,6,1,0,0,0,1,1,4,4,3,0,0,5,37,1,1,1,0,0,0,1,56,45-65,primaria,0,0,0,3,norte,2,0,Inactiva(o),0,7,3,2,5,85,85,4,5,5,2,85,3,5,85,1,1,2,4,0,0,0,0,275,55,0,0,275,55,0,0,0.33,0,0.44,9.32,3.88,8.67,0,0,3.29,7.62,0,0,2,8.91,64.94,0,10.69,0.31,47.6,0,168.00000000000003,NA
26436,8180,1,0,5,6,3,0,0,0,1,1,4,4,3,0,0,5,37,1,0,0,0,0,0,1,38,25-44,secundaria,0,1,40,3,norte,2,0.2727272727272727,Ocupada(o),2,3,3,85,3,4,4,3,3,4,3,2,2,2,4,85,85,2,1,75,75,0,0,0,0,0,75,275,55,40,0,0.4,0,0.69,3.31,3.21,2.25,0,0.04,2.7,0.11,0,0.28,2.01,8.74,39.35,1.35,16.03,0.22,45.21,2.1,168,1.875
26438,8180,0,0,5,6,8,0,0,0,1,1,4,4,3,0,0,5,37,0,0,0,0,0,0,0,17,12-24,primaria,0,0,0,3,norte,2,0,Inactiva(o),0,7,5,85,85,5,85,5,4,5,5,85,5,5,85,85,85,3,0,0,0,0,0,0,0,0,0,275,55,0,0,0.13,0,0,0.49,0.66,2.82,0,0,0.55,0,0,0,3.77,5.77,44.63000000000001,0,38.54,40.48,30.16,0,168,NA
26451,8187,0,0,1,6,2,1,0,1,0,1,6,5,3,2,0,7,31.428571428571427,1,1,1,0,0,0,1,52,45-65,secundaria,0,0,0,3,metropolitana,13,0,Inactiva(o),0,7,2,2,2,2,85,3,2,4,4,4,4,4,3,2,3,2,4,0,0,0,0,0,0,0,0,302.5,43.214285714285715,0,0,16.09,0,8.41,15.21,8.42,10.48,0,0,0.04,4.52,0,0.15,3.49,19.33,61.99000000000001,0,5.88,0,13.99,0,168,NA
26453,8187,0,0,1,6,3,1,0,1,0,1,6,5,3,2,0,7,31.428571428571427,1,1,1,0,0,0,1,29,25-44,técnica,0,0,0,3,metropolitana,13,0,Inactiva(o),0,7,3,3,4,3,85,2,2,3,3,85,3,3,3,2,2,2,3,0,0,0,0,0,0,0,0,302.5,43.214285714285715,0,0,50.8,0.1,1.23,8.97,5.91,0.04,0,0,1.4,1.86,0,0,2.7,15,55.58,0,9.5,0.02,14.89,0,168,NA
26458,8188,0,0,5,7,2,0,0,0,0,0,2,2,0,0,0,2,76,1,1,1,0,0,0,1,71,66+,ninguna,0,0,0,4,norte,5,0.18638791609183203,Inactiva(o),0,7,4,4,4,85,85,4,4,4,3,85,4,4,85,4,85,2,9,0,0,26.345,0,0,0,0,26.34,141.345,70.6725,0,0,0,0,0.54,7.82,11.55,3.26,0,0,0.22,6.31,0,0,1.9,5.69,59.029999999999994,0,45.58,0.34,25.76,0,168,NA
26465,8190,0,0,2,6,3,0,0,1,1,1,2,3,2,0,0,3,35.333333333333336,0,0,0,0,0,0,1,14,12-24,ninguna,1,0,0,3,centro,7,0,Menor de 15 años,0,7,4,85,85,4,85,4,4,4,85,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,153.5,51.166666666666664,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,2,12.96,66.27999999999999,41.99,20.65,3.19,17.19,3.5,168,NA
26466,8191,1,1,1,6,1,0,0,0,0,0,3,3,2,2,0,3,43.333333333333336,1,1,1,0,0,0,0,54,45-65,técnica,0,1,48,5,centro,8,0.4594594594594595,Ocupada(o),2,2,5,5,5,85,5,2,5,5,5,5,5,5,5,5,5,3,0,212.5,212.5,0,0,462.5,154.16666666666666,0,212.5,462.5,154.16666666666666,48,0,0,0,0.82,6.07,2.13,0.2,17.81,0.1,1.95,1.31,0,0.67,3,6.36,49.68999999999999,0,7.99,0.24,14.59,7.07,168,4.427083333333333
26468,8191,0,0,1,6,3,0,0,0,0,0,3,3,2,2,0,3,43.333333333333336,0,0,0,0,0,0,0,23,12-24,secundaria,1,0,0,5,centro,8,0,Inactiva(o),0,7,5,5,85,4,85,3,5,5,5,85,5,5,85,85,85,3,0,0,0,0,0,0,0,0,0,462.5,154.16666666666666,0,0,0,0,0,16.78,10.25,2.5,0.02,0,0,2.95,0,0,2.49,10.16,43.71000000000001,0,32.17,17.14,29.83,0,168,NA
26473,8193,0,0,5,6,3,0,0,0,0,0,4,2,2,2,0,4,29.75,0,0,0,0,0,0,0,18,12-24,primaria,1,0,0,5,metropolitana,13,0,Inactiva(o),0,7,4,85,85,5,85,5,3,4,2,85,4,3,85,85,85,2,6,0,0,0,0,0,0,0,0,450,112.5,0,0,0,0,2.68,1.44,0.5,0.08,0,0,2.05,0,0,0,3.73,8.29,44.19000000000001,28.38,31.65,0.97,43.88,0.16,168,NA
26474,8194,1,0,1,7,1,0,0,0,0,0,1,1,1,0,0,1,63,1,0,0,0,0,0,1,63,45-65,ninguna,0,1,52,4,sur,10,1,Ocupada(o),4,3,5,85,3,4,4,4,2,2,4,4,2,4,4,85,85,2,9,50,50,28.75,0,78.75,78.75,0,78.75,78.75,78.75,52,0,0,0,0,6.21,0.88,0.35,0,0.07,0,3.1,0,0,0.94,9.34,39.26999999999999,0,33.61,0,20.78,1.45,168,0.9615384615384616
26477,8195,1,0,5,7,3,0,0,0,1,1,4,5,2,0,0,5,30.8,0,0,0,0,0,0,1,23,12-24,secundaria,0,1,50,2,centro,8,0.302158273381295,Ocupada(o),2,3,4,85,85,2,2,4,2,2,4,2,2,4,85,85,85,2,1,52.5,52.5,0,0,0,0,0,52.5,173.75,34.75,50,0,0.41,0,0.77,0.15,2.65,0,0.02,0,0,0,0,0,15.09,4.04,49.25,0.01,17.04,2.65,21.48,4.44,168,1.05
26478,8195,0,0,5,7,3,0,0,0,1,1,4,5,2,0,0,5,30.8,0,0,0,0,0,0,1,21,12-24,secundaria,1,0,0,2,centro,8,0,Inactiva(o),0,7,5,4,85,4,85,4,4,4,4,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,173.75,34.75,0,0,4.8,0,0.54,1.97,10.59,0.9,0,0,0.9,0,0,0,8.37,7.32,47.76,15.95,41.33,3.16,21.22,3.19,168,NA
26481,8196,1,0,4,7,9,0,0,0,0,0,3,3,3,2,0,3,26,0,0,0,0,0,0,1,28,25-44,universitaria,0,1,55,5,metropolitana,13,0.49504950495049505,Ocupada(o),2,1,3,85,85,4,4,4,3,4,4,4,3,4,4,85,85,2,1,300,300,0,0,0,0,111.38613861386139,411.39,831,239.12871287128712,55,0,0,0,0.86,1.22,0.64,0,1.81,0,0.84,4.77,0,0,5.04,11.76,50.650000000000006,0,13.04,6.59,11.99,3.79,168,5.454545454545454
26482,8196,1,0,4,7,9,0,0,0,0,0,3,3,3,2,0,3,26,0,0,0,0,0,0,1,28,25-44,universitaria,0,1,45,5,metropolitana,13,0.4744224422442245,Ocupada(o),3,1,3,4,85,4,1,3,3,4,4,4,1,3,2,85,85,1,1,287.5,287.5,0,0,0,0,106.7450495049505,394.25,831,237.58168316831683,45,0,0,0,0.37,13.21,0.62,1.26,0.21,0,3.37,3.92,0,0.14,4.34,7.72,40.55999999999999,0,21.01,1.54,22.5,2.23,168,6.388888888888889
26484,8197,1,0,2,7,3,0,0,0,0,0,2,2,2,0,0,2,36,0,0,0,0,0,0,1,22,12-24,secundaria,1,1,12,3,sur,14,0.15458937198067632,Ocupada(o),2,3,4,85,85,2,5,4,2,4,3,4,2,4,4,85,85,3,0,16,16,0,0,0,0,0,16,103.5,51.75,12,0,0,0,7.67,1.84,3.44,1.12,0,0,0.03,1.44,8.1,0,3.38,9.11,44.11999999999999,26.53,14.23,3.04,25.84,6.11,168,1.3333333333333333
26486,8198,1,1,1,7,2,0,0,0,1,1,2,3,2,2,0,3,39.333333333333336,1,1,1,0,0,0,1,52,45-65,técnica,0,1,24,5,norte,4,0.1875,Ocupada(o),2,2,2,2,4,85,3,2,1,1,2,5,2,1,3,1,1,2,2,75,75,0,0,0,0,0,75,400,133.33333333333334,24,0,0.04,10.78,12.9,6.86,10.17,1.3,0,0,6.73,1.85,0,0,5.8,11.42,44.78000000000001,0,3.46,7.06,12.61,8.24,168,3.125
26487,8198,0,0,1,7,3,0,0,0,1,1,2,3,2,2,0,3,39.333333333333336,0,0,0,0,0,0,0,15,12-24,primaria,1,0,0,5,norte,4,0,Inactiva(o),0,7,2,85,85,4,85,5,5,2,5,85,3,2,85,85,85,2,6,0,0,0,0,0,0,0,0,400,133.33333333333334,0,0,0,0,1.16,1.05,0.34,0.17,0,0,1.59,0.41,0,0.04,6.25,5.61,45.90999999999999,49.84,16.48,19.44,12.78,6.93,168,NA
26489,8199,0,0,1,7,2,1,1,2,0,2,2,1,0,0,0,4,18,1,1,1,0,0,0,1,27,25-44,primaria,1,0,0,1,centro,8,0,Desocupada(o),0,7,4,4,4,2,85,4,4,4,2,85,4,4,85,4,4,2,2,0,0,0,0,0,0,0,0,74.9495,17.5,0,0,12.5,2.8,1.69,14.21,9.14,0.46,0,0.51,5.12,2.93,0,0,9.86,10.91,46.92,0.37,2.56,0.56,47.46,0,168,NA
26498,8202,0,0,4,6,3,1,0,1,1,2,3,4,2,0,0,5,25.6,1,0,0,0,0,0,1,26,25-44,secundaria,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,4,3,4,4,85,3,3,3,4,85,4,4,85,85,85,2,9,0,0,0,0,0,0,0,0,162.5,32.5,0,0,25.92,2.91,0.38,4.9,11.8,1.02,0,0,2.81,0.38,0,0,2.73,4.29,68.37999999999998,0,15.88,0.84,25.76,0,168,NA
26501,8203,1,1,3,7,1,0,0,0,0,0,3,3,3,0,0,3,57.666666666666664,1,1,1,0,0,0,1,77,66+,ninguna,0,1,42,4,sur,11,0.06339144215530904,Ocupada(o),1,3,4,4,4,85,4,3,3,4,3,4,4,4,4,4,85,3,0,10,10,0,30,187.75,62.583333333333336,1.9017432646592711,11.9,187.75,53.21724775488643,42,0,0,0,2.02,14,2.65,6.6,0,0.03,0.88,0.66,0,0,1.49,7.85,55.13999999999999,0,16.3,0,17.96,0.42,168,0.23809523809523808
26502,8203,1,0,3,7,2,0,0,0,0,0,3,3,3,0,0,3,57.666666666666664,0,1,1,0,0,0,0,73,66+,ninguna,0,1,45,4,sur,11,0.5879556259904912,Ocupada(o),2,5,4,4,85,85,4,4,4,4,4,4,4,4,4,4,85,3,0,60.25,60.25,32.5,0,0,0,17.638668779714738,110.39,187.75,58.462889593238245,45,0,0,0,0.05,0.18,1.41,0,0,0,0.18,0.16,0,0,1.23,10,53.46000000000001,0,19.86,0,31.15,5.32,168.00000000000003,1.3388888888888888
26505,8205,0,0,3,7,1,0,0,0,0,0,1,1,1,0,0,1,24,0,0,0,0,0,0,1,24,12-24,secundaria,1,1,0,1,centro,8,0,Inactiva(o),0,7,3,2,85,4,4,4,3,3,4,5,3,3,3,85,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0.05,8.36,12.32,1.96,1.08,0,0.6,0.17,0,0,3.75,10.23,36.97999999999998,23.8,8.57,0.26,58.84,0.4,167.99999999999997,NA
26506,8206,1,1,4,7,1,1,0,1,0,1,2,2,2,1,0,3,17,1,1,1,0,0,0,0,26,25-44,secundaria,1,1,48,2,sur,9,0.39215686274509803,Ocupada(o),2,6,2,2,2,3,2,3,3,3,1,2,2,96,1,3,3,1,4,50,50,0,0,127.5,42.5,0,50,127.5,42.5,48,0,5.01,0,0.29,3.2,2.27,0.33,0,0.22,0.65,1.62,0.3,1.48,2.53,8.42,43.94999999999999,21.77,13.48,0.69,2.53,11.26,168,1.0416666666666667
