id_persona,id_hogar,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores6,n_menores12,n_men15,n_menores18,n_menores,n_mayores,n_tiempo,n_trabajadores,n_profesionales,hay_tercera,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_años,tramo_edad,nivel_escolaridad,estudia,trabaja,horas_trabajo,quintil,macrozona,region,prop_hogar,cae,cise,ciuo_agrupada,t11_1_1,t11_1_2,t11_1_3,t11_1_4,t11_1_5,t11_1_6,t11_1_7,t11_1_8,t12_1_1,t12_1_2,t12_1_3,t12_1_4,t12_1_5,t13_1_1,t13_1_2,t14_1_1,t15_1_1,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_mon,ing_mon_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,t_to,t_to_js,t_tcnr_ce,t_tcnr_re,t_tcnr_oac,t_tdnr_psc,t_tdnr_lv,t_tdnr_lrc,t_tdnr_mrm,t_tdnr_admnhog,t_tdnr_comphog,t_tdnr_cmp,t_tvaoh_tv,t_tvaoh_oh,t_cpaf_cp,t_cpag_comer,t_cpag_dormir,t_ed,t_vsyo_csar,t_vsyo_aa,t_mcm,t_tt1,t_total,w
1,1,0,0,4,6,1,0,0,1,1,1,4,5,1,0,0,5,30.4,1,1,1,0,0,0,0,47,45-65,primaria,0,0,6,1,metropolitana,13,0.3191489361702128,Ocupada(o),1,5,4,4,4,4,3,3,4,3,1,3,3,3,3,4,4,3,0,37.5,37.5,0,0,117.5,23.5,0,37.5,117.5,23.5,6,0,8.11,0,75.32,0.43,7.71,0,0,0,0.07,3.75,0,2.76,7.69,10.04,17.75,0,3.43,0.39,24.55,0,168,6.25
2,1,0,0,4,6,2,0,0,1,1,1,4,5,1,0,0,5,30.4,1,1,1,0,0,0,1,44,25-44,primaria,0,0,0,1,metropolitana,13,0,Inactiva(o),0,7,4,4,4,4,85,4,4,4,2,85,4,4,85,4,4,2,9,0,0,0,0,0,0,0,0,117.5,23.5,0,0,4.17,4.58,63.8,9.31,9.44,1.31,0,0,2.16,0.66,0,0,1.63,4.79,43.69000000000001,0,8.52,1.53,12.41,0,168.00000000000003,NA
4,1,1,0,4,6,3,0,0,1,1,1,4,5,1,0,0,5,30.4,0,0,0,0,0,0,0,22,12-24,secundaria,1,1,48,1,metropolitana,13,0.6808510638297872,Ocupada(o),2,3,2,2,85,2,4,2,1,1,1,3,2,2,2,85,85,1,6,80,80,0,0,0,0,0,80,117.5,23.5,48,0,2.44,0,4.81,0.13,1.1,0,0,0,0.29,1.93,0,0,2.88,8.03,42.41000000000001,18.33,10.11,3.76,7.49,16.29,168,1.6666666666666667
5,1,0,0,4,6,3,0,0,1,1,1,4,5,1,0,0,5,30.4,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,3,85,3,3,3,1,85,3,3,85,85,85,3,0,0,0,0,0,0,0,0,0,117.5,23.5,0,0,0.4,0,24.11,0,3.91,0,0,0,0.08,0.15,0,0,3.13,5.69,56.91999999999999,27.04,3.96,0.55,39.81,2.25,168,NA
14,4,0,0,5,7,3,0,0,1,1,1,3,2,1,0,0,4,34,0,0,0,0,0,0,1,13,12-24,ninguna,1,0,0,2,norte,5,0,Menor de 15 años,0,7,2,85,85,4,85,5,4,5,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,132.5,33.125,0,0,0,0,0,0.01,9.1,0.49,0,0,0,0.5,0,0,16.6,12.46,62.34000000000001,0,38.91,9.88,17.71,0,167.99999999999997,NA
19,6,1,1,2,6,1,0,1,1,0,1,4,4,2,1,0,5,36.6,1,1,1,0,0,0,0,58,45-65,secundaria,0,1,45,4,centro,7,0.6153846153846154,Ocupada(o),2,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,0,200,200,0,0,325,65,0,200,325,65,45,0,0.71,0.49,2.62,0.45,0.51,0.06,2.24,0,0.67,0.92,0,0.29,1.05,12.4,63.86,0,17.1,0.58,7.89,11.16,168,4.444444444444445
20,6,0,0,2,6,2,0,1,1,0,1,4,4,2,1,0,5,36.6,1,1,1,0,0,0,1,59,45-65,secundaria,0,0,0,4,centro,7,0,Inactiva(o),0,7,4,4,4,3,85,4,4,4,4,85,4,4,85,4,4,3,0,0,0,0,0,0,0,0,0,325,65,0,0,0,2.42,1.63,15.84,10.07,0.16,0,0,0.81,1.61,0,0,1.94,12.58,59.86999999999999,0,24.69,0,36.38,0,168,NA
21,6,1,0,2,6,3,0,1,1,0,1,4,4,2,1,0,5,36.6,1,0,0,0,0,0,1,30,25-44,universitaria,0,1,45,4,centro,7,0.38461538461538464,Ocupada(o),3,1,4,85,4,4,4,4,4,4,4,4,4,4,4,85,85,3,0,125,125,0,0,0,0,0,125,325,65,45,0,3.6,2.13,0.16,1.36,2.56,0.63,0.86,0,0.86,0.14,0,0,1.96,10.85,59.08000000000001,0,20.36,0,9.95,8.5,167.99999999999997,2.7777777777777777
22,6,0,0,2,6,3,0,1,1,0,1,4,4,2,1,0,5,36.6,0,0,0,0,0,0,0,26,25-44,primaria,0,0,0,4,centro,7,0,Inactiva(o),0,7,4,85,85,4,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,0,0,0,0,0,0,325,65,0,0,0.32,0,0.26,0.05,0.01,0,0,0,0.95,1.49,0,0.03,2.29,11.47,75.59,0,41.72,0.3,33.52,0,168,NA
25,7,0,0,2,7,2,1,1,2,0,2,2,1,0,2,0,4,21,1,1,1,0,0,0,1,38,25-44,universitaria,0,0,0,1,sur,9,0,Inactiva(o),0,7,4,4,4,3,85,3,4,4,4,85,4,4,85,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18.89,17.29,5.11,11.93,5.61,8.03,0,0.26,2.43,4.17,3.16,0.06,1.56,9.19,41.00000000000001,0,17.39,3.7,18.22,0,168,NA
41,11,0,0,4,6,2,1,1,2,0,2,2,2,1,0,0,4,14.75,1,1,1,0,0,0,1,30,25-44,secundaria,0,0,0,1,norte,3,0,Inactiva(o),0,7,1,3,1,5,85,1,1,5,5,85,4,4,85,5,5,3,0,0,0,0,0,0,0,0,0,50,12.5,0,0,51.39,0,15.48,3.84,1.61,0.02,0,0,2.32,0,0,0,5.24,15.5,36.21999999999999,0,3.63,0,32.75,0,168,NA
45,12,0,0,4,6,2,0,0,0,0,0,2,2,1,0,0,2,62.5,1,1,1,0,0,0,1,62,45-65,ninguna,0,0,0,1,norte,3,0,Inactiva(o),0,7,1,1,1,85,85,1,1,3,5,85,3,3,85,1,85,2,2,0,0,0,0,0,0,0,0,50,25,0,0,0,0,1.51,13.87,22.21,1.1,0,2.68,2.68,3.66,0,32.2,2.28,9.3,40.73999999999998,0,4.65,0,31.12,0,167.99999999999997,NA
46,13,1,1,5,7,1,1,0,1,0,1,3,2,2,0,0,4,29.25,1,1,1,0,0,0,0,48,45-65,primaria,0,1,65,2,metropolitana,13,0.06976744186046512,Ocupada(o),1,3,5,5,5,2,4,4,4,5,4,5,5,5,5,5,5,3,0,7.5,7.5,0,1.5,109,27.25,0.10465116279069767,7.6,109,26.901162790697676,65,0,4.26,0,2.43,4.75,4.79,0.35,0.71,0,0,0.91,0,0,2.67,9.34,43.78000000000001,0,11.55,0.92,12.54,4,168,0.11538461538461539
54,15,1,1,1,7,1,0,0,0,0,0,2,1,1,1,0,2,52.5,1,1,1,0,0,0,1,52,45-65,secundaria,1,1,48,5,norte,1,0.16666666666666666,Ocupada(o),2,2,4,3,4,2,4,5,4,4,4,4,4,3,4,4,85,2,6,75,75,0,0,450,225,0,75,450,225,48,0,0,0,0.91,8.2,6.39,1.7,1.38,0.95,3.51,5.25,0,0,2.23,9.42,37.16,12.81,10.93,4.11,13.67,1.38,167.99999999999997,1.5625
63,18,0,0,3,7,2,0,0,0,0,0,6,4,2,0,0,7,51.714285714285715,1,1,1,0,0,0,1,66,66+,primaria,0,0,0,3,norte,4,0.06204756980351603,Inactiva(o),0,7,3,4,4,85,85,4,4,4,4,85,4,4,85,4,85,2,2,0,0,22.5,0,0,0,0,22.5,362.625,51.80357142857143,0,0,0.64,0.03,1.63,8.56,2.56,4.3,0,11.52,3.6,0.88,0.16,0,2.92,7.8,60.55,0,6.61,0.51,55.73,0,168,NA
74,21,1,1,1,6,1,0,1,2,2,3,2,4,1,0,0,5,23.8,1,1,1,0,0,0,0,40,25-44,secundaria,0,1,45,2,norte,2,1,Ocupada(o),2,1,4,5,5,4,5,4,5,4,4,4,4,3,2,4,4,2,1,200,200,0,0,200,40,0,200,200,40,45,0,3.08,0.15,14.68,3.34,0.49,0.08,0,0,0,0,0,0,1.98,8.95,41.23000000000001,0,5.52,3.7,37.34,2.46,168,4.444444444444445
75,21,0,0,1,6,2,0,1,2,2,3,2,4,1,0,0,5,23.8,1,1,1,0,0,0,1,37,25-44,secundaria,0,0,0,2,norte,2,0,Inactiva(o),0,7,5,5,5,4,85,5,3,3,2,85,5,5,4,4,5,2,2,0,0,0,0,0,0,0,0,200,40,0,0,3.34,15.9,2.76,11.64,11.38,4.86,0,0,0,0,0,0,1.77,8.06,36.00999999999999,0,10.6,7.08,54.6,0,168,NA
76,21,0,0,1,6,3,0,1,2,2,3,2,4,1,0,0,5,23.8,0,0,0,0,0,0,1,17,12-24,primaria,1,0,0,2,norte,2,0,Inactiva(o),0,7,5,85,85,5,85,4,5,4,5,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,200,40,0,0,3.6,6.41,5.78,1.58,0.25,2.97,0,0,0.8,1,0,0,2.32,9.82,48.89999999999999,43.26,6.8,10.61,19.09,4.81,168,NA
77,21,0,0,1,6,3,0,1,2,2,3,2,4,1,0,0,5,23.8,0,0,0,0,0,0,0,14,12-24,ninguna,1,0,0,2,norte,2,0,Menor de 15 años,0,7,4,85,85,4,85,4,5,5,4,85,4,4,5,85,85,2,6,0,0,0,0,0,0,0,0,200,40,0,0,13.24,6.23,2.82,0.33,0.24,0,0.65,0,0.49,2.27,0,0,1.52,5.55,47.82000000000001,42.06,13.24,14.02,12.85,4.67,168.00000000000003,NA
80,22,0,0,5,7,3,0,0,0,1,1,2,3,1,1,0,3,30.333333333333332,0,0,0,0,0,0,1,17,12-24,primaria,1,0,0,5,sur,9,0,Desocupada(o),0,7,4,85,85,2,85,4,4,4,5,85,4,4,85,85,85,1,6,0,0,0,0,0,0,0,0,500,141.66666666666666,0,0,0.46,1.39,3.29,1.18,1.97,0,0,0,13.19,5.43,0,0,5.08,3.04,57.039999999999985,0.47,16.75,5.51,53.2,0,168,NA
82,23,1,0,2,7,1,0,0,0,0,0,1,1,1,0,0,1,55,1,0,0,0,0,0,1,55,45-65,secundaria,0,1,45,5,norte,4,1,Ocupada(o),2,3,4,85,4,2,4,2,4,4,2,4,4,4,4,85,85,3,0,74.5,87,0,25.75,112.75,112.75,25.75,112.75,112.75,112.75,45,0,0.29,0,0.01,10.1,4.14,1.12,0.92,0.01,2.19,0.43,0,0,3.93,7.3,50.45000000000001,0,13.22,0,26.32,2.57,167.99999999999997,1.9333333333333333
92,27,1,0,1,6,1,0,0,0,0,0,3,2,2,3,0,3,39.666666666666664,1,0,0,0,0,0,1,63,45-65,universitaria,0,1,60,5,metropolitana,13,0.6968641114982579,Ocupada(o),2,1,3,85,2,85,4,3,2,1,5,5,2,5,3,85,85,2,5,500,1000,0,0,1435,478.3333333333333,0,1000,1435,478.3333333333333,60,0,0.01,0,0.24,4.04,0.38,0,0,0.75,0.34,0.22,0,2.71,4.58,10.76,39.83,0,14.45,1.92,17.71,10.06,168,16.666666666666668
97,29,0,0,2,7,2,0,0,1,2,2,2,2,0,2,0,4,32,1,1,1,0,0,0,1,46,45-65,universitaria,0,0,0,5,centro,8,0,Inactiva(o),0,7,4,4,4,4,85,3,3,4,5,85,4,4,85,4,4,2,2,0,0,0,0,0,0,0,0,450,112.5,0,0,8.45,0.09,9.04,17.99,4.64,2.78,0,0,2.07,0.19,0,4.28,4.23,7.61,56.280000000000015,0,26.29,0.23,23.6,0.23,168,NA
98,29,0,0,2,7,3,0,0,1,2,2,2,2,0,2,0,4,32,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,5,centro,8,0,Inactiva(o),0,7,3,5,85,4,85,4,3,1,4,85,2,2,85,85,85,2,6,0,0,0,0,0,0,0,0,450,112.5,0,0,0.23,0.53,0.84,0.39,0.29,0.03,0,0,0,0.02,0,0.08,2.07,5.25,47.38000000000001,48.04,30.49,19.08,12.35,0.93,168,NA
102,30,1,0,3,7,3,0,0,1,1,1,3,4,2,0,0,4,29.5,0,0,0,0,0,0,0,18,12-24,secundaria,0,1,35,2,centro,6,0.5,Ocupada(o),2,3,4,85,85,4,4,4,4,4,3,3,4,4,4,85,85,2,1,60,60,0,0,0,0,12.5,72.5,145,33.125,35,0,2.92,0,1.77,0.7,0.29,0.36,0.06,0.01,0.51,0.13,0,1.37,3.54,6.95,50.03000000000001,0.02,11.7,8.12,39.49,5.03,168,1.7142857142857142
106,32,1,1,4,7,1,1,0,1,0,1,2,2,2,0,0,3,19,1,1,1,0,0,0,0,28,25-44,secundaria,0,1,60,3,norte,5,0.7333333333333333,Ocupada(o),2,5,2,2,2,2,1,1,2,3,3,4,2,2,3,1,4,2,1,137.5,137.5,0,0,187.5,62.5,0,137.5,187.5,62.5,60,0,8.64,0,1.47,3.64,0,0,0,0.07,0.84,0.61,0.02,0,4.07,6.13,47.65,0,13.2,0.02,13.79,7.85,168,2.2916666666666665
107,32,1,1,4,7,2,1,0,1,0,1,2,2,2,0,0,3,19,1,1,1,0,0,0,1,28,25-44,secundaria,0,1,48,3,norte,5,0.26666666666666666,Ocupada(o),2,3,2,4,2,1,3,2,2,2,2,4,2,3,2,2,4,1,4,50,50,0,0,0,0,0,50,187.5,62.5,48,0,17.91,0,14.67,10.9,6.68,1.3,0.03,0.01,0.81,0.64,0,0,2.47,6.1,36.19999999999999,0,11.41,0.03,9.5,1.34,168,1.0416666666666667
110,33,1,1,1,6,2,0,1,1,1,2,2,3,2,2,0,4,26.5,1,1,1,0,0,0,1,44,25-44,técnica,0,1,60,5,norte,2,0.38461538461538464,Ocupada(o),1,2,2,2,2,1,1,1,4,1,4,4,2,4,1,5,5,1,8,375,375,0,0,0,0,29.80769230769231,404.81,1052.5,251.20192307692307,60,0,3.84,3.21,3.48,10.75,6.09,1.42,0.15,0,5.82,1.85,5.07,0,2.49,4.1,28.22000000000001,0,4.02,0.87,25.48,1.14,167.99999999999997,6.25
111,33,0,0,1,6,3,0,1,1,1,2,2,3,2,2,0,4,26.5,0,0,0,0,0,0,0,16,12-24,primaria,1,0,0,5,norte,2,0,Inactiva(o),0,7,4,85,85,4,85,5,4,4,5,85,5,4,85,85,85,2,6,0,0,0,0,0,0,0,0,1052.5,243.75,0,0,1.37,0,0.69,0.56,0.87,0.03,0,0,0,0.27,0,0,3.67,4.53,66.95,0,23.88,25.64,39.54,0,168,NA
115,34,0,0,1,6,3,1,0,2,1,2,2,2,2,2,0,4,20.25,0,0,0,0,0,0,0,13,12-24,ninguna,1,0,0,5,norte,3,0,Menor de 15 años,0,7,3,85,85,4,85,4,2,3,5,85,5,2,85,85,85,2,9,0,0,0,0,0,0,0,0,675,168.75,0,0,0,0,0.57,0.55,0.61,0,0,0,0.74,0,0,0,3.5,15.57,82.30999999999999,9.13,30.79,9.13,15.1,0,168.00000000000003,NA
118,35,0,0,4,7,2,0,0,0,1,1,2,2,0,1,0,3,34.333333333333336,1,1,1,0,0,0,1,41,25-44,universitaria,0,0,0,1,centro,8,0,Inactiva(o),0,7,4,5,4,1,85,2,4,4,5,85,4,2,85,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.81,8.83,2.46,17.57,10.64,2.23,0,0,3.03,1.64,0,0,5.57,13.45,45.21,0,15.76,0.49,39.31,0,168,NA
119,35,0,0,4,7,3,0,0,0,1,1,2,2,0,1,0,3,34.333333333333336,0,0,0,0,0,0,1,16,12-24,primaria,1,0,0,1,centro,8,0,Inactiva(o),0,7,3,85,85,4,85,3,3,3,4,85,3,2,85,85,85,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.09,0.26,0,0,0,0.11,0.6,0.52,1.81,8.67,9.69,55.58,46.05,18.43,0.78,17.53,7.66,168,NA
125,37,0,0,4,6,3,2,0,3,1,3,3,2,2,1,0,6,29.333333333333332,0,0,0,0,0,0,1,12,12-24,ninguna,1,0,0,1,metropolitana,13,0,Menor de 15 años,0,7,4,85,85,2,85,2,4,4,4,85,4,4,85,85,85,2,6,0,0,0,0,0,0,0,0,115,19.166666666666668,0,0,6.28,0,0.06,0.79,0.79,0.49,0,0,0.95,0.26,0,1.37,3.28,7.17,43.08999999999999,37.33,8.04,10.45,44.88,2.77,168,NA
129,38,1,1,2,6,1,2,0,2,0,2,2,2,1,2,0,4,19.75,1,1,1,0,0,0,0,39,25-44,universitaria,0,1,45,5,metropolitana,13,1,Ocupada(o),2,1,4,3,4,1,4,2,3,3,5,5,4,4,4,4,3,2,1,975,975,0,0,975,243.75,0,975,975,243.75,45,0,8.5,0.2,0.68,1.36,0.39,0.85,0,0.14,1.57,0.05,0,0,6.81,28.33,49.80999999999999,0,8.89,3.98,8.04,3.4,167.99999999999997,21.666666666666668
130,38,0,0,2,6,2,2,0,2,0,2,2,2,1,2,0,4,19.75,1,1,1,0,0,0,1,36,25-44,universitaria,0,0,0,5,metropolitana,13,0,Inactiva(o),0,7,3,4,5,4,85,4,2,2,4,85,4,4,4,1,5,2,2,0,0,0,0,0,0,0,0,975,243.75,0,0.01,60.48,0,6.29,9.02,1.92,0.9,0,0,4.23,0.38,0,0,2.65,12.45,37.990000000000016,0,20.07,2.64,8.97,0,168,NA
133,39,1,0,4,6,1,0,0,0,0,0,1,1,1,0,0,1,25,0,0,0,0,0,0,0,25,25-44,primaria,0,1,54,3,sur,9,1,Ocupada(o),3,3,3,85,85,85,4,3,2,2,4,4,2,2,85,85,85,2,1,60.25,60.25,0,0,60.25,60.25,0,60.25,60.25,60.25,54,0,0,0,0.01,3.91,0.61,1.31,0,0,0.95,0,0,2.62,1.97,8.04,40.91,0,11.49,4.7,35.85,1.63,168,1.1157407407407407
150,44,0,0,2,7,2,0,0,1,2,2,2,4,1,0,0,4,29.5,1,1,1,0,0,0,1,45,45-65,secundaria,0,0,0,2,sur,9,0,Inactiva(o),0,7,4,4,5,4,85,3,4,5,3,85,5,5,85,4,5,3,0,0,0,0,0,0,0,0,0,159.75,37.5,0,0,3.8,3.14,1.75,9.82,8.87,2.7,0,0,3,0.36,0,0,3.08,8.14,59.469999999999985,0,6.29,2.84,54.74,0,168,NA
157,45,1,0,5,7,3,0,0,0,0,0,5,5,3,0,1,5,58.2,0,0,0,0,0,0,0,41,25-44,primaria,0,1,40,3,centro,8,0.34192602607284206,Ocupada(o),2,4,4,4,85,2,4,4,4,3,2,4,2,4,2,85,85,3,0,62,87,0,0,0,0,0,87,254.441,50.8882,40,0,0,0,0.42,0.14,0,0.52,0,0,0.07,0.02,0,0.86,3.83,4.62,47.25999999999999,0,37.51,3.57,23.37,5.81,168,2.175
158,46,1,1,2,6,1,1,1,2,0,2,2,2,2,0,0,4,15,1,1,1,0,0,0,0,22,12-24,primaria,0,1,48,3,sur,11,0.5333333333333333,Ocupada(o),2,6,4,4,3,2,3,4,4,4,3,3,3,4,3,4,4,3,0,100,100,0,0,187.5,46.875,0,100,187.5,46.875,48,0,0,0,0.82,3.34,0.26,0,0,0,1.02,0.96,0,0,3.44,6.48,63.95,0,13.12,4.8,20.8,1.01,168,2.0833333333333335
159,46,1,1,2,6,2,1,1,2,0,2,2,2,2,0,0,4,15,1,1,1,0,0,0,1,26,25-44,primaria,0,1,48,3,sur,11,0.4666666666666667,Ocupada(o),2,3,3,3,3,2,3,4,4,4,3,3,3,3,3,4,4,2,1,87.5,87.5,0,0,0,0,0,87.5,187.5,46.875,48,0,4.88,0.62,1.19,2.68,1.6,0.57,0,0,0.43,0.03,0,0,5.44,4.01,53.75000000000001,0,13.44,0,30.6,0.76,168,1.8229166666666667
164,48,1,0,2,7,1,1,0,1,0,1,1,1,1,1,0,2,20.5,1,0,0,0,0,0,0,37,25-44,universitaria,0,1,45,4,centro,8,1,Ocupada(o),3,1,2,85,2,2,5,2,2,2,2,2,2,2,2,85,85,3,0,150,150,0,0,150,75,0,150,150,75,45,0,22.49,1.24,12.6,1.54,0.54,0.17,0.17,0,4.39,0.36,0,0,2.61,9.06,40.49,0,6.63,6.7,13.39,0.62,168,3.3333333333333335
167,49,0,0,1,7,2,0,0,0,0,0,5,5,3,0,0,5,47.8,1,1,1,0,0,0,1,72,66+,secundaria,0,0,0,2,norte,5,0.27178016004831645,Inactiva(o),0,7,3,4,2,85,85,4,4,4,1,85,3,3,85,2,85,2,4,0,0,45,0,0,0,0,45,165.575,33.115,0,0,0,0,18.34,6.26,10.01,6.07,0,4.95,0,1.24,0,0,5.96,13.93,63.44999999999999,0,9.9,0,27.89,0,168,NA
168,49,1,0,1,7,3,0,0,0,0,0,5,5,3,0,1,5,47.8,1,0,0,0,0,0,1,49,45-65,secundaria,0,1,25,2,norte,5,0.10463536161860185,Ocupada(o),2,3,2,4,2,2,4,2,2,2,2,4,3,2,3,85,85,3,0,17.325,17.325,0,0,0,0,0,17.32,165.575,33.115,25,0,0.3,0,0.93,2.07,2.3,0.65,0,0,0.76,0.55,2.02,26.25,0.99,4.79,42.64000000000001,1.93,11.25,0.04,43.6,1.93,168,0.693
173,51,0,0,1,7,1,0,0,0,0,0,2,1,1,1,0,2,65.5,1,0,0,0,0,0,1,80,66+,primaria,0,0,0,3,centro,6,0.43120025846260257,Inactiva(o),0,7,4,85,4,85,85,4,4,4,4,85,4,4,85,85,85,3,0,0,0,47.3805,0,109.8805,54.94025,0,47.38,109.8805,54.94025,0,0,0,0,0.37,9.61,4.14,0.22,0,0,3.7,3.72,0,1.05,4.57,8.5,77.64999999999999,0,17.99,2.43,34.05,0,168,NA
180,54,0,0,3,6,2,0,0,0,0,0,4,4,2,0,0,4,39.25,1,1,1,0,0,0,1,51,45-65,primaria,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,2,2,4,4,85,4,4,2,1,85,4,3,2,4,4,2,4,0,0,0,0,0,0,0,0,150,37.5,0,0,0,0,7.82,21.01,11.31,0,0,0,2.86,1.92,0,0,3.79,9.23,76.92,0,10.39,0,22.75,0,168,NA
181,54,1,0,3,6,3,0,0,0,0,0,4,4,2,0,0,4,39.25,1,0,0,0,0,0,0,28,25-44,primaria,0,1,45,2,metropolitana,13,0.4166666666666667,Ocupada(o),2,5,2,85,3,3,3,3,3,3,2,3,2,2,1,85,85,1,4,62.5,62.5,0,0,0,0,0,62.5,150,37.5,45,0,0,0,0.21,0.29,2.04,0.08,0.11,0.06,0.24,0.16,0,0,4.35,6.67,50.32999999999999,0,12.7,0.11,35.16,10.49,168.00000000000003,1.3888888888888888
182,54,0,0,3,6,3,0,0,0,0,0,4,4,2,0,0,4,39.25,0,0,0,0,0,0,0,20,12-24,primaria,0,0,0,2,metropolitana,13,0,Inactiva(o),0,7,3,85,85,4,85,3,4,4,2,85,4,4,4,85,85,3,0,0,0,0,0,0,0,0,0,150,37.5,0,0,0,0,0,0.32,1.61,0.86,0,0,0,0,0,0,6.44,6.42,51.73,0,28.3,2.37,69.95,0,168,NA
187,56,1,1,1,7,2,0,0,0,0,0,4,3,4,0,0,4,37.25,1,1,1,0,0,0,0,40,25-44,primaria,0,1,60,4,metropolitana,13,0.41420118343195267,Ocupada(o),2,6,4,5,1,5,5,4,4,5,4,5,2,2,4,5,4,3,0,175,175,0,0,0,0,0,175,422.5,105.625,60,0,0,0,1.03,0.01,0.41,0,0,0,0.84,0,0,0,1.25,12.64,37.73,2.18,17.05,4.28,23.63,6.95,168,2.9166666666666665
188,56,1,1,1,7,7,0,0,0,0,0,4,3,4,0,0,4,37.25,1,1,1,0,0,0,0,34,25-44,secundaria,0,1,45,4,metropolitana,13,0.26627218934911245,Ocupada(o),2,5,2,3,2,4,3,3,2,2,4,3,3,3,3,3,85,2,1,112.5,112.5,0,0,0,0,0,112.5,422.5,105.625,45,0,0,0,0.79,2.43,3.79,1.9,0,0.34,0.67,1.74,0,9.33,2.31,4.53,37.45999999999999,0,9.17,0.11,41.46,6.97,168,2.5
203,60,0,0,2,6,3,0,0,0,0,0,2,2,1,0,0,2,42.5,0,0,0,0,0,0,1,20,12-24,secundaria,0,0,0,3,metropolitana,13,0,Desocupada(o),0,7,4,85,85,4,85,4,4,4,2,85,4,4,85,85,85,2,4,0,0,0,0,0,0,0,0,87.5,43.75,0,1.04,0.17,0,0.23,15.16,5.93,0.13,0,0,1.03,0,0,0,3.42,12.91,63.69999999999999,0,10.18,2.53,51.57,0,168.00000000000003,NA
207,62,1,1,5,6,2,0,0,0,0,0,3,3,3,1,0,3,41.666666666666664,1,1,1,0,0,0,1,49,45-65,primaria,0,1,45,5,metropolitana,13,0.25806451612903225,Ocupada(o),2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,0,100,100,0,0,0,0,0,100,387.5,129.16666666666669,45,0,0,0,13.34,2.14,5.3,0,0,0,0.3,0,0,0,5.3,8.78,53.76999999999999,0,17,0,14.46,2.61,168,2.2222222222222223
208,62,1,0,5,6,3,0,0,0,0,0,3,3,3,1,0,3,41.666666666666664,0,0,0,0,0,0,0,26,25-44,universitaria,0,1,45,5,metropolitana,13,0.22580645161290322,Ocupada(o),2,3,5,1,85,4,5,5,5,3,4,3,3,3,2,85,85,2,1,87.5,87.5,0,0,0,0,0,87.5,387.5,129.16666666666669,45,0,0,0,4.62,0.47,0.2,0.01,0,0.27,0,0,0,6,3.82,12.27,44.66,0,21.16,5.96,20.09,3.47,168,1.9444444444444444
209,63,1,0,5,6,1,0,0,0,1,1,3,2,3,1,0,4,45,1,0,0,0,0,0,1,47,45-65,primaria,0,1,10,2,centro,8,0.029126213592233007,Ocupada(o),1,3,3,85,4,5,4,4,2,2,4,4,3,3,4,85,85,2,2,3,3,0,6.75,109.75,27.4375,0.1966019417475728,3.2,109.75,25.799150485436893,10,0,0.37,0.01,0.26,7.15,2.41,0.59,0,0,0.98,0.46,0,0,0.76,7.33,61.57999999999999,0,34.47,0,41.32,0.31,167.99999999999997,0.3
211,63,1,0,5,6,3,0,0,0,1,1,3,2,3,1,0,4,45,0,0,0,0,0,0,1,25,25-44,universitaria,0,1,40,2,centro,8,0.7281553398058253,Ocupada(o),3,3,1,2,85,2,4,2,2,1,4,4,2,2,2,85,85,2,1,75,75,0,0,0,0,4.915048543689321,79.92,109.75,26.97876213592233,40,0,0.88,0,3.31,1.7,0.5,2.92,0,0.69,0.36,0.32,0,0,5.07,4.16,56.410000000000004,0,22.72,0.83,26.06,2.07,168,1.875
214,64,0,0,1,7,2,2,0,2,1,3,3,1,0,0,0,6,21.666666666666668,1,1,1,0,0,0,1,40,25-44,secundaria,0,0,0,3,norte,2,0,Inactiva(o),0,7,4,4,4,2,85,4,2,2,4,85,2,2,85,2,2,2,3,0,0,0,0,0,0,0,0,375,62.5,0,0,13.83,0.94,40.99,12.2,3.82,3.06,0,0.05,1.32,0.68,0,0,4.47,6.01,45.52999999999999,0,20.2,0.14,14.76,0,168,NA
